warmup_steps,seeds,parameters,paired_points,mean_tail_accuracy_before,geomean_jvp_tail_drift_sq_ratio_spectral_over_fro,jvp_tail_drift_sq_ratio_ci95_low,jvp_tail_drift_sq_ratio_ci95_high,geomean_scaled_jvp_tail_drift_sq_ratio_spectral_over_fro,scaled_jvp_tail_drift_sq_ratio_ci95_low,scaled_jvp_tail_drift_sq_ratio_ci95_high,geomean_observed_tail_drift_sq_ratio_spectral_over_fro,observed_tail_drift_sq_ratio_ci95_low,observed_tail_drift_sq_ratio_ci95_high,spectral_less_scaled_jvp_tail_drift_fraction,spectral_less_observed_tail_drift_fraction
2000,2,54,108,0.34400000000000014,1.602004835061899,1.473796871949191,1.7413658153361715,0.02676317610924912,0.02243967454932429,0.031919696245160174,0.3714209463674916,0.3154434507902186,0.437332013249713,1.0,1.0
5000,2,54,108,0.4165,1.4988880902046342,1.386223329075904,1.620709635910533,0.05695081429317151,0.046540149175376126,0.0696902632699629,0.8937760411411083,0.831396927785087,0.9608354144945412,0.9629629629629629,0.5092592592592593
10000,2,54,108,0.4212500000000002,1.5011010838531298,1.376780468743444,1.6366476102043925,0.026504278477091,0.02249493427241246,0.031228220944512785,0.2816559722933931,0.246972597414402,0.3212100757697687,1.0,1.0
