seed,layer_index,parameter,shape,warmup_steps,gradient_nuclear_rank,gradient_fro_norm,gradient_op_norm,alignment_ratio_spectral_over_fro,step_size_ratio_spectral_over_fro,jvp_tail_drift_sq_ratio_spectral_over_fro,scaled_jvp_tail_drift_sq_ratio_spectral_over_fro,observed_tail_drift_sq_ratio_spectral_over_fro,linearization_relative_error_diff_spectral_minus_fro,tail_loss_increase_diff_spectral_minus_fro,tail_accuracy_drop_diff_spectral_minus_fro,tail_margin_drop_diff_spectral_minus_fro,actual_head_loss_decrease_diff_spectral_minus_fro,tail_accuracy_before,tail_loss_before,spectral_less_jvp_tail_drift,spectral_less_scaled_jvp_tail_drift,spectral_less_observed_tail_drift
0,1,conv1.weight,64x3x3x3,2000,5.329528423599201,5.995212554931641,5.375901699066162,2.308580300281479,0.4331666521966217,1.1970537250536808,0.22460714789070244,0.6613987433009835,0.5108293294906616,2.1457672119140625e-05,-0.0005000000000000004,0.0003857612609863281,-0.00015337765216827393,0.34850000000000003,3.913738250732422,False,True,True
0,2,layer1.0.conv1.weight,128x64x1x1,2000,16.644590079553165,2.564055919647217,1.8912872076034546,4.07977810074546,0.24511137010546707,1.3102465033136266,0.07871907453112321,0.8883222183493794,0.6464595794677734,-3.790855407714844e-05,0.0005000000000000004,-9.465217590332031e-05,0.00032244622707366943,0.34850000000000003,3.913738250732422,False,True,True
0,3,layer1.0.conv2.weight,128x4x3x3,2000,16.545210328584172,5.368722438812256,3.669205904006958,4.067593407494271,0.24584561430293556,1.4183613036446259,0.08572584528109331,0.808956023081146,1.1584081649780273,-0.00012636184692382812,0.0005000000000000004,-7.867813110351562e-06,3.910064697265625e-05,0.34850000000000003,3.913738250732422,False,True,True
0,4,layer1.0.conv3.weight,256x128x1x1,2000,58.14974187907656,1.95735764503479,1.1409012079238892,7.625642330530528,0.1311364940362248,1.3205345254130154,0.022708941282529625,0.9418255546197192,1.0953657627105713,-0.00013709068298339844,-0.0005000000000000004,-0.00023031234741210938,2.5093555450439453e-05,0.34850000000000003,3.913738250732422,False,True,True
0,5,layer1.0.downsample.0.weight,256x64x1x1,2000,17.84343310328364,2.3739140033721924,1.6410331726074219,4.224157716273249,0.23673358505237047,1.2735780988371312,0.07137487165335826,0.8907666602500023,0.6368323564529419,8.344650268554688e-06,-0.0005000000000000004,0.0001728534698486328,-5.1856040954589844e-05,0.34850000000000003,3.913738250732422,False,True,True
0,6,layer1.1.conv1.weight,128x256x1x1,2000,53.86208270154376,1.3080756664276123,0.734129011631012,7.339137554276732,0.13625579199251694,1.2247704115180877,0.022738643367608564,0.8621021418900938,0.6888477802276611,0.0003361701965332031,-0.0015000000000000013,0.0004982948303222656,-1.004338264465332e-05,0.34850000000000003,3.913738250732422,False,True,True
0,7,layer1.1.conv2.weight,128x4x3x3,2000,20.036830968385033,3.6931424140930176,2.3232264518737793,4.4762718427347625,0.2234001944325735,1.3103046308055968,0.0653942230920194,0.8070239522874834,0.9655939340591431,-6.961822509765625e-05,0.0005000000000000004,-3.170967102050781e-05,5.060434341430664e-05,0.34850000000000003,3.913738250732422,False,True,True
0,8,layer1.1.conv3.weight,256x128x1x1,2000,62.70614539817364,1.4667842388153076,0.8588055968284607,7.918750860473081,0.1262825434995764,1.2585986594740857,0.02007122728225386,0.8717605408418068,0.8521537780761719,0.0001227855682373047,-0.0005000000000000004,0.0001621246337890625,-0.00018058717250823975,0.34850000000000003,3.913738250732422,False,True,True
0,9,layer1.2.conv1.weight,128x256x1x1,2000,53.70034214221569,1.1108139753341675,0.7180609107017517,7.328080091159413,0.13646139064533408,1.198846806754225,0.022324576626677188,0.7576196514179006,0.5663765668869019,7.319450378417969e-05,-0.0005000000000000004,0.0001590251922607422,-7.241964340209961e-05,0.34850000000000003,3.913738250732422,False,True,True
0,10,layer1.2.conv2.weight,128x4x3x3,2000,21.01000213823727,2.835822105407715,1.81663179397583,4.5836751076271645,0.21816554980871475,1.3114504497027242,0.06242006045834775,0.691077461576903,0.7201564311981201,0.00016617774963378906,0.0005000000000000004,0.0002894401550292969,4.056096076965332e-05,0.34850000000000003,3.913738250732422,False,True,True
0,11,layer1.2.conv3.weight,256x128x1x1,2000,60.777417546429305,1.1806981563568115,0.7582322359085083,7.796062623802137,0.12826987779021973,1.2248362834953015,0.020152430420293913,0.8043107613731946,0.6538110971450806,0.0002620220184326172,-0.0010000000000000009,0.00029659271240234375,-3.394484519958496e-05,0.34850000000000003,3.913738250732422,False,True,True
0,12,layer2.0.conv1.weight,256x256x1x1,2000,71.81712495881695,1.4455137252807617,1.0358436107635498,8.474713521066732,0.11799808896361698,1.251297666161317,0.01742250634086173,0.7470363866977675,0.9124767780303955,8.344650268554688e-05,-0.0005000000000000004,0.0001342296600341797,4.363059997558594e-05,0.34850000000000003,3.913738250732422,False,True,True
0,13,layer2.0.conv2.weight,256x8x3x3,2000,40.59560473746608,3.0758042335510254,1.9230540990829468,6.371483199024437,0.1569493269876493,1.2808507683722192,0.031551315921098284,0.757253278576923,1.3396469354629517,3.409385681152344e-05,0.0005000000000000004,6.365776062011719e-05,5.793571472167969e-05,0.34850000000000003,3.913738250732422,False,True,True
0,14,layer2.0.conv3.weight,512x256x1x1,2000,109.64348115689425,1.4184954166412354,0.9047328233718872,10.471258156639411,0.0954995077994462,1.232237656302264,0.011238199512478736,0.7995915316790795,1.164717674255371,0.0001285076141357422,-0.0010000000000000009,0.0001735687255859375,-0.00012537837028503418,0.34850000000000003,3.913738250732422,False,True,True
0,15,layer2.0.downsample.0.weight,512x256x1x1,2000,76.66621532800231,1.6920559406280518,1.2526625394821167,8.755883650507391,0.11420891824459677,1.0949592337196872,0.014282296496416864,0.6198496931546544,1.1387238502502441,0.0002377033233642578,0.0010000000000000009,0.00022459030151367188,8.392333984375e-05,0.34850000000000003,3.913738250732422,False,True,True
0,16,layer2.1.conv1.weight,256x512x1x1,2000,97.00758313771713,1.0089080333709717,0.6548780202865601,9.849427187914362,0.10152874689271674,1.1747310392883534,0.01210922954671048,0.7333894530991557,0.7464983463287354,-1.4781951904296875e-05,0.0,-4.029273986816406e-05,3.631412982940674e-05,0.34850000000000003,3.913738250732422,False,True,True
0,17,layer2.1.conv2.weight,256x8x3x3,2000,40.74834343767031,2.7754526138305664,1.8298366069793701,6.38347467746153,0.15665449469561657,1.3364170613626967,0.032796525302046284,0.6452099749981253,1.1102153062820435,0.0001709461212158203,0.0010000000000000009,0.0002815723419189453,-7.887184619903564e-05,0.34850000000000003,3.913738250732422,False,True,True
0,18,layer2.1.conv3.weight,512x256x1x1,2000,106.37215627239443,1.2199372053146362,0.8134429454803467,10.313900500450771,0.09695652968111286,1.2099341585384056,0.011374068180633514,0.6107419827293585,0.9739483594894409,0.0002384185791015625,0.0,0.00028228759765625,-6.008148193359375e-05,0.34850000000000003,3.913738250732422,False,True,True
