dataset,model,seeds,geomean_tail_output_drift_sq_ratio_spectral_over_fro,tail_output_drift_sq_ratio_ci95_low,tail_output_drift_sq_ratio_ci95_high,geomean_centered_tail_output_drift_sq_ratio_spectral_over_fro,centered_tail_output_drift_sq_ratio_ci95_low,centered_tail_output_drift_sq_ratio_ci95_high,geomean_true_logit_delta_sq_ratio_spectral_over_fro,true_logit_delta_sq_ratio_ci95_low,true_logit_delta_sq_ratio_ci95_high,geomean_competitor_logit_delta_sq_ratio_spectral_over_fro,competitor_logit_delta_sq_ratio_ci95_low,competitor_logit_delta_sq_ratio_ci95_high,geomean_margin_delta_sq_ratio_spectral_over_fro,margin_delta_sq_ratio_ci95_low,margin_delta_sq_ratio_ci95_high,spectral_less_tail_output_drift_fraction,mean_tail_loss_increase_diff_spectral_minus_fro,tail_loss_increase_diff_ci95_low,tail_loss_increase_diff_ci95_high,mean_tail_loss_increase_frobenius,tail_loss_increase_frobenius_ci95_low,tail_loss_increase_frobenius_ci95_high,mean_tail_loss_increase_spectral,tail_loss_increase_spectral_ci95_low,tail_loss_increase_spectral_ci95_high,mean_tail_margin_drop_diff_spectral_minus_fro,tail_margin_drop_diff_ci95_low,tail_margin_drop_diff_ci95_high,mean_tail_margin_drop_frobenius,tail_margin_drop_frobenius_ci95_low,tail_margin_drop_frobenius_ci95_high,mean_tail_margin_drop_spectral,tail_margin_drop_spectral_ci95_low,tail_margin_drop_spectral_ci95_high,mean_tail_accuracy_drop_diff_spectral_minus_fro,tail_accuracy_drop_diff_ci95_low,tail_accuracy_drop_diff_ci95_high,mean_tail_accuracy_drop_frobenius,tail_accuracy_drop_frobenius_ci95_low,tail_accuracy_drop_frobenius_ci95_high,mean_tail_accuracy_drop_spectral,tail_accuracy_drop_spectral_ci95_low,tail_accuracy_drop_spectral_ci95_high,mean_tail_loss_before,tail_loss_before_ci95_low,tail_loss_before_ci95_high,mean_tail_loss_after_frobenius,tail_loss_after_frobenius_ci95_low,tail_loss_after_frobenius_ci95_high,mean_tail_loss_after_spectral,tail_loss_after_spectral_ci95_low,tail_loss_after_spectral_ci95_high,mean_tail_margin_before,tail_margin_before_ci95_low,tail_margin_before_ci95_high,mean_tail_margin_after_frobenius,tail_margin_after_frobenius_ci95_low,tail_margin_after_frobenius_ci95_high,mean_tail_margin_after_spectral,tail_margin_after_spectral_ci95_low,tail_margin_after_spectral_ci95_high,mean_tail_accuracy_before,tail_accuracy_before_ci95_low,tail_accuracy_before_ci95_high,mean_tail_accuracy_after_frobenius,tail_accuracy_after_frobenius_ci95_low,tail_accuracy_after_frobenius_ci95_high,mean_tail_accuracy_after_spectral,tail_accuracy_after_spectral_ci95_low,tail_accuracy_after_spectral_ci95_high,mean_tail_positive_margin_fraction_before,tail_positive_margin_fraction_ci95_low,tail_positive_margin_fraction_ci95_high,mean_tail_margin_certified_preserved_fraction_frobenius,tail_margin_certified_preserved_fraction_frobenius_ci95_low,tail_margin_certified_preserved_fraction_frobenius_ci95_high,mean_tail_margin_certified_preserved_fraction_spectral,tail_margin_certified_preserved_fraction_spectral_ci95_low,tail_margin_certified_preserved_fraction_spectral_ci95_high,mean_tail_prediction_changed_fraction_frobenius,tail_prediction_changed_fraction_frobenius_ci95_low,tail_prediction_changed_fraction_frobenius_ci95_high,mean_tail_prediction_changed_fraction_spectral,tail_prediction_changed_fraction_spectral_ci95_low,tail_prediction_changed_fraction_spectral_ci95_high,mean_tail_positive_margin_prediction_changed_fraction_frobenius,tail_positive_margin_prediction_changed_fraction_frobenius_ci95_low,tail_positive_margin_prediction_changed_fraction_frobenius_ci95_high,mean_tail_positive_margin_prediction_changed_fraction_spectral,tail_positive_margin_prediction_changed_fraction_spectral_ci95_low,tail_positive_margin_prediction_changed_fraction_spectral_ci95_high,mean_actual_head_loss_decrease_diff_spectral_minus_fro,actual_head_loss_decrease_diff_ci95_low,actual_head_loss_decrease_diff_ci95_high,mean_actual_head_gain_relative_error_frobenius,actual_head_gain_relative_error_frobenius_ci95_low,actual_head_gain_relative_error_frobenius_ci95_high,mean_actual_head_gain_relative_error_spectral,actual_head_gain_relative_error_spectral_ci95_low,actual_head_gain_relative_error_spectral_ci95_high,mean_nrG,mean_stA_tail,mean_condition_score_tail
CIFAR100,resnet18_cifar_stem,3,0.5369313794870001,0.3942568300949014,0.7312373160622667,0.538551919855029,0.39444201923749084,0.7353125585864818,0.5395261997852226,0.4133824681781872,0.7041627128928246,0.5055306614471082,0.391058726333433,0.6535111799173831,0.5086453646211957,0.37404074158327405,0.691689642832743,1.0,-0.0006038347880045573,-0.0007370346420221063,-0.0004706349339870082,0.0009628931681315104,0.000897407543552733,0.0010283787927102878,0.0003590583801269531,0.00023697381756431686,0.0004811429426895894,-0.0007929801940917969,-0.0009722442280873335,-0.0006137161600962603,0.0012818972269694011,0.0009802261500767846,0.0015835683038620176,0.0004889170328776041,0.00029454774681835546,0.0006832863189368528,-0.00033333333333333365,-0.0012586666666666677,0.0005920000000000005,0.0005000000000000004,-0.00030136217363520084,0.0013013621736352016,0.00016666666666666682,-0.0010574342732525516,0.001390767606585885,4.733974456787109,4.6184879877642455,4.849460925809973,4.734937349955241,4.619510192596672,4.85036450731381,4.734333515167236,4.618908553469815,4.8497584768646576,-3.718587954839071,-3.8281237008209392,-3.6090522088572023,-3.71986985206604,-3.8291074340767177,-3.6106322700553624,-3.7190768718719482,-3.8284376034443124,-3.609716140299584,0.06866666666666667,0.0658523752026487,0.07148095813068464,0.06816666666666667,0.06455312448328052,0.07178020885005282,0.0685,0.06482769718024235,0.07217230281975766,0.06866666666666667,0.0658523752026487,0.07148095813068464,0.9877946293793753,0.9806927154250737,0.9948965433336769,0.9877946293793753,0.9806927154250737,0.9948965433336769,0.002,0.000397275652729599,0.003602724347270401,0.0018333333333333333,0.0006092323934141159,0.0030574342732525507,0.0074082144024403525,0.0,0.0193697997032184,0.004975124378109453,0.0,0.018786069651741295,2.978291983405749e-07,-3.4123261680850185e-07,9.368910134896517e-07,0.0652269901232226,-0.029226578520804236,0.15968055876724943,0.08740728104161226,0.041077289934470865,0.13373727214875364,35.57388043346209,,
