problem_family,base_setting,setting,target_relative_update_norm,seed,step,delta_loss_Adam,delta_loss_Muon,loss_Adam,loss_Muon,recovery_error_Adam,recovery_error_Muon,update_grad_cosine_Adam,update_grad_cosine_Muon,update_grad_inner_Adam,update_grad_inner_Muon,delta_loss_ratio,delta_loss_delta,delta_loss_muon_higher,update_grad_inner_ratio,update_grad_inner_delta,update_grad_inner_muon_higher,update_grad_cosine_ratio,update_grad_cosine_delta,update_grad_cosine_muon_higher,kappa,condition_score_Adam,condition_score_Muon,nrG_Adam,nrG_Muon,nrUpdateFrac_Adam,nrUpdateFrac_Muon,stA_Adam,stA_Muon,stUpdateFrac_Adam,stUpdateFrac_Muon,update_flatness_Adam,update_flatness_Muon,log10_kappa,log10_target_relative_update_norm,delta_stUpdateFrac,delta_update_flatness
MatrixFactorizationInput,MF input kappa=1e+02,MF input kappa=1e+02 target=1e-02,0.01,1,1,1.6902488793077528e-06,5.436778059471771e-07,0.0001594282211764,0.0001600052829712,0.9964740028577234,0.9981732494356312,0.6308389102945219,0.2619109946564447,1.3550736631695523e-06,4.957036387574377e-07,0.321655474884765,-1.1465710733605755e-06,False,0.3658130566850321,-8.593700244121149e-07,False,0.4151788838360739,-0.3689279156380771,False,100.0,0.4290904210492235,0.4909360169402066,1.6423047496150769,1.8322347640796024,0.4380701851457284,1.0,6.732555435261446,6.685670087006663,0.2465000640532414,0.999999999999995,0.5743701694414469,0.999999999999995,2.0,-2.0,0.7534999359467536,0.4256298305585481
MatrixFactorizationInput,MF input kappa=1e+02,MF input kappa=1e+02 target=1e-02,0.01,1,2,2.4993629661391775e-06,6.730873835091998e-07,0.0001577379722971,0.0001594616051652,0.9914702039751108,0.9966074100999618,0.7034763899006925,0.2764901891526962,2.0760915060454834e-06,6.036258936895391e-07,0.2693035756022796,-1.8262755826299775e-06,False,0.2907511022186682,-1.4724656123559445e-06,False,0.3930340706839179,-0.4269862007479963,False,100.0,0.4439213495867969,0.5031554049228621,1.4769787553491394,1.7959998449128498,0.3853688168498949,0.9999999999999998,6.3135697052720685,6.551629190934567,0.228314856156612,0.9999999999999922,0.6127600826432997,0.9999999999999925,2.0,-2.0,0.7716851438433803,0.3872399173566927
MatrixFactorizationInput,MF input kappa=1e+02,MF input kappa=1e+02 target=1e-02,0.01,1,3,3.466921071439426e-06,8.386593293372151e-07,0.0001552386093309,0.0001587885177817,0.9840255352517306,0.9946610281258088,0.74247683072455,0.2916093525911814,2.9657280285256647e-06,7.526981171976642e-07,0.2419032080788079,-2.628261742102211e-06,False,0.2537987671013275,-2.2130299113280004e-06,False,0.3927521244085326,-0.4508674781333685,False,100.0,0.5286007651135693,0.5206192055013239,1.3814341838502906,1.783996811654926,0.3244229468874443,1.0,5.737167723015731,6.436282567182241,0.2149301413008027,0.9999999999999856,0.7073168287633309,0.9999999999999856,2.0,-2.0,0.7850698586991829,0.29268317123665466
MatrixFactorizationInput,MF input kappa=1e+02,MF input kappa=1e+02 target=1e-02,0.01,1,4,4.570913988830114e-06,1.038364831683282e-06,0.0001517716882595,0.0001579498584524,0.9736062522007568,0.9922275106878772,0.7631566952589277,0.3059641539223002,4.002072096974063e-06,9.373817731795174e-07,0.227167878070058,-3.5325491571468323e-06,False,0.2342241095277281,-3.064690323794546e-06,False,0.4009191766554458,-0.4571925413366274,False,100.0,0.6139890489497006,0.5276000216518679,1.3143980856453077,1.78189096174103,0.2956019201886851,1.0,5.358243249412629,6.3965035569441095,0.211560350788505,0.9999999999999872,0.7819516521338417,0.9999999999999872,2.0,-2.0,0.7884396492114822,0.21804834786614558
MatrixFactorizationInput,MF input kappa=1e+02,MF input kappa=1e+02 target=1e-02,0.01,1,5,5.802896022661893e-06,1.2707856524777467e-06,0.0001472007742707,0.0001569114936207,0.9596904770208372,0.9892013119808842,0.7754574414598404,0.3185965533789436,5.180060649644803e-06,1.1542143516265771e-06,0.2189916289237273,-4.532110370184146e-06,False,0.2228186945466984,-4.025846298018225e-06,False,0.4108498240460089,-0.4568608880808967,False,100.0,0.6828509359183006,0.5300958177388007,1.264851761872133,1.7764412624041843,0.2833439659371038,1.0,5.127606770040382,6.374922486370895,0.210061688286914,0.9999999999999836,0.8177287629631399,0.9999999999999836,2.0,-2.0,0.7899383117130696,0.18227123703684367
MatrixFactorizationInput,MF input kappa=1e+02,MF input kappa=1e+02 target=1e-02,0.01,1,6,7.140143865015999e-06,1.5376881858463851e-06,0.000141397878248,0.0001556407079682,0.9417079660005534,0.985479162324477,0.7834684000162155,0.3297334257241797,6.4858978880700505e-06,1.4050351975737437e-06,0.2153581517286332,-5.602455679169614e-06,False,0.2166292503861523,-5.080862690496307e-06,False,0.4208637204989444,-0.4537349742920358,False,100.0,0.7350538445988926,0.5311939798362926,1.2274089379570283,1.768845849858749,0.2769146476685934,1.0,4.981721260893655,6.3573786868661575,0.2089604747822774,0.9999999999999828,0.83670035956216,0.9999999999999828,2.0,-2.0,0.7910395252177054,0.16329964043782275
MatrixFactorizationInput,MF input kappa=1e+02,MF input kappa=1e+02 target=1e-02,0.01,1,7,8.50701920700913e-06,1.8357270824621344e-06,0.000134257734383,0.0001541030197824,0.919039916122386,0.980949718803109,0.7866531554300453,0.339447343389017,7.86553237490539e-06,1.6859385424270978e-06,0.2157896952847639,-6.671292124546996e-06,False,0.2143451278397893,-6.179593832478292e-06,False,0.4315082715246325,-0.4472058120410283,False,100.0,0.7742032701246576,0.5390826947620921,1.1988109147867845,1.7583238441761702,0.2715581166367416,1.0,4.884592474744233,6.3032148848681455,0.2081798508554004,0.9999999999999865,0.8496171519224445,0.9999999999999865,2.0,-2.0,0.7918201491445861,0.150382848077542
MatrixFactorizationInput,MF input kappa=1e+02,MF input kappa=1e+02 target=1e-02,0.01,1,8,9.834311565550187e-06,2.176828960141606e-06,0.000125750715176,0.0001522672926999,0.8911645336723569,0.97550563164569,0.7878502875132637,0.3478424440547255,9.267569202271056e-06,2.008745747141871e-06,0.2213504164101416,-7.657482605408583e-06,False,0.2167500132234911,-7.258823455129186e-06,False,0.441508303757355,-0.4400078434585381,False,100.0,0.8045400997615184,0.532454683178264,1.1776128917267543,1.7425537446544337,0.2667993566338339,1.0,4.816633253795911,6.311720602319353,0.2077519061794568,0.9999999999999816,0.8600575350804933,0.9999999999999816,2.0,-2.0,0.7922480938205247,0.13994246491948825
MatrixFactorizationInput,MF input kappa=1e+02,MF input kappa=1e+02 target=1e-02,0.01,1,9,1.1016575704004775e-05,2.5583588576678093e-06,0.0001159164036104,0.0001500904637398,0.8576393529122842,0.9689987091371672,0.788038061424435,0.3551260205264633,1.0604678872265905e-05,2.3719907369861032e-06,0.2322281375271435,-8.458216846336968e-06,False,0.2236739806605081,-8.232688135279802e-06,False,0.4506457719625213,-0.4329120408979717,False,100.0,0.8295797632021245,0.5266134992646974,1.1633742591712175,1.7236458899929208,0.2619934006721687,1.0,4.767300104373156,6.311340020740912,0.20764696598569,0.9999999999999878,0.8700385608462297,0.9999999999999878,2.0,-2.0,0.7923530340142978,0.12996143915375813
MatrixFactorizationInput,MF input kappa=1e+02,MF input kappa=1e+02 target=1e-02,0.01,2,0,7.418664460504172e-07,3.58676709890488e-07,0.0001493490238905,0.0001493490238905,0.9992393357981618,0.9992393357981618,0.5057510247853764,0.2458705537511032,7.287374067955543e-07,3.542752480313841e-07,0.4834788145494754,-3.8318973615992916e-07,False,0.486149393084161,-3.744621587641702e-07,False,0.486149393084161,-0.2598804710342731,False,100.0,0.3947957093135985,0.3947957093135985,1.4481053709586762,1.4481053709586762,0.3621096573491283,1.0000000000000004,6.612247649213738,6.612247649213738,0.2218396397241472,0.9999999999999968,0.6395693439192247,0.9999999999999964,2.0,-2.0,0.7781603602758496,0.36043065608077174
MatrixFactorizationInput,MF input kappa=1e+02,MF input kappa=1e+02 target=1e-02,0.01,2,1,1.4733504892951838e-06,4.31238556212988e-07,0.0001486071574445,0.0001489903471806,0.9968868807508348,0.9981026129860072,0.6265563726106465,0.2556123249204929,1.175886454881502e-06,3.855944941401164e-07,0.2926924444293512,-1.0421119330821958e-06,False,0.3279181357514438,-7.902919607413857e-07,False,0.4079638099528757,-0.3709440476901535,False,100.0,0.3522606827692525,0.3888947877865845,1.3663177431541356,1.4608933399594946,0.5162424121949287,1.0,6.800639986411673,6.693327861246078,0.2528353574625296,0.9999999999999888,0.4922242213877822,0.9999999999999885,2.0,-2.0,0.7471646425374592,0.5077757786122062
MatrixFactorizationInput,MF input kappa=1e+02,MF input kappa=1e+02 target=1e-02,0.01,2,2,2.1324012869572352e-06,5.517353556856882e-07,0.0001471338069552,0.0001485591086244,0.9921315128206486,0.9966945518701034,0.6840453101270065,0.2737378005854513,1.8039992583232717e-06,4.879439735143586e-07,0.2587389901986835,-1.580665931271547e-06,False,0.2704790322186044,-1.3160552848089129e-06,False,0.4001749541044678,-0.4103075095415552,False,100.0,0.3992943638257514,0.421759525211085,1.2584561690319538,1.5826624574582069,0.4426022084144147,1.0,6.224247053654202,6.720646584526551,0.234928151080425,0.9999999999999885,0.5378777483554982,0.9999999999999882,2.0,-2.0,0.7650718489195635,0.46212225164449006
MatrixFactorizationInput,MF input kappa=1e+02,MF input kappa=1e+02 target=1e-02,0.01,2,3,2.9085179443317447e-06,7.02875798204352e-07,0.0001450014056682,0.0001480073732687,0.9852994612513588,0.99489478226737,0.707553117187926,0.2899411563411003,2.5172418399131287e-06,6.256402487812131e-07,0.2416611524003656,-2.205642146127393e-06,False,0.2485419711611039,-1.8916015911319156e-06,False,0.4097800565043543,-0.4176119608468256,False,100.0,0.4782586326380761,0.4368712954657372,1.207710761051544,1.6415981733092575,0.4574964673438037,1.0,5.725375702367748,6.738066233397913,0.2407234718708445,0.9999999999999888,0.5335755810384042,0.9999999999999888,2.0,-2.0,0.7592765281291443,0.4664244189615846
MatrixFactorizationInput,MF input kappa=1e+02,MF input kappa=1e+02 target=1e-02,0.01,2,4,3.832858658573443e-06,8.816892075582598e-07,0.0001420928877239,0.0001473044974705,0.9759801946148128,0.9926067852017484,0.7276423213637976,0.3036253693722482,3.3704602505236084e-06,7.91210884978134e-07,0.2300343649735357,-2.951169451015183e-06,False,0.2347486177459644,-2.5792493655454744e-06,False,0.4172728282257861,-0.4240169519915494,False,100.0,0.5488825476149518,0.4418966153395553,1.1823408647900802,1.665720682779961,0.448482537917499,1.0,5.430528478802823,6.754101578075331,0.235589531306036,0.9999999999999865,0.5326415038205772,0.9999999999999865,2.0,-2.0,0.7644104686939505,0.4673584961794093
MatrixFactorizationInput,MF input kappa=1e+02,MF input kappa=1e+02 target=1e-02,0.01,2,5,4.775167307614778e-06,1.0891413618191307e-06,0.0001382600290653,0.000146422808263,0.9636062905633038,0.9897398994686832,0.7320290957930023,0.3152380437143555,4.276252432649017e-06,9.851632751064758e-07,0.2280844401163323,-3.686025945795647e-06,False,0.2303800560473917,-3.2910891575425416e-06,False,0.4306359481146855,-0.4167910520786468,False,100.0,0.6051175007502991,0.4423301266415464,1.166460480330532,1.6726637995937552,0.398622243201283,1.0,5.250875953998327,6.767561037832801,0.2260432747438222,0.9999999999999872,0.5859608985996945,0.9999999999999872,2.0,-2.0,0.773956725256165,0.41403910140029276
