problem_family,base_setting,setting,target_relative_update_norm,seed,step,delta_loss_Adam,delta_loss_Muon,loss_Adam,loss_Muon,recovery_error_Adam,recovery_error_Muon,update_grad_cosine_Adam,update_grad_cosine_Muon,update_grad_inner_Adam,update_grad_inner_Muon,delta_loss_ratio,delta_loss_delta,delta_loss_muon_higher,update_grad_inner_ratio,update_grad_inner_delta,update_grad_inner_muon_higher,update_grad_cosine_ratio,update_grad_cosine_delta,update_grad_cosine_muon_higher,kappa,condition_score_Adam,condition_score_Muon,nrG_Adam,nrG_Muon,nrUpdateFrac_Adam,nrUpdateFrac_Muon,stA_Adam,stA_Muon,stUpdateFrac_Adam,stUpdateFrac_Muon,update_flatness_Adam,update_flatness_Muon,log10_kappa,log10_target_relative_update_norm,delta_stUpdateFrac,delta_update_flatness
MatrixFactorizationInput,MF input kappa=1e+05,MF input kappa=1e+05 target=1e-03,0.001,4,2,8.536563179630713e-08,3.411652818696817e-08,0.0001335860322133,0.0001336888596326,1.0008005407813896,1.0011317897545466,0.5390451656291637,0.2108899845105846,8.59978168265302e-08,3.4380267683889005e-08,0.3996517974396815,-5.1249103609338946e-08,False,0.3997807031920227,-5.16175491426412e-08,False,0.3912287837039363,-0.3281551811185791,False,100000.0,0.3338139080271481,0.3321816930643703,1.145432624875514,1.1338102948979194,0.3387485688426772,1.0,6.40009804628543,6.384331156946311,0.2094558884250268,0.9999999999999328,0.6212795531378551,0.9999999999999328,5.0,-3.0,0.790544111574906,0.37872044686207773
MatrixFactorizationInput,MF input kappa=1e+05,MF input kappa=1e+05 target=1e-03,0.001,4,3,8.595211762680221e-08,3.360211697366229e-08,0.0001335006665815,0.0001336547431044,1.0005091213684754,1.0010103463880071,0.5491714839541082,0.2098071442760706,8.61467829743269e-08,3.3842834081024406e-08,0.3909399547264235,-5.235000065313992e-08,False,0.3928508170886672,-5.230394889330249e-08,False,0.382043041939161,-0.3393643396780375,False,100000.0,0.3317220926945145,0.3318349387988643,1.1407659817892513,1.1289175866283556,0.3403746694712427,1.0,6.404588610755974,6.374203328255165,0.209801492199661,0.9999999999999292,0.6191633597609478,0.9999999999999292,5.0,-3.0,0.7901985078002682,0.38083664023898134
MatrixFactorizationInput,MF input kappa=1e+05,MF input kappa=1e+05 target=1e-03,0.001,4,4,8.686903916116156e-08,3.3136337608796194e-08,0.0001334147144638,0.0001336211409874,1.0002102623707174,1.0008905343626415,0.5588616526205528,0.2087975253276638,8.663238261093293e-08,3.335315172822506e-08,0.3814516417905906,-5.3732701552365375e-08,False,0.3849963572861025,-5.3279230882707855e-08,False,0.3736121888996916,-0.3500641272928889,False,100000.0,0.3283325442477365,0.3315799050395273,1.1330796356422057,1.1240026496381896,0.3330309997577176,1.0,6.4121378687991,6.363210992956243,0.2093679332108664,0.9999999999999404,0.6316436138991909,0.9999999999999404,5.0,-3.0,0.7906320667890739,0.3683563861007495
MatrixFactorizationInput,MF input kappa=1e+05,MF input kappa=1e+05 target=1e-03,0.001,4,5,8.82455920344239e-08,3.272096174919284e-08,0.0001333278454247,0.0001335880046498,0.9999037748926294,1.0007721969485706,0.569035868208549,0.207868865217682,8.765383365433168e-08,3.2912986698211694e-08,0.3707942911916626,-5.552463028523106e-08,False,0.3754882738843584,-5.4740846956119995e-08,False,0.365300109942277,-0.361167002990867,False,100000.0,0.3241311302774523,0.3314363852276254,1.123761866218271,1.1191002497173184,0.323191187765479,0.9999999999999998,6.422557330987436,6.351289409269357,0.208217193457397,0.9999999999999436,0.6477265768523923,0.9999999999999436,5.0,-3.0,0.7917828065425466,0.3522734231475513
MatrixFactorizationInput,MF input kappa=1e+05,MF input kappa=1e+05 target=1e-03,0.001,4,6,9.038922448126622e-08,3.2357740102151665e-08,0.0001332395998326,0.0001335552836881,0.9995901186476293,1.0006551730416893,0.5812702544071273,0.2070289180664366,8.948426943713224e-08,3.252410193608773e-08,0.3579822737483273,-5.8031484379114564e-08,False,0.363461669192458,-5.69601675010445e-08,False,0.35616637269285,-0.3742413363406907,False,100000.0,0.3195310776667632,0.3314265498934914,1.1139632239558417,1.1142525607046347,0.3132422468079505,1.0,6.435613574336678,6.338378543561595,0.2067004996086383,0.999999999999939,0.6643692308270299,0.999999999999939,5.0,-3.0,0.7932995003913008,0.3356307691729091
MatrixFactorizationInput,MF input kappa=1e+05,MF input kappa=1e+05 target=1e-03,0.001,4,7,9.349016912623613e-08,3.204836226264264e-08,0.0001331492106082,0.000133522925948,0.9992682958419932,1.0005392973554923,0.5962498668548835,0.206285275702629,9.226961671687454e-08,3.21882179263996e-08,0.3427992757117488,-6.14418068635935e-08,False,0.348849589623503,-6.008139879047495e-08,False,0.3459711895463369,-0.3899645911522544,False,100000.0,0.3148091174640003,0.331574726270421,1.1043679319592314,1.1095090434653827,0.3046550537251401,1.0,6.450927274826282,6.324425902638026,0.2054644549430545,0.9999999999999392,0.6802815072953328,0.9999999999999392,5.0,-3.0,0.7945355450568847,0.3197184927046064
MatrixFactorizationInput,MF input kappa=1e+05,MF input kappa=1e+05 target=1e-03,0.001,4,8,9.76905741212526e-08,3.1794416445604056e-08,0.000133055720439,0.0001334908775857,0.9989361797438328,1.0004244007059355,0.614285834351118,0.2056451739347443,9.61234873444191e-08,3.190697133716218e-08,0.3254604318953139,-6.589615767564856e-08,False,0.3319373050088856,-6.421651600725689e-08,False,0.334771147949344,-0.4086406604163737,False,100000.0,0.3101502030625824,0.3319070776983993,1.0953096934149578,1.104926024029941,0.2995175333407252,1.0,6.467884687263265,6.309389473272342,0.2047742490494846,0.9999999999999404,0.6905232604933149,0.9999999999999404,5.0,-3.0,0.7952257509504558,0.30947673950662546
MatrixFactorizationInput,MF input kappa=1e+05,MF input kappa=1e+05 target=1e-03,0.001,4,9,1.0306393458713927e-07,3.1597353449989514e-08,0.0001329580298649,0.0001334590831693,0.9985909288588491,1.0003103103893174,0.6351841385277204,0.205115298912539,1.0110579663673746e-07,3.168187533610343e-08,0.3065801201609894,-7.146658113714975e-08,False,0.3133536986997203,-6.942392130063403e-08,False,0.3229225770466676,-0.4300688396151814,False,100000.0,0.3057081993245054,0.3324512632642042,1.0869099653777798,1.1005660662062389,0.2997873129011957,1.0,6.485458135274806,6.293240278954289,0.2046701355314427,0.9999999999999526,0.6892104491495942,0.9999999999999528,5.0,-3.0,0.7953298644685098,0.31078955085035864
MatrixFactorizationInput,MF input kappa=1e+05,MF input kappa=1e+05 target=1e-04,0.0001,0,0,8.208114832730564e-09,3.497231211249023e-09,0.0001384103960833,0.0001384103960833,0.999456844497412,0.999456844497412,0.5369336653921964,0.2286001319749462,8.210746099482602e-09,3.495734693005751e-09,0.4260699664316967,-4.7108836214815414e-09,False,0.4257511620321609,-4.71501140647685e-09,False,0.4257511620322188,-0.3083335334172502,False,100000.0,0.2904275710869325,0.2904275710869325,1.1296206117802456,1.1296206117802456,0.3456545376260366,1.0,6.714979402030318,6.714979402030318,0.2112355804194339,0.9999999999994118,0.6149482744282226,0.9999999999994118,5.0,-4.0,0.7887644195799779,0.38505172557118916
MatrixFactorizationInput,MF input kappa=1e+05,MF input kappa=1e+05 target=1e-04,0.0001,0,1,8.227568197214081e-09,3.500081853795474e-09,0.0001384021879685,0.0001384068988521,0.9994314075594608,0.9994455002598656,0.5370107105327525,0.2285919162761896,8.229616206586689e-09,3.498562451522351e-09,0.4254090358048481,-4.7274863434186055e-09,False,0.4251185430399813,-4.731053755064337e-09,False,0.4256747803957397,-0.3084187942565629,False,100000.0,0.2904905277093602,0.2901333517040744,1.1291515489114974,1.128611836936019,0.348317042062474,1.0,6.712931052164501,6.715204367833701,0.2115960312026044,0.9999999999991752,0.6113457635920886,0.9999999999991752,5.0,-4.0,0.7884039687965708,0.38865423640708663
MatrixFactorizationInput,MF input kappa=1e+05,MF input kappa=1e+05 target=1e-04,0.0001,0,2,8.255003376288381e-09,3.502978202104233e-09,0.0001383939604003,0.0001384033987702,0.9994058574316738,0.9994341497149268,0.5375641138037428,0.2285843088387131,8.256272210543064e-09,3.501435995797389e-09,0.4243460653409502,-4.752025174184146e-09,False,0.4240940592203511,-4.754836214745675e-09,False,0.4252224115580864,-0.3089798049650297,False,100000.0,0.2905463184560289,0.2898419989296948,1.128659540119033,1.1276067049503813,0.3508885375386423,1.0,6.710892529482161,6.715409397665638,0.2119075291603349,0.9999999999993224,0.6078340421766535,0.9999999999993224,5.0,-4.0,0.7880924708389876,0.39216595782266894
MatrixFactorizationInput,MF input kappa=1e+05,MF input kappa=1e+05 target=1e-04,0.0001,0,3,8.290526161359914e-09,3.505920096716266e-09,0.0001383857053969,0.000138399895792,0.9993801496090976,0.9994227927011023,0.5385903349278945,0.2285773078142958,8.290764224514069e-09,3.504355166564972e-09,0.4228827011072578,-4.784606064643648e-09,False,0.4226818025054097,-4.786409057949096e-09,False,0.4243992010084943,-0.3100130271135987,False,100000.0,0.2905947959846721,0.2895535824715988,1.1281432756229584,1.1266052827882391,0.3534180796343394,1.0,6.708861488462342,6.715593852739845,0.2121739552098916,0.999999999999235,0.6043336976692619,0.999999999999235,5.0,-4.0,0.7878260447893434,0.395666302329973
MatrixFactorizationInput,MF input kappa=1e+05,MF input kappa=1e+05 target=1e-04,0.0001,0,4,8.332126655188725e-09,3.508907378253854e-09,0.0001383774148707,0.0001383963898719,0.9993542330985372,0.9994114290573484,0.5399527840528662,0.2285709113339868,8.331100551505887e-09,3.507319804463392e-09,0.4211298655750422,-4.823219276934871e-09,False,0.4209911743088284,-4.823780747042495e-09,False,0.4233164789305127,-0.3113818727188794,False,100000.0,0.2906357643667351,0.2892681731088236,1.1276012288432804,1.1256076362457796,0.3560205658880356,1.0,6.706835480588981,6.715757077201855,0.212414869649406,0.9999999999993616,0.6006761633479711,0.9999999999993616,5.0,-4.0,0.7875851303499556,0.3993238366513905
MatrixFactorizationInput,MF input kappa=1e+05,MF input kappa=1e+05 target=1e-04,0.0001,0,5,8.378220127435235e-09,3.5119398872037522e-09,0.0001383690827441,0.0001383928809646,0.999328067064423,0.9994000586230792,0.5415460938398046,0.2285651175089577,8.375742521104521e-09,3.5103297500701455e-09,0.4191749361781017,-4.866280240231483e-09,False,0.4191066930752825,-4.865412771034376e-09,False,0.4220603197196541,-0.3129809763308468,False,100000.0,0.290669202899221,0.2889858427208483,1.1270327614212252,1.1246138299464703,0.3588836444543489,1.0,6.7048127550179375,6.7158983978368365,0.2126615555051358,0.9999999999991204,0.5965823519146631,0.9999999999991204,5.0,-4.0,0.7873384444939846,0.40341764808445724
MatrixFactorizationInput,MF input kappa=1e+05,MF input kappa=1e+05 target=1e-04,0.0001,0,6,8.427224343810111e-09,3.515017464106925e-09,0.0001383607045239,0.0001383893690247,0.9993016232882244,0.999388681238169,0.5432662770007665,0.2285599244313078,8.423142010567501e-09,3.5133848439387083e-09,0.4171026331687426,-4.912206879703184e-09,False,0.4171109592514157,-4.909757166628792e-09,False,0.4207143607240421,-0.3147063525694586,False,100000.0,0.2906953331066911,0.2887066643162155,1.1264382580649783,1.1236239273379076,0.3622498653049868,1.0,6.70279191762036,6.716017123793803,0.2129708609375193,0.9999999999992576,0.5917739611911096,0.9999999999992578,5.0,-4.0,0.7870291390617383,0.40822603880814823
MatrixFactorizationInput,MF input kappa=1e+05,MF input kappa=1e+05 target=1e-04,0.0001,0,7,8.477325158664324e-09,3.518139949450129e-09,0.0001383522772996,0.0001383858540072,0.999274883893748,0.9993772967429508,0.544995845364254,0.2285553301750014,8.471513117185547e-09,3.516484926634075e-09,0.4150058991018392,-4.959185209214194e-09,False,0.4150952584256095,-4.955028190551472e-09,False,0.4193707752436973,-0.3164405151892526,False,100000.0,0.2907145465195223,0.2884307120603602,1.1258187651979017,1.122637990689496,0.3662128786451503,1.0,6.700771659714739,6.71611254632909,0.2133936220713269,0.9999999999992868,0.5862599620468096,0.9999999999992868,5.0,-4.0,0.78660637792796,0.41374003795247716
MatrixFactorizationInput,MF input kappa=1e+05,MF input kappa=1e+05 target=1e-04,0.0001,0,8,8.526652676239463e-09,3.5213071839369603e-09,0.0001383437999744,0.0001383823358673,0.9992478402737164,0.9993659049782226,0.5466158618327822,0.2285513327966206,8.519017968550243e-09,3.519629838768123e-09,0.4129765005849838,-5.005345492302502e-09,False,0.4131497141761622,-4.99938812978212e-09,False,0.4181205646508257,-0.3180645290361615,False,100000.0,0.2907273620780594,0.2881580613024155,1.1251757845869954,1.1216560810909555,0.3705729804138772,1.0,6.698750619796677,6.716183938572305,0.2139322419862098,0.9999999999992646,0.5804423367705658,0.9999999999992646,5.0,-4.0,0.7860677580130548,0.4195576632286988
MatrixFactorizationInput,MF input kappa=1e+05,MF input kappa=1e+05 target=1e-04,0.0001,0,9,8.573598870973862e-09,3.524519008108384e-09,0.0001383352733218,0.0001383788145601,0.9992204926533078,0.9993545057852457,0.5480267026693083,0.228547930336294,8.564089770084284e-09,3.522819421035497e-09,0.4110897956797038,-5.049079862865478e-09,False,0.411347792422875,-5.041270349048786e-09,False,0.4170379458210543,-0.3194787723330142,False,100000.0,0.2907343955835915,0.2878887886007492,1.124511124939293,1.1206782584516344,0.3749787967930633,1.0,6.696727285296111,6.716230555318131,0.2145424747662945,0.9999999999993076,0.5748243749050098,0.9999999999993074,5.0,-4.0,0.785457525233013,0.4251756250942976
MatrixFactorizationInput,MF input kappa=1e+05,MF input kappa=1e+05 target=1e-04,0.0001,1,0,7.958730063412035e-09,3.3658220034607062e-09,0.0001445718393333,0.0001445718393333,0.999614054360372,0.999614054360372,0.4677819617787027,0.1980937181512818,7.946773920132869e-09,3.3652558708357622e-09,0.4229094311081239,-4.592908059951328e-09,False,0.423474469597028,-4.581518049297107e-09,False,0.4234744695970033,-0.2696882436274209,False,100000.0,0.3243562673885697,0.3243562673885697,1.2364859620553357,1.2364859620553357,0.3664868622881377,0.9999999999999998,6.777560537070711,6.777560537070711,0.2180078360345099,0.99999999999916,0.6027233356108354,0.99999999999916,5.0,-4.0,0.7819921639646501,0.39727666438832465
MatrixFactorizationInput,MF input kappa=1e+05,MF input kappa=1e+05 target=1e-04,0.0001,1,1,7.992251921661335e-09,3.3668801534205046e-09,0.0001445638806032,0.0001445684735113,0.9995881298809844,0.9996030387211604,0.4688693576353477,0.1980967850684429,7.979511059497881e-09,3.366278588453967e-09,0.4212680213814678,-4.62537176824083e-09,False,0.421865270109143,-4.613232471043913e-09,False,0.4224988940789518,-0.2707725725669047,False,100000.0,0.3234790806778537,0.3241656053668534,1.2337247275921088,1.2354692991150296,0.3696483784445498,1.0,6.778488847544016,6.776620693731249,0.2183723179455704,0.9999999999992134,0.5981897382304748,0.9999999999992134,5.0,-4.0,0.781627682053643,0.4018102617687386
MatrixFactorizationInput,MF input kappa=1e+05,MF input kappa=1e+05 target=1e-04,0.0001,1,2,8.028811601803543e-09,3.368009801770193e-09,0.0001445558883513,0.0001445651066311,0.9995620581288608,0.9995920192838882,0.4700795127390023,0.1981012869361927,8.015066907792689e-09,3.3673728978903973e-09,0.4194904512410808,-4.6608018000333495e-09,False,0.4201303540730836,-4.647694009902291e-09,False,0.421420805561,-0.2719782258028096,False,100000.0,0.3225929206768901,0.3239771103474231,1.2309212286355222,1.234452567055048,0.3735630191451622,1.0,6.7793940570987585,6.775658367634063,0.2188083768631673,0.9999999999992316,0.5926083191493492,0.9999999999992316,5.0,-4.0,0.7811916231360643,0.4073916808498824
MatrixFactorizationInput,MF input kappa=1e+05,MF input kappa=1e+05 target=1e-04,0.0001,1,3,8.066125440915183e-09,3.369210748664208e-09,0.0001445478595397,0.0001445617386213,0.999535817404019,0.9995809958158116,0.4712783161067315,0.1981072181931717,8.051272655053498e-09,3.3685386023577526e-09,0.4176987790908861,-4.696914692250975e-09,False,0.4183858560849309,-4.682734052695745e-09,False,0.4203614115534777,-0.2731710979135597,False,100000.0,0.3216983017583252,0.3237908496588312,1.2280771553722067,1.2334359160677582,0.3784014435600991,1.0,6.7802762453133125,6.77467329626824,0.2193343855269839,0.9999999999992856,0.5857544768381834,0.9999999999992856,5.0,-4.0,0.7806656144723016,0.4142455231611022
MatrixFactorizationInput,MF input kappa=1e+05,MF input kappa=1e+05 target=1e-04,0.0001,1,4,8.104268686259103e-09,3.370482787860189e-09,0.0001445397934142,0.0001445583694106,0.9995093999072228,0.9995699680848246,0.4724695661457446,0.1981145730512059,8.088246537818076e-09,3.3697754987660783e-09,0.4158898129296834,-4.733785898398913e-09,False,0.4166262097736606,-4.7184710390519975e-09,False,0.4193171100254375,-0.2743549930945387,False,100000.0,0.3207968216576231,0.3236068902648766,1.2251981476471452,1.2324194955198298,0.3843249883563242,1.0,6.781135589594692,6.773665219401494,0.2199928367469085,0.9999999999991768,0.5775853913776959,0.9999999999991768,5.0,-4.0,0.7800071632522683,0.42241460862148084
MatrixFactorizationInput,MF input kappa=1e+05,MF input kappa=1e+05 target=1e-04,0.0001,1,5,8.141790438484552e-09,3.3718257069629332e-09,0.0001445316891456,0.0001445549989278,0.9994828000513144,0.999558935859477,0.473568158364953,0.1981233454991089,8.124559333192551e-09,3.371083377831242e-09,0.4141381103381159,-4.769964731521619e-09,False,0.4149250734201448,-4.753475955361309e-09,False,0.4183628945475387,-0.275444812865844,False,100000.0,0.3198903430147646,0.323425298720883,1.2222909096001977,1.231403453853284,0.3911877763244096,1.0,6.781972500161219,6.77263387930613,0.2208515690333753,0.9999999999991978,0.5687287528967032,0.9999999999991978,5.0,-4.0,0.7791484309658224,0.43127124710249454
MatrixFactorizationInput,MF input kappa=1e+05,MF input kappa=1e+05 target=1e-04,0.0001,1,6,8.177347547933195e-09,3.373239287695435e-09,0.0001445235473551,0.0001445516271021,0.9994560176034364,0.9995478989089932,0.474498732966356,0.1981335293066697,8.158920253296621e-09,3.372462024185729e-09,0.4125102018622179,-4.804108260237761e-09,False,0.4133466095373443,-4.786458229110892e-09,False,0.4175638743396143,-0.2763652036596863,False,100000.0,0.3189809348306479,0.3232461411304878,1.2193627711421036,1.2303879384887322,0.3981547911438391,1.0,6.782787011024752,6.771579020986941,0.2218838720648262,0.999999999999341,0.5605491442082904,0.9999999999993407,5.0,-4.0,0.7781161279345148,0.43945085579105037
MatrixFactorizationInput,MF input kappa=1e+05,MF input kappa=1e+05 target=1e-04,0.0001,1,7,8.210982737429009e-09,3.374723305736267e-09,0.0001445153700076,0.0001445482538628,0.9994290592326638,0.999536857003298,0.4752679415495858,0.1981451180286235,8.191409675545891e-09,3.373911216493501e-09,0.4110011448876761,-4.836259431692741e-09,False,0.411884077360428,-4.817498459052388e-09,False,0.4169124418166768,-0.2771228235209623,False,100000.0,0.3180709984025215,0.3230694831029984,1.2164218884809412,1.2293730957309412,0.4041924381826273,1.0,6.783578035074806,6.7705003924106775,0.2229428832861387,0.9999999999993636,0.5541658966397185,0.9999999999993636,5.0,-4.0,0.777057116713225,0.44583410335964513
MatrixFactorizationInput,MF input kappa=1e+05,MF input kappa=1e+05 target=1e-04,0.0001,1,8,8.243252071281175e-09,3.3762775310990432e-09,0.0001445071590248,0.0001445448791395,0.999401933590146,0.9995258099130244,0.4759119575084043,0.1981581050088772,8.222599170640225e-09,3.375430727567222e-09,0.4095807700533291,-4.866974540182131e-09,False,0.4105065390539286,-4.847168443073003e-09,False,0.4163755540968476,-0.2777538524995271,False,100000.0,0.3171631104043281,0.3228953897113559,1.2134764764952182,1.2283590706768146,0.4087554767996665,1.0,6.784342777861411,6.769397744736864,0.2238743797908244,0.9999999999992832,0.5498149396646287,0.999999999999283,5.0,-4.0,0.7761256202084589,0.45018506033465433
MatrixFactorizationInput,MF input kappa=1e+05,MF input kappa=1e+05 target=1e-04,0.0001,1,9,8.274768122361895e-09,3.377901727969791e-09,0.0001444989157728,0.0001445415028619,0.9993746485254572,0.9995147574095414,0.4764697475316806,0.1981724833847201,8.253107433920024e-09,3.377020324488408e-09,0.4082170857260983,-4.896866394392104e-09,False,0.4091816750874896,-4.876087109431616e-09,False,0.415918291583756,-0.2782972641469604,False,100000.0,0.3162598766610204,0.3227239254507607,1.2105342554979457,1.227346007125924,0.4117908577495701,1.0,6.785076656418584,6.768270832549635,0.2245892097704086,0.9999999999992646,0.5471969578395552,0.9999999999992646,5.0,-4.0,0.775410790228856,0.45280304215970935
MatrixFactorizationInput,MF input kappa=1e+05,MF input kappa=1e+05 target=1e-04,0.0001,2,0,6.657765898998711e-09,2.777053314926723e-09,0.0001365087063162,0.0001365087063162,0.9995498732159132,0.9995498732159132,0.4789478464595902,0.1999620722001142,6.65067171105435e-09,2.776674134136987e-09,0.4171148936528958,-3.880712584071987e-09,False,0.4175028109599463,-3.873997576917363e-09,False,0.4175028109599934,-0.2789857742594759,False,100000.0,0.318948951713111,0.318948951713111,1.1381049073437022,1.1381049073437022,0.2795047246980409,1.0,6.612247649213738,6.612247649213738,0.2040670916710864,0.9999999999991098,0.742662492759409,0.9999999999991098,5.0,-4.0,0.7959329083280234,0.25733750723970084
MatrixFactorizationInput,MF input kappa=1e+05,MF input kappa=1e+05 target=1e-04,0.0001,2,1,6.670682556922077e-09,2.7777441314171063e-09,0.0001365020485503,0.0001365059292629,0.999527116032836,0.9995402581324848,0.4788033109367148,0.1999536502870302,6.663459116797766e-09,2.777333219455637e-09,0.416410780713089,-3.89293842550497e-09,False,0.4168005191859465,-3.8861258973421285e-09,False,0.4176112523028455,-0.2788496606496846,False,100000.0,0.318577931801878,0.3183730122082959,1.13729516703657,1.1370902606580788,0.2791041086380406,1.0,6.613455407483843,6.614745833927738,0.2040252822842822,0.999999999999307,0.7436257974720345,0.9999999999993072,5.0,-4.0,0.7959747177150248,0.2563742025272727
MatrixFactorizationInput,MF input kappa=1e+05,MF input kappa=1e+05 target=1e-04,0.0001,2,2,6.684523494595402e-09,2.7784988837161774e-09,0.0001364953778677,0.0001365031515187,0.9995043078817866,0.9995306378677388,0.478696211480211,0.1999465786089392,6.677138844041595e-09,2.778056306947034e-09,0.4156614732467708,-3.906024610879225e-09,False,0.4160548959418536,-3.899082537094561e-09,False,0.4176899123364064,-0.2787496328712718,False,100000.0,0.3181894411188902,0.3177962440045276,1.136439690326457,1.1360754416401178,0.2787418370643285,1.0,6.614698338675586,6.617260881532472,0.2039866456096675,0.9999999999994232,0.7444856859143005,0.9999999999994232,5.0,-4.0,0.7960133543897557,0.2555143140851227
MatrixFactorizationInput,MF input kappa=1e+05,MF input kappa=1e+05 target=1e-04,0.0001,2,3,6.699430017497289e-09,2.7793174462733233e-09,0.0001364886933442,0.0001365003730199,0.9994814446815076,0.9995210122155204,0.4786356441995643,0.1999408557606075,6.691851768800978e-09,2.778843273031732e-09,0.4148587923173194,-3.9201125712239664e-09,False,0.4152577446481059,-3.913008495769245e-09,False,0.4177308108654846,-0.2786947884389568,False,100000.0,0.3177838439527984,0.3172187218836341,1.1355396101846609,1.1350606934453404,0.2784179900890126,1.0,6.61597666091572,6.619792899887233,0.2039511965841458,0.9999999999992104,0.7452407702222498,0.9999999999992104,5.0,-4.0,0.7960488034150646,0.25475922977696064
MatrixFactorizationInput,MF input kappa=1e+05,MF input kappa=1e+05 target=1e-04,0.0001,2,4,6.715538035032128e-09,2.7801996892824407e-09,0.0001364819939142,0.0001364975937024,0.9994585218595696,0.9995113809701256,0.4786302428010273,0.1999364802026408,6.707733463214141e-09,2.77969399015019e-09,0.413995077502251,-3.9353383457496884e-09,False,0.4144013779608717,-3.928039473063951e-09,False,0.4177263831733194,-0.2786937625983864,False,100000.0,0.3173615528831058,0.3166405207187526,1.1345962082366126,1.1340462604248147,0.2781333205353946,1.0,6.6172905731501,6.622341997899062,0.2039190293731005,0.999999999999243,0.7458889823128964,0.9999999999992432,5.0,-4.0,0.7960809706261426,0.2541110176863468
MatrixFactorizationInput,MF input kappa=1e+05,MF input kappa=1e+05 target=1e-04,0.0001,2,5,6.732976812233926e-09,2.781145479305346e-09,0.0001364752783762,0.0001364948135027,0.9994355343701622,0.999501743926306,0.478688096690272,0.1999334502657476,6.724912956011634e-09,2.7806083268892254e-09,0.4130632789722311,-3.95183133292858e-09,False,0.4134787089554137,-3.944304629122409e-09,False,0.4176695674033265,-0.2787546464245244,False,100000.0,0.3169230242839135,0.3160617154192927,1.133610906794367,1.1330323879583015,0.2778896505761754,1.0,6.618640272559202,6.624908285530975,0.2038903691438215,0.9999999999992604,0.746427142458932,0.9999999999992604,5.0,-4.0,0.7961096308554388,0.2535728575403283
MatrixFactorizationInput,MF input kappa=1e+05,MF input kappa=1e+05 target=1e-04,0.0001,2,6,6.751869815904785e-09,2.7821546791633595e-09,0.0001364685453994,0.0001364920323572,0.99941247671174,0.9994921008792812,0.4788168183121767,0.1999317641547592,6.743513583898861e-09,2.781586148111579e-09,0.4120569197897866,-3.969715136741426e-09,False,0.4124832127205954,-3.961927435787282e-09,False,0.4175537627511002,-0.2788850541574174,False,100000.0,0.3164687503030176,0.3154823808764703,1.132585257836723,1.1320193222876118,0.277689768091068,1.0,6.620025996596854,6.627491873807974,0.20386557994915,0.9999999999990788,0.7468513650497786,0.9999999999990786,5.0,-4.0,0.7961344200499288,0.25314863494930007
MatrixFactorizationInput,MF input kappa=1e+05,MF input kappa=1e+05 target=1e-04,0.0001,2,7,6.772337051748215e-09,2.7832271483438802e-09,0.0001364617935296,0.0001364892502026,0.9993893429388092,0.9994824516247284,0.4790237132653307,0.1999314199530638,6.763655312991988e-09,2.782627315087193e-09,0.4109699690191019,-3.989109903404335e-09,False,0.4114087998751466,-3.981027997904794e-09,False,0.4173726987129801,-0.2790922933122668,False,100000.0,0.3159992488049349,0.3149025919095028,1.1315209296159103,1.1310073103503089,0.2775363175021667,1.0,6.621448077999378,6.630092874820373,0.2038450624566035,0.9999999999990145,0.7471588380548471,0.9999999999990145,5.0,-4.0,0.796154937542411,0.2528411619441674
MatrixFactorizationInput,MF input kappa=1e+05,MF input kappa=1e+05 target=1e-04,0.0001,2,8,6.794495382609571e-09,2.784362742648018e-09,0.0001364550211925,0.0001364864669754,0.9993661266694768,0.9994727959587912,0.4793158030865767,0.1999324156268584,6.785455033207219e-09,2.783731685627385e-09,0.4097968408035954,-4.010132639961552e-09,False,0.4102498169988792,-4.001723347579834e-09,False,0.4171204336251469,-0.2793833874597182,False,100000.0,0.3155150571545269,0.3143224232125515,1.1304196939698063,1.1299965996138772,0.2774305418734083,1.0,6.622906966458492,6.6327114017239595,0.2038291165087785,0.9999999999990772,0.7473496247875656,0.9999999999990774,5.0,-4.0,0.7961708834902987,0.2526503752115118
MatrixFactorizationInput,MF input kappa=1e+05,MF input kappa=1e+05 target=1e-04,0.0001,2,9,6.818455396432818e-09,2.785561314814014e-09,0.0001364482266971,0.0001364836826127,0.9993428210997748,0.9994631336780824,0.4796996040711442,0.1999347490295642,6.809023427956253e-09,2.784899114220619e-09,0.4085326005463531,-4.032894081618804e-09,False,0.4090012530705177,-4.0241243137356344e-09,False,0.4167915656647318,-0.27976485504158,False,100000.0,0.3150167330243908,0.3137419493025005,1.1292834165826386,1.1289874379104536,0.2773721087811199,1.0,6.6244031928263025,6.635347568736426,0.2038179059194854,0.999999999999169,0.7474267899845379,0.999999999999169,5.0,-4.0,0.7961820940796835,0.25257321001463107
