problem_family,base_setting,seed,step,eval_algo,vector_source,source_algo,target_relative_op_norm,loss_before,loss_after,delta_loss,update_grad_inner,update_grad_cosine,update_fro_norm
MatrixFactorizationInput,MF input kappa=1e+02,3,3,Muon,other_vectors,Adam,0.001,0.0001598111868880388,0.0001597969909101841,1.4195977854716303e-08,1.4128041899117133e-08,0.053501944341483275,0.00651363674397797
MatrixFactorizationInput,MF input kappa=1e+02,3,10,Adam,own_vectors,Adam,0.001,1.9246026019251368e-05,1.8784523117251643e-05,4.61502901999725e-07,4.6932210552660894e-07,0.4221605732374587,0.007236021716009345
MatrixFactorizationInput,MF input kappa=1e+02,3,10,Adam,other_vectors,Muon,0.001,1.9246026019251368e-05,1.8939769294240262e-05,3.0625672501110584e-07,3.1051720210097725e-07,0.2793137559373029,0.007236021716009346
MatrixFactorizationInput,MF input kappa=1e+02,3,10,Muon,own_vectors,Muon,0.001,0.00014759264138371759,0.00014745559509456125,1.3704628915633455e-07,1.3647810526286426e-07,0.15355510680962342,0.006964672686322983
MatrixFactorizationInput,MF input kappa=1e+02,3,10,Muon,other_vectors,Adam,0.001,0.00014759264138371759,0.00014750322687954388,8.941450417370659e-08,8.905105252124316e-08,0.10019368202006868,0.006964672686322982
MatrixFactorizationInput,MF input kappa=1e+02,4,0,Adam,own_vectors,Adam,0.001,0.00014765915682122912,0.0001476489471602583,1.020966097081688e-08,1.0240663038627065e-08,0.05884926530565729,0.006332220959783635
MatrixFactorizationInput,MF input kappa=1e+02,4,0,Adam,other_vectors,Muon,0.001,0.00014765915682122912,0.0001476489471602583,1.020966097081688e-08,1.0240663038627065e-08,0.05884926530565729,0.006332220959783635
MatrixFactorizationInput,MF input kappa=1e+02,4,0,Muon,own_vectors,Muon,0.001,0.00014765915682122912,0.0001476489471602583,1.020966097081688e-08,1.0240663038627065e-08,0.05884926530565729,0.006332220959783635
MatrixFactorizationInput,MF input kappa=1e+02,4,0,Muon,other_vectors,Adam,0.001,0.00014765915682122912,0.0001476489471602583,1.020966097081688e-08,1.0240663038627065e-08,0.05884926530565729,0.006332220959783635
MatrixFactorizationInput,MF input kappa=1e+02,4,1,Adam,own_vectors,Adam,0.001,0.0001452023870056942,0.00014516079461141177,4.159239428244048e-08,4.147791603553471e-08,0.1423715322257628,0.006403656329338119
MatrixFactorizationInput,MF input kappa=1e+02,4,1,Adam,other_vectors,Muon,0.001,0.0001452023870056942,0.00014518636645329135,1.6020552402859402e-08,1.606466488029622e-08,0.055141414330983726,0.006403656329338118
MatrixFactorizationInput,MF input kappa=1e+02,4,1,Muon,own_vectors,Muon,0.001,0.00014719691467529776,0.00014718814523814188,8.769437155880123e-09,8.763345023225062e-09,0.055300364556349124,0.006361187913078532
MatrixFactorizationInput,MF input kappa=1e+02,4,1,Muon,other_vectors,Adam,0.001,0.00014719691467529776,0.00014719447750328893,2.4371720088302382e-09,2.447591021325853e-09,0.015445320868395344,0.006361187913078532
