search_id,setting_id,phase,multiplicity_family,planned_family_size,dataset,model,partition_id,warmup_steps,target_head_gain_fraction_registered,seed,frobenius_tail_output_drift_fro,spectral_tail_output_drift_fro,tail_output_drift_sq_ratio_spectral_over_fro,log_tail_output_drift_sq_ratio_spectral_over_fro
NNS-P1-cifar10lt-resnet18-cross-partitions,cifar10_cross_a_w5000_rho0p005_tail30,phase1_fresh_primary_search,NNS-P1-fresh-primary-family,26,CIFAR10,resnet18_cifar_stem,cifar10_cross_a,5000,0.005,0,0.1988427639007568,0.1197480708360672,0.3626748739755471,-1.0142485100431429
NNS-P1-cifar10lt-resnet18-cross-partitions,cifar10_cross_a_w5000_rho0p005_tail30,phase1_fresh_primary_search,NNS-P1-fresh-primary-family,26,CIFAR10,resnet18_cifar_stem,cifar10_cross_a,5000,0.005,1,0.1942753791809082,0.1196087002754211,0.37904433629310613,-0.9701020984378967
NNS-P1-cifar10lt-resnet18-cross-partitions,cifar10_cross_a_w5000_rho0p005_tail30,phase1_fresh_primary_search,NNS-P1-fresh-primary-family,26,CIFAR10,resnet18_cifar_stem,cifar10_cross_a,5000,0.005,2,0.2083965092897415,0.1242575794458389,0.3555207048319818,-1.0341717899946345
NNS-P1-cifar10lt-resnet18-cross-partitions,cifar10_cross_a_w5000_rho0p005_tail30,phase1_fresh_primary_search,NNS-P1-fresh-primary-family,26,CIFAR10,resnet18_cifar_stem,cifar10_cross_a,5000,0.005,3,0.1689865589141845,0.1108113378286361,0.4299956591638785,-0.8439801653132079
NNS-P1-cifar10lt-resnet18-cross-partitions,cifar10_cross_a_w5000_rho0p005_tail30,phase1_fresh_primary_search,NNS-P1-fresh-primary-family,26,CIFAR10,resnet18_cifar_stem,cifar10_cross_a,5000,0.005,4,0.1871392279863357,0.1222488582134246,0.4267366622952949,-0.851588171937086
NNS-P1-cifar10lt-resnet18-cross-partitions,cifar10_cross_b_w500_rho0p002_tail30,phase1_fresh_primary_search,NNS-P1-fresh-primary-family,26,CIFAR10,resnet18_cifar_stem,cifar10_cross_b,500,0.002,0,0.0915140658617019,0.0773265808820724,0.7139732049333692,-0.33690984545127445
NNS-P1-cifar10lt-resnet18-cross-partitions,cifar10_cross_b_w500_rho0p002_tail30,phase1_fresh_primary_search,NNS-P1-fresh-primary-family,26,CIFAR10,resnet18_cifar_stem,cifar10_cross_b,500,0.002,1,0.0872516632080078,0.0759854689240455,0.7584267935343029,-0.2765089996380823
NNS-P1-cifar10lt-resnet18-cross-partitions,cifar10_cross_b_w500_rho0p002_tail30,phase1_fresh_primary_search,NNS-P1-fresh-primary-family,26,CIFAR10,resnet18_cifar_stem,cifar10_cross_b,500,0.002,2,0.089036650955677,0.0775388553738594,0.7584049158901873,-0.27653784613961724
NNS-P1-cifar10lt-resnet18-cross-partitions,cifar10_cross_b_w500_rho0p002_tail30,phase1_fresh_primary_search,NNS-P1-fresh-primary-family,26,CIFAR10,resnet18_cifar_stem,cifar10_cross_b,500,0.002,3,0.0863483920693397,0.0723408758640289,0.7018737751788012,-0.3540016985612264
NNS-P1-cifar10lt-resnet18-cross-partitions,cifar10_cross_b_w500_rho0p002_tail30,phase1_fresh_primary_search,NNS-P1-fresh-primary-family,26,CIFAR10,resnet18_cifar_stem,cifar10_cross_b,500,0.002,4,0.0966896787285804,0.077664241194725,0.6451815988080631,-0.438223453274084
NNS-P1-cifar10lt-resnet18-cross-partitions,cifar10_cross_b_w500_rho0p005_tail30,phase1_fresh_primary_search,NNS-P1-fresh-primary-family,26,CIFAR10,resnet18_cifar_stem,cifar10_cross_b,500,0.005,0,0.1612607836723327,0.1008558794856071,0.3911514187123647,-0.9386605338286983
NNS-P1-cifar10lt-resnet18-cross-partitions,cifar10_cross_b_w500_rho0p005_tail30,phase1_fresh_primary_search,NNS-P1-fresh-primary-family,26,CIFAR10,resnet18_cifar_stem,cifar10_cross_b,500,0.005,1,0.1462347656488418,0.09505395591259,0.42251207459596424,-0.8615372536679191
NNS-P1-cifar10lt-resnet18-cross-partitions,cifar10_cross_b_w500_rho0p005_tail30,phase1_fresh_primary_search,NNS-P1-fresh-primary-family,26,CIFAR10,resnet18_cifar_stem,cifar10_cross_b,500,0.005,2,0.1449255794286728,0.0963525399565696,0.44201422324945044,-0.8164132181247822
NNS-P1-cifar10lt-resnet18-cross-partitions,cifar10_cross_b_w500_rho0p005_tail30,phase1_fresh_primary_search,NNS-P1-fresh-primary-family,26,CIFAR10,resnet18_cifar_stem,cifar10_cross_b,500,0.005,3,0.1455559134483337,0.0926557928323745,0.40521493614518483,-0.903337646119184
NNS-P1-cifar10lt-resnet18-cross-partitions,cifar10_cross_b_w500_rho0p005_tail30,phase1_fresh_primary_search,NNS-P1-fresh-primary-family,26,CIFAR10,resnet18_cifar_stem,cifar10_cross_b,500,0.005,4,0.1692735850811004,0.1003492996096611,0.3514392850052149,-1.0457183137885273
NNS-P1-cifar10lt-resnet18-cross-partitions,cifar10_cross_b_w5000_rho0p002_tail30,phase1_fresh_primary_search,NNS-P1-fresh-primary-family,26,CIFAR10,resnet18_cifar_stem,cifar10_cross_b,5000,0.002,0,0.1075740754604339,0.0868480429053306,0.6517856999434749,-0.4280394521512353
NNS-P1-cifar10lt-resnet18-cross-partitions,cifar10_cross_b_w5000_rho0p002_tail30,phase1_fresh_primary_search,NNS-P1-fresh-primary-family,26,CIFAR10,resnet18_cifar_stem,cifar10_cross_b,5000,0.002,1,0.1123412176966667,0.0889699906110763,0.627204023210655,-0.46648339540870754
NNS-P1-cifar10lt-resnet18-cross-partitions,cifar10_cross_b_w5000_rho0p002_tail30,phase1_fresh_primary_search,NNS-P1-fresh-primary-family,26,CIFAR10,resnet18_cifar_stem,cifar10_cross_b,5000,0.002,2,0.1042793020606041,0.0854963362216949,0.6722004161662436,-0.3971987445805772
NNS-P1-cifar10lt-resnet18-cross-partitions,cifar10_cross_b_w5000_rho0p002_tail30,phase1_fresh_primary_search,NNS-P1-fresh-primary-family,26,CIFAR10,resnet18_cifar_stem,cifar10_cross_b,5000,0.002,3,0.1027765721082687,0.0910082682967186,0.7841035933762139,-0.2432141329522751
NNS-P1-cifar10lt-resnet18-cross-partitions,cifar10_cross_b_w5000_rho0p002_tail30,phase1_fresh_primary_search,NNS-P1-fresh-primary-family,26,CIFAR10,resnet18_cifar_stem,cifar10_cross_b,5000,0.002,4,0.1072857081890106,0.0884269997477531,0.679338198835018,-0.386636191721952
NNS-P1-cifar10lt-resnet18-cross-partitions,cifar10_cross_b_w5000_rho0p005_tail30,phase1_fresh_primary_search,NNS-P1-fresh-primary-family,26,CIFAR10,resnet18_cifar_stem,cifar10_cross_b,5000,0.005,0,0.1649809181690216,0.1059373244643211,0.4123163607857768,-0.8859643583059718
NNS-P1-cifar10lt-resnet18-cross-partitions,cifar10_cross_b_w5000_rho0p005_tail30,phase1_fresh_primary_search,NNS-P1-fresh-primary-family,26,CIFAR10,resnet18_cifar_stem,cifar10_cross_b,5000,0.005,1,0.1672286838293075,0.1087029129266738,0.4225331825721163,-0.8614872966366774
NNS-P1-cifar10lt-resnet18-cross-partitions,cifar10_cross_b_w5000_rho0p005_tail30,phase1_fresh_primary_search,NNS-P1-fresh-primary-family,26,CIFAR10,resnet18_cifar_stem,cifar10_cross_b,5000,0.005,2,0.164299190044403,0.1147174462676048,0.48751512737151603,-0.7184339585199975
NNS-P1-cifar10lt-resnet18-cross-partitions,cifar10_cross_b_w5000_rho0p005_tail30,phase1_fresh_primary_search,NNS-P1-fresh-primary-family,26,CIFAR10,resnet18_cifar_stem,cifar10_cross_b,5000,0.005,3,0.1613426506519317,0.1134012565016746,0.4940118403688007,-0.7051957937235549
NNS-P1-cifar10lt-resnet18-cross-partitions,cifar10_cross_b_w5000_rho0p005_tail30,phase1_fresh_primary_search,NNS-P1-fresh-primary-family,26,CIFAR10,resnet18_cifar_stem,cifar10_cross_b,5000,0.005,4,0.1783456653356552,0.1156136840581893,0.4202361063722924,-0.8669385676270872
