warmup_steps,seeds,parameters,paired_points,mean_tail_accuracy_before,geomean_jvp_tail_drift_sq_ratio_spectral_over_fro,jvp_tail_drift_sq_ratio_ci95_low,jvp_tail_drift_sq_ratio_ci95_high,geomean_scaled_jvp_tail_drift_sq_ratio_spectral_over_fro,scaled_jvp_tail_drift_sq_ratio_ci95_low,scaled_jvp_tail_drift_sq_ratio_ci95_high,geomean_observed_tail_drift_sq_ratio_spectral_over_fro,observed_tail_drift_sq_ratio_ci95_low,observed_tail_drift_sq_ratio_ci95_high,spectral_less_scaled_jvp_tail_drift_fraction,spectral_less_observed_tail_drift_fraction
2000,10,21,210,0.47900000000000004,2.2445121575701887,2.1432673446819006,2.350539627256855,0.19659576348279098,0.1801957651768938,0.2144883603753941,0.36341049969657985,0.3462850972949488,0.3813828325890371,1.0,1.0
5000,10,21,210,0.47870000000000007,2.324148135630869,2.215594573247303,2.4380203046081004,0.21486545516038438,0.19659273868241822,0.23483656685743093,0.4074780100802723,0.3884755404279656,0.4274099947607041,1.0,1.0
10000,10,21,210,0.46939999999999993,2.356645506960573,2.244206530014633,2.4747178885720658,0.23787133053786166,0.2178392513573116,0.25974552124696093,0.46385532390871914,0.442015894944105,0.48677381057907654,1.0,1.0
