seed,geometry,parameter,shape,gradient_nuclear_rank,update_nuclear_rank,tail_train_per_class,imbalance_ratio
0,frobenius,layer3.0.conv1.weight,256x128x3x3,49.87484379920886,49.87484045765215,100,3.0
0,frobenius,layer3.0.conv2.weight,256x256x3x3,51.56238425148607,51.56203922584073,100,3.0
0,frobenius,layer3.0.downsample.0.weight,256x128x1x1,20.45671400892252,20.45672516577288,100,3.0
0,frobenius,layer3.1.conv1.weight,256x256x3x3,45.230545540808365,45.230549046236945,100,3.0
0,frobenius,layer3.1.conv2.weight,256x256x3x3,35.59820783131657,35.5975962251651,100,3.0
0,frobenius,layer4.0.conv1.weight,512x256x3x3,32.867477078702336,32.867826526111564,100,3.0
0,frobenius,layer4.0.conv2.weight,512x512x3x3,33.89466929806028,33.894970681219505,100,3.0
0,frobenius,layer4.0.downsample.0.weight,512x256x1x1,14.302587994381733,14.302794216081297,100,3.0
0,frobenius,layer4.1.conv1.weight,512x512x3x3,26.969748846164524,26.970373654269306,100,3.0
0,frobenius,layer4.1.conv2.weight,512x512x3x3,21.373224466957037,21.37289984972719,100,3.0
0,frobenius,fc.weight,100x512,20.371600955198872,20.37151795268354,100,3.0
0,spectral,conv1.weight,64x3x3x3,5.033637551102479,26.999999999890708,100,3.0
0,spectral,layer1.0.conv1.weight,64x64x3x3,20.812106485135804,63.99999999775499,100,3.0
0,spectral,layer1.0.conv2.weight,64x64x3x3,24.918525760113763,63.999999998053326,100,3.0
0,spectral,layer1.1.conv1.weight,64x64x3x3,22.908930047307926,63.99999999832384,100,3.0
0,spectral,layer1.1.conv2.weight,64x64x3x3,26.0664201164929,63.999999998354575,100,3.0
0,spectral,layer2.0.conv1.weight,128x64x3x3,42.382238882224506,127.99999994897495,100,3.0
0,spectral,layer2.0.conv2.weight,128x128x3x3,47.874359029495814,127.9999999542361,100,3.0
0,spectral,layer2.0.downsample.0.weight,128x64x1x1,18.36654196186692,63.999999998540346,100,3.0
