group_type,problem_family,base_setting,target_relative_update_norm,metric,n_pairs,muon_higher_pairs,muon_win_rate,geomean_ratio_muon_over_adam,ratio_ci95_low,ratio_ci95_high,ratio_ci95_above_one,ratio_ci95_below_one,mean_delta_muon_minus_adam,delta_ci95_low,delta_ci95_high
target_setting,SmallMLPDigits,Small MLP digits hidden=64,0.3,update_grad_inner,50,0,0.0,0.362718747344758,0.3156797599200384,0.4167669466952071,False,True,-0.06425420326527628,-0.08624361008534126,-0.0422647964452113
target_setting,SmallMLPDigits,Small MLP digits hidden=64,0.3,delta_loss,50,0,0.0,0.3524271656087944,0.30673249478655357,0.40492908045324394,False,True,-0.06725845461785526,-0.08886685238367077,-0.04565005685203975
target_setting,SmallMLPDigits,Small MLP digits hidden=64,0.3,update_grad_cosine,50,0,0.0,0.7718102006157493,0.7621719522994181,0.7815703319669088,False,True,-0.1324109800277671,-0.13940335858892763,-0.12541860146660658
setting_all_targets,MatrixFactorizationInput,MF input kappa=1e+02,,update_grad_inner,300,11,0.03666666666666667,0.4143473806561023,0.386840783458522,0.4438098545909426,False,True,-1.7796717160426134e-06,-2.6279668029048914e-06,-9.313766291803352e-07
setting_all_targets,MatrixFactorizationInput,MF input kappa=1e+02,,delta_loss,300,19,0.06333333333333334,0.4345004909531562,0.40231226367357553,0.46926403613615175,False,True,-6.244251692117927e-07,-1.4346180196621143e-06,1.8576768123852888e-07
setting_all_targets,MatrixFactorizationInput,MF input kappa=1e+02,,update_grad_cosine,300,7,0.023333333333333334,0.4803991718399412,0.46159838283379423,0.4999657123746868,False,True,-0.3121894920584844,-0.32786014290310184,-0.29651884121386696
setting_all_targets,MatrixFactorizationInput,MF input kappa=1e+05,,update_grad_inner,300,10,0.03333333333333333,0.32659765397218765,0.30347781249347694,0.3514788336706808,False,True,-2.154720059757577e-06,-3.05225956850873e-06,-1.2571805510064238e-06
setting_all_targets,MatrixFactorizationInput,MF input kappa=1e+05,,delta_loss,300,18,0.06,0.3482523028937707,0.3181624205830802,0.3811879047454803,False,True,-9.743606257940145e-07,-1.8124267047607733e-06,-1.3629454682725577e-07
setting_all_targets,MatrixFactorizationInput,MF input kappa=1e+05,,update_grad_cosine,300,6,0.02,0.3974227050070932,0.38241360654747797,0.4130208856351078,False,True,-0.3512200587194029,-0.36945989956136643,-0.3329802178774393
setting_all_targets,MatrixSensing,Matrix sensing kappa=1e+02,,update_grad_inner,150,128,0.8533333333333334,1.0721100271328319,1.0381755311513008,1.1071537286224562,True,False,0.00018568691650310454,5.784735675518971e-05,0.00031352647625101937
setting_all_targets,MatrixSensing,Matrix sensing kappa=1e+02,,delta_loss,150,132,0.88,1.0312044579388384,1.024673628387168,1.0377769121927078,True,False,0.00016660257368292662,6.807889363494556e-05,0.00026512625373090767
setting_all_targets,MatrixSensing,Matrix sensing kappa=1e+02,,update_grad_cosine,150,139,0.9266666666666666,1.1227147689138963,1.062989287861214,1.1857960063488011,True,False,0.08056283976836563,0.04417805736053477,0.1169476221761965
