problem_family,base_setting,setting,target_relative_update_norm,seed,step,delta_loss_Adam,delta_loss_Muon,loss_Adam,loss_Muon,recovery_error_Adam,recovery_error_Muon,update_grad_cosine_Adam,update_grad_cosine_Muon,update_grad_inner_Adam,update_grad_inner_Muon,delta_loss_ratio,delta_loss_delta,delta_loss_muon_higher,update_grad_inner_ratio,update_grad_inner_delta,update_grad_inner_muon_higher,update_grad_cosine_ratio,update_grad_cosine_delta,update_grad_cosine_muon_higher
MatrixFactorizationInput,MF input kappa=1e+02,MF input kappa=1e+02 target=1e-02,0.01,4,4,3.6186545703511467e-06,7.353760792027449e-07,0.00014117372352848005,0.0001457778313996316,0.9812125742589037,0.9952210872137239,0.7860822150525925,0.2978572026600141,3.1366978110643793e-06,6.583030283785156e-07,0.20321809249988332,-2.883278491148402e-06,False,0.2098713577241707,-2.4783947826858635e-06,False,0.37891354995238774,-0.4882250123925784,False
MatrixFactorizationInput,MF input kappa=1e+02,MF input kappa=1e+02 target=1e-02,0.01,4,5,4.641809931022151e-06,9.154941080447227e-07,0.0001375550689581289,0.00014504245532042886,0.9701584433034437,0.9929102151494712,0.7886467294106293,0.3111472932146619,4.115196845849938e-06,8.243533856817593e-07,0.19722783174000538,-3.726315822977428e-06,False,0.2003193083006702,-3.2908434601681784e-06,False,0.39453316879560024,-0.4774994361959674,False
MatrixFactorizationInput,MF input kappa=1e+02,MF input kappa=1e+02 target=1e-02,0.01,4,6,5.773260621773796e-06,1.1256470696662543e-06,0.00013291325902710675,0.00014412696121238414,0.9558120193883115,0.9900378011197436,0.7916600814602329,0.3224810253724364,5.2066579825808265e-06,1.0201057140683515e-06,0.1949759665137734,-4.647613552107542e-06,False,0.19592331923494374,-4.186552268512475e-06,False,0.40734784148471104,-0.46917905608779653,False
MatrixFactorizationInput,MF input kappa=1e+02,MF input kappa=1e+02 target=1e-02,0.01,4,7,6.966480180412021e-06,1.3675709002241513e-06,0.00012713999840533295,0.00014300131414271788,0.9376253909538614,0.9865031549179523,0.7928431329429452,0.3323453487864329,6.383026082216566e-06,1.247425764355553e-06,0.19630729791917223,-5.59890928018787e-06,False,0.19542858642407,-5.135600317861013e-06,False,0.4191817207936254,-0.46049778415651227,False
MatrixFactorizationInput,MF input kappa=1e+02,MF input kappa=1e+02 target=1e-02,0.01,4,8,8.170548368984347e-06,1.6378173343357082e-06,0.00012017351822492093,0.00014163374324249373,0.9150737025329976,0.9821974460501911,0.7932218058981657,0.3406964382605634,7.611401294003733e-06,1.5020485303295848e-06,0.20045378356156768,-6.532731034648639e-06,False,0.19734191803983578,-6.109352763674149e-06,False,0.42950967273875246,-0.4525253676376023,False
MatrixFactorizationInput,MF input kappa=1e+02,MF input kappa=1e+02 target=1e-02,0.01,4,9,9.30765989241595e-06,1.946769284474567e-06,0.00011200296985593658,0.00013999592590815802,0.8876256324707754,0.977017934479781,0.7930001404117492,0.3476925506241385,8.831005166450556e-06,1.7944620535359123e-06,0.20915775898309627,-7.360890607941383e-06,False,0.20320020424777535,-7.036543112914643e-06,False,0.4384520669108662,-0.44530758978761065,False
MatrixFactorizationInput,MF input kappa=1e+02,MF input kappa=1e+02 target=1e-03,0.001,0,0,9.126465145068005e-08,4.528402010884063e-08,0.0001532792239327137,0.0001532792239327137,0.9994330499176829,0.9994330499176829,0.5611767830741492,0.27824008278581724,9.115141698366012e-08,4.5194274910384344e-08,0.49618356492943355,-4.598063134183942e-08,False,0.49581538505853295,-4.595714207327578e-08,False,0.4958153850585314,-0.28293670028833195,False
MatrixFactorizationInput,MF input kappa=1e+02,MF input kappa=1e+02 target=1e-03,0.001,0,1,9.388593717372072e-08,4.54972508609334e-08,0.000153187959281263,0.00015323393991260485,0.9991707610378296,0.999297344399538,0.5635352656890459,0.2773097554670814,9.332939942571194e-08,4.5377575214641555e-08,0.4846013389284074,-4.838868631278732e-08,False,0.48620879909080594,-4.795182421107038e-08,False,0.49208944382213454,-0.28622551022196446,False
MatrixFactorizationInput,MF input kappa=1e+02,MF input kappa=1e+02 target=1e-03,0.001,0,2,9.681843690558922e-08,4.5773292605083647e-08,0.0001530940733440893,0.00015318844266174391,0.9988972921640742,0.9991612597448489,0.5654630382048057,0.2764835033186012,9.581011521775939e-08,4.562288691371274e-08,0.47277454654343015,-5.104514430050557e-08,False,0.4761802739723255,-5.018722830404665e-08,False,0.48895062035595216,-0.2889795348862045,False
MatrixFactorizationInput,MF input kappa=1e+02,MF input kappa=1e+02 target=1e-03,0.001,0,3,1.0036034324097977e-07,4.6114049610432827e-08,0.0001529972549071837,0.00015314266936913883,0.9986122072784264,0.999024607025301,0.5693349888795404,0.27577527466666957,9.897077883999665e-08,4.593203216178096e-08,0.4594847737786856,-5.424629363054694e-08,False,0.46409690516872676,-5.3038746678215695e-08,False,0.48438139241960054,-0.2935597142128708,False
MatrixFactorizationInput,MF input kappa=1e+02,MF input kappa=1e+02 target=1e-03,0.001,0,4,1.0484296561076426e-07,4.652140228060997e-08,0.00015289689456394272,0.0001530965553195284,0.9983147851419724,0.9988871959110149,0.576622292897902,0.2751982723378603,1.0307263742497642e-07,4.6306923378601107e-08,0.4437245933439487,-5.832156333015429e-08,False,0.4492649507713099,-5.6765714046375314e-08,False,0.47725916206744284,-0.3014240205600417,False
MatrixFactorizationInput,MF input kappa=1e+02,MF input kappa=1e+02 target=1e-03,0.001,0,5,1.1023426841762327e-07,4.6996892598763235e-08,0.00015279205159833195,0.0001530500339172478,0.9980027310962424,0.9987488354964253,0.58673238835307,0.27476367218421643,1.080625321158006e-07,4.674929026931002e-08,0.426336503823976,-6.323737581886003e-08,False,0.4326133152165372,-6.131324184649058e-08,False,0.46829470749938495,-0.3119687161688535,False
MatrixFactorizationInput,MF input kappa=1e+02,MF input kappa=1e+02 target=1e-03,0.001,0,6,1.1622800667870632e-07,4.7541376608183344e-08,0.00015268181732991433,0.00015300303702464902,0.9976735893457084,0.9986093351731928,0.597894850852322,0.27447920469012754,1.1366194029086653e-07,4.726034072457724e-08,0.4090354637123207,-6.868663007052298e-08,False,0.41579741295666506,-6.640159956628929e-08,False,0.45907604706554495,-0.3234156461621944,False
MatrixFactorizationInput,MF input kappa=1e+02,MF input kappa=1e+02 target=1e-03,0.001,0,7,1.2252366160772524e-07,4.815474756019464e-08,0.00015256558932323562,0.00015295549564804084,0.9973257282564965,0.998468505276118,0.6086856686407012,0.27434798505239966,1.1960859507959906e-07,4.784044109211876e-08,0.39302406513419474,-7.43689140475306e-08,False,0.3999749437762489,-7.17681539874803e-08,False,0.45072193939618366,-0.3343376835883015,False
