run_id,problem_family,setting,kappa,lr,algo,seed,step,num_samples,train_batch_size,loss,recovery_error,diagnostic_A_definition,sigma_update,update_rank_ceiling,nrUpdate,stUpdate,nrUpdateFrac,stUpdateFrac,update_flatness,update_grad_inner,update_grad_cosine,update_grad_per_update_norm,layer,nrG,stA,condition_score,delta_gd_pred,delta_spec_pred,target_relative_update_norm,base_setting,hidden_dim
1,MatrixFactorizationInput,MF input kappa=1e+02 target=1e-04,100.0,0.01,Muon,0,0,1024,1024,0.0001532792239327137,0.9994330499176829,downstream_activation_product,"[[8.950818428012177e-05,8.950818428012172e-05,8.950818428012146e-05,8.950818428012127e-05,8.95081842801206e-05]]",5.0,5.0,4.999999999999956,1.0,0.9999999999999911,0.9999999999999911,9.718135368041284e-10,0.5450079995723809,4.8555138219491965e-06,1,1.48516859798945,3.5336703960042093,0.4202906416141255,9.242479433522629e-10,3.8845276112205843e-10,0.0001,MF input kappa=1e+02,
1,MatrixFactorizationInput,MF input kappa=1e+02 target=1e-04,100.0,0.01,Muon,0,0,1024,1024,0.0001532792239327137,0.9994330499176829,downstream_activation_product,"[[8.95081842801589e-05,8.950818428012818e-05,8.950818428010997e-05,8.950818428008434e-05,8.950818428007529e-05]]",5.0,5.0,4.999999999994686,1.0,0.9999999999989372,0.9999999999989372,7.75496986858794e-11,0.5346571358658089,3.874648989718882e-07,2,1.4292912646610871,3.5336703960042093,0.4044778104594293,6.115582826352708e-12,2.4736175512864318e-12,0.0001,MF input kappa=1e+02,
1,MatrixFactorizationInput,MF input kappa=1e+02 target=1e-04,100.0,0.01,Muon,0,0,1024,1024,0.0001532792239327137,0.9994330499176829,downstream_activation_product,"[[8.95081842801589e-05,8.950818428012818e-05,8.950818428010997e-05,8.950818428008434e-05,8.950818428007529e-05]]",5.0,5.0,4.999999999994686,1.0,0.9999999999989372,0.9999999999989372,7.75496986858794e-11,0.5346571358658089,3.874648989718882e-07,3,1.4292912646610871,3.5336703960042093,0.4044778104594293,6.115582826352708e-12,2.4736175512864318e-12,0.0001,MF input kappa=1e+02,
1,MatrixFactorizationInput,MF input kappa=1e+02 target=1e-04,100.0,0.01,Muon,0,0,1024,1024,0.0001532792239327137,0.9994330499176829,downstream_activation_product,"[[8.95081842801589e-05,8.950818428012818e-05,8.950818428010997e-05,8.950818428008434e-05,8.950818428007529e-05]]",5.0,5.0,4.999999999994686,1.0,0.9999999999989372,0.9999999999989372,7.75496986858794e-11,0.5346571358658089,3.874648989718882e-07,4,1.4292912646610871,3.5336703960042093,0.4044778104594293,6.115582826352708e-12,2.4736175512864318e-12,0.0001,MF input kappa=1e+02,
1,MatrixFactorizationInput,MF input kappa=1e+02 target=1e-04,100.0,0.01,Muon,0,0,1024,1024,0.0001532792239327137,0.9994330499176829,downstream_activation_product,"[[8.95081842801589e-05,8.950818428012818e-05,8.950818428010997e-05,8.950818428008434e-05,8.950818428007529e-05]]",5.0,5.0,4.999999999994686,1.0,0.9999999999989372,0.9999999999989372,7.75496986858794e-11,0.5346571358658089,3.874648989718882e-07,5,1.4292912646610871,3.5336703960042093,0.4044778104594293,6.115582826352708e-12,2.4736175512864318e-12,0.0001,MF input kappa=1e+02,
1,MatrixFactorizationInput,MF input kappa=1e+02 target=1e-04,100.0,0.01,Muon,0,0,1024,1024,0.0001532792239327137,0.9994330499176829,downstream_activation_product,"[[8.95081842801589e-05,8.950818428012818e-05,8.950818428010997e-05,8.950818428008434e-05,8.950818428007529e-05]]",5.0,5.0,4.999999999994686,1.0,0.9999999999989372,0.9999999999989372,7.75496986858794e-11,0.5346571358658089,3.874648989718882e-07,6,1.4292912646610871,3.5336703960042093,0.4044778104594293,6.115582826352708e-12,2.4736175512864318e-12,0.0001,MF input kappa=1e+02,
1,MatrixFactorizationInput,MF input kappa=1e+02 target=1e-04,100.0,0.01,Muon,0,0,1024,1024,0.0001532792239327137,0.9994330499176829,downstream_activation_product,"[[8.95081842801589e-05,8.950818428012818e-05,8.950818428010997e-05,8.950818428008434e-05,8.950818428007529e-05]]",5.0,5.0,4.999999999994686,1.0,0.9999999999989372,0.9999999999989372,7.75496986858794e-11,0.5346571358658089,3.874648989718882e-07,7,1.4292912646610871,3.5336703960042093,0.4044778104594293,6.115582826352708e-12,2.4736175512864318e-12,0.0001,MF input kappa=1e+02,
1,MatrixFactorizationInput,MF input kappa=1e+02 target=1e-04,100.0,0.01,Muon,0,0,1024,1024,0.0001532792239327137,0.9994330499176829,downstream_activation_product,"[[8.95081842801589e-05,8.950818428012818e-05,8.950818428010997e-05,8.950818428008434e-05,8.950818428007529e-05]]",5.0,5.0,4.999999999994686,1.0,0.9999999999989372,0.9999999999989372,7.75496986858794e-11,0.5346571358658089,3.874648989718882e-07,8,1.4292912646610871,3.5336703960042093,0.4044778104594293,6.115582826352708e-12,2.4736175512864318e-12,0.0001,MF input kappa=1e+02,
1,MatrixFactorizationInput,MF input kappa=1e+02 target=1e-04,100.0,0.01,Muon,0,0,1024,1024,0.0001532792239327137,0.9994330499176829,downstream_activation_product,"[[8.95081842801589e-05,8.950818428012818e-05,8.950818428010997e-05,8.950818428008434e-05,8.950818428007529e-05]]",5.0,5.0,4.999999999994686,1.0,0.9999999999989372,0.9999999999989372,7.75496986858794e-11,0.5346571358658089,3.874648989718882e-07,9,1.4292912646610871,3.5336703960042093,0.4044778104594293,6.115582826352708e-12,2.4736175512864318e-12,0.0001,MF input kappa=1e+02,
1,MatrixFactorizationInput,MF input kappa=1e+02 target=1e-04,100.0,0.01,Muon,0,0,1024,1024,0.0001532792239327137,0.9994330499176829,downstream_activation_product,"[[8.950818428012196e-05,8.950818428012183e-05,8.950818428012169e-05,8.950818428012138e-05,8.950818428012054e-05]]",5.0,4.999999999999999,4.999999999999946,0.9999999999999998,0.9999999999999891,0.9999999999999893,2.9272163647471925e-09,0.609897844062565,1.4625377174315436e-05,10,1.8598769009608245,35.34676045626529,0.05261802996803792,3.390396272578666e-11,1.7839597267406833e-12,0.0001,MF input kappa=1e+02,
0,MatrixFactorizationInput,MF input kappa=1e+02 target=1e-04,100.0,0.01,Adam,0,1,1024,1024,0.00015327010764614262,0.9994068540013126,downstream_activation_product,"[[0.0003253034879795175,0.00017291583612705284,0.0001222185928019734,7.597993255232647e-05,1.2344337890112612e-05]]",5.0,3.2081231097669596,1.4796963891035069,0.6416246219533919,0.2959392778207014,0.4612342913520526,2.5014090058772167e-09,0.7091567505851063,6.321347747161904e-06,1,1.4833317211857608,3.531556010654938,0.4200221422824531,9.249748130335657e-10,3.885099025276698e-10,0.0001,MF input kappa=1e+02,
0,MatrixFactorizationInput,MF input kappa=1e+02 target=1e-04,100.0,0.01,Adam,0,1,1024,1024,0.00015327010764614262,0.9994068540013126,downstream_activation_product,"[[8.303499894162445e-05,3.674561145513665e-05,2.3906324031824912e-05,4.640113798151588e-06,1.5040183618510744e-07]]",5.0,2.4943722893904714,1.2818504456208495,0.49887445787809426,0.2563700891241699,0.5138970036963024,4.9566846396922615e-11,0.7255520582867522,5.272437311544918e-07,2,1.4261436878282654,3.5315617879482897,0.40382804364207475,6.1472711072107775e-12,2.4824404649623793e-12,0.0001,MF input kappa=1e+02,
0,MatrixFactorizationInput,MF input kappa=1e+02 target=1e-04,100.0,0.01,Adam,0,1,1024,1024,0.00015327010764614262,0.9994068540013126,downstream_activation_product,"[[8.303517122278009e-05,3.6746871626358163e-05,2.3905963700217282e-05,4.637588181991089e-06,1.5010771998244715e-07]]",5.0,2.4942908594209543,1.2818567982818774,0.49885817188419085,0.2563713596563755,0.5139163275366604,4.956680625396415e-11,0.7255314221721177,5.272409037675454e-07,3,1.4261317779655682,3.531567564513893,0.40382401070156787,6.147578184738756e-12,2.482539678662668e-12,0.0001,MF input kappa=1e+02,
0,MatrixFactorizationInput,MF input kappa=1e+02 target=1e-04,100.0,0.01,Adam,0,1,1024,1024,0.00015327010764614262,0.9994068540013126,downstream_activation_product,"[[8.303534049674336e-05,3.674813265516575e-05,2.3905600741749056e-05,4.635069690043585e-06,1.4981356334950842e-07]]",5.0,2.4942096444681168,1.2818631741799797,0.49884192889362333,0.2563726348359959,0.5139356176506701,4.956676646413044e-11,0.7255108059850401,5.272380944759021e-07,4,1.4261198647680506,3.531573340352769,0.4038199769130649,6.147885347930341e-12,2.4826389192654006e-12,0.0001,MF input kappa=1e+02,
0,MatrixFactorizationInput,MF input kappa=1e+02 target=1e-04,100.0,0.01,Adam,0,1,1024,1024,0.00015327010764614262,0.9994068540013126,downstream_activation_product,"[[8.303550676710917e-05,3.674939454550878e-05,2.390523516011231e-05,4.63255830611072e-06,1.4951936707725982e-07]]",5.0,2.4941286441398938,1.2818695733241132,0.49882572882797876,0.2563739146648226,0.5139548741144301,4.956672702726171e-11,0.7254902096876447,5.272353032528695e-07,5,1.426107948236118,3.5315791154659197,0.40381594227656775,6.1481925967973075e-12,2.482738186773523e-12,0.0001,MF input kappa=1e+02,
0,MatrixFactorizationInput,MF input kappa=1e+02 target=1e-04,100.0,0.01,Adam,0,1,1024,1024,0.00015327010764614262,0.9994068540013126,downstream_activation_product,"[[8.303567003686031e-05,3.675065730141045e-05,2.3904866959135775e-05,4.630054013908472e-06,1.492251313943033e-07]]",5.0,2.49404785803445,1.2818759957290915,0.49880957160689,0.2563751991458183,0.5139740970084404,4.956668794281397e-11,0.7254696332401305,5.272325300703549e-07,6,1.426096028370177,3.531584889854351,0.4038119067920782,6.1484999313514694e-12,2.4828374811899986e-12,0.0001,MF input kappa=1e+02,
0,MatrixFactorizationInput,MF input kappa=1e+02 target=1e-04,100.0,0.01,Adam,0,1,1024,1024,0.00015327010764614262,0.9994068540013126,downstream_activation_product,"[[8.303583030930047e-05,3.6751920926852614e-05,2.3904496142595893e-05,4.6275567971423425e-06,1.4893085678787104e-07]]",5.0,2.493967285752355,1.281882441406852,0.498793457150471,0.2563764882813704,0.5139932864115924,4.956664921044298e-11,0.7254490766036419,5.27229774900949e-07,7,1.426084105170632,3.531590663519065,0.40380787045959793,6.148807351604619e-12,2.4829368025177816e-12,0.0001,MF input kappa=1e+02,
0,MatrixFactorizationInput,MF input kappa=1e+02 target=1e-04,100.0,0.01,Adam,0,1,1024,1024,0.00015327010764614262,0.9994068540013126,downstream_activation_product,"[[8.303598758785093e-05,3.675318542566717e-05,2.390412271446716e-05,4.625066639651946e-06,1.4863654377515444e-07]]",5.0,2.4938869268997457,1.2818889103685962,0.49877738537994915,0.25637778207371925,0.5140124424013744,4.9566610829846336e-11,0.7254285397391248,5.272270377170972e-07,8,1.4260721786378898,3.531596436461046,0.4038038332791311,6.149114857568523e-12,2.483036150759828e-12,0.0001,MF input kappa=1e+02,
0,MatrixFactorizationInput,MF input kappa=1e+02 target=1e-04,100.0,0.01,Adam,0,1,1024,1024,0.00015327010764614262,0.9994068540013126,downstream_activation_product,"[[8.303614187573754e-05,3.67544508018766e-05,2.390374667873104e-05,4.622583525096818e-06,1.4834219275157162e-07]]",5.0,2.493806781078186,1.2818954026287912,0.49876135621563716,0.25637908052575825,0.5140315650575662,4.9566572800557444e-11,0.7254080226059146,5.272243184900721e-07,9,1.4260602487723564,3.5316022086812846,0.40379979525068127,6.149422449254956e-12,2.4831355259190943e-12,0.0001,MF input kappa=1e+02,
0,MatrixFactorizationInput,MF input kappa=1e+02 target=1e-04,100.0,0.01,Adam,0,1,1024,1024,0.00015327010764614262,0.9994068540013126,downstream_activation_product,"[[0.00034717446516191106,0.0001850874347009933,0.00011307992087536439,6.967240394621984e-05,2.9417381691660794e-05]]",5.0,3.1979058537363065,1.4377665757573568,0.6395811707472613,0.28755331515147137,0.44959628003980395,6.22772842555004e-09,0.6225957302790998,1.4960210320555237e-05,10,1.857547423738934,35.34676045626529,0.05255212641162084,3.404188738858459e-11,1.7889735693350585e-12,0.0001,MF input kappa=1e+02,
1,MatrixFactorizationInput,MF input kappa=1e+02 target=1e-04,100.0,0.01,Muon,0,1,1024,1024,0.00015327470362454476,0.9994194928798211,downstream_activation_product,"[[8.95061644021553e-05,8.950616440215501e-05,8.95061644021547e-05,8.950616440215386e-05,8.950616440215359e-05]]",5.0,5.000000000000002,4.999999999999909,1.0000000000000004,0.9999999999999819,0.9999999999999816,9.72278336763453e-10,0.5444615185698907,4.857945748373912e-06,1,1.482191726017164,3.5353549099659296,0.41924835377601394,9.279926218599357e-10,3.8905937903106506e-10,0.0001,MF input kappa=1e+02,
1,MatrixFactorizationInput,MF input kappa=1e+02 target=1e-04,100.0,0.01,Muon,0,1,1024,1024,0.00015327470362454476,0.9994194928798211,downstream_activation_product,"[[8.950616440217214e-05,8.950616440215776e-05,8.950616440215117e-05,8.95061644021404e-05,8.950616440213415e-05]]",5.0,5.0,4.999999999997652,1.0,0.9999999999995304,0.9999999999995304,7.762687456281395e-11,0.5340424301103449,3.878592487181354e-07,2,1.4260065857910431,3.5351875084420006,0.4033750918121741,6.147933699775692e-12,2.4799233206021793e-12,0.0001,MF input kappa=1e+02,
1,MatrixFactorizationInput,MF input kappa=1e+02 target=1e-04,100.0,0.01,Muon,0,1,1024,1024,0.00015327470362454476,0.9994194928798211,downstream_activation_product,"[[8.95061644021678e-05,8.95061644021593e-05,8.950616440215524e-05,8.950616440214941e-05,8.950616440213217e-05]]",5.0,5.000000000000001,4.999999999998321,1.0000000000000002,0.9999999999996643,0.999999999999664,7.762686043415445e-11,0.534042447521094,3.878591781249053e-07,3,1.4260066787715144,3.535019958382171,0.4033942369661011,6.147347716464861e-12,2.479804641448647e-12,0.0001,MF input kappa=1e+02,
1,MatrixFactorizationInput,MF input kappa=1e+02 target=1e-04,100.0,0.01,Muon,0,1,1024,1024,0.00015327470362454476,0.9994194928798211,downstream_activation_product,"[[8.950616440220624e-05,8.950616440218054e-05,8.950616440214456e-05,8.950616440213834e-05,8.95061644021001e-05]]",5.0,4.999999999999999,4.9999999999941585,0.9999999999999998,0.9999999999988317,0.9999999999988318,7.762684739849099e-11,0.5340424632421389,3.878591129927838e-07,4,1.4260067627295567,3.534852260126503,0.40341339829532896,6.146761637981761e-12,2.4796860008895847e-12,0.0001,MF input kappa=1e+02,
1,MatrixFactorizationInput,MF input kappa=1e+02 target=1e-04,100.0,0.01,Muon,0,1,1024,1024,0.00015327470362454476,0.9994194928798211,downstream_activation_product,"[[8.950616440220445e-05,8.950616440217199e-05,8.950616440215463e-05,8.95061644021314e-05,8.950616440211979e-05]]",5.0,5.000000000000001,4.999999999994637,1.0000000000000002,0.9999999999989274,0.9999999999989273,7.76268354559135e-11,0.5340424772740914,3.8785905332221217e-07,5,1.426006837665164,3.5346844140144054,0.4034325757658297,6.146175464927024e-12,2.4795673989242555e-12,0.0001,MF input kappa=1e+02,
1,MatrixFactorizationInput,MF input kappa=1e+02 target=1e-04,100.0,0.01,Muon,0,1,1024,1024,0.00015327470362454476,0.9994194928798211,downstream_activation_product,"[[8.950616440220038e-05,8.950616440218961e-05,8.950616440217569e-05,8.950616440213185e-05,8.95061644021098e-05]]",5.0,5.0,4.9999999999956515,1.0,0.9999999999991303,0.9999999999991303,7.762682460632196e-11,0.5340424896162596,3.878589991126858e-07,6,1.4260069035783323,3.5345164203846706,0.40345176934363663,6.145589197900101e-12,2.4794488355519368e-12,0.0001,MF input kappa=1e+02,
1,MatrixFactorizationInput,MF input kappa=1e+02 target=1e-04,100.0,0.01,Muon,0,1,1024,1024,0.00015327470362454476,0.9994194928798211,downstream_activation_product,"[[8.950616440219568e-05,8.950616440217153e-05,8.950616440216726e-05,8.950616440215135e-05,8.950616440211724e-05]]",5.0,4.999999999999999,4.999999999996082,0.9999999999999998,0.9999999999992164,0.9999999999992166,7.762681484980956e-11,0.5340425002693376,3.878589503647063e-07,7,1.4260069604690575,3.5343482795754477,0.4034709789948466,6.145002837499164e-12,2.4793303107718976e-12,0.0001,MF input kappa=1e+02,
1,MatrixFactorizationInput,MF input kappa=1e+02 target=1e-04,100.0,0.01,Muon,0,1,1024,1024,0.00015327470362454476,0.9994194928798211,downstream_activation_product,"[[8.950616440221045e-05,8.950616440218037e-05,8.950616440216951e-05,8.95061644021518e-05,8.950616440211886e-05]]",5.0,5.000000000000001,4.999999999995055,1.0000000000000002,0.9999999999990109,0.9999999999990108,7.762680618629439e-11,0.5340425092326914,3.8785890707781134e-07,8,1.4260070083373364,3.534179991924263,0.4034902046856179,6.144416384321179e-12,2.479211824583417e-12,0.0001,MF input kappa=1e+02,
1,MatrixFactorizationInput,MF input kappa=1e+02 target=1e-04,100.0,0.01,Muon,0,1,1024,1024,0.00015327470362454476,0.9994194928798211,downstream_activation_product,"[[8.950616440221562e-05,8.950616440216364e-05,8.950616440212813e-05,8.950616440210885e-05,8.950616440209871e-05]]",5.0,5.0,4.999999999991886,1.0,0.9999999999983771,0.9999999999983771,7.762679861580192e-11,0.5340425165067086,3.878588692522809e-07,9,1.4260070471831647,3.534011557768002,0.4035094463821723,6.143829838961861e-12,2.479093376985771e-12,0.0001,MF input kappa=1e+02,
1,MatrixFactorizationInput,MF input kappa=1e+02 target=1e-04,100.0,0.01,Muon,0,1,1024,1024,0.00015327470362454476,0.9994194928798211,downstream_activation_product,"[[8.950616440215501e-05,8.9506164402155e-05,8.950616440215482e-05,8.950616440215452e-05,8.950616440215277e-05]]",5.0,5.0,4.999999999999934,1.0,0.9999999999999869,0.9999999999999869,2.9278077490561503e-09,0.6096554343028693,1.4628662049521617e-05,10,1.8583987428750852,35.34676045626529,0.052576211196907016,3.3946173270991326e-11,1.7847611752224401e-12,0.0001,MF input kappa=1e+02,
0,MatrixFactorizationInput,MF input kappa=1e+02 target=1e-04,100.0,0.01,Adam,0,2,1024,1024,0.00015326098047921898,0.9993805954804017,downstream_activation_product,"[[0.00032453381849524365,0.00017378817983043748,0.000123148957287241,7.648760134657939e-05,1.2590921455794777e-05]]",5.0,3.22197525504708,1.4878067673392468,0.644395051009416,0.29756135346784934,0.4617685269334903,2.5061436926388123e-09,0.7097717053892485,6.331006268167284e-06,1,1.4814737796528556,3.529481065978785,0.4197426624364162,9.259178163329444e-10,3.886472094249027e-10,0.0001,MF input kappa=1e+02,
0,MatrixFactorizationInput,MF input kappa=1e+02 target=1e-04,100.0,0.01,Adam,0,2,1024,1024,0.00015326098047921898,0.9993805954804017,downstream_activation_product,"[[8.275135324239919e-05,3.679166326770809e-05,2.3975885586488734e-05,5.112038003332551e-06,1.7068160268984738e-07]]",5.0,2.5154363676049507,1.285439922937308,0.5030872735209901,0.25708798458746157,0.5110206481435376,4.9639766307337e-11,0.7260127032549614,5.290889990794559e-07,2,1.4229941210792734,3.529491495454135,0.40317255981833117,6.180685687786845e-12,2.4918828701775452e-12,0.0001,MF input kappa=1e+02,
0,MatrixFactorizationInput,MF input kappa=1e+02 target=1e-04,100.0,0.01,Adam,0,2,1024,1024,0.00015326098047921898,0.9993805954804017,downstream_activation_product,"[[8.27520879082984e-05,3.679432177291301e-05,2.3975259020140802e-05,5.105292297751079e-06,1.7006320619883118e-07]]",5.0,2.515218628866197,1.2854489393797526,0.5030437257732394,0.2570897878759505,0.511068471196559,4.9639635298317814e-11,0.7259689425010503,5.290810499568722e-07,3,1.4229709193192686,3.52950190841471,0.40316479668894745,6.18129217503354e-12,2.492079403022379e-12,0.0001,MF input kappa=1e+02,
0,MatrixFactorizationInput,MF input kappa=1e+02 target=1e-04,100.0,0.01,Adam,0,2,1024,1024,0.00015326098047921898,0.9993805954804017,downstream_activation_product,"[[8.275281306562124e-05,3.679698483629039e-05,2.3974623988424588e-05,5.098579356599088e-06,1.6944416030066842e-07]]",5.0,2.515001881417327,1.2854580751053215,0.5030003762834654,0.2570916150210643,0.5111161485020054,4.9639506214485485e-11,0.7259252428491532,5.290731577687842e-07,4,1.4229477057057576,3.529512304853811,0.4031570321341307,6.181898931010955e-12,2.4922760259795314e-12,0.0001,MF input kappa=1e+02,
0,MatrixFactorizationInput,MF input kappa=1e+02 target=1e-04,100.0,0.01,Adam,0,2,1024,1024,0.00015326098047921898,0.9993805954804017,downstream_activation_product,"[[8.27535287325665e-05,3.6799652483392414e-05,2.3973980516295472e-05,5.091899059417251e-06,1.688244712823576e-07]]",5.0,2.514786122469419,1.2854673300837178,0.5029572244938838,0.25709346601674354,0.5111636805206482,4.963937905149947e-11,0.725881604072517,5.290653223553553e-07,5,1.4229244802432819,3.529522684764612,0.40314926615585084,6.182505955772292e-12,2.4924727390737767e-12,0.0001,MF input kappa=1e+02,
0,MatrixFactorizationInput,MF input kappa=1e+02 target=1e-04,100.0,0.01,Adam,0,2,1024,1024,0.00015326098047921898,0.9993805954804017,downstream_activation_product,"[[8.275423492801823e-05,3.680232473936134e-05,2.3973328629731096e-05,5.085251285151923e-06,1.682041456087374e-07]]",5.0,2.5145713492250006,1.2854767042839315,0.5029142698450001,0.2570953408567863,0.5112110677154258,4.9639253805076684e-11,0.7258380259395297,5.290575435531827e-07,6,1.4229012429363832,3.5295330481401694,0.4031414987560913,6.18311324937053e-12,2.4926695423298808e-12,0.0001,MF input kappa=1e+02,
0,MatrixFactorizationInput,MF input kappa=1e+02 target=1e-04,100.0,0.01,Adam,0,2,1024,1024,0.00015326098047921898,0.9993805954804017,downstream_activation_product,"[[8.27549316713762e-05,3.680500162866034e-05,2.3972668356192537e-05,5.07863591288102e-06,1.6758318976308134e-07]]",5.0,2.5143575589032503,1.2854861976768024,0.50287151178065,0.25709723953536046,0.5112583105473371,4.963913047102661e-11,0.7257945082150019,5.29049821196229e-07,7,1.4228779937896092,3.5295433949734134,0.40313372993685126,6.183720811858333e-12,2.492866435772584e-12,0.0001,MF input kappa=1e+02,
