run_id,problem_family,base_setting,setting,target_relative_update_norm,algo,seed,final_step,final_loss,recovery_error,initial_loss,total_loss_decrease
140,MatrixFactorizationInput,MF input kappa=1e+05,MF input kappa=1e+05 target=1e-03,0.001,Adam,0,10,0.0001373487558233823,0.9959359265227097,0.00013841039608334963,1.0616402599673402e-06
141,MatrixFactorizationInput,MF input kappa=1e+05,MF input kappa=1e+05 target=1e-03,0.001,Muon,0,10,0.00013803998754212412,0.9982673880514324,0.00013841039608334963,3.7040854122550584e-07
142,MatrixFactorizationInput,MF input kappa=1e+05,MF input kappa=1e+05 target=1e-03,0.001,Adam,1,10,0.00014350094948418216,0.996037043886659,0.00014457183933332286,1.0708898491407041e-06
143,MatrixFactorizationInput,MF input kappa=1e+05,MF input kappa=1e+05 target=1e-03,0.001,Muon,1,10,0.0001442202273617071,0.9984626068765556,0.00014457183933332286,3.5161197161576803e-07
144,MatrixFactorizationInput,MF input kappa=1e+05,MF input kappa=1e+05 target=1e-03,0.001,Adam,2,10,0.00013560056096617086,0.9963807788013056,0.00013650870631623234,9.081453500614804e-07
145,MatrixFactorizationInput,MF input kappa=1e+05,MF input kappa=1e+05 target=1e-03,0.001,Muon,2,10,0.00013621823269341037,0.998532509189105,0.00013650870631623234,2.9047362282196357e-07
146,MatrixFactorizationInput,MF input kappa=1e+05,MF input kappa=1e+05 target=1e-03,0.001,Adam,3,10,0.00014589794231259964,0.9961858732757954,0.00014695216996577507,1.054227653175425e-06
147,MatrixFactorizationInput,MF input kappa=1e+05,MF input kappa=1e+05 target=1e-03,0.001,Muon,3,10,0.00014662752032898176,0.9986400630313121,0.00014695216996577507,3.2464963679331273e-07
148,MatrixFactorizationInput,MF input kappa=1e+05,MF input kappa=1e+05 target=1e-03,0.001,Adam,4,10,0.00013285496593036595,0.9982293705330476,0.0001337588217194671,9.038557891011387e-07
149,MatrixFactorizationInput,MF input kappa=1e+05,MF input kappa=1e+05 target=1e-03,0.001,Muon,4,10,0.00013342748581587907,1.0001968506563936,0.0001337588217194671,3.313359035880196e-07
150,MatrixFactorizationInput,MF input kappa=1e+05,MF input kappa=1e+05 target=3e-03,0.003,Adam,0,10,0.00013289182711719803,0.9809015649789599,0.00013841039608334963,5.518568966151601e-06
151,MatrixFactorizationInput,MF input kappa=1e+05,MF input kappa=1e+05 target=3e-03,0.003,Muon,0,10,0.0001370705209588507,0.995191852932358,0.00013841039608334963,1.3398751244989308e-06
152,MatrixFactorizationInput,MF input kappa=1e+05,MF input kappa=1e+05 target=3e-03,0.003,Adam,1,10,0.00013891716581321013,0.9806214486070519,0.00014457183933332286,5.654673520112739e-06
153,MatrixFactorizationInput,MF input kappa=1e+05,MF input kappa=1e+05 target=3e-03,0.003,Muon,1,10,0.00014330184173449504,0.9954472117673827,0.00014457183933332286,1.2699975988278228e-06
154,MatrixFactorizationInput,MF input kappa=1e+05,MF input kappa=1e+05 target=3e-03,0.003,Adam,2,10,0.00013137979252387052,0.9817765663402274,0.00013650870631623234,5.128913792361815e-06
155,MatrixFactorizationInput,MF input kappa=1e+05,MF input kappa=1e+05 target=3e-03,0.003,Muon,2,10,0.00013543785952890684,0.9957751249152115,0.00013650870631623234,1.0708467873254957e-06
156,MatrixFactorizationInput,MF input kappa=1e+05,MF input kappa=1e+05 target=3e-03,0.003,Adam,3,10,0.0001409430488976807,0.980130730984457,0.00014695216996577507,6.009121068094368e-06
157,MatrixFactorizationInput,MF input kappa=1e+05,MF input kappa=1e+05 target=3e-03,0.003,Muon,3,10,0.00014576192512681798,0.9958377700632358,0.00014695216996577507,1.1902448389570857e-06
158,MatrixFactorizationInput,MF input kappa=1e+05,MF input kappa=1e+05 target=3e-03,0.003,Adam,4,10,0.0001293271536373302,0.9865034692616231,0.0001337588217194671,4.431668082136893e-06
159,MatrixFactorizationInput,MF input kappa=1e+05,MF input kappa=1e+05 target=3e-03,0.003,Muon,4,10,0.00013276377650097757,0.9978372791677924,0.0001337588217194671,9.950452184895157e-07
160,MatrixFactorizationInput,MF input kappa=1e+05,MF input kappa=1e+05 target=1e-02,0.01,Adam,0,10,8.484970432627821e-05,0.8012799268682743,0.00013841039608334963,5.356069175707142e-05
161,MatrixFactorizationInput,MF input kappa=1e+05,MF input kappa=1e+05 target=1e-02,0.01,Muon,0,10,0.00012884445466745486,0.9683593785566591,0.00013841039608334963,9.565941415894764e-06
162,MatrixFactorizationInput,MF input kappa=1e+05,MF input kappa=1e+05 target=1e-02,0.01,Adam,1,10,8.798119473656444e-05,0.7897403231288088,0.00014457183933332286,5.659064459675843e-05
163,MatrixFactorizationInput,MF input kappa=1e+05,MF input kappa=1e+05 target=1e-02,0.01,Muon,1,10,0.0001353693329794913,0.9689278026286757,0.00014457183933332286,9.20250635383157e-06
164,MatrixFactorizationInput,MF input kappa=1e+05,MF input kappa=1e+05 target=1e-02,0.01,Adam,2,10,8.651485314965172e-05,0.8096401187400716,0.00013650870631623234,4.999385316658062e-05
165,MatrixFactorizationInput,MF input kappa=1e+05,MF input kappa=1e+05 target=1e-02,0.01,Muon,2,10,0.00012832199766830548,0.9706367132291475,0.00013650870631623234,8.186708647926858e-06
166,MatrixFactorizationInput,MF input kappa=1e+05,MF input kappa=1e+05 target=1e-02,0.01,Adam,3,10,8.650660326004836e-05,0.7869966969610444,0.00014695216996577507,6.0445566705726706e-05
167,MatrixFactorizationInput,MF input kappa=1e+05,MF input kappa=1e+05 target=1e-02,0.01,Muon,3,10,0.00013813663371271552,0.9712519428307542,0.00014695216996577507,8.815536253059552e-06
168,MatrixFactorizationInput,MF input kappa=1e+05,MF input kappa=1e+05 target=1e-02,0.01,Adam,4,10,8.477382872209325e-05,0.8229819834562389,0.0001337588217194671,4.898499299737384e-05
169,MatrixFactorizationInput,MF input kappa=1e+05,MF input kappa=1e+05 target=1e-02,0.01,Muon,4,10,0.00012730968655987488,0.9790611560612315,0.0001337588217194671,6.44913515959221e-06
170,MatrixFactorizationInput,MF input kappa=1e+05,MF input kappa=1e+05 target=3e-02,0.03,Adam,0,10,1.8000659112058613e-05,0.365601480836496,0.00013841039608334963,0.00012040973697129102
171,MatrixFactorizationInput,MF input kappa=1e+05,MF input kappa=1e+05 target=3e-02,0.03,Muon,0,10,1.8901599312724608e-05,0.42535777131282976,0.00013841039608334963,0.00011950879677062502
172,MatrixFactorizationInput,MF input kappa=1e+05,MF input kappa=1e+05 target=3e-02,0.03,Adam,1,10,2.3181044449949113e-05,0.39298391356618934,0.00014457183933332286,0.00012139079488337375
173,MatrixFactorizationInput,MF input kappa=1e+05,MF input kappa=1e+05 target=3e-02,0.03,Muon,1,10,2.3205928772107886e-05,0.42979293957752446,0.00014457183933332286,0.00012136591056121498
174,MatrixFactorizationInput,MF input kappa=1e+05,MF input kappa=1e+05 target=3e-02,0.03,Adam,2,10,2.0986596594128685e-05,0.3768841346007856,0.00013650870631623234,0.00011552210972210365
175,MatrixFactorizationInput,MF input kappa=1e+05,MF input kappa=1e+05 target=3e-02,0.03,Muon,2,10,2.343930488290948e-05,0.44570679338542274,0.00013650870631623234,0.00011306940143332286
176,MatrixFactorizationInput,MF input kappa=1e+05,MF input kappa=1e+05 target=3e-02,0.03,Adam,3,10,1.8037934717950322e-05,0.34499665276431196,0.00014695216996577507,0.00012891423524782474
177,MatrixFactorizationInput,MF input kappa=1e+05,MF input kappa=1e+05 target=3e-02,0.03,Muon,3,10,3.088391468882046e-05,0.49907114636972516,0.00014695216996577507,0.0001160682552769546
178,MatrixFactorizationInput,MF input kappa=1e+05,MF input kappa=1e+05 target=3e-02,0.03,Adam,4,10,1.7442634169017138e-05,0.3511785890119756,0.0001337588217194671,0.00011631618755044996
179,MatrixFactorizationInput,MF input kappa=1e+05,MF input kappa=1e+05 target=3e-02,0.03,Muon,4,10,4.09998954013059e-05,0.6002620162254629,0.0001337588217194671,9.27589263181612e-05
180,MatrixSensing,Matrix sensing kappa=1e+05,Matrix sensing kappa=1e+05 target=1e-03,0.001,Adam,0,5,0.01122646147681586,1.1698165482832181,0.011350617945307562,0.0001241564684917023
181,MatrixSensing,Matrix sensing kappa=1e+05,Matrix sensing kappa=1e+05 target=1e-03,0.001,Muon,0,5,0.011221692687519984,1.1701178873164026,0.011350617945307562,0.00012892525778757796
182,MatrixSensing,Matrix sensing kappa=1e+05,Matrix sensing kappa=1e+05 target=1e-03,0.001,Adam,1,5,0.011763665295354962,1.1895770029357513,0.01188808980557376,0.00012442451021879748
183,MatrixSensing,Matrix sensing kappa=1e+05,Matrix sensing kappa=1e+05 target=1e-03,0.001,Muon,1,5,0.011759990580132109,1.1898853415959831,0.01188808980557376,0.00012809922544165103
184,MatrixSensing,Matrix sensing kappa=1e+05,Matrix sensing kappa=1e+05 target=1e-03,0.001,Adam,2,5,0.011011689818052567,1.163971779744603,0.01113613682871832,0.00012444701066575276
185,MatrixSensing,Matrix sensing kappa=1e+05,Matrix sensing kappa=1e+05 target=1e-03,0.001,Muon,2,5,0.01100722565757018,1.1642622345660003,0.01113613682871832,0.00012891117114813971
186,MatrixSensing,Matrix sensing kappa=1e+05,Matrix sensing kappa=1e+05 target=1e-03,0.001,Adam,3,5,0.011356886310607906,1.144968171470031,0.011482184353307785,0.00012529804269987947
187,MatrixSensing,Matrix sensing kappa=1e+05,Matrix sensing kappa=1e+05 target=1e-03,0.001,Muon,3,5,0.01135302461595207,1.145325781737341,0.011482184353307785,0.0001291597373557149
188,MatrixSensing,Matrix sensing kappa=1e+05,Matrix sensing kappa=1e+05 target=1e-03,0.001,Adam,4,5,0.011309110138914948,1.1697334027349953,0.011431779149861414,0.00012266901094646655
189,MatrixSensing,Matrix sensing kappa=1e+05,Matrix sensing kappa=1e+05 target=1e-03,0.001,Muon,4,5,0.011304285077821838,1.1700259815874252,0.011431779149861414,0.00012749407203957626
190,MatrixSensing,Matrix sensing kappa=1e+05,Matrix sensing kappa=1e+05 target=3e-03,0.003,Adam,0,5,0.01098047190471176,1.1680798502746452,0.011350617945307562,0.00037014604059580104
191,MatrixSensing,Matrix sensing kappa=1e+05,Matrix sensing kappa=1e+05 target=3e-03,0.003,Muon,0,5,0.010966758426221237,1.1689772987614062,0.011350617945307562,0.00038385951908632455
192,MatrixSensing,Matrix sensing kappa=1e+05,Matrix sensing kappa=1e+05 target=3e-03,0.003,Adam,1,5,0.011517157020573085,1.1879239735529366,0.01188808980557376,0.00037093278500067474
193,MatrixSensing,Matrix sensing kappa=1e+05,Matrix sensing kappa=1e+05 target=3e-03,0.003,Muon,1,5,0.011506517401191858,1.188849335109488,0.01188808980557376,0.0003815724043819014
194,MatrixSensing,Matrix sensing kappa=1e+05,Matrix sensing kappa=1e+05 target=3e-03,0.003,Adam,2,5,0.010765333125806131,1.162279058952011,0.01113613682871832,0.00037080370291218794
195,MatrixSensing,Matrix sensing kappa=1e+05,Matrix sensing kappa=1e+05 target=3e-03,0.003,Muon,2,5,0.010752341539046648,1.1631535497034582,0.01113613682871832,0.00038379528967167134
196,MatrixSensing,Matrix sensing kappa=1e+05,Matrix sensing kappa=1e+05 target=3e-03,0.003,Adam,3,5,0.011108665101348466,1.1431369192991638,0.011482184353307785,0.00037351925195931897
197,MatrixSensing,Matrix sensing kappa=1e+05,Matrix sensing kappa=1e+05 target=3e-03,0.003,Muon,3,5,0.011097595794186137,1.1442129741508977,0.011482184353307785,0.00038458855912164823
198,MatrixSensing,Matrix sensing kappa=1e+05,Matrix sensing kappa=1e+05 target=3e-03,0.003,Adam,4,5,0.011066132610178272,1.1681119717537696,0.011431779149861414,0.00036564653968314265
199,MatrixSensing,Matrix sensing kappa=1e+05,Matrix sensing kappa=1e+05 target=3e-03,0.003,Muon,4,5,0.01105207761750154,1.1689895947554005,0.011431779149861414,0.0003797015323598746
200,MatrixSensing,Matrix sensing kappa=1e+05,Matrix sensing kappa=1e+05 target=1e-02,0.01,Adam,0,5,0.010145082869552121,1.1622686804578353,0.011350617945307562,0.0012055350757554407
201,MatrixSensing,Matrix sensing kappa=1e+05,Matrix sensing kappa=1e+05 target=1e-02,0.01,Muon,0,5,0.01010450263961305,1.1652495672351513,0.011350617945307562,0.0012461153056945121
202,MatrixSensing,Matrix sensing kappa=1e+05,Matrix sensing kappa=1e+05 target=1e-02,0.01,Adam,1,5,0.01067920530564191,1.1823324044146555,0.01188808980557376,0.0012088844999318497
203,MatrixSensing,Matrix sensing kappa=1e+05,Matrix sensing kappa=1e+05 target=1e-02,0.01,Muon,1,5,0.01064745396253436,1.185455535106633,0.01188808980557376,0.001240635843039399
204,MatrixSensing,Matrix sensing kappa=1e+05,Matrix sensing kappa=1e+05 target=1e-02,0.01,Adam,2,5,0.0099289695243718,1.1565555601021165,0.01113613682871832,0.0012071673043465188
205,MatrixSensing,Matrix sensing kappa=1e+05,Matrix sensing kappa=1e+05 target=1e-02,0.01,Muon,2,5,0.00989054569859766,1.1595177418336868,0.01113613682871832,0.0012455911301206598
206,MatrixSensing,Matrix sensing kappa=1e+05,Matrix sensing kappa=1e+05 target=1e-02,0.01,Adam,3,5,0.01026581683868604,1.1369332094419276,0.011482184353307785,0.0012163675146217457
207,MatrixSensing,Matrix sensing kappa=1e+05,Matrix sensing kappa=1e+05 target=1e-02,0.01,Muon,3,5,0.010233413050750697,1.1405536190401484,0.011482184353307785,0.001248771302557088
208,MatrixSensing,Matrix sensing kappa=1e+05,Matrix sensing kappa=1e+05 target=1e-02,0.01,Adam,4,5,0.010240349531085406,1.1626575349397825,0.011431779149861414,0.0011914296187760087
209,MatrixSensing,Matrix sensing kappa=1e+05,Matrix sensing kappa=1e+05 target=1e-02,0.01,Muon,4,5,0.01019805368751961,1.1655948929057522,0.011431779149861414,0.0012337254623418052
210,MatrixSensing,Matrix sensing kappa=1e+05,Matrix sensing kappa=1e+05 target=3e-02,0.03,Adam,0,5,0.007967295722970254,1.1475492695404788,0.011350617945307562,0.0033833222223373077
211,MatrixSensing,Matrix sensing kappa=1e+05,Matrix sensing kappa=1e+05 target=3e-02,0.03,Muon,0,5,0.007884631834666363,1.1567512692058097,0.011350617945307562,0.0034659861106411984
212,MatrixSensing,Matrix sensing kappa=1e+05,Matrix sensing kappa=1e+05 target=3e-02,0.03,Adam,1,5,0.008487589594239167,1.1679863557604555,0.01188808980557376,0.003400500211334593
213,MatrixSensing,Matrix sensing kappa=1e+05,Matrix sensing kappa=1e+05 target=3e-02,0.03,Muon,1,5,0.008421231488530209,1.1776691932789087,0.01188808980557376,0.003466858317043551
214,MatrixSensing,Matrix sensing kappa=1e+05,Matrix sensing kappa=1e+05 target=3e-02,0.03,Adam,2,5,0.0077558906789903315,1.1420618073623694,0.01113613682871832,0.0033802461497279878
215,MatrixSensing,Matrix sensing kappa=1e+05,Matrix sensing kappa=1e+05 target=3e-02,0.03,Muon,2,5,0.007675520980681423,1.1511880803740568,0.01113613682871832,0.003460615848036896
216,MatrixSensing,Matrix sensing kappa=1e+05,Matrix sensing kappa=1e+05 target=3e-02,0.03,Adam,3,5,0.0080734953516246,1.121094289996656,0.011482184353307785,0.003408689001683186
217,MatrixSensing,Matrix sensing kappa=1e+05,Matrix sensing kappa=1e+05 target=3e-02,0.03,Muon,3,5,0.008006524499205003,1.1322336797646821,0.011482184353307785,0.0034756598541027823
218,MatrixSensing,Matrix sensing kappa=1e+05,Matrix sensing kappa=1e+05 target=3e-02,0.03,Adam,4,5,0.008082557205535326,1.148898931772902,0.011431779149861414,0.003349221944326089
219,MatrixSensing,Matrix sensing kappa=1e+05,Matrix sensing kappa=1e+05 target=3e-02,0.03,Muon,4,5,0.00799203072210336,1.157889171596377,0.011431779149861414,0.003439748427758054
220,MatrixSensing,Matrix sensing kappa=1e+05,Matrix sensing kappa=1e+05 target=1e-01,0.1,Adam,0,5,0.0025785337008878734,1.1169095794811499,0.011350617945307562,0.008772084244419689
221,MatrixSensing,Matrix sensing kappa=1e+05,Matrix sensing kappa=1e+05 target=1e-01,0.1,Muon,0,5,0.0025524430722556612,1.1486599561431974,0.011350617945307562,0.0087981748730519
222,MatrixSensing,Matrix sensing kappa=1e+05,Matrix sensing kappa=1e+05 target=1e-01,0.1,Adam,1,5,0.003000255199593011,1.1363143129142574,0.01188808980557376,0.008887834605980749
223,MatrixSensing,Matrix sensing kappa=1e+05,Matrix sensing kappa=1e+05 target=1e-01,0.1,Muon,1,5,0.002941766478530515,1.1710236927909718,0.01188808980557376,0.008946323327043246
224,MatrixSensing,Matrix sensing kappa=1e+05,Matrix sensing kappa=1e+05 target=1e-01,0.1,Adam,2,5,0.002457145129476503,1.1121250522481223,0.01113613682871832,0.008678991699241816
225,MatrixSensing,Matrix sensing kappa=1e+05,Matrix sensing kappa=1e+05 target=1e-01,0.1,Muon,2,5,0.002400439404977792,1.1432118665655995,0.01113613682871832,0.008735697423740528
226,MatrixSensing,Matrix sensing kappa=1e+05,Matrix sensing kappa=1e+05 target=1e-01,0.1,Adam,3,5,0.002696667694035157,1.086504613295759,0.011482184353307785,0.008785516659272628
227,MatrixSensing,Matrix sensing kappa=1e+05,Matrix sensing kappa=1e+05 target=1e-01,0.1,Muon,3,5,0.0026336631239246735,1.1242038584295881,0.011482184353307785,0.008848521229383111
228,MatrixSensing,Matrix sensing kappa=1e+05,Matrix sensing kappa=1e+05 target=1e-01,0.1,Adam,4,5,0.002721170150197994,1.1203962361494482,0.011431779149861414,0.00871060899966342
229,MatrixSensing,Matrix sensing kappa=1e+05,Matrix sensing kappa=1e+05 target=1e-01,0.1,Muon,4,5,0.0026411484285518145,1.1528232203872308,0.011431779149861414,0.0087906307213096
230,MatrixSensing,Matrix sensing kappa=1e+05,Matrix sensing kappa=1e+05 target=3e-01,0.3,Adam,0,5,0.0061971077726198694,1.247798914400533,0.011350617945307562,0.005153510172687692
231,MatrixSensing,Matrix sensing kappa=1e+05,Matrix sensing kappa=1e+05 target=3e-01,0.3,Muon,0,5,0.0008056933728888366,1.184755933819583,0.011350617945307562,0.010544924572418726
232,MatrixSensing,Matrix sensing kappa=1e+05,Matrix sensing kappa=1e+05 target=3e-01,0.3,Adam,1,5,0.005492427290300608,1.2501031425934601,0.01188808980557376,0.006395662515273152
233,MatrixSensing,Matrix sensing kappa=1e+05,Matrix sensing kappa=1e+05 target=3e-01,0.3,Muon,1,5,0.0010073145873322773,1.2092448987091213,0.01188808980557376,0.010880775218241483
234,MatrixSensing,Matrix sensing kappa=1e+05,Matrix sensing kappa=1e+05 target=3e-01,0.3,Adam,2,5,0.006295652919393705,1.2399841613774336,0.01113613682871832,0.004840483909324614
235,MatrixSensing,Matrix sensing kappa=1e+05,Matrix sensing kappa=1e+05 target=3e-01,0.3,Muon,2,5,0.0007420365200767103,1.1752549352404749,0.01113613682871832,0.010394100308641609
236,MatrixSensing,Matrix sensing kappa=1e+05,Matrix sensing kappa=1e+05 target=3e-01,0.3,Adam,3,5,0.005880698449739452,1.202812405419544,0.011482184353307785,0.005601485903568334
237,MatrixSensing,Matrix sensing kappa=1e+05,Matrix sensing kappa=1e+05 target=3e-01,0.3,Muon,3,5,0.0008580949891149051,1.1585462905568868,0.011482184353307785,0.01062408936419288
238,MatrixSensing,Matrix sensing kappa=1e+05,Matrix sensing kappa=1e+05 target=3e-01,0.3,Adam,4,5,0.00584998206109196,1.2535736015940233,0.011431779149861414,0.005581797088769455
239,MatrixSensing,Matrix sensing kappa=1e+05,Matrix sensing kappa=1e+05 target=3e-01,0.3,Muon,4,5,0.0009013757417906136,1.1917630424585108,0.011431779149861414,0.0105304034080708
240,SmallMLPDigits,Small MLP digits hidden=16,Small MLP digits hidden=16 target=1e-03,0.001,Adam,0,10,2.302560630338601,0.8955078125,2.302579040308706,1.840997010482681e-05
241,SmallMLPDigits,Small MLP digits hidden=16,Small MLP digits hidden=16 target=1e-03,0.001,Muon,0,10,2.3025648492807465,0.8955078125,2.302579040308706,1.4191027959409297e-05
242,SmallMLPDigits,Small MLP digits hidden=16,Small MLP digits hidden=16 target=1e-03,0.001,Adam,1,10,2.302591963512534,0.90625,2.3025328074664575,-5.9156046076314084e-05
243,SmallMLPDigits,Small MLP digits hidden=16,Small MLP digits hidden=16 target=1e-03,0.001,Muon,1,10,2.3025966374603035,0.9072265625,2.3025328074664575,-6.382999384602073e-05
244,SmallMLPDigits,Small MLP digits hidden=16,Small MLP digits hidden=16 target=1e-03,0.001,Adam,2,10,2.30244695568656,0.8525390625,2.302489903378648,4.294769208801341e-05
245,SmallMLPDigits,Small MLP digits hidden=16,Small MLP digits hidden=16 target=1e-03,0.001,Muon,2,10,2.30245451672574,0.8583984375,2.302489903378648,3.5386652907920535e-05
246,SmallMLPDigits,Small MLP digits hidden=16,Small MLP digits hidden=16 target=1e-03,0.001,Adam,3,10,2.3025343222147865,0.912109375,2.3026929964434295,0.00015867422864301872
247,SmallMLPDigits,Small MLP digits hidden=16,Small MLP digits hidden=16 target=1e-03,0.001,Muon,3,10,2.3025321133725525,0.9140625,2.3026929964434295,0.00016088307087702702
248,SmallMLPDigits,Small MLP digits hidden=16,Small MLP digits hidden=16 target=1e-03,0.001,Adam,4,10,2.302613443379774,0.9697265625,2.3027054241295115,9.198074973770787e-05
249,SmallMLPDigits,Small MLP digits hidden=16,Small MLP digits hidden=16 target=1e-03,0.001,Muon,4,10,2.302621614814135,0.97265625,2.3027054241295115,8.380931537654845e-05
250,SmallMLPDigits,Small MLP digits hidden=16,Small MLP digits hidden=16 target=3e-03,0.003,Adam,0,10,2.302487970213176,0.89453125,2.302579040308706,9.107009552966616e-05
251,SmallMLPDigits,Small MLP digits hidden=16,Small MLP digits hidden=16 target=3e-03,0.003,Muon,0,10,2.302501401113934,0.892578125,2.302579040308706,7.763919477188352e-05
252,SmallMLPDigits,Small MLP digits hidden=16,Small MLP digits hidden=16 target=3e-03,0.003,Adam,1,10,2.3024959553746895,0.8984375,2.3025328074664575,3.685209176795823e-05
253,SmallMLPDigits,Small MLP digits hidden=16,Small MLP digits hidden=16 target=3e-03,0.003,Muon,1,10,2.3025081304452106,0.8974609375,2.3025328074664575,2.4677021246866104e-05
254,SmallMLPDigits,Small MLP digits hidden=16,Small MLP digits hidden=16 target=3e-03,0.003,Adam,2,10,2.302353119882781,0.8212890625,2.302489903378648,0.00013678349586676575
255,SmallMLPDigits,Small MLP digits hidden=16,Small MLP digits hidden=16 target=3e-03,0.003,Muon,2,10,2.3023758069749993,0.841796875,2.302489903378648,0.00011409640364856699
256,SmallMLPDigits,Small MLP digits hidden=16,Small MLP digits hidden=16 target=3e-03,0.003,Adam,3,10,2.3024747821958376,0.904296875,2.3026929964434295,0.0002182142475919413
257,SmallMLPDigits,Small MLP digits hidden=16,Small MLP digits hidden=16 target=3e-03,0.003,Muon,3,10,2.302468330072074,0.9033203125,2.3026929964434295,0.00022466637135565293
258,SmallMLPDigits,Small MLP digits hidden=16,Small MLP digits hidden=16 target=3e-03,0.003,Adam,4,10,2.3025119075169815,0.9599609375,2.3027054241295115,0.00019351661252997587
259,SmallMLPDigits,Small MLP digits hidden=16,Small MLP digits hidden=16 target=3e-03,0.003,Muon,4,10,2.3025329736293605,0.96484375,2.3027054241295115,0.00017245050015102237
260,SmallMLPDigits,Small MLP digits hidden=16,Small MLP digits hidden=16 target=1e-02,0.01,Adam,0,10,2.302228374293651,0.87109375,2.302579040308706,0.0003506660150547347
261,SmallMLPDigits,Small MLP digits hidden=16,Small MLP digits hidden=16 target=1e-02,0.01,Muon,0,10,2.3022672979554315,0.873046875,2.302579040308706,0.00031174235327435795
262,SmallMLPDigits,Small MLP digits hidden=16,Small MLP digits hidden=16 target=1e-02,0.01,Adam,1,10,2.3021551838267786,0.85546875,2.3025328074664575,0.00037762363967885904
263,SmallMLPDigits,Small MLP digits hidden=16,Small MLP digits hidden=16 target=1e-02,0.01,Muon,1,10,2.302198159744416,0.8662109375,2.3025328074664575,0.00033464772204139237
264,SmallMLPDigits,Small MLP digits hidden=16,Small MLP digits hidden=16 target=1e-02,0.01,Adam,2,10,2.302025247706628,0.7548828125,2.302489903378648,0.0004646556720198092
265,SmallMLPDigits,Small MLP digits hidden=16,Small MLP digits hidden=16 target=1e-02,0.01,Muon,2,10,2.3020829899708803,0.7763671875,2.302489903378648,0.0004069134077675507
266,SmallMLPDigits,Small MLP digits hidden=16,Small MLP digits hidden=16 target=1e-02,0.01,Adam,3,10,2.302237789219125,0.8173828125,2.3026929964434295,0.0004552072243044769
267,SmallMLPDigits,Small MLP digits hidden=16,Small MLP digits hidden=16 target=1e-02,0.01,Muon,3,10,2.3022363875317837,0.8212890625,2.3026929964434295,0.0004566089116457839
268,SmallMLPDigits,Small MLP digits hidden=16,Small MLP digits hidden=16 target=1e-02,0.01,Adam,4,10,2.3021806044638806,0.876953125,2.3027054241295115,0.0005248196656308934
269,SmallMLPDigits,Small MLP digits hidden=16,Small MLP digits hidden=16 target=1e-02,0.01,Muon,4,10,2.3022336054636927,0.9072265625,2.3027054241295115,0.0004718186658188017
270,SmallMLPDigits,Small MLP digits hidden=16,Small MLP digits hidden=16 target=3e-02,0.03,Adam,0,10,2.3014219547060746,0.6865234375,2.302579040308706,0.0011570856026312804
271,SmallMLPDigits,Small MLP digits hidden=16,Small MLP digits hidden=16 target=3e-02,0.03,Muon,0,10,2.3013996656014872,0.6376953125,2.302579040308706,0.0011793747072186278
272,SmallMLPDigits,Small MLP digits hidden=16,Small MLP digits hidden=16 target=3e-02,0.03,Adam,1,10,2.3008945861028556,0.7041015625,2.3025328074664575,0.0016382213636019216
273,SmallMLPDigits,Small MLP digits hidden=16,Small MLP digits hidden=16 target=3e-02,0.03,Muon,1,10,2.3011595234608544,0.744140625,2.3025328074664575,0.0013732840056031037
274,SmallMLPDigits,Small MLP digits hidden=16,Small MLP digits hidden=16 target=3e-02,0.03,Adam,2,10,2.3009438669311777,0.662109375,2.302489903378648,0.0015460364474702004
275,SmallMLPDigits,Small MLP digits hidden=16,Small MLP digits hidden=16 target=3e-02,0.03,Muon,2,10,2.3010742785203155,0.583984375,2.302489903378648,0.0014156248583323539
276,SmallMLPDigits,Small MLP digits hidden=16,Small MLP digits hidden=16 target=3e-02,0.03,Adam,3,10,2.3011989290542645,0.6474609375,2.3026929964434295,0.0014940673891650214
277,SmallMLPDigits,Small MLP digits hidden=16,Small MLP digits hidden=16 target=3e-02,0.03,Muon,3,10,2.301357142022133,0.62109375,2.3026929964434295,0.0013358544212964674
278,SmallMLPDigits,Small MLP digits hidden=16,Small MLP digits hidden=16 target=3e-02,0.03,Adam,4,10,2.301058803511668,0.615234375,2.3027054241295115,0.001646620617843375
279,SmallMLPDigits,Small MLP digits hidden=16,Small MLP digits hidden=16 target=3e-02,0.03,Muon,4,10,2.3012350515815463,0.5400390625,2.3027054241295115,0.0014703725479652263
280,SmallMLPDigits,Small MLP digits hidden=16,Small MLP digits hidden=16 target=1e-01,0.1,Adam,0,10,2.2947326105711565,0.546875,2.302579040308706,0.007846429737549343
281,SmallMLPDigits,Small MLP digits hidden=16,Small MLP digits hidden=16 target=1e-01,0.1,Muon,0,10,2.294447077082364,0.30078125,2.302579040308706,0.00813196322634191
282,SmallMLPDigits,Small MLP digits hidden=16,Small MLP digits hidden=16 target=1e-01,0.1,Adam,1,10,2.291378961806584,0.666015625,2.3025328074664575,0.01115384565987343
283,SmallMLPDigits,Small MLP digits hidden=16,Small MLP digits hidden=16 target=1e-01,0.1,Muon,1,10,2.2932047498097465,0.2734375,2.3025328074664575,0.009328057656710964
284,SmallMLPDigits,Small MLP digits hidden=16,Small MLP digits hidden=16 target=1e-01,0.1,Adam,2,10,2.292215571062649,0.5849609375,2.302489903378648,0.010274332315999057
285,SmallMLPDigits,Small MLP digits hidden=16,Small MLP digits hidden=16 target=1e-01,0.1,Muon,2,10,2.2933618914927916,0.3427734375,2.302489903378648,0.009128011885856324
