split_id,split_role,score,score_role,mean_spearman_score_vs_target_residual,spearman_ci95_low,spearman_ci95_high,mean_threshold_below_one_accuracy,residual_gate_status
v4_final_architecture_wide_resnet50_2_cifar100lt,fresh_final_heldout_architecture,condition_score_v4_two_axis_amplitude_minus_direction,primary_candidate,0.6448933782267114,0.5122125632844299,0.777574193168993,,passes_residual_gate
v4_final_architecture_wide_resnet50_2_cifar100lt,fresh_final_heldout_architecture,condition_score_v4_direction_axis_scaled_jvp_ratio,direction_guardrail,-0.7114456938356308,-0.7759525241190286,-0.6469388635522331,1.0,inverted_residual_ranking
v4_final_architecture_wide_resnet50_2_cifar100lt,fresh_final_heldout_architecture,early_layer_prior,baseline,0.2133578976346272,0.054710308187381,0.3720054870818733,,passes_residual_gate
v4_final_architecture_wide_resnet50_2_cifar100lt,fresh_final_heldout_architecture,source_observed_drift_positive_control,positive_control,0.4556998556998557,0.4131201070342173,0.4982796043654941,1.0,passes_residual_gate
v4_final_data_cifar10lt_mixed_partition,fresh_final_heldout_data_partition,condition_score_v4_two_axis_amplitude_minus_direction,primary_candidate,-0.6936507936507936,-0.7128799972005044,-0.6744215901010828,,inverted_residual_ranking
v4_final_data_cifar10lt_mixed_partition,fresh_final_heldout_data_partition,condition_score_v4_direction_axis_scaled_jvp_ratio,direction_guardrail,0.6109668109668109,0.5885536733032776,0.6333799486303443,1.0,passes_residual_gate
v4_final_data_cifar10lt_mixed_partition,fresh_final_heldout_data_partition,early_layer_prior,baseline,-0.793939393939394,-0.8085742203848028,-0.7793045674939851,,inverted_residual_ranking
v4_final_data_cifar10lt_mixed_partition,fresh_final_heldout_data_partition,source_observed_drift_positive_control,positive_control,0.0836940836940836,0.0636013286763253,0.103786838711842,1.0,passes_residual_gate
v4_final_gate,p0_predictive_condition,condition_score_v4_two_axis_amplitude_minus_direction,primary_candidate,,,,,not_ready
