split_id,split_role,score_id,points,spearman_score_vs_target_residual,spearman_ci95_low,spearman_ci95_high,pearson_score_vs_target_residual,pearson_ci95_low,pearson_ci95_high,top5_residual_overlap_fraction
v4_final_architecture_wide_resnet50_2_cifar100lt,fresh_final_heldout_architecture,condition_score_v4_two_axis_amplitude_minus_direction,486,0.3095802040529913,0.2266693058115521,0.3880366133116711,0.28585111758639237,0.20182742603573695,0.3656979494176445,0.06666666666666667
v4_final_architecture_wide_resnet50_2_cifar100lt,fresh_final_heldout_architecture,v4_direction_axis_scaled_jvp_ratio,486,-0.5127584283198492,-0.5756086724000137,-0.44388558647565235,-0.4016630805807464,-0.47385958697517766,-0.32410296527621746,0.13333333333333333
v4_final_architecture_wide_resnet50_2_cifar100lt,fresh_final_heldout_architecture,v4_residual_amplitude_axis_scaled_jvp_fro,486,0.08594023718109041,-0.0032527151814101497,0.17377659247847585,0.07292397694367507,-0.016350367521634535,0.16104481154512182,0.0
v4_final_architecture_wide_resnet50_2_cifar100lt,fresh_final_heldout_architecture,early_layer_prior,486,0.18579746619554335,0.0982572872625326,0.27048432646602905,-0.09088973936365673,-0.17861022657392955,-0.00173578051372294,0.0
v4_final_data_cifar10lt_mixed_partition,fresh_final_heldout_data_partition,condition_score_v4_two_axis_amplitude_minus_direction,189,-0.7963081462521552,-0.8434741353881587,-0.7369575797620281,-0.889442125410377,-0.9160502840232181,-0.855038469357911,0.0
v4_final_data_cifar10lt_mixed_partition,fresh_final_heldout_data_partition,v4_direction_axis_scaled_jvp_ratio,189,0.5230362308745771,0.41020492525203245,0.6200972180954821,0.7264052011821388,0.6506479364039502,0.7878459015432199,0.8
v4_final_data_cifar10lt_mixed_partition,fresh_final_heldout_data_partition,v4_residual_amplitude_axis_scaled_jvp_fro,189,-0.7722124460086387,-0.8244125390293641,-0.7069862559979841,-0.8484187520710015,-0.884295471134974,-0.8025831663958111,0.0
v4_final_data_cifar10lt_mixed_partition,fresh_final_heldout_data_partition,early_layer_prior,189,-0.6893181782070217,-0.7579195954135952,-0.605637472492845,-0.6668317121495437,-0.739633082184755,-0.5786051862988001,0.0
