row_type,held_out_family,feature,test_pairs,train_min,train_max,test_min,test_max,frac_test_outside_train_range,mean_feature_outside_fraction,frac_pairs_with_any_feature_outside,median_min_standardized_distance,p90_min_standardized_distance
feature,MatrixFactorizationInput,muon_grad_rank_fraction,750,0.3262763621411751,0.7313306688025313,0.20111511334289767,0.6749134868787469,0.7253333333333334,,,,
feature,MatrixFactorizationInput,adam_grad_rank_fraction,750,0.2903142463164768,0.730687010009081,0.20075805108695127,0.6322603184459213,0.7706666666666667,,,,
feature,MatrixFactorizationInput,pair_mean_grad_rank_fraction,750,0.3269754716458143,0.7310088394058061,0.2012186481771977,0.6245041992033453,0.7786666666666666,,,,
feature,MatrixFactorizationInput,delta_mean_grad_rank_fraction,750,-0.01733086426184638,0.11187776072390027,-0.10845247724177531,0.27544588342049237,0.14,,,,
feature,MatrixFactorizationInput,condition_score_Muon,750,0.1378425669098814,6.3132168911277695,0.24913661870537682,0.9592757951876697,0.0,,,,
feature,MatrixFactorizationInput,condition_score_Adam,750,0.13743017348458483,6.3132168911277695,0.2600535799929893,1.4418973578245864,0.0,,,,
feature,MatrixFactorizationInput,delta_condition_score,750,-0.20423344756943695,1.4794057111203083,-0.9324179136938296,0.28434811380054126,0.31333333333333335,,,,
feature,MatrixFactorizationInput,nrG_Muon,750,6.332591696712348,43.879840128151876,1.0055755667144886,3.3745674343937337,1.0,,,,
feature,MatrixFactorizationInput,nrG_Adam,750,5.413818134108466,43.84122060054486,1.0037902554347564,3.1613015922296066,1.0,,,,
feature,MatrixFactorizationInput,delta_nrG,750,-1.0398518557107863,2.296231950347911,-0.5422623862088767,1.3772294171024613,0.0,,,,
feature,MatrixFactorizationInput,stA_Muon,750,1.3335063120966568,307.1963497151438,4.53909351589037,7.134628794876223,0.0,,,,
feature,MatrixFactorizationInput,stA_Adam,750,1.3022835173026215,307.1963497151438,4.4285401157650215,6.971106472735054,0.0,,,,
feature,MatrixFactorizationInput,delta_stA,750,-0.01915622752154378,0.13522075700303082,-0.5075146510879049,2.142374827021116,0.7986666666666666,,,,
family_summary,MatrixFactorizationInput,ALL,750,,,,,,0.42512820512820515,1.0,14.871779231143742,44.35607861452538
feature,MatrixSensing,muon_grad_rank_fraction,375,0.20111511334289767,0.6749134868787469,0.6993497642979057,0.7313306688025313,1.0,,,,
feature,MatrixSensing,adam_grad_rank_fraction,375,0.20075805108695127,0.6322603184459213,0.700459924802486,0.730687010009081,1.0,,,,
feature,MatrixSensing,pair_mean_grad_rank_fraction,375,0.2012186481771977,0.6245041992033453,0.7000318169389812,0.7310088394058061,1.0,,,,
feature,MatrixSensing,delta_mean_grad_rank_fraction,375,-0.10845247724177531,0.27544588342049237,-0.01733086426184638,0.015281196446334189,0.0,,,,
feature,MatrixSensing,condition_score_Muon,375,0.24913661870537682,6.3132168911277695,0.1378425669098814,0.14630160600066697,1.0,,,,
feature,MatrixSensing,condition_score_Adam,375,0.2600535799929893,6.3132168911277695,0.13743017348458483,0.1461728430221467,1.0,,,,
feature,MatrixSensing,delta_condition_score,375,-0.9324179136938296,1.4794057111203083,-0.003415931395956001,0.003011939734807123,0.0,,,,
feature,MatrixSensing,nrG_Muon,375,1.0055755667144886,8.580757325016801,41.96098585787434,43.879840128151876,1.0,,,,
feature,MatrixSensing,nrG_Adam,375,1.0037902554347564,8.580757325016801,42.02759548814916,43.84122060054486,1.0,,,,
feature,MatrixSensing,delta_nrG,375,-0.5422623862088767,2.296231950347911,-1.0398518557107863,0.9168717867800495,0.042666666666666665,,,,
feature,MatrixSensing,stA_Muon,375,1.3335063120966568,7.134628794876223,299.9272620968483,307.1963497151438,1.0,,,,
feature,MatrixSensing,stA_Adam,375,1.3022835173026215,6.971106472735054,299.9272620968483,307.1963497151438,1.0,,,,
feature,MatrixSensing,delta_stA,375,-0.5075146510879049,2.142374827021116,0.0,0.0,0.0,,,,
family_summary,MatrixSensing,ALL,375,,,,,,0.6955897435897436,1.0,235.5516934417937,237.96302675608965
feature,SmallMLPDigits,muon_grad_rank_fraction,150,0.20111511334289767,0.7313306688025313,0.3262763621411751,0.45406660213378125,0.0,,,,
feature,SmallMLPDigits,adam_grad_rank_fraction,150,0.20075805108695127,0.730687010009081,0.2903142463164768,0.45464881689077863,0.0,,,,
feature,SmallMLPDigits,pair_mean_grad_rank_fraction,150,0.2012186481771977,0.7310088394058061,0.3269754716458143,0.4543035180136979,0.0,,,,
feature,SmallMLPDigits,delta_mean_grad_rank_fraction,150,-0.10845247724177531,0.27544588342049237,-0.013289647583607678,0.11187776072390027,0.0,,,,
feature,SmallMLPDigits,condition_score_Muon,150,0.1378425669098814,0.9592757951876697,4.410808605686542,6.3132168911277695,1.0,,,,
feature,SmallMLPDigits,condition_score_Adam,150,0.13743017348458483,1.4418973578245864,3.8599076879196934,6.3132168911277695,1.0,,,,
feature,SmallMLPDigits,delta_condition_score,150,-0.9324179136938296,0.28434811380054126,-0.20423344756943695,1.4794057111203083,0.44,,,,
feature,SmallMLPDigits,nrG_Muon,150,1.0055755667144886,43.879840128151876,6.332591696712348,8.580757325016801,0.0,,,,
feature,SmallMLPDigits,nrG_Adam,150,1.0037902554347564,43.84122060054486,5.413818134108466,8.580757325016801,0.0,,,,
feature,SmallMLPDigits,delta_nrG,150,-1.0398518557107863,1.3772294171024613,-0.28945244069539555,2.296231950347911,0.12,,,,
feature,SmallMLPDigits,stA_Muon,150,4.53909351589037,307.1963497151438,1.3335063120966568,1.467881551772273,1.0,,,,
feature,SmallMLPDigits,stA_Adam,150,4.4285401157650215,307.1963497151438,1.3022835173026215,1.4119993905377872,1.0,,,,
feature,SmallMLPDigits,delta_stA,150,-0.5075146510879049,2.142374827021116,-0.01915622752154378,0.13522075700303082,0.0,,,,
family_summary,SmallMLPDigits,ALL,150,,,,,,0.3507692307692308,1.0,27.30628921235782,30.306027056662344
