metric,problem_family,n_pairs,muon_higher_pairs,muon_lower_pairs,geomean_ratio_muon_over_adam,ratio_ci95_low,ratio_ci95_high,mean_delta_muon_minus_adam,delta_ci95_low,delta_ci95_high,ratio_ci95_above_one,delta_ci95_above_zero
delta_loss,All,1275,420,855,0.5181104563388335,0.49046840174399886,0.5473103751701958,-0.001503437339354691,-0.0020609843125360366,-0.0009458903661733455,False,False
delta_loss,MatrixFactorizationInput,750,106,644,0.39794604320735927,0.3676602424646942,0.4307266193450344,-1.3312236360755145e-06,-2.1178910062984612e-06,-5.445562658525678e-07,False,False
delta_loss,MatrixSensing,375,314,61,0.9382729103728632,0.8857059977485621,0.9939596847908918,0.0004987024977019418,0.0003844332189361224,0.0006129717764677612,False,True
delta_loss,SmallMLPDigits,150,0,150,0.48487590994265484,0.4540115175150558,0.5178385106384907,-0.014019317510589354,-0.01825282338670337,-0.009785811634475339,False,False
update_grad_inner,All,1275,337,938,0.534164160309394,0.5062947637811923,0.5635676498569375,-0.0013622492681431445,-0.001890007068450634,-0.0008344914678356548,False,False
update_grad_inner,MatrixFactorizationInput,750,61,689,0.36060422585935803,0.33607159526439817,0.3869276949910745,-3.698805690139133e-06,-4.529056261745046e-06,-2.86855511853322e-06,False,False
update_grad_inner,MatrixSensing,375,276,99,1.209085726135119,1.147773327399081,1.2736733449420796,0.0005757874601566219,0.0004311649593476955,0.0007204099609655483,True,True
update_grad_inner,SmallMLPDigits,150,0,150,0.49424074326705175,0.46386660148070724,0.5266037941197356,-0.013000093401157585,-0.01701750199987626,-0.008982684802438912,False,False
update_grad_cosine,All,1275,358,917,0.6874869540958826,0.6588956633777963,0.7173188993672793,-0.1734660301579049,-0.19175649941090547,-0.15517556090490434,False,False
update_grad_cosine,MatrixFactorizationInput,750,49,701,0.4807270528535669,0.46003625619838306,0.502348448044101,-0.3445468430900883,-0.35990049375722843,-0.3291931924229482,False,False
update_grad_cosine,MatrixSensing,375,309,66,1.3639055778565015,1.2648551390555225,1.4707126277694789,0.16173706220566797,0.12752767963913506,0.19594644477220088,True,True
update_grad_cosine,SmallMLPDigits,150,0,150,0.7418128362270808,0.7359824365523239,0.7476894239067128,-0.15606969640592014,-0.1607306481227223,-0.15140874468911797,False,False
update_grad_per_update_norm,All,1275,336,939,0.5428694601532073,0.5145182793220332,0.5727828584736824,-0.0034467165520589045,-0.0044630802483059204,-0.0024303528558118886,False,False
update_grad_per_update_norm,MatrixFactorizationInput,750,57,693,0.3564515381324881,0.33263301892816405,0.38197560616932075,-3.895905447238002e-05,-4.344513998827421e-05,-3.447296895648583e-05,False,False
update_grad_per_update_norm,MatrixSensing,375,279,96,1.2422579379033916,1.1729028979962288,1.3157140176909583,0.002740624802160341,0.00215756781852858,0.0033236817857921017,True,True
update_grad_per_update_norm,SmallMLPDigits,150,0,150,0.5615378989760065,0.5416075047777283,0.5822017036410796,-0.03595385742553965,-0.04241393978379637,-0.029493775067282926,False,False
relative_update_fro_norm,All,1275,531,508,1.0,1.0,1.0,3.462644114792921e-19,-3.682192514301224e-18,4.3747213372598085e-18,False,False
relative_update_fro_norm,MatrixFactorizationInput,750,297,275,1.0,1.0,1.0,1.26056572587648e-19,-1.7166083070319877e-19,4.2377397587849473e-19,False,False
relative_update_fro_norm,MatrixSensing,375,162,169,1.0,0.9999999999999999,1.0,4.440892098500626e-19,-1.2463714930669258e-17,1.3351893350369384e-17,False,False
relative_update_fro_norm,SmallMLPDigits,150,72,64,1.0,0.9999999999999999,1.0,1.2027416100105863e-18,-1.0272531364736625e-17,1.2678014584757798e-17,False,False
