problem_family,setting,d,rank,kappa,num_factors,input_columns_multiplier,measurement_multiplier,hidden_dim,num_samples,loss,recovery_error,nrG,stA,condition_score,mean_grad_rank_fraction,nrG_std,stA_std,condition_score_std,mean_grad_rank_fraction_std,distance_to_MatrixFactorizationInput,distance_to_MatrixSensing,distance_to_SmallMLPDigits,inside_global_feature_fraction,nearest_current_family_distance,second_nearest_current_family_distance,bridge_score
MatrixSensing,scan MS d=20 r=10 kappa=1e+00 measurement_mult=0.5,20,10,1.0,10,10,0.5,64,1024,0.23662017567677088,1.0024246954541614,14.294256779866352,45.398739777874084,0.3148825948381892,0.7147128389933176,0.4615346070751974,0.323896130490825,0.010932226022800008,0.0230767303537599,2.39050477456407,2.4327861661007564,3.4835796860907227,1.0,2.39050477456407,2.4327861661007564,0.29130856150468676
MatrixSensing,scan MS d=20 r=10 kappa=1e+01 measurement_mult=0.5,20,10,10.0,10,10,0.5,64,1024,0.057670970016774424,1.0065474823712859,13.890626034136885,45.398739777874084,0.3059952840726407,0.6945313017068443,0.18626031385219463,0.323896130490825,0.005976645725887758,0.009313015692609767,2.282318807304604,2.439992482171974,3.441297599377525,1.0,2.282318807304604,2.439992482171974,0.29069830971508714
MatrixSensing,scan MS d=20 r=5 kappa=1e+00 measurement_mult=1,20,5,1.0,10,10,1.0,64,1024,0.11894716967086406,1.0078920973435241,13.876058828971471,45.398739777874084,0.30561674247251963,0.6938029414485736,0.5990590371090991,0.323896130490825,0.011790835903537524,0.029952951855455,2.27841911715977,2.4403436616669816,3.439857448762869,1.0,2.27841911715977,2.4403436616669816,0.29066863614301275
MatrixSensing,scan MS d=20 r=5 kappa=1e+01 measurement_mult=1,20,5,10.0,10,10,1.0,64,1024,0.0366307960119668,1.017716068073117,13.728551043717877,45.398739777874084,0.3023808946847675,0.6864275521858937,0.5284379943397934,0.323896130490825,0.010693924363366088,0.02642189971698968,2.238930142682077,2.444274065188129,3.425191571910383,1.0,2.238930142682077,2.444274065188129,0.29033694214614686
MatrixSensing,scan MS d=20 r=10 kappa=1e+02 measurement_mult=0.5,20,10,100.0,10,10,0.5,64,1024,0.03790585070627985,1.010910316374054,13.693316495750778,45.398739777874084,0.30167816355639115,0.6846658247875389,0.45799281153248655,0.323896130490825,0.012114043122972134,0.022899640576624365,2.229499646365296,2.445311413257905,3.421712755812524,1.0,2.229499646365296,2.445311413257905,0.2902495246589029
MatrixSensing,scan MS d=20 r=5 kappa=1e+02 measurement_mult=1,20,5,100.0,10,10,1.0,64,1024,0.028206093556208334,1.0208430411810887,13.539209028855575,45.398739777874084,0.29821189594532505,0.6769604514427788,0.6528234740197864,0.323896130490825,0.013684162639044074,0.03264117370098935,2.1882813704421338,2.4502774602442443,3.4069778576766754,1.0,2.1882813704421338,2.4502774602442443,0.2898317632487476
MatrixSensing,scan MS d=20 r=10 kappa=1e+00 measurement_mult=2,20,10,1.0,10,10,2.0,64,1024,0.24405499702093167,1.0024246954541614,14.181092795949402,101.26893956949743,0.14006787936049658,0.7090546397974701,0.3214386032316711,1.6402897211683736,0.004403287659424804,0.016071930161583554,2.4506358724036232,2.1265311356622902,3.6200294503381754,1.0,2.1265311356622902,2.4506358724036232,0.2898016588761149
MatrixSensing,scan MS d=20 r=2 kappa=1e+00 measurement_mult=2,20,2,1.0,10,10,2.0,64,1024,0.056135215637701706,1.0154746401091492,13.837935756793314,39.76469103763842,0.3480228858080902,0.6918967878396657,0.07154537761358788,0.37122662303034776,0.004611865247327204,0.0035772688806793695,2.2623484276136576,2.474791180255688,3.41010439066724,1.0,2.2623484276136576,2.474791180255688,0.2877870778774155
MatrixSensing,scan MS d=20 r=2 kappa=1e+01 measurement_mult=2,20,2,10.0,10,10,2.0,64,1024,0.02701649419465897,1.02260049863422,13.309713690929721,39.76469103763842,0.33465014089136674,0.6654856845464862,0.5411072711503757,0.37122662303034776,0.010693497358967989,0.027055363557518832,2.1206644154707015,2.4921343978650907,3.3603831594984643,1.0,2.1206644154707015,2.4921343978650907,0.2863578219129676
MatrixSensing,scan MS d=20 r=2 kappa=1e+02 measurement_mult=2,20,2,100.0,10,10,2.0,64,1024,0.026714324567044548,1.0220288794738448,13.258274895496404,39.76469103763842,0.33335894335288124,0.6629137447748202,0.5100558843580939,0.37122662303034776,0.0098253311713607,0.02550279421790473,2.1068842274022495,2.494261901013034,3.355826657868835,1.0,2.1068842274022495,2.494261901013034,0.2861834711674264
MatrixSensing,scan MS d=20 r=5 kappa=1e+00 measurement_mult=0.5,20,5,1.0,10,10,0.5,64,1024,0.13210313393547268,1.0078920973435241,14.039556207198089,28.284901754561854,0.4964783454109773,0.7019778103599045,0.22191077246562046,0.7298632120088383,0.008468528990285395,0.01109553862328106,2.3078823639871664,2.5425853153824964,3.351382460359809,1.0,2.3078823639871664,2.5425853153824964,0.2822797225681011
MatrixSensing,scan MS d=20 r=5 kappa=1e+01 measurement_mult=0.5,20,5,10.0,10,10,0.5,64,1024,0.04092250934773761,1.017716068073117,14.01337749266292,28.284901754561854,0.4954756810180956,0.7006688746331461,0.4179762942017116,0.7298632120088383,0.010843109993248024,0.020898814710085555,2.300807776664565,2.5430504863790313,3.348793303547283,1.0,2.300807776664565,2.5430504863790313,0.28224266175275187
