problem_family,setting,seed,d,rank,kappa,num_factors,input_columns_multiplier,measurement_multiplier,hidden_dim,num_samples,loss,recovery_error,nrG,stA,condition_score,mean_grad_rank_fraction,min_grad_rank_fraction,max_grad_rank_fraction
MatrixFactorizationInput,scan MF d=40 r=2 factors=5 kappa=1e+01 input_mult=10,2,40,2,10.0,5,10,2.0,64,1024,0.00030689761587207,0.999617773028648,1.1386541667398835,6.2032497120914565,0.588386782388724,0.5693270833699418,0.5609707900776231,0.5869255416467297
MatrixFactorizationInput,scan MF d=40 r=2 factors=5 kappa=1e+02 input_mult=2,0,40,2,100.0,5,2,2.0,64,1024,0.0003623187018275062,0.998976373234371,1.057881668975305,4.119180854994256,0.5407632117288605,0.5289408344876525,0.513465788408938,0.53331399754269
MatrixFactorizationInput,scan MF d=40 r=2 factors=5 kappa=1e+02 input_mult=2,1,40,2,100.0,5,2,2.0,64,1024,0.00033246214458731814,1.0001508645354553,1.0438101107366022,4.423080657877591,0.5062359065077224,0.5219050553683011,0.5104665400346451,0.525078032477072
MatrixFactorizationInput,scan MF d=40 r=2 factors=5 kappa=1e+02 input_mult=2,2,40,2,100.0,5,2,2.0,64,1024,0.00024409470620396985,0.9995909282404586,1.0351156601960854,3.979036842388255,0.5783023439573476,0.5175578300980427,0.5098810832794483,0.523019106665256
MatrixFactorizationInput,scan MF d=40 r=2 factors=5 kappa=1e+02 input_mult=10,0,40,2,100.0,5,10,2.0,64,1024,0.0003408347470086478,0.998976373234371,1.0745457890272925,6.097923470743589,0.5677109150440043,0.5372728945136462,0.5115243829795756,0.5443845969653667
MatrixFactorizationInput,scan MF d=40 r=2 factors=5 kappa=1e+02 input_mult=10,1,40,2,100.0,5,10,2.0,64,1024,0.0002742238936194237,1.0001508645354553,1.4569602598892817,6.269260443636279,0.7290156140609426,0.7284801299446408,0.5122753008704768,0.8026479633286154
MatrixFactorizationInput,scan MF d=40 r=2 factors=5 kappa=1e+02 input_mult=10,2,40,2,100.0,5,10,2.0,64,1024,0.00030356038237956917,0.9995909282404586,1.0201774401519645,6.2032497120914565,0.5309653096659473,0.5100887200759823,0.5094999485794256,0.5119186329326109
MatrixFactorizationInput,scan MF d=40 r=2 factors=10 kappa=1e+00 input_mult=2,0,40,2,1.0,10,2,2.0,64,1024,0.0007045255233360253,0.9998803751938987,1.4092899812003836,2.8418759228594643,0.7757334423070549,0.7046449906001918,0.6713136378100188,0.9942926999909992
MatrixFactorizationInput,scan MF d=40 r=2 factors=10 kappa=1e+00 input_mult=2,1,40,2,1.0,10,2,2.0,64,1024,0.0006595772824645668,0.9998635752486805,1.6657309354365026,2.919580352228638,0.9636269525361418,0.8328654677182513,0.7918179033447362,0.9903009435451124
MatrixFactorizationInput,scan MF d=40 r=2 factors=10 kappa=1e+00 input_mult=2,2,40,2,1.0,10,2,2.0,64,1024,0.0005328759827611,1.0004073553568622,1.5872679319701886,3.086458390040383,0.7556226001105433,0.7936339659850943,0.7675449559360304,0.9880302964727541
MatrixFactorizationInput,scan MF d=40 r=2 factors=10 kappa=1e+00 input_mult=10,0,40,2,1.0,10,10,2.0,64,1024,0.0006334040793511005,0.9998803751938987,1.8626700668606664,3.819860589605944,1.0828004106226543,0.9313350334303332,0.9212529977214733,0.996760325990984
MatrixFactorizationInput,scan MF d=40 r=2 factors=10 kappa=1e+00 input_mult=10,1,40,2,1.0,10,10,2.0,64,1024,0.000604176647133274,0.9998635752486805,1.9376381574088046,3.9310605767725106,1.059385711379866,0.9688190787044023,0.9517253518916384,0.9768328235601195
MatrixFactorizationInput,scan MF d=40 r=2 factors=10 kappa=1e+00 input_mult=10,2,40,2,1.0,10,10,2.0,64,1024,0.0006371872785791749,1.0004073553568622,1.1846737211863119,4.067309321607294,0.5661426797880457,0.5923368605931559,0.5477173859360187,0.9925237763162165
MatrixFactorizationInput,scan MF d=40 r=2 factors=10 kappa=1e+01 input_mult=2,0,40,2,10.0,10,2,2.0,64,1024,0.00036623413311079,0.9995870997593561,1.8065696074295214,2.8418759228594643,1.0679958493002417,0.9032848037147607,0.6157034217572603,0.9367375258511074
MatrixFactorizationInput,scan MF d=40 r=2 factors=10 kappa=1e+01 input_mult=2,1,40,2,10.0,10,2,2.0,64,1024,0.00033557424963684835,1.000267572735162,1.1421585910791527,2.919580352228638,0.6703474462834269,0.5710792955395764,0.5680882053008803,0.5965463804902053
MatrixFactorizationInput,scan MF d=40 r=2 factors=10 kappa=1e+01 input_mult=2,2,40,2,10.0,10,2,2.0,64,1024,0.00024793110384226623,1.0010767718970914,1.0833873484411063,3.086458390040383,0.5238659258549898,0.5416936742205531,0.5356693843993626,0.5865616602398463
MatrixFactorizationInput,scan MF d=40 r=2 factors=10 kappa=1e+01 input_mult=10,0,40,2,10.0,10,10,2.0,64,1024,0.0003440152526773312,0.9995870997593561,1.1600350695173418,3.819860589605944,0.6779282377551377,0.5800175347586709,0.5745613249533839,0.5911605603835871
MatrixFactorizationInput,scan MF d=40 r=2 factors=10 kappa=1e+01 input_mult=10,1,40,2,10.0,10,10,2.0,64,1024,0.0002776163723369913,1.000267572735162,1.1563159484731607,3.9310605767725106,0.6285620820336828,0.5781579742365803,0.5739177468623718,0.6153242329342087
MatrixFactorizationInput,scan MF d=40 r=2 factors=10 kappa=1e+01 input_mult=10,2,40,2,10.0,10,10,2.0,64,1024,0.0003076842338086786,1.0010767718970914,1.0283519415116422,4.067309321607294,0.5204271530570957,0.5141759707558211,0.5060371990240242,0.585779793280079
MatrixFactorizationInput,scan MF d=40 r=2 factors=10 kappa=1e+02 input_mult=2,0,40,2,100.0,10,2,2.0,64,1024,0.00036279359293818134,0.9995652350249227,1.1784665515602537,2.8418759228594643,0.684150165831763,0.5892332757801269,0.5138156497677113,0.5982695966411118
MatrixFactorizationInput,scan MF d=40 r=2 factors=10 kappa=1e+02 input_mult=2,1,40,2,100.0,10,2,2.0,64,1024,0.0003323790171917029,1.0003245110588892,1.0078001360485724,2.919580352228638,0.5934304039725382,0.5039000680242862,0.5032465951799222,0.5097190203226473
MatrixFactorizationInput,scan MF d=40 r=2 factors=10 kappa=1e+02 input_mult=2,2,40,2,100.0,10,2,2.0,64,1024,0.000245103658864366,1.001114717149104,1.0047283504780353,3.086458390040383,0.48907908335623934,0.5023641752390177,0.5016006286712783,0.5088311263740678
MatrixFactorizationInput,scan MF d=40 r=2 factors=10 kappa=1e+02 input_mult=10,0,40,2,100.0,10,10,2.0,64,1024,0.0003411198178958218,0.9995652350249227,1.025265312975939,3.819860589605944,0.6006848491176078,0.5126326564879695,0.5099448622510723,0.513019630904646
MatrixFactorizationInput,scan MF d=40 r=2 factors=10 kappa=1e+02 input_mult=10,1,40,2,100.0,10,10,2.0,64,1024,0.0002743697487449802,1.0003245110588892,1.0076616085745744,3.9310605767725106,0.5504332937805065,0.5038308042872872,0.5028706049016257,0.5124106628127031
MatrixFactorizationInput,scan MF d=40 r=2 factors=10 kappa=1e+02 input_mult=10,2,40,2,100.0,10,10,2.0,64,1024,0.00030440204667405005,1.001114717149104,1.0142207995514159,4.067309321607294,0.5205119152219992,0.5071103997757079,0.5067225134716372,0.5088906922345716
MatrixFactorizationInput,scan MF d=40 r=5 factors=2 kappa=1e+00 input_mult=2,0,40,5,1.0,2,2,2.0,64,1024,0.0014720763480041282,0.9998047903838602,3.524559496243981,8.61111035565282,0.5737766082424258,0.7049118992487962,0.5163523182931107,0.8934714802044816
MatrixFactorizationInput,scan MF d=40 r=5 factors=2 kappa=1e+00 input_mult=2,1,40,5,1.0,2,2,2.0,64,1024,0.0014603757649662803,1.0004229806519047,3.8855429918500786,9.01518002938237,0.7269178659429387,0.7771085983700157,0.6283307975147492,0.9258863992252822
MatrixFactorizationInput,scan MF d=40 r=5 factors=2 kappa=1e+00 input_mult=2,2,40,5,1.0,2,2,2.0,64,1024,0.0016998990398107655,1.0000795642147298,3.9434875263181084,8.281754252923326,0.8150773459134433,0.7886975052636216,0.6702805394211679,0.9071144711060753
MatrixFactorizationInput,scan MF d=40 r=5 factors=2 kappa=1e+00 input_mult=10,0,40,5,1.0,2,10,2.0,64,1024,0.001547044584728392,0.9998047903838602,4.097633351408449,13.87794775730353,0.5919091496394873,0.8195266702816897,0.6893536018798846,0.9496997386834949
MatrixFactorizationInput,scan MF d=40 r=5 factors=2 kappa=1e+00 input_mult=10,1,40,5,1.0,2,10,2.0,64,1024,0.0015811799307140567,1.0004229806519047,4.200453674543368,13.823973994923962,0.6540852361286857,0.8400907349086737,0.7231602292172334,0.957021240600114
MatrixFactorizationInput,scan MF d=40 r=5 factors=2 kappa=1e+00 input_mult=10,2,40,5,1.0,2,10,2.0,64,1024,0.0016253499831785847,1.0000795642147298,4.204554663629655,13.843994325469898,0.7378231521659595,0.840910932725931,0.7513655962194976,0.9304562692323645
MatrixFactorizationInput,scan MF d=40 r=5 factors=2 kappa=1e+01 input_mult=2,0,40,5,10.0,2,2,2.0,64,1024,0.0004533731181183132,0.9996149927231447,2.5133754044386696,8.61111035565282,0.4752087518627029,0.5026750808877339,0.47344215632291703,0.5319080054525508
MatrixFactorizationInput,scan MF d=40 r=5 factors=2 kappa=1e+01 input_mult=2,1,40,5,10.0,2,2,2.0,64,1024,0.00045946515216001613,1.001068317600773,2.7225284604785465,9.01518002938237,0.580599195199716,0.5445056920957092,0.5349255847367829,0.5540857994546357
MatrixFactorizationInput,scan MF d=40 r=5 factors=2 kappa=1e+01 input_mult=2,2,40,5,10.0,2,2,2.0,64,1024,0.0004548596646184054,1.0002376385846905,3.1744917230756444,8.281754252923326,0.694776560862993,0.634898344615129,0.5881365372256995,0.6816601520045584
MatrixFactorizationInput,scan MF d=40 r=5 factors=2 kappa=1e+01 input_mult=10,0,40,5,10.0,2,10,2.0,64,1024,0.000430946192087677,0.9996149927231447,2.921647447055164,13.87794775730353,0.45282624512081526,0.5843294894110328,0.5416858029776694,0.6269731758443962
MatrixFactorizationInput,scan MF d=40 r=5 factors=2 kappa=1e+01 input_mult=10,1,40,5,10.0,2,10,2.0,64,1024,0.0004657353693201918,1.001068317600773,2.839328916317638,13.823973994923962,0.4903337598642386,0.5678657832635277,0.5611549379165696,0.5745766286104856
MatrixFactorizationInput,scan MF d=40 r=5 factors=2 kappa=1e+01 input_mult=10,2,40,5,10.0,2,10,2.0,64,1024,0.0005206788439657145,1.0002376385846905,2.808462726711482,13.843994325469898,0.5323940780598234,0.5616925453422964,0.554202977033726,0.5691821136508668
MatrixFactorizationInput,scan MF d=40 r=5 factors=2 kappa=1e+02 input_mult=2,0,40,5,100.0,2,2,2.0,64,1024,0.0003698672775718753,0.9997137889998227,1.7246491658259648,8.61111035565282,0.34984122691725994,0.344929833165193,0.32713570625271277,0.36272396007767316
MatrixFactorizationInput,scan MF d=40 r=5 factors=2 kappa=1e+02 input_mult=2,1,40,5,100.0,2,2,2.0,64,1024,0.0003643768932713377,1.0013724677268097,1.8488756254194334,9.01518002938237,0.4124411576252342,0.36977512508388666,0.35216350121075213,0.38738674895702124
MatrixFactorizationInput,scan MF d=40 r=5 factors=2 kappa=1e+02 input_mult=2,2,40,5,100.0,2,2,2.0,64,1024,0.0003318317518711764,1.0002653468987273,2.14991024731931,8.281754252923326,0.5008155654200694,0.429982049463862,0.4235958026332579,0.43636829629446605
MatrixFactorizationInput,scan MF d=40 r=5 factors=2 kappa=1e+02 input_mult=10,0,40,5,100.0,2,10,2.0,64,1024,0.0003231658032644445,0.9997137889998227,1.9791493459994185,13.87794775730353,0.3304299562933909,0.3958298691998837,0.3861291490676517,0.4055305893321157
MatrixFactorizationInput,scan MF d=40 r=5 factors=2 kappa=1e+02 input_mult=10,1,40,5,100.0,2,10,2.0,64,1024,0.00036284229317767484,1.0013724677268097,1.8325977428107652,13.823973994923962,0.32479529230926674,0.36651954856215296,0.35836960966815534,0.37466948745615064
MatrixFactorizationInput,scan MF d=40 r=5 factors=2 kappa=1e+02 input_mult=10,2,40,5,100.0,2,10,2.0,64,1024,0.00040924602364148926,1.0002653468987273,1.8112380949116922,13.843994325469898,0.3473383349014711,0.3622476189823385,0.36180589844326205,0.3626893395214149
MatrixFactorizationInput,scan MF d=40 r=5 factors=5 kappa=1e+00 input_mult=2,0,40,5,1.0,5,2,2.0,64,1024,0.0014715872469092067,0.9999082775361279,3.5752058487941327,5.058099158442318,1.0231119857712327,0.7150411697588266,0.6681059025616354,0.8938359168498163
MatrixFactorizationInput,scan MF d=40 r=5 factors=5 kappa=1e+00 input_mult=2,1,40,5,1.0,5,2,2.0,64,1024,0.001461711096191185,1.000103438810765,3.8958289862437296,5.6200511923853185,0.9886754705010812,0.779165797248746,0.7304961047300794,0.9260258012980455
MatrixFactorizationInput,scan MF d=40 r=5 factors=5 kappa=1e+00 input_mult=2,2,40,5,1.0,5,2,2.0,64,1024,0.0017006203348645973,1.0001725689420453,3.5275119120880936,4.972323230255569,1.0296312034141197,0.7055023824176188,0.6433930360935202,0.9070236299993242
MatrixFactorizationInput,scan MF d=40 r=5 factors=5 kappa=1e+00 input_mult=10,0,40,5,1.0,5,10,2.0,64,1024,0.0015470053481457496,0.9999082775361279,3.765733681365087,7.493210695007607,0.892592956608033,0.7531467362730174,0.6988129470301248,0.9496873343285174
MatrixFactorizationInput,scan MF d=40 r=5 factors=5 kappa=1e+00 input_mult=10,1,40,5,1.0,5,10,2.0,64,1024,0.0015797160635649802,1.000103438810765,3.7978721200483476,7.454112470492111,0.9217756569863065,0.7595744240096695,0.7045316557222536,0.9574120535533892
MatrixFactorizationInput,scan MF d=40 r=5 factors=5 kappa=1e+00 input_mult=10,2,40,5,1.0,5,10,2.0,64,1024,0.001625967787863464,1.0001725689420453,2.928324204325264,7.469133355719345,0.673079308091769,0.5856648408650529,0.4862624075530391,0.9304407999134663
MatrixFactorizationInput,scan MF d=40 r=5 factors=5 kappa=1e+01 input_mult=2,0,40,5,10.0,5,2,2.0,64,1024,0.00045317432625264364,1.0001545652448995,2.6068353739933476,5.058099158442318,0.7803537524938793,0.5213670747986695,0.515903698779307,0.5320594081481389
MatrixFactorizationInput,scan MF d=40 r=5 factors=5 kappa=1e+01 input_mult=2,1,40,5,10.0,5,2,2.0,64,1024,0.0004600352954465794,1.000224515829,2.7696283987464527,5.6200511923853185,0.7285200179076644,0.5539256797492905,0.5440600192459685,0.582885487383184
MatrixFactorizationInput,scan MF d=40 r=5 factors=5 kappa=1e+01 input_mult=2,2,40,5,10.0,5,2,2.0,64,1024,0.00045487683228830566,1.0002207212135594,2.6934652889145863,4.972323230255569,0.7892368733918274,0.5386930577829172,0.501209258076942,0.6822811084261914
MatrixFactorizationInput,scan MF d=40 r=5 factors=5 kappa=1e+01 input_mult=10,0,40,5,10.0,5,10,2.0,64,1024,0.00043122695050986114,1.0001545652448995,2.7368238014977004,7.493210695007607,0.6654380580866255,0.5473647602995401,0.5253860842003852,0.6263242944266623
MatrixFactorizationInput,scan MF d=40 r=5 factors=5 kappa=1e+01 input_mult=10,1,40,5,10.0,5,10,2.0,64,1024,0.0004648700670633642,1.000224515829,2.4003818584988457,7.454112470492111,0.5908832428493935,0.48007637169976913,0.44883927105671584,0.5743786641293985
MatrixFactorizationInput,scan MF d=40 r=5 factors=5 kappa=1e+01 input_mult=10,2,40,5,10.0,5,10,2.0,64,1024,0.0005210023708857578,1.0002207212135594,2.0495635948008384,7.469133355719345,0.49387925574522146,0.4099127189601677,0.3673340121460775,0.5691859878118386
MatrixFactorizationInput,scan MF d=40 r=5 factors=5 kappa=1e+02 input_mult=2,0,40,5,100.0,5,2,2.0,64,1024,0.0003696888450161086,1.0003609664035975,1.5960955715895675,5.058099158442318,0.4774484575366958,0.31921911431791355,0.3161595673563936,0.3269544135525333
MatrixFactorizationInput,scan MF d=40 r=5 factors=5 kappa=1e+02 input_mult=2,1,40,5,100.0,5,2,2.0,64,1024,0.00036463491616953696,1.000367395272904,1.8585196591763586,5.6200511923853185,0.4935097181697549,0.37170393183527184,0.35333236273146384,0.38147793277612757
MatrixFactorizationInput,scan MF d=40 r=5 factors=5 kappa=1e+02 input_mult=2,2,40,5,100.0,5,2,2.0,64,1024,0.0003318740283239851,1.0003700273848897,1.8755527883249925,4.972323230255569,0.5645973115683869,0.37511055766499857,0.35677262100237106,0.4244654171778045
MatrixFactorizationInput,scan MF d=40 r=5 factors=5 kappa=1e+02 input_mult=10,0,40,5,100.0,5,10,2.0,64,1024,0.0003234651064561608,1.0003609664035975,1.7488802991418748,7.493210695007607,0.4290860115294115,0.3497760598283749,0.34053014224146716,0.38549608151539594
MatrixFactorizationInput,scan MF d=40 r=5 factors=5 kappa=1e+02 input_mult=10,1,40,5,100.0,5,10,2.0,64,1024,0.00036214637167509016,1.000367395272904,1.4723567910928772,7.454112470492111,0.36089804380992446,0.29447135821857545,0.27618855616938903,0.3580266673989096
MatrixFactorizationInput,scan MF d=40 r=5 factors=5 kappa=1e+02 input_mult=10,2,40,5,100.0,5,10,2.0,64,1024,0.0004097107551953003,1.0003700273848897,1.5221949521070026,7.469133355719345,0.38376042901462226,0.30443899042140055,0.2895938956162528,0.3616619364686919
MatrixFactorizationInput,scan MF d=40 r=5 factors=10 kappa=1e+00 input_mult=2,0,40,5,1.0,10,2,2.0,64,1024,0.001472305501085425,1.000359497048404,3.563669274987217,4.347584530668177,0.9870487998362145,0.7127338549974432,0.6925794357537574,0.8939560042207562
MatrixFactorizationInput,scan MF d=40 r=5 factors=10 kappa=1e+00 input_mult=2,1,40,5,1.0,10,2,2.0,64,1024,0.0014608696744523198,1.0002381455865517,3.594437286423223,4.500284993112837,0.9791288281887345,0.7188874572846446,0.6955762294177334,0.9260696471475466
MatrixFactorizationInput,scan MF d=40 r=5 factors=10 kappa=1e+00 input_mult=2,2,40,5,1.0,10,2,2.0,64,1024,0.001697997937540681,0.9996766240083684,3.4008388971526218,4.155309597433484,0.9950196097331169,0.6801677794305243,0.6480931390057736,0.9071565148762704
MatrixFactorizationInput,scan MF d=40 r=5 factors=10 kappa=1e+00 input_mult=10,0,40,5,1.0,10,10,2.0,64,1024,0.0015480313791530187,1.000359497048404,3.7113962644500815,5.636156533989693,0.9271914565611505,0.7422792528900164,0.7160338091348637,0.9496528181365267
MatrixFactorizationInput,scan MF d=40 r=5 factors=10 kappa=1e+00 input_mult=10,1,40,5,1.0,10,10,2.0,64,1024,0.00158031407704367,1.0002381455865517,3.458673199290083,5.494115180578971,0.8976687685332061,0.6917346398580166,0.6578987524526729,0.9574118787290804
MatrixFactorizationInput,scan MF d=40 r=5 factors=10 kappa=1e+00 input_mult=10,2,40,5,1.0,10,10,2.0,64,1024,0.0016239017493263465,0.9996766240083684,3.184244306515787,5.421687839855684,0.8498145162141293,0.6368488613031574,0.5994084726887873,0.9305823023682563
MatrixFactorizationInput,scan MF d=40 r=5 factors=10 kappa=1e+01 input_mult=2,0,40,5,10.0,10,2,2.0,64,1024,0.00045371028239908547,1.0005553728978767,2.798293756746107,4.347584530668177,0.7951060971876147,0.5596587513492214,0.5318451737389027,0.5656407606984749
MatrixFactorizationInput,scan MF d=40 r=5 factors=10 kappa=1e+01 input_mult=2,1,40,5,10.0,10,2,2.0,64,1024,0.0004595765475169928,1.0004628176269608,2.733019367014257,4.500284993112837,0.7622598752805607,0.5466038734028512,0.5435318342359271,0.5632918971659968
MatrixFactorizationInput,scan MF d=40 r=5 factors=10 kappa=1e+01 input_mult=2,2,40,5,10.0,10,2,2.0,64,1024,0.0004535980389874618,0.9992109423371215,2.448086755309723,4.155309597433484,0.7125544245626937,0.4896173510619447,0.4635476489048229,0.6820801637691989
MatrixFactorizationInput,scan MF d=40 r=5 factors=10 kappa=1e+01 input_mult=10,0,40,5,10.0,10,10,2.0,64,1024,0.0004313943583750299,1.0005553728978767,3.1165577070386528,5.636156533989693,0.7989634237164857,0.6233115414077306,0.6185080042556003,0.6270941204715815
MatrixFactorizationInput,scan MF d=40 r=5 factors=10 kappa=1e+01 input_mult=10,1,40,5,10.0,10,10,2.0,64,1024,0.00046523122895080957,1.0004628176269608,2.167865003632286,5.494115180578971,0.5658766640359963,0.4335730007264572,0.4163592566293158,0.5746613355600407
MatrixFactorizationInput,scan MF d=40 r=5 factors=10 kappa=1e+01 input_mult=10,2,40,5,10.0,10,10,2.0,64,1024,0.000519831188900207,0.9992109423371215,2.1773525447947337,5.421687839855684,0.5900264658132705,0.4354705089589467,0.4199489744492989,0.5689782788518192
MatrixFactorizationInput,scan MF d=40 r=5 factors=10 kappa=1e+02 input_mult=2,0,40,5,100.0,10,2,2.0,64,1024,0.00037009300284218135,1.0004737246528939,1.8552550732375521,4.347584530668177,0.5301844161118331,0.3710510146475105,0.3268743564863827,0.3840908853914869
MatrixFactorizationInput,scan MF d=40 r=5 factors=10 kappa=1e+02 input_mult=2,1,40,5,100.0,10,2,2.0,64,1024,0.00036419908364007235,1.0003956144935922,1.9476732058407102,4.500284993112837,0.548232007090572,0.389534641168142,0.35298621337079206,0.39370966362135124
MatrixFactorizationInput,scan MF d=40 r=5 factors=10 kappa=1e+02 input_mult=2,2,40,5,100.0,10,2,2.0,64,1024,0.0003308656120959995,0.9992212282266533,1.7074002842809317,4.155309597433484,0.5036626032554739,0.3414800568561864,0.33163811937239085,0.4232242323824372
MatrixFactorizationInput,scan MF d=40 r=5 factors=10 kappa=1e+02 input_mult=10,0,40,5,100.0,10,10,2.0,64,1024,0.0003234036021855021,1.0004737246528939,1.9672020717290686,5.636156533989693,0.5054517612282562,0.3934404143458138,0.38631263932551524,0.3943999017506771
MatrixFactorizationInput,scan MF d=40 r=5 factors=10 kappa=1e+02 input_mult=10,1,40,5,100.0,10,10,2.0,64,1024,0.00036232992958023445,1.0003956144935922,1.5292100968670248,5.494115180578971,0.40511449859478177,0.30584201937340494,0.2998600638587237,0.35848722618327555
MatrixFactorizationInput,scan MF d=40 r=5 factors=10 kappa=1e+02 input_mult=10,2,40,5,100.0,10,10,2.0,64,1024,0.00040868072273713194,0.9992212282266533,1.603689899080417,5.421687839855684,0.44225273658111386,0.3207379798160834,0.3138086680954768,0.36117318215968264
MatrixFactorizationInput,scan MF d=40 r=10 factors=2 kappa=1e+00 input_mult=2,0,40,10,1.0,2,2,2.0,64,1024,0.003208791675943877,0.9999167807806189,7.749852094163821,9.430802772562418,1.0300957269784088,0.774985209416382,0.6879149747356536,0.8620554440971107
MatrixFactorizationInput,scan MF d=40 r=10 factors=2 kappa=1e+00 input_mult=2,1,40,10,1.0,2,2,2.0,64,1024,0.003068359614761165,1.0000435401237242,7.324783541443181,10.01553776214104,0.9343767744669067,0.7324783541443181,0.6238590518293303,0.8410976564593058
MatrixFactorizationInput,scan MF d=40 r=10 factors=2 kappa=1e+00 input_mult=2,2,40,10,1.0,2,2,2.0,64,1024,0.0033006314360689427,0.9998614974243648,7.4180886022686465,9.018347990534151,1.0754361827774537,0.7418088602268647,0.6193744034119358,0.8642433170417935
MatrixFactorizationInput,scan MF d=40 r=10 factors=2 kappa=1e+00 input_mult=10,0,40,10,1.0,2,10,2.0,64,1024,0.0030783850408351377,0.9999167807806189,8.281141420882758,14.550260824602313,0.9534437652538641,0.8281141420882756,0.7388625045842078,0.9173657795923436
MatrixFactorizationInput,scan MF d=40 r=10 factors=2 kappa=1e+00 input_mult=10,1,40,10,1.0,2,10,2.0,64,1024,0.0030966751825363356,1.0000435401237242,8.067894441492422,14.827932542872315,0.8323530128584715,0.8067894441492423,0.6727076902736063,0.9408711980248781
MatrixFactorizationInput,scan MF d=40 r=10 factors=2 kappa=1e+00 input_mult=10,2,40,10,1.0,2,10,2.0,64,1024,0.0031937555944696492,0.9998614974243648,8.275539525842554,14.77285569304889,0.9586941999293661,0.8275539525842553,0.7389266238985991,0.9161812812699116
MatrixFactorizationInput,scan MF d=40 r=10 factors=2 kappa=1e+01 input_mult=2,0,40,10,10.0,2,2,2.0,64,1024,0.0008334623074872832,0.9995581276228025,5.45932511160033,9.430802772562418,0.7621338511997926,0.5459325111600329,0.5367769001481393,0.5550881221719266
MatrixFactorizationInput,scan MF d=40 r=10 factors=2 kappa=1e+01 input_mult=2,1,40,10,10.0,2,2,2.0,64,1024,0.000798852692683366,0.9999847386941849,5.029335918393063,10.01553776214104,0.6710023070893765,0.5029335918393063,0.4686608469164322,0.5372063367621803
MatrixFactorizationInput,scan MF d=40 r=10 factors=2 kappa=1e+01 input_mult=2,2,40,10,10.0,2,2,2.0,64,1024,0.0008650453392140474,0.9997475918187688,4.761670133403713,9.018347990534151,0.708728645264504,0.47616701334037126,0.41847600900795384,0.5338580176727887
MatrixFactorizationInput,scan MF d=40 r=10 factors=2 kappa=1e+01 input_mult=10,0,40,10,10.0,2,10,2.0,64,1024,0.0007707492079801435,0.9995581276228025,5.430064113223928,14.550260824602313,0.6329174570337758,0.5430064113223928,0.49381280754578133,0.5922000150990043
MatrixFactorizationInput,scan MF d=40 r=10 factors=2 kappa=1e+01 input_mult=10,1,40,10,10.0,2,10,2.0,64,1024,0.0007761849488847443,0.9999847386941849,5.2379338872436465,14.827932542872315,0.5509840779005105,0.5237933887243647,0.4509496176376828,0.5966371598110465
MatrixFactorizationInput,scan MF d=40 r=10 factors=2 kappa=1e+01 input_mult=10,2,40,10,10.0,2,10,2.0,64,1024,0.0007919143650679827,0.9997475918187688,5.5231449466419384,14.77285569304889,0.657400855143099,0.5523144946641939,0.5139409663970826,0.5906880229313052
MatrixFactorizationInput,scan MF d=40 r=10 factors=2 kappa=1e+02 input_mult=2,0,40,10,100.0,2,2,2.0,64,1024,0.0005211767614839212,0.9993237164452846,3.727312464020616,9.430802772562418,0.5445075825962966,0.3727312464020616,0.3444248801781162,0.40103761262600707
MatrixFactorizationInput,scan MF d=40 r=10 factors=2 kappa=1e+02 input_mult=2,1,40,10,100.0,2,2,2.0,64,1024,0.0005222571526670158,1.0001420547328674,3.4176566171712963,10.01553776214104,0.4791170711349132,0.34176566171712963,0.33337350704186275,0.3501578163923965
MatrixFactorizationInput,scan MF d=40 r=10 factors=2 kappa=1e+02 input_mult=2,2,40,10,100.0,2,2,2.0,64,1024,0.0005760108177024725,0.9997333768661126,2.986597237969233,9.018347990534151,0.4588263841102499,0.2986597237969233,0.2787123339135328,0.3186071136803138
MatrixFactorizationInput,scan MF d=40 r=10 factors=2 kappa=1e+02 input_mult=10,0,40,10,100.0,2,10,2.0,64,1024,0.0004934796493606295,0.9993237164452846,3.328430646181398,14.550260824602313,0.39745593043014793,0.33284306461813984,0.3141554664313712,0.3515306628049084
MatrixFactorizationInput,scan MF d=40 r=10 factors=2 kappa=1e+02 input_mult=10,1,40,10,100.0,2,10,2.0,64,1024,0.00048767148784611817,1.0001420547328674,3.3682869327277665,14.827932542872315,0.3691380246769076,0.33682869327277665,0.3098650035872013,0.3637923829583519
MatrixFactorizationInput,scan MF d=40 r=10 factors=2 kappa=1e+02 input_mult=10,2,40,10,100.0,2,10,2.0,64,1024,0.0004917796538102827,0.9997333768661126,3.5153705739758347,14.77285569304889,0.4244152321683072,0.35153705739758345,0.33420271207095914,0.3688714027242078
MatrixFactorizationInput,scan MF d=40 r=10 factors=5 kappa=1e+00 input_mult=2,0,40,10,1.0,5,2,2.0,64,1024,0.0032087589534384366,1.0000254985647699,6.7568969801472445,5.717396639955446,1.5132982144928364,0.6756896980147244,0.6096609532762794,0.8619355082046984
MatrixFactorizationInput,scan MF d=40 r=10 factors=5 kappa=1e+00 input_mult=2,1,40,10,1.0,5,2,2.0,64,1024,0.0030708593487720984,1.0002027543178877,6.758938604914019,6.430874768010315,1.3151374378112788,0.6758938604914019,0.6293979850115936,0.8403948379321955
