problem_family,nrG_min,stA_min,condition_score_min,mean_grad_rank_fraction_min,nrG_max,stA_max,condition_score_max,mean_grad_rank_fraction_max,nrG_mean,stA_mean,condition_score_mean,mean_grad_rank_fraction_mean,nrG_std,stA_std,condition_score_std,mean_grad_rank_fraction_std
MatrixFactorizationInput,1.0092294865688112,4.522321716148828,0.2518618627629961,0.20184589731376223,2.9474722345482234,7.06554155188761,0.8602405396005111,0.5894944469096447,1.4574154424087558,6.12310842098257,0.4807803346584432,0.2914830884817512,0.5058107977900712,0.6118581154706577,0.1371408754697696,0.10116215955801405
MatrixSensing,36.811095923217366,299.9272620968483,0.1209250890817653,0.6135182653869561,47.06323741260507,307.1963497151438,0.1551489118569188,0.7843872902100845,40.50209714773597,303.3971564987833,0.13350535551126536,0.6750349524622661,2.0869387733954303,2.546910009258406,0.006981774535271437,0.034782312889923825
SmallMLPDigits,7.551051963219879,1.3335063120966568,5.485778612221354,0.40343511755792943,8.320997384816359,1.4407148631501605,6.217444984029509,0.44985013227869797,8.1048256693054,1.3945309691903571,5.805425625618377,0.43532798532374944,0.18663751261826617,0.03079903954160927,0.17879277291479018,0.011268981535195125
