problem_family,setting,kappa,lr,algo,runs,median_final_loss,median_recovery,median_nrG,median_stA,median_condition_score,median_relative_update_fro_norm,median_mean_relative_layer_update_norm,median_delta_loss
SmallMLPDigits,MLP width sweep hidden=16 samples=128 lr=3e-03,1.0,0.003,Muon,5,2.300757931185068,0.7109375,5.119856692699065,1.4551654052878025,3.530728396812194,0.04295307663089116,0.05206363727490833,0.0003171628740057386
SmallMLPDigits,MLP width sweep hidden=32 samples=1024 lr=1e-02,1.0,0.01,Adam,5,2.276197778561813,0.5908203125,5.875208198422823,1.3544774971379558,4.217878499279693,0.11868406635661269,0.11960714640404069,0.0028224443758597673
SmallMLPDigits,MLP width sweep hidden=32 samples=1024 lr=1e-02,1.0,0.01,Muon,5,2.28660968987245,0.3466796875,7.162793327052849,1.4606384733137479,4.909757434601615,0.11868406635661263,0.12476967700248293,0.0019896900078923974
SmallMLPDigits,MLP width sweep hidden=32 samples=1024 lr=3e-02,1.0,0.03,Adam,5,2.077876947381107,0.5517578125,5.504700331999522,1.401207578993907,3.870872106718555,0.2364902334469598,0.2333129211611561,0.022119973595129405
SmallMLPDigits,MLP width sweep hidden=32 samples=1024 lr=3e-02,1.0,0.03,Muon,5,2.1986754193167464,0.234375,7.2736438127788,1.4609239151182827,4.979538775388041,0.23649023344695988,0.2297296854990567,0.01284037150780315
SmallMLPDigits,MLP width sweep hidden=32 samples=1024 lr=3e-03,1.0,0.003,Adam,5,2.2986460525687806,0.5859375,6.594761278727387,1.384611861433924,4.738707833140712,0.039109828783243976,0.04089516200922698,0.00044104050054327715
SmallMLPDigits,MLP width sweep hidden=32 samples=1024 lr=3e-03,1.0,0.003,Muon,5,2.2998722410504695,0.560546875,6.932187033461725,1.4248365529496243,4.836323595839399,0.03910982878324398,0.04425745433393701,0.0003762354095044884
SmallMLPDigits,MLP width sweep hidden=32 samples=128 lr=1e-02,1.0,0.01,Adam,5,2.278633532561437,0.6875,4.494527421434728,1.2960101636056267,3.4930017595758502,0.12058735459146427,0.12376152546604229,0.003327538907433425
SmallMLPDigits,MLP width sweep hidden=32 samples=128 lr=1e-02,1.0,0.01,Muon,5,2.2898540151991784,0.375,5.955885385558206,1.4315895273240773,4.150526762413962,0.12058735459146429,0.1280002912416825,0.002176727279243229
SmallMLPDigits,MLP width sweep hidden=32 samples=128 lr=3e-02,1.0,0.03,Adam,5,2.1196135418812045,0.734375,4.107892704889236,1.2960124458628264,3.171908477683165,0.25011379376256565,0.24539587529825863,0.02405260223016592
SmallMLPDigits,MLP width sweep hidden=32 samples=128 lr=3e-02,1.0,0.03,Muon,5,2.2203287273995427,0.3203125,5.783284033028197,1.4389532296701777,3.9495267707376205,0.2501137937625656,0.24450523940872032,0.013640148111430328
SmallMLPDigits,MLP width sweep hidden=32 samples=128 lr=3e-03,1.0,0.003,Adam,5,2.29879094120109,0.671875,5.208013180596417,1.336079335009936,4.021278201951832,0.03921702423136282,0.04185612565593786,0.0005432509719967005
SmallMLPDigits,MLP width sweep hidden=32 samples=128 lr=3e-03,1.0,0.003,Muon,5,2.3002573573836482,0.515625,5.777199334839477,1.4174145605787958,4.180138541508697,0.03921702423136282,0.04433417061792315,0.00045447127028031
SmallMLPDigits,MLP width sweep hidden=64 samples=1024 lr=1e-02,1.0,0.01,Adam,5,2.253236572630853,0.443359375,6.246317331539585,1.3707473655537714,4.5600540242918095,0.11607583785554743,0.11746711156177897,0.00489503526771462
SmallMLPDigits,MLP width sweep hidden=64 samples=1024 lr=1e-02,1.0,0.01,Muon,5,2.2829082219387233,0.2119140625,7.694670814470745,1.4326325007682839,5.39083883589011,0.11607583785554737,0.11160165150098741,0.0024511984011019727
SmallMLPDigits,MLP width sweep hidden=64 samples=1024 lr=3e-02,1.0,0.03,Adam,5,1.8381122658242068,0.4072265625,5.952921704941342,1.4075088439692933,4.228283425056646,0.24952223043816568,0.24616802801590032,0.0427756627574416
SmallMLPDigits,MLP width sweep hidden=64 samples=1024 lr=3e-02,1.0,0.03,Muon,5,2.189521347008012,0.1875,7.523890744637411,1.4568582118723854,5.172209937601393,0.2495222304381658,0.22777211083211552,0.014380584133157459
SmallMLPDigits,MLP width sweep hidden=64 samples=1024 lr=3e-03,1.0,0.003,Adam,5,2.294834838722927,0.4208984375,7.206874376162059,1.3773931701915108,5.230667738966197,0.037023128863620317,0.03869384460720739,0.0008212868910268956
SmallMLPDigits,MLP width sweep hidden=64 samples=1024 lr=3e-03,1.0,0.003,Muon,5,2.298481812467802,0.4951171875,7.459597005880583,1.380343172388144,5.474084037984443,0.037023128863620317,0.03693065507135783,0.0005478849621254334
SmallMLPDigits,MLP width sweep hidden=64 samples=128 lr=1e-02,1.0,0.01,Adam,5,2.254043385017795,0.6953125,4.718755836736871,1.2944106748200492,3.755183228574155,0.11647332042701988,0.11972671875108658,0.005964147458322078
SmallMLPDigits,MLP width sweep hidden=64 samples=128 lr=1e-02,1.0,0.01,Muon,5,2.286089454665548,0.3515625,6.08645543754654,1.397680930834845,4.3044491258609305,0.11647332042701988,0.11341553788610603,0.0028422903407627764
SmallMLPDigits,MLP width sweep hidden=64 samples=128 lr=3e-02,1.0,0.03,Adam,5,1.9217745522570007,0.5078125,4.730674810012163,1.341010433224352,3.51299051958038,0.25895596054120074,0.2585034879756523,0.045957543829630465
SmallMLPDigits,MLP width sweep hidden=64 samples=128 lr=3e-02,1.0,0.03,Muon,5,2.2101409521787008,0.328125,6.135810684036434,1.4199785731494854,4.210406976616131,0.25895596054120074,0.23816566282497947,0.015361301244674053
SmallMLPDigits,MLP width sweep hidden=64 samples=128 lr=3e-03,1.0,0.003,Adam,5,2.294709006591256,0.546875,5.754173745949441,1.3294543287849718,4.3407730778551255,0.036982129193040086,0.03931379795590409,0.0010168880038319283
SmallMLPDigits,MLP width sweep hidden=64 samples=128 lr=3e-03,1.0,0.003,Muon,5,2.2989547423667465,0.5546875,6.237305055415499,1.3575081346558961,4.594628128184513,0.03698212919304007,0.03696389880505001,0.0006614296619611437
SmallMLPDigits,MLP width sweep hidden=8 samples=1024 lr=1e-02,1.0,0.01,Adam,5,2.2939362160580563,0.7822265625,3.709027269185197,1.3260898153442056,2.8432792433747944,0.13349921633874295,0.13314546477481817,0.0008979650000839889
SmallMLPDigits,MLP width sweep hidden=8 samples=1024 lr=1e-02,1.0,0.01,Muon,5,2.293369745448566,0.48828125,5.462865705638884,1.4075077970123382,3.825033770720027,0.13349921633874295,0.14986488507534088,0.0010748080762783552
SmallMLPDigits,MLP width sweep hidden=8 samples=1024 lr=3e-02,1.0,0.03,Adam,5,2.2366542903496787,0.7607421875,3.764407469471526,1.355495304255287,2.78260834649325,0.23385680999403394,0.2287258469701366,0.006812513258580788
SmallMLPDigits,MLP width sweep hidden=8 samples=1024 lr=3e-02,1.0,0.03,Muon,5,2.2332149404891277,0.345703125,5.418876409006769,1.4128600961717,3.8449533365420807,0.2338568099940339,0.23725796245760905,0.008013736559048246
SmallMLPDigits,MLP width sweep hidden=8 samples=1024 lr=3e-03,1.0,0.003,Adam,5,2.301369583630613,0.77734375,4.273779843542772,1.3327389803925827,3.2529856393098706,0.04666877088637189,0.049185338257730485,0.00013931027409008756
SmallMLPDigits,MLP width sweep hidden=8 samples=1024 lr=3e-03,1.0,0.003,Muon,5,2.301287346361367,0.705078125,4.564191390207238,1.4588568400721953,3.289753165617649,0.046668770886371884,0.06127773194374682,0.00017706321810706527
SmallMLPDigits,MLP width sweep hidden=8 samples=128 lr=1e-02,1.0,0.01,Adam,5,2.294852782811398,0.828125,3.620465097315671,1.2783207288301015,2.7735901272620422,0.1373310621993705,0.13769539562562016,0.0010188779232285228
SmallMLPDigits,MLP width sweep hidden=8 samples=128 lr=1e-02,1.0,0.01,Muon,5,2.2954179074159873,0.609375,4.529658257797646,1.3918848702919102,3.213549448415541,0.13733106219937047,0.15598609641622682,0.0012492289049998995
SmallMLPDigits,MLP width sweep hidden=8 samples=128 lr=3e-02,1.0,0.03,Adam,5,2.2402249206418148,0.8359375,2.656102029932537,1.2692442467861016,2.1052873213974395,0.25035696790781165,0.2437279888510964,0.008451797940219885
SmallMLPDigits,MLP width sweep hidden=8 samples=128 lr=3e-02,1.0,0.03,Muon,5,2.2479138096315494,0.46875,4.559210343534518,1.3907661751042866,3.278583574443809,0.2503569679078116,0.25334768155869397,0.009051417515438365
SmallMLPDigits,MLP width sweep hidden=8 samples=128 lr=3e-03,1.0,0.003,Adam,5,2.3012986130792386,0.84375,3.690222095800605,1.294330072447145,2.933159624455336,0.04693948502129794,0.04947781873612933,0.00018308686878154568
SmallMLPDigits,MLP width sweep hidden=8 samples=128 lr=3e-03,1.0,0.003,Muon,5,2.3015049057476853,0.703125,4.191625997144365,1.4350326795774522,2.9199793767063453,0.046939485021297925,0.06119246975284112,0.00021027682244567636
