group_type,hidden_dim,num_samples,metric,n_pairs,muon_higher_pairs,muon_win_rate,geomean_ratio_muon_over_adam,ratio_ci95_low,ratio_ci95_high,ratio_ci95_above_one,ratio_ci95_below_one,mean_delta_muon_minus_adam,delta_ci95_low,delta_ci95_high,layer1_mean_grad_rank_fraction_Adam,layer1_mean_grad_rank_fraction_Muon,layer2_mean_grad_rank_fraction_Adam,layer2_mean_grad_rank_fraction_Muon,layer1_mean_update_grad_cosine_Adam,layer1_mean_update_grad_cosine_Muon,layer2_mean_update_grad_cosine_Adam,layer2_mean_update_grad_cosine_Muon,layer1_mean_update_grad_inner_Adam,layer1_mean_update_grad_inner_Muon,layer2_mean_update_grad_inner_Adam,layer2_mean_update_grad_inner_Muon,layer1_cosine_ratio_muon_over_adam,layer1_rank_fraction_ratio_muon_over_adam,layer1_inner_ratio_muon_over_adam,layer2_cosine_ratio_muon_over_adam,layer2_rank_fraction_ratio_muon_over_adam,layer2_inner_ratio_muon_over_adam,first_order_or_loss_ratio,same_side_of_one_as_layer1_cosine,same_side_of_one_as_layer2_cosine
hidden_samples,8,128,update_grad_inner,150,101,0.6733333333333333,1.076976466405149,1.0433213948789013,1.1117171706472564,True,False,-0.00012935634450243657,-0.00039738809442920934,0.0001386754054243362,0.42988926281472845,0.49638384554566434,0.3856370671483006,0.5172360968876265,0.6440511322783942,0.7015553786828397,0.634918564519881,0.7179091238947419,0.001884197038262081,0.0019417480573896502,0.0018292748245926597,0.0016423674609626537,1.0892852190182767,1.15467839856143,1.0305440556156762,1.130710557247003,1.3412509868734122,0.8978243393954617,1.076976466405149,True,True
hidden_samples,8,128,delta_loss,150,97,0.6466666666666666,1.0635767406896346,1.0276831242708484,1.1007240039468202,True,False,-0.00019952851982880956,-0.0004842583161903903,8.520127653277118e-05,0.42988926281472845,0.49638384554566434,0.3856370671483006,0.5172360968876265,0.6440511322783942,0.7015553786828397,0.634918564519881,0.7179091238947419,0.001884197038262081,0.0019417480573896502,0.0018292748245926597,0.0016423674609626537,1.0892852190182767,1.15467839856143,1.0305440556156762,1.130710557247003,1.3412509868734122,0.8978243393954617,1.0635767406896346,True,True
hidden_samples,8,1024,update_grad_inner,150,142,0.9466666666666667,1.2078870664674966,1.1800189622209794,1.2364133222006923,True,False,0.00047292565959415427,0.00027978142499226035,0.0006660698941960482,0.4864284474753103,0.5598025990327098,0.47156942186899625,0.5675403434875084,0.6726649312902111,0.7457000347998798,0.7293537030324699,0.7515269857049731,0.0014701674711881491,0.0016725421253966496,0.001226208837541908,0.001496759842927562,1.1085757560894145,1.1508426407588421,1.137654150411141,1.0304012752390401,1.2035138776346979,1.2206402344383753,1.2078870664674966,True,True
hidden_samples,8,1024,delta_loss,150,141,0.94,1.2240919205153606,1.1959459474907719,1.2529002945449137,True,False,0.0004663464807614807,0.00026707258895053996,0.0006656203725724215,0.4864284474753103,0.5598025990327098,0.47156942186899625,0.5675403434875084,0.6726649312902111,0.7457000347998798,0.7293537030324699,0.7515269857049731,0.0014701674711881491,0.0016725421253966496,0.001226208837541908,0.001496759842927562,1.1085757560894145,1.1508426407588421,1.137654150411141,1.0304012752390401,1.2035138776346979,1.2206402344383753,1.2240919205153606,True,True
hidden_samples,16,128,update_grad_inner,150,53,0.35333333333333333,0.9114166031645741,0.8784976960210548,0.9455690416564758,False,True,-0.0018249575295106713,-0.002550662510729363,-0.0010992525482919797,0.30693424408792996,0.33618198734909327,0.40193420683995174,0.505959075778282,0.6340909105109622,0.5785863875184313,0.6279910931225583,0.7101105947102732,0.003383434212805475,0.0026023331252680543,0.0031430185045372362,0.0020991620625639856,0.9124659854407874,1.0952899320441563,0.769139566957991,1.1307653921959184,1.2588106888343358,0.6678809111475648,0.9114166031645741,True,False
hidden_samples,16,128,delta_loss,150,46,0.30666666666666664,0.8998223757250108,0.8660007843063225,0.9349648666934713,False,True,-0.0020705752327116133,-0.0028395932830247795,-0.001301557182398447,0.30693424408792996,0.33618198734909327,0.40193420683995174,0.505959075778282,0.6340909105109622,0.5785863875184313,0.6279910931225583,0.7101105947102732,0.003383434212805475,0.0026023331252680543,0.0031430185045372362,0.0020991620625639856,0.9124659854407874,1.0952899320441563,0.769139566957991,1.1307653921959184,1.2588106888343358,0.6678809111475648,0.8998223757250108,True,False
hidden_samples,16,1024,update_grad_inner,150,91,0.6066666666666667,1.0048946028028345,0.9867269408621505,1.0233967685730203,False,False,-0.00035836499722435476,-0.0006013092089988592,-0.00011542078544985032,0.36071218152448753,0.3873522661541456,0.5074920890490949,0.5947860115383357,0.6798974174786404,0.6212046894604075,0.7204736218109086,0.770064740437652,0.0025646062080065383,0.00230320828999281,0.0021023918284814825,0.0020054247492708563,0.9136741418493816,1.0738541307839073,0.8980748322305153,1.0688312758794642,1.1720104103549798,0.9538777320683064,1.0048946028028345,False,True
hidden_samples,16,1024,delta_loss,150,89,0.5933333333333334,1.0083481619029198,0.9884637841203067,1.0286325426863039,False,False,-0.0004526791854037023,-0.000724087111924351,-0.00018127125888305366,0.36071218152448753,0.3873522661541456,0.5074920890490949,0.5947860115383357,0.6798974174786404,0.6212046894604075,0.7204736218109086,0.770064740437652,0.0025646062080065383,0.00230320828999281,0.0021023918284814825,0.0020054247492708563,0.9136741418493816,1.0738541307839073,0.8980748322305153,1.0688312758794642,1.1720104103549798,0.9538777320683064,1.0083481619029198,False,True
hidden_samples,32,128,update_grad_inner,150,6,0.04,0.6775776899360446,0.6450351430894764,0.7117620347010779,False,True,-0.005857006513037257,-0.007723545642658076,-0.0039904673834164385,0.17675299895843158,0.19438550018530915,0.43377585170252514,0.5403478795587294,0.625048609694395,0.43972787565567834,0.6232805774417607,0.7337855878431018,0.005976412317933697,0.0030159630582131097,0.005359343993879451,0.0024627867405627806,0.7035098852082472,1.099757861709743,0.5046444083456173,1.1772957707986123,1.2456845567541857,0.45953137984338477,0.6775776899360446,True,False
hidden_samples,32,128,delta_loss,150,8,0.05333333333333334,0.6583677305169013,0.6261658784021241,0.6922256282825021,False,True,-0.006374854286362455,-0.008310556890267766,-0.004439151682457144,0.17675299895843158,0.19438550018530915,0.43377585170252514,0.5403478795587294,0.625048609694395,0.43972787565567834,0.6232805774417607,0.7337855878431018,0.005976412317933697,0.0030159630582131097,0.005359343993879451,0.0024627867405627806,0.7035098852082472,1.099757861709743,0.5046444083456173,1.1772957707986123,1.2456845567541857,0.45953137984338477,0.6583677305169013,True,False
hidden_samples,32,1024,update_grad_inner,150,0,0.0,0.7196349623099735,0.6925223238524131,0.7478090758114591,False,True,-0.004146381607051032,-0.005467672992737808,-0.0028250902213642565,0.21544773845292117,0.22899433507946654,0.5713816514742354,0.6524966003825164,0.6752070414056464,0.4781017779210302,0.7235877991036239,0.8072972912580126,0.004918906293253122,0.002582408251443789,0.004052800782555665,0.0022429172173139655,0.7080817417509712,1.062876485610015,0.5249964316225897,1.1156867103868908,1.141962817145063,0.5534239992668969,0.7196349623099735,True,False
hidden_samples,32,1024,delta_loss,150,3,0.02,0.7087091162146634,0.6806673755275553,0.7379061043089996,False,True,-0.004616327592020456,-0.006053228881471534,-0.003179426302569378,0.21544773845292117,0.22899433507946654,0.5713816514742354,0.6524966003825164,0.6752070414056464,0.4781017779210302,0.7235877991036239,0.8072972912580126,0.004918906293253122,0.002582408251443789,0.004052800782555665,0.0022429172173139655,0.7080817417509712,1.062876485610015,0.5249964316225897,1.1156867103868908,1.141962817145063,0.5534239992668969,0.7087091162146634,True,False
hidden_samples,64,128,update_grad_inner,150,1,0.006666666666666667,0.4787983441717671,0.4479248407749368,0.5117998233476254,False,True,-0.015217606446306119,-0.019859520991449484,-0.010575691901162754,0.09933119215401924,0.10733729758765456,0.4550529688601238,0.5417302060090009,0.6218315716780729,0.3268601554566373,0.613717614402732,0.7341471476236441,0.01156543716537247,0.0035338122793909296,0.010036633866263583,0.0028506523059390033,0.52564097794934,1.080600114224154,0.3055493907287266,1.1962295531278073,1.1904772478817083,0.28402473816654605,0.4787983441717671,True,False
hidden_samples,64,128,delta_loss,150,1,0.006666666666666667,0.4668888190941806,0.43619921982246634,0.49973764163053463,False,True,-0.015984710994144655,-0.020683289649009867,-0.011286132339279442,0.09933119215401924,0.10733729758765456,0.4550529688601238,0.5417302060090009,0.6218315716780729,0.3268601554566373,0.613717614402732,0.7341471476236441,0.01156543716537247,0.0035338122793909296,0.010036633866263583,0.0028506523059390033,0.52564097794934,1.080600114224154,0.3055493907287266,1.1962295531278073,1.1904772478817083,0.28402473816654605,0.4668888190941806,True,False
hidden_samples,64,1024,update_grad_inner,150,0,0.0,0.49424074326705175,0.46386660148070724,0.5266037941197356,False,True,-0.013000093401157585,-0.01701750199987626,-0.008982684802438912,0.11885776862795806,0.12704274040876512,0.5990032477545392,0.6672213046782789,0.663374990926644,0.35618204424635297,0.7107606654843514,0.8164112676030524,0.010245921978107406,0.0030389569508994605,0.008335809609290784,0.002542681235341143,0.5369241366015554,1.068863582711427,0.29660160963482246,1.1486444133014944,1.113885955008535,0.3050311072972642,0.49424074326705175,True,False
hidden_samples,64,1024,delta_loss,150,0,0.0,0.48487590994265484,0.4540115175150558,0.5178385106384907,False,True,-0.014019317510589354,-0.01825282338670337,-0.009785811634475339,0.11885776862795806,0.12704274040876512,0.5990032477545392,0.6672213046782789,0.663374990926644,0.35618204424635297,0.7107606654843514,0.8164112676030524,0.010245921978107406,0.0030389569508994605,0.008335809609290784,0.002542681235341143,0.5369241366015554,1.068863582711427,0.29660160963482246,1.1486444133014944,1.113885955008535,0.3050311072972642,0.48487590994265484,True,False
hidden_samples,128,128,update_grad_inner,150,2,0.013333333333333334,0.5331612212114175,0.5045040644045277,0.5634461798423105,False,True,-0.012855394917034711,-0.016499223696597926,-0.009211566137471497,0.10537355549072683,0.11229299559977113,0.4750608068419308,0.5507314266905606,0.6201674020293197,0.33425748290227425,0.6086010713645081,0.7399598082295957,0.011329402650558111,0.0041699860839305245,0.009062321909884636,0.0033663435594775124,0.5389794462084151,1.0656658122317342,0.3680676036106018,1.2158371765113327,1.1592861771773315,0.37146589946288566,0.5331612212114175,True,False
hidden_samples,128,128,delta_loss,150,2,0.013333333333333334,0.5228977487445137,0.4939588824821521,0.5535320151914871,False,True,-0.013520945081833673,-0.017260032860095843,-0.009781857303571504,0.10537355549072683,0.11229299559977113,0.4750608068419308,0.5507314266905606,0.6201674020293197,0.33425748290227425,0.6086010713645081,0.7399598082295957,0.011329402650558111,0.0041699860839305245,0.009062321909884636,0.0033663435594775124,0.5389794462084151,1.0656658122317342,0.3680676036106018,1.2158371765113327,1.1592861771773315,0.37146589946288566,0.5228977487445137,True,False
hidden_samples,128,1024,update_grad_inner,150,0,0.0,0.5454614426656594,0.5170883192487103,0.5753914261052893,False,True,-0.011062870787601113,-0.014290357095058014,-0.007835384480144213,0.12862363235173363,0.13623670678846334,0.6220611907335574,0.6793158924868277,0.6693490656275848,0.368818782989274,0.7055789380077909,0.8237745584726849,0.010005186825670611,0.0035306751542974408,0.007525780517213635,0.002937421400985692,0.551011126972244,1.0591887687941437,0.3528844804015734,1.1675158002853947,1.0920403050474077,0.3903145187754228,0.5454614426656594,True,False
hidden_samples,128,1024,delta_loss,150,0,0.0,0.5362761346728704,0.5072561914334724,0.5669562983685983,False,True,-0.011912571779265704,-0.015331563479042552,-0.008493580079488857,0.12862363235173363,0.13623670678846334,0.6220611907335574,0.6793158924868277,0.6693490656275848,0.368818782989274,0.7055789380077909,0.8237745584726849,0.010005186825670611,0.0035306751542974408,0.007525780517213635,0.002937421400985692,0.551011126972244,1.0591887687941437,0.3528844804015734,1.1675158002853947,1.0920403050474077,0.3903145187754228,0.5362761346728704,True,False
