group_type,group,predictor,outcome,points,spearman,spearman_ci95_low,spearman_ci95_high,ci95_excludes_zero
family,SmallMLPDigits,nrUpdateFrac,relative_loss_decrease,3000,-0.26531811850212567,-0.298285755265196,-0.2317181803400974,True
family,SmallMLPDigits,nrUpdateFrac,norm_rank_movement,3000,0.03958815312930561,0.003792582700551264,0.07528240151556206,True
family,SmallMLPDigits,nrUpdateFrac,norm_condition_movement,3000,0.001017194469015015,-0.034785017911293535,0.036816799360034964,False
family,SmallMLPDigits,stUpdateFrac,delta_loss,3000,-0.2150413779209056,-0.24892592137460284,-0.18063105381666292,True
family,SmallMLPDigits,stUpdateFrac,relative_loss_decrease,3000,-0.21480798654221905,-0.24869637521482546,-0.18039433268798022,True
family,SmallMLPDigits,stUpdateFrac,norm_rank_movement,3000,-0.0051745544922950975,-0.04096791065613993,0.030632065849590787,False
family,SmallMLPDigits,stUpdateFrac,norm_condition_movement,3000,-0.040168343383842516,-0.07586019714476842,-0.004373687398327704,True
family,SmallMLPDigits,update_flatness,delta_loss,3000,-0.17000450487534272,-0.20456042985429065,-0.13502536711174704,True
family,SmallMLPDigits,update_flatness,relative_loss_decrease,3000,-0.16969124382544865,-0.20425134070780682,-0.13470866776429385,True
family,SmallMLPDigits,update_flatness,norm_rank_movement,3000,-0.03443602555085493,-0.0701504866958727,0.001366604888302432,False
family,SmallMLPDigits,update_flatness,norm_condition_movement,3000,-0.0563485101631903,-0.09196393419540766,-0.020589099539435572,True
family,SmallMLPDigits,relative_update_fro_norm,delta_loss,3000,0.6913480869011404,0.672184318381118,0.7095861264389357,True
family,SmallMLPDigits,relative_update_fro_norm,relative_loss_decrease,3000,0.6907347639217521,0.6715403102356924,0.7090028090580296,True
family,SmallMLPDigits,relative_update_fro_norm,norm_rank_movement,3000,-0.14697385702014254,-0.18181811155448607,-0.1117609756333303,True
family,SmallMLPDigits,relative_update_fro_norm,norm_condition_movement,3000,-0.16547313286092458,-0.20008873389720858,-0.1304449554907664,True
family,SmallMLPDigits,update_grad_inner,delta_loss,3000,0.9989978336664259,0.998923452365593,0.9990670781803526,True
family,SmallMLPDigits,update_grad_inner,relative_loss_decrease,3000,0.9990033185559241,0.9989293441283748,0.999072184268234,True
family,SmallMLPDigits,update_grad_inner,norm_rank_movement,3000,-0.15952904261433803,-0.19422073717829463,-0.12443880314781655,True
family,SmallMLPDigits,update_grad_inner,norm_condition_movement,3000,-0.07006321267369028,-0.10559928053854521,-0.034348424200537256,True
family,SmallMLPDigits,update_grad_cosine,delta_loss,3000,-0.26447683105768477,-0.29746125861895106,-0.23086180519645405,True
family,SmallMLPDigits,update_grad_cosine,relative_loss_decrease,3000,-0.26422963013935147,-0.2972189820967794,-0.2306101808616675,True
family,SmallMLPDigits,update_grad_cosine,norm_rank_movement,3000,-0.104404806880217,-0.13968364426857632,-0.06886125019782352,True
family,SmallMLPDigits,update_grad_cosine,norm_condition_movement,3000,-0.18885215538327896,-0.22314440257435028,-0.15409304604978805,True
family,SmallMLPDigits,update_grad_per_update_norm,delta_loss,3000,0.8673844858774546,0.8582344533451677,0.8759833583813026,True
family,SmallMLPDigits,update_grad_per_update_norm,relative_loss_decrease,3000,0.8677710141453733,0.8586456320254439,0.8763464835070199,True
family,SmallMLPDigits,update_grad_per_update_norm,norm_rank_movement,3000,-0.14936015410213377,-0.18417626600213086,-0.1141697006627758,True
family,SmallMLPDigits,update_grad_per_update_norm,norm_condition_movement,3000,-0.01088540995356402,-0.046668168627181636,0.024925249245592238,False
algo,Adam,nrUpdateFrac,delta_loss,1500,-0.6982070020583511,-0.7232809076381423,-0.6712944816094681,True
algo,Adam,nrUpdateFrac,relative_loss_decrease,1500,-0.6987097080814494,-0.7237486415108306,-0.6718333537622223,True
algo,Adam,nrUpdateFrac,norm_rank_movement,1500,0.07012995955675366,0.019545057509187457,0.12035673955909021,True
algo,Adam,nrUpdateFrac,norm_condition_movement,1500,-0.060872120372261466,-0.11118362634238156,-0.010249390074258374,True
algo,Adam,stUpdateFrac,delta_loss,1500,-0.640110853387529,-0.6690709698135848,-0.609209774287517,True
algo,Adam,stUpdateFrac,relative_loss_decrease,1500,-0.640267577019705,-0.6692176254864027,-0.609376749672678,True
algo,Adam,stUpdateFrac,norm_rank_movement,1500,0.008965593716512493,-0.041707681310899435,0.05959286348893481,False
algo,Adam,stUpdateFrac,norm_condition_movement,1500,-0.10608202164009957,-0.15589863178472813,-0.05572713856244698,True
algo,Adam,update_flatness,delta_loss,1500,-0.470037121830888,-0.5085824048204325,-0.4296115897594027,True
algo,Adam,update_flatness,relative_loss_decrease,1500,-0.4698237848411144,-0.5083793951456851,-0.42938829611799195,True
algo,Adam,update_flatness,norm_rank_movement,1500,-0.11616769404552292,-0.16584612323692463,-0.0659011489338974,True
algo,Adam,update_flatness,norm_condition_movement,1500,-0.18707733646679384,-0.23550000662124654,-0.1377281530652126,True
algo,Adam,relative_update_fro_norm,delta_loss,1500,0.6534188538579525,0.6233980587630108,0.6815160314302932,True
algo,Adam,relative_update_fro_norm,relative_loss_decrease,1500,0.6526999753104777,0.6226311231134268,0.680844182544606,True
algo,Adam,relative_update_fro_norm,norm_rank_movement,1500,-0.16935335484520675,-0.21813640937130596,-0.11972608922406411,True
algo,Adam,relative_update_fro_norm,norm_condition_movement,1500,-0.18721218248088967,-0.23563199240878305,-0.13786523984506405,True
algo,Adam,update_grad_inner,delta_loss,1500,0.9987981967991986,0.9986700326108393,0.9989140169750912,True
algo,Adam,update_grad_inner,relative_loss_decrease,1500,0.9987992776885679,0.9986712286931246,0.9989149937535373,True
algo,Adam,update_grad_inner,norm_rank_movement,1500,-0.18896252309445472,-0.23734504439830267,-0.13964483781675102,True
algo,Adam,update_grad_inner,norm_condition_movement,1500,-0.08679267146340956,-0.13684537468892016,-0.03629791889578604,True
algo,Adam,update_grad_cosine,delta_loss,1500,-0.3850179078840878,-0.42733794414570925,-0.3410143169797391,True
algo,Adam,update_grad_cosine,relative_loss_decrease,1500,-0.3846873690599378,-0.4270207413757253,-0.34067138609711745,True
algo,Adam,update_grad_cosine,norm_rank_movement,1500,0.02237798043964225,-0.02830844200293364,0.07294962264474883,False
algo,Adam,update_grad_cosine,norm_condition_movement,1500,-0.12100768609788429,-0.17061621677153144,-0.07078724739684804,True
algo,Adam,update_grad_per_update_norm,delta_loss,1500,0.8853353980169805,0.8738707366530039,0.8958159047352097,True
algo,Adam,update_grad_per_update_norm,relative_loss_decrease,1500,0.885763247108955,0.8743385126872201,0.8962068007150795,True
algo,Adam,update_grad_per_update_norm,norm_rank_movement,1500,-0.16690081522225372,-0.21573130259146472,-0.11723763782912923,True
algo,Adam,update_grad_per_update_norm,norm_condition_movement,1500,-0.014169907170427055,-0.06477774547253877,0.03651063260776976,False
algo,Muon,nrUpdateFrac,delta_loss,1500,,,,False
algo,Muon,nrUpdateFrac,relative_loss_decrease,1500,,,,False
algo,Muon,nrUpdateFrac,norm_rank_movement,1500,,,,False
algo,Muon,nrUpdateFrac,norm_condition_movement,1500,,,,False
algo,Muon,stUpdateFrac,delta_loss,1500,,,,False
algo,Muon,stUpdateFrac,relative_loss_decrease,1500,,,,False
algo,Muon,stUpdateFrac,norm_rank_movement,1500,,,,False
algo,Muon,stUpdateFrac,norm_condition_movement,1500,,,,False
algo,Muon,update_flatness,delta_loss,1500,,,,False
algo,Muon,update_flatness,relative_loss_decrease,1500,,,,False
algo,Muon,update_flatness,norm_rank_movement,1500,,,,False
algo,Muon,update_flatness,norm_condition_movement,1500,,,,False
algo,Muon,relative_update_fro_norm,delta_loss,1500,0.7274732708789703,0.7027137081411061,0.7504729221602493,True
algo,Muon,relative_update_fro_norm,relative_loss_decrease,1500,0.7271774556334932,0.7023956475422612,0.7501984619026536,True
algo,Muon,relative_update_fro_norm,norm_rank_movement,1500,-0.12344182851446613,-0.173014327174941,-0.07324548892013287,True
algo,Muon,relative_update_fro_norm,norm_condition_movement,1500,-0.14330297709139672,-0.19255953707355603,-0.09332608977012628,True
algo,Muon,update_grad_inner,delta_loss,1500,0.9991914271961899,0.9991051795982289,0.9992693648255204,True
algo,Muon,update_grad_inner,relative_loss_decrease,1500,0.9991848636377172,0.9990979162441216,0.9992634336896499,True
algo,Muon,update_grad_inner,norm_rank_movement,1500,-0.1216589554039802,-0.17125790308856984,-0.07144490479560593,True
algo,Muon,update_grad_inner,norm_condition_movement,1500,-0.04819698142088063,-0.09861056860491382,0.0024633662503991665,False
algo,Muon,update_grad_cosine,delta_loss,1500,-0.2173727168993568,-0.2651079809945054,-0.16857453557378765,True
algo,Muon,update_grad_cosine,relative_loss_decrease,1500,-0.2169193691278062,-0.2646655822067296,-0.1681122369578863,True
algo,Muon,update_grad_cosine,norm_rank_movement,1500,-0.19989689168420802,-0.24803966403010014,-0.15076919319392895,True
algo,Muon,update_grad_cosine,norm_condition_movement,1500,-0.24647435209800253,-0.293464779708303,-0.19829573958654093,True
algo,Muon,update_grad_per_update_norm,delta_loss,1500,0.8559363303522272,0.841778907539813,0.8689171246222763,True
algo,Muon,update_grad_per_update_norm,relative_loss_decrease,1500,0.8562114771485184,0.8420787927966562,0.8691692271008012,True
algo,Muon,update_grad_per_update_norm,norm_rank_movement,1500,-0.12368908227130104,-0.17325788801510747,-0.07349522472996732,True
algo,Muon,update_grad_per_update_norm,norm_condition_movement,1500,-0.0021043103246973093,-0.05275302089508502,0.04855519893575832,False
