group_type,group,points,positive_points,spearman_delta_vs_first_order,spearman_ci95_low,spearman_ci95_high,pearson_log_positive,geomean_observed_over_first_order,ratio_ci95_low,ratio_ci95_high,median_abs_log10_ratio,within_factor_2,slope_through_origin
All,All,3000,3000,0.9989978336664259,0.998923452365593,0.9990670781803526,0.9991496355686702,1.0340722435689984,1.0314927551749633,1.0366581825758387,0.016944144824168596,1.0,1.039387066553311
family,SmallMLPDigits,3000,3000,0.9989978336664259,0.998923452365593,0.9990670781803526,0.9991496355686702,1.0340722435689984,1.0314927551749633,1.0366581825758387,0.016944144824168596,1.0,1.039387066553311
algo,Adam,1500,1500,0.9987981967991986,0.9986700326108393,0.9989140169750912,0.9990620827431504,1.040990667364162,1.036791241216406,1.0452071028955523,0.023436737150517493,1.0,1.0400701500273513
algo,Muon,1500,1500,0.9991914271961899,0.9991051795982289,0.9992693648255204,0.999273702473305,1.0271997996171802,1.0242247221590013,1.0301835188174404,0.01221713865585897,1.0,1.0332895436451996
SmallMLPDigits:Adam,SmallMLPDigits:Adam,1500,1500,0.9987981967991986,0.9986700326108393,0.9989140169750912,0.9990620827431504,1.040990667364162,1.036791241216406,1.0452071028955523,0.023436737150517493,1.0,1.0400701500273513
SmallMLPDigits:Muon,SmallMLPDigits:Muon,1500,1500,0.9991914271961899,0.9991051795982289,0.9992693648255204,0.999273702473305,1.0271997996171802,1.0242247221590013,1.0301835188174404,0.01221713865585897,1.0,1.0332895436451996
