problem_family,base_setting,seed,source_algo,checkpoint_step,remaining_steps,continuation_variant,continuation_algo,loaded_source_optimizer_state,loss_before,loss_after,total_decrease,recovery_before,recovery_after
MatrixFactorizationInput,MF input kappa=1e+02,0,Muon,1,9,own_fresh,Muon,False,0.00015276069255121483,0.00013824134428778065,1.4519348263434178e-05,0.9978928458977242,0.9546288522014693
MatrixFactorizationInput,MF input kappa=1e+02,0,Muon,1,9,switched_fresh,Adam,False,0.00015276069255121483,1.7044920521447107e-05,0.0001357157720297677,0.9978928458977242,0.3351801520443945
MatrixFactorizationInput,MF input kappa=1e+02,0,Muon,3,7,own_preserved,Muon,True,0.0001513786363547434,0.00013824134428778065,1.3137292066962744e-05,0.99388634445941,0.9546288522014693
MatrixFactorizationInput,MF input kappa=1e+02,0,Muon,3,7,own_fresh,Muon,False,0.0001513786363547434,0.00013824134428778065,1.3137292066962744e-05,0.99388634445941,0.9546288522014693
MatrixFactorizationInput,MF input kappa=1e+02,0,Muon,3,7,switched_fresh,Adam,False,0.0001513786363547434,1.2712896782131645e-05,0.00013866573957261176,0.99388634445941,0.30266308774627443
MatrixFactorizationInput,MF input kappa=1e+02,1,Adam,0,10,own_preserved,Adam,True,0.0001604720091443568,1.910486870719081e-05,0.000141367140437166,0.9995233235792307,0.33930834363412604
MatrixFactorizationInput,MF input kappa=1e+02,1,Adam,0,10,own_fresh,Adam,False,0.0001604720091443568,1.910486870719081e-05,0.000141367140437166,0.9995233235792307,0.33930834363412604
MatrixFactorizationInput,MF input kappa=1e+02,1,Adam,0,10,switched_fresh,Muon,False,0.0001604720091443568,0.00014488404970030894,1.5587959444047876e-05,0.9995233235792307,0.9532243122361299
MatrixFactorizationInput,MF input kappa=1e+02,1,Adam,1,9,own_preserved,Adam,True,0.00015500910432133258,1.910486870719081e-05,0.00013590423561414178,0.983643511281734,0.33930834363412604
MatrixFactorizationInput,MF input kappa=1e+02,1,Adam,1,9,own_fresh,Adam,False,0.00015500910432133258,2.026523176909787e-05,0.00013474387255223472,0.983643511281734,0.35093675156281656
MatrixFactorizationInput,MF input kappa=1e+02,1,Adam,1,9,switched_fresh,Muon,False,0.00015500910432133258,0.00012491944144939006,3.008966287194252e-05,0.983643511281734,0.8886722309336804
MatrixFactorizationInput,MF input kappa=1e+02,1,Adam,3,7,own_preserved,Adam,True,0.00010820946606687405,1.910486870719081e-05,8.910459735968324e-05,0.8306758076762196,0.33930834363412604
MatrixFactorizationInput,MF input kappa=1e+02,1,Adam,3,7,own_fresh,Adam,False,0.00010820946606687405,1.827407427795755e-05,8.993539178891651e-05,0.8306758076762196,0.34045959079769184
MatrixFactorizationInput,MF input kappa=1e+02,1,Adam,3,7,switched_fresh,Muon,False,0.00010820946606687405,5.701993378253957e-05,5.118953228433448e-05,0.8306758076762196,0.6151685538775591
MatrixFactorizationInput,MF input kappa=1e+02,1,Muon,0,10,own_preserved,Muon,True,0.0001604720091443568,0.00014488404970030894,1.5587959444047876e-05,0.9995233235792307,0.9532243122361299
MatrixFactorizationInput,MF input kappa=1e+02,1,Muon,0,10,own_fresh,Muon,False,0.0001604720091443568,0.00014488404970030894,1.5587959444047876e-05,0.9995233235792307,0.9532243122361299
MatrixFactorizationInput,MF input kappa=1e+02,1,Muon,0,10,switched_fresh,Adam,False,0.0001604720091443568,1.910486870719081e-05,0.000141367140437166,0.9995233235792307,0.33930834363412604
MatrixFactorizationInput,MF input kappa=1e+02,1,Muon,1,9,own_preserved,Muon,True,0.00015994931251431103,0.00014488404970030894,1.5065262814002093e-05,0.9980129171480393,0.9532243122361299
MatrixFactorizationInput,MF input kappa=1e+02,1,Muon,1,9,own_fresh,Muon,False,0.00015994931251431103,0.00014488404970030894,1.5065262814002093e-05,0.9980129171480393,0.9532243122361299
MatrixFactorizationInput,MF input kappa=1e+02,1,Muon,1,9,switched_fresh,Adam,False,0.00015994931251431103,2.177099901354403e-05,0.000138178313500767,0.9980129171480393,0.36391756804441383
MatrixFactorizationInput,MF input kappa=1e+02,1,Muon,3,7,own_preserved,Muon,True,0.00015852310925605132,0.00014488404970030894,1.3639059555742387e-05,0.9938949626959984,0.9532243122361299
MatrixFactorizationInput,MF input kappa=1e+02,1,Muon,3,7,own_fresh,Muon,False,0.00015852310925605132,0.00014488404970030894,1.3639059555742387e-05,0.9938949626959984,0.9532243122361299
MatrixFactorizationInput,MF input kappa=1e+02,1,Muon,3,7,switched_fresh,Adam,False,0.00015852310925605132,1.532269529250345e-05,0.00014320041396354786,0.9938949626959984,0.3155951908267155
MatrixFactorizationInput,MF input kappa=1e+02,2,Adam,0,10,own_preserved,Adam,True,0.0001493490238905777,1.3687711090143477e-05,0.00013566131280043424,0.9992393357981618,0.3084639122685525
MatrixFactorizationInput,MF input kappa=1e+02,2,Adam,0,10,own_fresh,Adam,False,0.0001493490238905777,1.3687711090143477e-05,0.00013566131280043424,0.9992393357981618,0.3084639122685525
MatrixFactorizationInput,MF input kappa=1e+02,2,Adam,0,10,switched_fresh,Muon,False,0.0001493490238905777,0.0001361576861610539,1.3191337729523807e-05,0.9992393357981618,0.9559708072785972
MatrixFactorizationInput,MF input kappa=1e+02,2,Adam,1,9,own_preserved,Adam,True,0.00014631053186303964,1.3687711090143477e-05,0.00013262282077289617,0.9893789336782082,0.3084639122685525
MatrixFactorizationInput,MF input kappa=1e+02,2,Adam,1,9,own_fresh,Adam,False,0.00014631053186303964,1.3466072126363956e-05,0.0001328444597366757,0.9893789336782082,0.3030612811737484
MatrixFactorizationInput,MF input kappa=1e+02,2,Adam,1,9,switched_fresh,Muon,False,0.00014631053186303964,0.0001212199310011697,2.5090600861869935e-05,0.9893789336782082,0.9047161655509373
MatrixFactorizationInput,MF input kappa=1e+02,2,Adam,3,7,own_preserved,Adam,True,0.00011279340941398702,1.3687711090143477e-05,9.910569832384354e-05,0.8762089879759498,0.3084639122685525
MatrixFactorizationInput,MF input kappa=1e+02,2,Adam,3,7,own_fresh,Adam,False,0.00011279340941398702,1.2927358463511744e-05,9.986605095047528e-05,0.8762089879759498,0.29492986940484456
MatrixFactorizationInput,MF input kappa=1e+02,2,Adam,3,7,switched_fresh,Muon,False,0.00011279340941398702,6.929966086653083e-05,4.3493748547456196e-05,0.8762089879759498,0.6988165772306218
MatrixFactorizationInput,MF input kappa=1e+02,2,Muon,0,10,own_preserved,Muon,True,0.0001493490238905777,0.0001361576861610539,1.3191337729523807e-05,0.9992393357981618,0.9559708072785972
MatrixFactorizationInput,MF input kappa=1e+02,2,Muon,0,10,own_fresh,Muon,False,0.0001493490238905777,0.0001361576861610539,1.3191337729523807e-05,0.9992393357981618,0.9559708072785972
MatrixFactorizationInput,MF input kappa=1e+02,2,Muon,0,10,switched_fresh,Adam,False,0.0001493490238905777,1.3687711090143477e-05,0.00013566131280043424,0.9992393357981618,0.3084639122685525
MatrixFactorizationInput,MF input kappa=1e+02,2,Muon,1,9,own_preserved,Muon,True,0.0001489476224121525,0.0001361576861610539,1.2789936251098597e-05,0.9979663232382794,0.9559708072785972
MatrixFactorizationInput,MF input kappa=1e+02,2,Muon,1,9,own_fresh,Muon,False,0.0001489476224121525,0.0001361576861610539,1.2789936251098597e-05,0.9979663232382794,0.9559708072785972
MatrixFactorizationInput,MF input kappa=1e+02,2,Muon,1,9,switched_fresh,Adam,False,0.0001489476224121525,1.7241277810869273e-05,0.0001317063446012832,0.9979663232382794,0.3508254269355693
MatrixFactorizationInput,MF input kappa=1e+02,2,Muon,3,7,own_preserved,Muon,True,0.0001477952429329342,0.0001361576861610539,1.1637556771880306e-05,0.9942056059105644,0.9559708072785972
MatrixFactorizationInput,MF input kappa=1e+02,2,Muon,3,7,own_fresh,Muon,False,0.0001477952429329342,0.0001361576861610539,1.1637556771880306e-05,0.9942056059105644,0.9559708072785972
MatrixFactorizationInput,MF input kappa=1e+02,2,Muon,3,7,switched_fresh,Adam,False,0.0001477952429329342,1.5782145361324037e-05,0.00013201309757161016,0.9942056059105644,0.34353995808148347
MatrixFactorizationInput,MF input kappa=1e+02,3,Adam,0,10,own_preserved,Adam,True,0.00016144123210250178,1.9246026019251368e-05,0.00014219520608325042,1.0001224102346165,0.36488949005589755
MatrixFactorizationInput,MF input kappa=1e+02,3,Adam,0,10,own_fresh,Adam,False,0.00016144123210250178,1.9246026019251368e-05,0.00014219520608325042,1.0001224102346165,0.36488949005589755
MatrixFactorizationInput,MF input kappa=1e+02,3,Adam,0,10,switched_fresh,Muon,False,0.00016144123210250178,0.00014759264138371759,1.3848590718784198e-05,1.0001224102346165,0.9589343492379689
MatrixFactorizationInput,MF input kappa=1e+02,3,Adam,1,9,own_preserved,Adam,True,0.00015702013446579352,1.9246026019251368e-05,0.00013777410844654215,0.9875875286823557,0.36488949005589755
MatrixFactorizationInput,MF input kappa=1e+02,3,Adam,1,9,own_fresh,Adam,False,0.00015702013446579352,2.312908068464222e-05,0.0001338910537811513,0.9875875286823557,0.3898999561044101
MatrixFactorizationInput,MF input kappa=1e+02,3,Adam,1,9,switched_fresh,Muon,False,0.00015702013446579352,0.00013028874961761703,2.673138484817649e-05,0.9875875286823557,0.9063479177438488
MatrixFactorizationInput,MF input kappa=1e+02,3,Adam,3,7,own_preserved,Adam,True,0.00012099468907843818,1.9246026019251368e-05,0.00010174866305918681,0.8789223911715253,0.36488949005589755
MatrixFactorizationInput,MF input kappa=1e+02,3,Adam,3,7,own_fresh,Adam,False,0.00012099468907843818,2.087027847467896e-05,0.00010012441060375921,0.8789223911715253,0.3715114743750549
MatrixFactorizationInput,MF input kappa=1e+02,3,Adam,3,7,switched_fresh,Muon,False,0.00012099468907843818,7.237533985073358e-05,4.861934922770459e-05,0.8789223911715253,0.7014816739394231
MatrixFactorizationInput,MF input kappa=1e+02,3,Muon,0,10,own_preserved,Muon,True,0.00016144123210250178,0.00014759264138371759,1.3848590718784198e-05,1.0001224102346165,0.9589343492379689
MatrixFactorizationInput,MF input kappa=1e+02,3,Muon,0,10,own_fresh,Muon,False,0.00016144123210250178,0.00014759264138371759,1.3848590718784198e-05,1.0001224102346165,0.9589343492379689
MatrixFactorizationInput,MF input kappa=1e+02,3,Muon,0,10,switched_fresh,Adam,False,0.00016144123210250178,1.9246026019251368e-05,0.00014219520608325042,1.0001224102346165,0.36488949005589755
MatrixFactorizationInput,MF input kappa=1e+02,3,Muon,1,9,own_preserved,Muon,True,0.00016099944803439297,0.00014759264138371759,1.3406806650675387e-05,0.9987819706846007,0.9589343492379689
MatrixFactorizationInput,MF input kappa=1e+02,3,Muon,1,9,own_fresh,Muon,False,0.00016099944803439297,0.00014759264138371759,1.3406806650675387e-05,0.9987819706846007,0.9589343492379689
MatrixFactorizationInput,MF input kappa=1e+02,3,Muon,1,9,switched_fresh,Adam,False,0.00016099944803439297,2.7461365178011687e-05,0.00013353808285638128,0.9987819706846007,0.4208238252252968
MatrixFactorizationInput,MF input kappa=1e+02,3,Muon,3,7,own_preserved,Muon,True,0.0001598111868880388,0.00014759264138371759,1.2218545504321223e-05,0.9952768270465259,0.9589343492379689
MatrixFactorizationInput,MF input kappa=1e+02,3,Muon,3,7,own_fresh,Muon,False,0.0001598111868880388,0.00014759264138371759,1.2218545504321223e-05,0.9952768270465259,0.9589343492379689
MatrixFactorizationInput,MF input kappa=1e+02,3,Muon,3,7,switched_fresh,Adam,False,0.0001598111868880388,2.0234896551311645e-05,0.00013957629033672716,0.9952768270465259,0.3735667921270236
MatrixFactorizationInput,MF input kappa=1e+02,4,Adam,0,10,own_preserved,Adam,True,0.00014765915682122912,1.5735166391101975e-05,0.00013192399043012714,1.001229148681757,0.32979365202689376
MatrixFactorizationInput,MF input kappa=1e+02,4,Adam,0,10,own_fresh,Adam,False,0.00014765915682122912,1.5735166391101975e-05,0.00013192399043012714,1.001229148681757,0.32979365202689376
MatrixFactorizationInput,MF input kappa=1e+02,4,Adam,0,10,switched_fresh,Muon,False,0.00014765915682122912,0.00013600720928367763,1.1651947537551487e-05,1.001229148681757,0.9642713761181351
MatrixFactorizationInput,MF input kappa=1e+02,4,Adam,1,9,own_preserved,Adam,True,0.0001452023870056942,1.5735166391101975e-05,0.00012946722061459224,0.9935132587158926,0.32979365202689376
MatrixFactorizationInput,MF input kappa=1e+02,4,Adam,1,9,own_fresh,Adam,False,0.0001452023870056942,1.5524407750186733e-05,0.0001296779792555075,0.9935132587158926,0.32483939176749915
MatrixFactorizationInput,MF input kappa=1e+02,4,Adam,1,9,switched_fresh,Muon,False,0.0001452023870056942,0.00012543856851531728,1.9763818490376936e-05,0.9935132587158926,0.9308943701165667
MatrixFactorizationInput,MF input kappa=1e+02,4,Adam,3,7,own_preserved,Adam,True,0.00011761284773264642,1.5735166391101975e-05,0.00010187768134154445,0.9069315683495008,0.32979365202689376
MatrixFactorizationInput,MF input kappa=1e+02,4,Adam,3,7,own_fresh,Adam,False,0.00011761284773264642,1.618700041459104e-05,0.00010142584731805539,0.9069315683495008,0.3281713696285897
MatrixFactorizationInput,MF input kappa=1e+02,4,Adam,3,7,switched_fresh,Muon,False,0.00011761284773264642,7.669402809211823e-05,4.0918819640528196e-05,0.9069315683495008,0.7539274053410976
MatrixFactorizationInput,MF input kappa=1e+02,4,Muon,0,10,own_preserved,Muon,True,0.00014765915682122912,0.00013600720928367763,1.1651947537551487e-05,1.001229148681757,0.9642713761181351
MatrixFactorizationInput,MF input kappa=1e+02,4,Muon,0,10,own_fresh,Muon,False,0.00014765915682122912,0.00013600720928367763,1.1651947537551487e-05,1.001229148681757,0.9642713761181351
MatrixFactorizationInput,MF input kappa=1e+02,4,Muon,0,10,switched_fresh,Adam,False,0.00014765915682122912,1.5735166391101975e-05,0.00013192399043012714,1.001229148681757,0.32979365202689376
MatrixFactorizationInput,MF input kappa=1e+02,4,Muon,1,9,own_preserved,Muon,True,0.00014719691467529776,0.00013600720928367763,1.1189705391620133e-05,0.9997374615151956,0.9642713761181351
MatrixFactorizationInput,MF input kappa=1e+02,4,Muon,1,9,own_fresh,Muon,False,0.00014719691467529776,0.00013600720928367763,1.1189705391620133e-05,0.9997374615151956,0.9642713761181351
MatrixFactorizationInput,MF input kappa=1e+02,4,Muon,1,9,switched_fresh,Adam,False,0.00014719691467529776,1.381861207937476e-05,0.000133378302595923,0.9997374615151956,0.3173679921589014
MatrixFactorizationInput,MF input kappa=1e+02,4,Muon,3,7,own_preserved,Muon,True,0.0001461819939042717,0.00013600720928367763,1.0174784620594084e-05,0.996490997923111,0.9642713761181351
MatrixFactorizationInput,MF input kappa=1e+02,4,Muon,3,7,own_fresh,Muon,False,0.0001461819939042717,0.00013600720928367763,1.0174784620594084e-05,0.996490997923111,0.9642713761181351
MatrixFactorizationInput,MF input kappa=1e+02,4,Muon,3,7,switched_fresh,Adam,False,0.0001461819939042717,1.3364648796577797e-05,0.0001328173451076939,0.996490997923111,0.3185419904435473
MatrixFactorizationInput,MF input kappa=1e+05,0,Adam,0,10,own_preserved,Adam,True,0.00013841039608334963,1.1349280880470254e-05,0.00012706111520287936,0.9994568444974121,0.29753080647442987
MatrixFactorizationInput,MF input kappa=1e+05,0,Adam,0,10,own_fresh,Adam,False,0.00013841039608334963,1.1349280880470254e-05,0.00012706111520287936,0.9994568444974121,0.29753080647442987
MatrixFactorizationInput,MF input kappa=1e+05,0,Adam,0,10,switched_fresh,Muon,False,0.00013841039608334963,0.00012629519326430694,1.211520281904269e-05,0.9994568444974121,0.9597817482363836
MatrixFactorizationInput,MF input kappa=1e+05,0,Adam,1,9,own_preserved,Adam,True,0.00013576928727439657,1.1349280880470254e-05,0.0001244200063939263,0.9915158078601568,0.29753080647442987
MatrixFactorizationInput,MF input kappa=1e+05,0,Adam,1,9,own_fresh,Adam,False,0.00013576928727439657,1.1089431259931398e-05,0.00012467985601446517,0.9915158078601568,0.2940531547627615
MatrixFactorizationInput,MF input kappa=1e+05,0,Adam,1,9,switched_fresh,Muon,False,0.00013576928727439657,0.00011160751352643778,2.4161773747958786e-05,0.9915158078601568,0.9076992221088979
MatrixFactorizationInput,MF input kappa=1e+05,0,Adam,3,7,own_preserved,Adam,True,0.00010715205266183104,1.1349280880470254e-05,9.580277178136079e-05,0.8910020394578063,0.29753080647442987
MatrixFactorizationInput,MF input kappa=1e+05,0,Adam,3,7,own_fresh,Adam,False,0.00010715205266183104,1.1978155208531462e-05,9.517389745329957e-05,0.8910020394578063,0.30289762053971625
MatrixFactorizationInput,MF input kappa=1e+05,0,Adam,3,7,switched_fresh,Muon,False,0.00010715205266183104,6.86710630197698e-05,3.8480989642061236e-05,0.8910020394578063,0.7325644565965539
MatrixFactorizationInput,MF input kappa=1e+05,0,Muon,0,10,own_preserved,Muon,True,0.00013841039608334963,0.00012629519326430694,1.211520281904269e-05,0.9994568444974121,0.9597817482363836
MatrixFactorizationInput,MF input kappa=1e+05,0,Muon,0,10,own_fresh,Muon,False,0.00013841039608334963,0.00012629519326430694,1.211520281904269e-05,0.9994568444974121,0.9597817482363836
MatrixFactorizationInput,MF input kappa=1e+05,0,Muon,0,10,switched_fresh,Adam,False,0.00013841039608334963,1.1349280880470254e-05,0.00012706111520287936,0.9994568444974121,0.29753080647442987
MatrixFactorizationInput,MF input kappa=1e+05,0,Muon,1,9,own_preserved,Muon,True,0.00013799775111608735,0.00012629519326430694,1.1702557851780412e-05,0.9981296391145547,0.9597817482363836
MatrixFactorizationInput,MF input kappa=1e+05,0,Muon,1,9,own_fresh,Muon,False,0.00013799775111608735,0.00012629519326430694,1.1702557851780412e-05,0.9981296391145547,0.9597817482363836
MatrixFactorizationInput,MF input kappa=1e+05,0,Muon,1,9,switched_fresh,Adam,False,0.00013799775111608735,1.4832941804689039e-05,0.00012316480931139832,0.9981296391145547,0.3290499337006806
MatrixFactorizationInput,MF input kappa=1e+05,0,Muon,3,7,own_preserved,Muon,True,0.00013686761900357628,0.00012629519326430694,1.0572425739269339e-05,0.9945476577531726,0.9597817482363836
MatrixFactorizationInput,MF input kappa=1e+05,0,Muon,3,7,own_fresh,Muon,False,0.00013686761900357628,0.00012629519326430694,1.0572425739269339e-05,0.9945476577531726,0.9597817482363836
MatrixFactorizationInput,MF input kappa=1e+05,0,Muon,3,7,switched_fresh,Adam,False,0.00013686761900357628,1.0688848100428629e-05,0.00012617877090314764,0.9945476577531726,0.2930190698091115
MatrixFactorizationInput,MF input kappa=1e+05,1,Adam,0,10,own_preserved,Adam,True,0.00014457183933332286,1.3139048560468783e-05,0.00013143279077285408,0.999614054360372,0.2987125878294562
MatrixFactorizationInput,MF input kappa=1e+05,1,Adam,0,10,own_fresh,Adam,False,0.00014457183933332286,1.3139048560468783e-05,0.00013143279077285408,0.999614054360372,0.2987125878294562
MatrixFactorizationInput,MF input kappa=1e+05,1,Adam,0,10,switched_fresh,Muon,False,0.00014457183933332286,0.00013304949132400388,1.1522348009318983e-05,0.999614054360372,0.9610090832345507
MatrixFactorizationInput,MF input kappa=1e+05,1,Adam,1,9,own_preserved,Adam,True,0.0001398295559007677,1.3139048560468783e-05,0.00012669050734029892,0.9840577255274667,0.2987125878294562
MatrixFactorizationInput,MF input kappa=1e+05,1,Adam,1,9,own_fresh,Adam,False,0.0001398295559007677,1.2200814622523927e-05,0.00012762874127824378,0.9840577255274667,0.28758817858578206
MatrixFactorizationInput,MF input kappa=1e+05,1,Adam,1,9,switched_fresh,Muon,False,0.0001398295559007677,0.000113702131539778,2.6127424360989696e-05,0.9840577255274667,0.8910856587878638
MatrixFactorizationInput,MF input kappa=1e+05,1,Adam,3,7,own_preserved,Adam,True,9.926173248917421e-05,1.3139048560468783e-05,8.612268392870543e-05,0.8349189045776342,0.2987125878294562
MatrixFactorizationInput,MF input kappa=1e+05,1,Adam,3,7,own_fresh,Adam,False,9.926173248917421e-05,1.0511723027315018e-05,8.87500094618592e-05,0.8349189045776342,0.2708293561391734
MatrixFactorizationInput,MF input kappa=1e+05,1,Adam,3,7,switched_fresh,Muon,False,9.926173248917421e-05,5.508188412070826e-05,4.417984836846595e-05,0.8349189045776342,0.6322174943165725
MatrixFactorizationInput,MF input kappa=1e+05,1,Muon,0,10,own_preserved,Muon,True,0.00014457183933332286,0.00013304949132400388,1.1522348009318983e-05,0.999614054360372,0.9610090832345507
MatrixFactorizationInput,MF input kappa=1e+05,1,Muon,0,10,own_fresh,Muon,False,0.00014457183933332286,0.00013304949132400388,1.1522348009318983e-05,0.999614054360372,0.9610090832345507
MatrixFactorizationInput,MF input kappa=1e+05,1,Muon,0,10,switched_fresh,Adam,False,0.00014457183933332286,1.3139048560468783e-05,0.00013143279077285408,0.999614054360372,0.2987125878294562
MatrixFactorizationInput,MF input kappa=1e+05,1,Muon,1,9,own_preserved,Muon,True,0.00014418963867665393,0.00013304949132400388,1.1140147352650052e-05,0.9983748800608938,0.9610090832345507
MatrixFactorizationInput,MF input kappa=1e+05,1,Muon,1,9,own_fresh,Muon,False,0.00014418963867665393,0.00013304949132400388,1.1140147352650052e-05,0.9983748800608938,0.9610090832345507
MatrixFactorizationInput,MF input kappa=1e+05,1,Muon,1,9,switched_fresh,Adam,False,0.00014418963867665393,1.607052574199943e-05,0.00012811911293465452,0.9983748800608938,0.3311189028795625
MatrixFactorizationInput,MF input kappa=1e+05,1,Muon,3,7,own_preserved,Muon,True,0.00014314506972258853,0.00013304949132400388,1.0095578398584647e-05,0.9949487903275698,0.9610090832345507
MatrixFactorizationInput,MF input kappa=1e+05,1,Muon,3,7,own_fresh,Muon,False,0.00014314506972258853,0.00013304949132400388,1.0095578398584647e-05,0.9949487903275698,0.9610090832345507
MatrixFactorizationInput,MF input kappa=1e+05,1,Muon,3,7,switched_fresh,Adam,False,0.00014314506972258853,9.659063367455992e-06,0.00013348600635513253,0.9949487903275698,0.26298657525350927
MatrixFactorizationInput,MF input kappa=1e+05,2,Adam,0,10,own_preserved,Adam,True,0.00013650870631623234,1.3029033599647507e-05,0.00012347967271658482,0.9995498732159133,0.29792805695439006
MatrixFactorizationInput,MF input kappa=1e+05,2,Adam,0,10,own_fresh,Adam,False,0.00013650870631623234,1.3029033599647507e-05,0.00012347967271658482,0.9995498732159133,0.29792805695439006
MatrixFactorizationInput,MF input kappa=1e+05,2,Adam,0,10,switched_fresh,Muon,False,0.00013650870631623234,0.00012614825690382016,1.036044941241218e-05,0.9995498732159133,0.9628677085141639
MatrixFactorizationInput,MF input kappa=1e+05,2,Adam,1,9,own_preserved,Adam,True,0.00013286382569655783,1.3029033599647507e-05,0.00011983479209691033,0.9868710840580794,0.29792805695439006
MatrixFactorizationInput,MF input kappa=1e+05,2,Adam,1,9,own_fresh,Adam,False,0.00013286382569655783,1.2459571510545119e-05,0.00012040425418601271,0.9868710840580794,0.29125384563610224
MatrixFactorizationInput,MF input kappa=1e+05,2,Adam,1,9,switched_fresh,Muon,False,0.00013286382569655783,0.00010799137269557312,2.4872453000984707e-05,0.9868710840580794,0.8948749216756289
MatrixFactorizationInput,MF input kappa=1e+05,2,Adam,3,7,own_preserved,Adam,True,9.74710501185325e-05,1.3029033599647507e-05,8.444201651888499e-05,0.8550123439939787,0.29792805695439006
MatrixFactorizationInput,MF input kappa=1e+05,2,Adam,3,7,own_fresh,Adam,False,9.74710501185325e-05,1.0807795312563108e-05,8.666325480596938e-05,0.8550123439939787,0.27362659696061564
MatrixFactorizationInput,MF input kappa=1e+05,2,Adam,3,7,switched_fresh,Muon,False,9.74710501185325e-05,5.6312152256503655e-05,4.115889786202884e-05,0.8550123439939787,0.6624672500368196
MatrixFactorizationInput,MF input kappa=1e+05,2,Muon,0,10,own_preserved,Muon,True,0.00013650870631623234,0.00012614825690382016,1.036044941241218e-05,0.9995498732159133,0.9628677085141639
MatrixFactorizationInput,MF input kappa=1e+05,2,Muon,0,10,own_fresh,Muon,False,0.00013650870631623234,0.00012614825690382016,1.036044941241218e-05,0.9995498732159133,0.9628677085141639
MatrixFactorizationInput,MF input kappa=1e+05,2,Muon,0,10,switched_fresh,Adam,False,0.00013650870631623234,1.3029033599647507e-05,0.00012347967271658482,0.9995498732159133,0.29792805695439006
MatrixFactorizationInput,MF input kappa=1e+05,2,Muon,1,9,own_preserved,Muon,True,0.0001361919692898088,0.00012614825690382016,1.0043712385988631e-05,0.9984472321928421,0.9628677085141639
MatrixFactorizationInput,MF input kappa=1e+05,2,Muon,1,9,own_fresh,Muon,False,0.0001361919692898088,0.00012614825690382016,1.0043712385988631e-05,0.9984472321928421,0.9628677085141639
MatrixFactorizationInput,MF input kappa=1e+05,2,Muon,1,9,switched_fresh,Adam,False,0.0001361919692898088,1.1068633072642057e-05,0.00012512333621716673,0.9984472321928421,0.28349687283899444
MatrixFactorizationInput,MF input kappa=1e+05,2,Muon,3,7,own_preserved,Muon,True,0.00013529688842381008,0.00012614825690382016,9.148631519989922e-06,0.9952825411805566,0.9628677085141639
MatrixFactorizationInput,MF input kappa=1e+05,2,Muon,3,7,own_fresh,Muon,False,0.00013529688842381008,0.00012614825690382016,9.148631519989922e-06,0.9952825411805566,0.9628677085141639
MatrixFactorizationInput,MF input kappa=1e+05,2,Muon,3,7,switched_fresh,Adam,False,0.00013529688842381008,8.182617331318904e-06,0.00012711427109249118,0.9952825411805566,0.24863326266932995
MatrixFactorizationInput,MF input kappa=1e+05,3,Adam,0,10,own_preserved,Adam,True,0.00014695216996577507,1.0656335520429752e-05,0.00013629583444534532,0.9997008180844602,0.2703582412765797
MatrixFactorizationInput,MF input kappa=1e+05,3,Adam,0,10,own_fresh,Adam,False,0.00014695216996577507,1.0656335520429752e-05,0.00013629583444534532,0.9997008180844602,0.2703582412765797
MatrixFactorizationInput,MF input kappa=1e+05,3,Adam,0,10,switched_fresh,Muon,False,0.00014695216996577507,0.00013568139302427907,1.1270776941495994e-05,0.9997008180844602,0.9632349633989701
MatrixFactorizationInput,MF input kappa=1e+05,3,Adam,1,9,own_preserved,Adam,True,0.00014378756681359585,1.0656335520429752e-05,0.0001331312312931661,0.9899218282612754,0.2703582412765797
MatrixFactorizationInput,MF input kappa=1e+05,3,Adam,1,9,own_fresh,Adam,False,0.00014378756681359585,1.0873677909415692e-05,0.00013291388890418015,0.9899218282612754,0.27273997272008993
MatrixFactorizationInput,MF input kappa=1e+05,3,Adam,1,9,switched_fresh,Muon,False,0.00014378756681359585,0.00011888435606834628,2.4903210745249568e-05,0.9899218282612754,0.9062331622317703
MatrixFactorizationInput,MF input kappa=1e+05,3,Adam,3,7,own_preserved,Adam,True,0.00010780487620490759,1.0656335520429752e-05,9.714854068447785e-05,0.8683426108624374,0.2703582412765797
MatrixFactorizationInput,MF input kappa=1e+05,3,Adam,3,7,own_fresh,Adam,False,0.00010780487620490759,1.2469901881118151e-05,9.533497432378945e-05,0.8683426108624374,0.2861962399496847
MatrixFactorizationInput,MF input kappa=1e+05,3,Adam,3,7,switched_fresh,Muon,False,0.00010780487620490759,6.264410930718042e-05,4.5160766897727175e-05,0.8683426108624374,0.681906053441354
MatrixFactorizationInput,MF input kappa=1e+05,3,Muon,0,10,own_preserved,Muon,True,0.00014695216996577507,0.00013568139302427907,1.1270776941495994e-05,0.9997008180844602,0.9632349633989701
MatrixFactorizationInput,MF input kappa=1e+05,3,Muon,0,10,own_fresh,Muon,False,0.00014695216996577507,0.00013568139302427907,1.1270776941495994e-05,0.9997008180844602,0.9632349633989701
MatrixFactorizationInput,MF input kappa=1e+05,3,Muon,0,10,switched_fresh,Adam,False,0.00014695216996577507,1.0656335520429752e-05,0.00013629583444534532,0.9997008180844602,0.2703582412765797
MatrixFactorizationInput,MF input kappa=1e+05,3,Muon,1,9,own_preserved,Muon,True,0.00014660488583546972,0.00013568139302427907,1.092349281119065e-05,0.9985731412954982,0.9632349633989701
