group_type,problem_family,base_setting,source_algo,comparison,metric,n_pairs,numerator_better_pairs,mean_signed_ratio,signed_ratio_ci95_low,signed_ratio_ci95_high,geomean_ratio,ratio_ci95_low,ratio_ci95_high,positive_ratio_pairs,mean_delta,delta_ci95_low,delta_ci95_high
setting_source_all_checkpoints,SmallMLPDigits,Small MLP digits hidden=64,Muon,switched_fresh_over_own_fresh,loss_after,15,15,0.7969997577158074,0.7775731629309608,0.8164263525006541,0.7961360493004493,0.7751562636586262,0.8176836577493789,15,-0.46345301406484596,-0.507763748645735,-0.4191422794839569
setting_source_all_checkpoints,SmallMLPDigits,Small MLP digits hidden=64,Muon,switched_fresh_over_own_fresh,recovery_after,15,0,1.732672882280933,1.4613957913337923,2.0039499732280737,1.661663455568084,1.4096160247654537,1.9587784127453363,15,0.1505859375,0.1060044205034369,0.1951674544965631
setting_source_all_checkpoints,SmallMLPDigits,Small MLP digits hidden=64,Muon,own_fresh_over_own_preserved,total_decrease,15,0,1.0,1.0,1.0,1.0,1.0,1.0,15,0.0,0.0,0.0
setting_source_all_checkpoints,SmallMLPDigits,Small MLP digits hidden=64,Muon,own_fresh_over_own_preserved,loss_after,15,0,1.0,1.0,1.0,1.0,1.0,1.0,15,0.0,0.0,0.0
setting_source_all_checkpoints,SmallMLPDigits,Small MLP digits hidden=64,Muon,own_fresh_over_own_preserved,recovery_after,15,0,1.0,1.0,1.0,1.0,1.0,1.0,15,0.0,0.0,0.0
source_all,All,All,Adam,switched_fresh_over_own_fresh,total_decrease,90,30,1.2034151168305434,0.8170106265467514,1.5898196071143353,0.3375928764103356,0.239167752315936,0.4765230642484499,90,-0.11186633216736254,-0.1522563977227341,-0.07147626661199097
source_all,All,All,Adam,switched_fresh_over_own_fresh,loss_after,90,30,3.1424174657147286,2.373036755809915,3.911798175619542,1.101127289663192,0.7381078054939112,1.6426886411662658,90,0.11186633216736254,0.07147626661199095,0.15225639772273414
source_all,All,All,Adam,switched_fresh_over_own_fresh,recovery_after,90,46,1.5921106886115375,1.4013270523472046,1.7828943248758704,1.3535572838871321,1.2004907585514686,1.5261402953027081,90,0.16206436782444547,0.10005427672498762,0.22407445892390332
source_all,All,All,Adam,own_fresh_over_own_preserved,total_decrease,90,29,0.6498213539239763,0.47227937910369566,0.827363328744257,0.8737131790865102,0.7957401173172428,0.9593266729885341,80,0.004662921102505934,0.0022691842134317363,0.007056657991580131
source_all,All,All,Adam,own_fresh_over_own_preserved,loss_after,90,29,1.1450322822037597,1.0859152525730065,1.204149311834513,1.1158399448978082,1.0659226331900307,1.168094891561956,90,-0.004662921102505934,-0.007056657991580131,-0.0022691842134317363
source_all,All,All,Adam,own_fresh_over_own_preserved,recovery_after,90,27,0.9996375586784236,0.9902967888411593,1.008978328515688,0.9986124130026914,0.9890865148185255,1.0082300551696695,90,0.0010610876122982677,-0.0027330315947514004,0.004855206819347936
source_all,All,All,Muon,switched_fresh_over_own_fresh,total_decrease,90,60,10.630019310547251,8.760479229542542,12.49955939155196,5.137347203875286,3.73923605840518,7.058216138518359,90,0.10005028532095217,0.06386034114370523,0.1362402294981991
source_all,All,All,Muon,switched_fresh_over_own_fresh,loss_after,90,60,0.9125243217395099,0.7660831194680386,1.0589655240109812,0.5272733348984188,0.4055391505382476,0.6855495192656609,90,-0.10005028532095217,-0.1362402294981991,-0.06386034114370523
source_all,All,All,Muon,switched_fresh_over_own_fresh,recovery_after,90,30,1.058924157814862,0.920544954533518,1.197303361096206,0.8354515118719068,0.7158761700803963,0.9749999481204527,90,-0.13094926647010788,-0.2096937374252212,-0.052204795514994545
source_all,All,All,Muon,own_fresh_over_own_preserved,total_decrease,90,0,1.0,1.0,1.0,1.0,1.0,1.0,90,0.0,0.0,0.0
source_all,All,All,Muon,own_fresh_over_own_preserved,loss_after,90,0,1.0,1.0,1.0,1.0,1.0,1.0,90,0.0,0.0,0.0
source_all,All,All,Muon,own_fresh_over_own_preserved,recovery_after,90,0,1.0,1.0,1.0,1.0,1.0,1.0,90,0.0,0.0,0.0
all,All,All,All,switched_fresh_over_own_fresh,total_decrease,180,90,5.916717213688897,4.740790819009153,7.0926436083686415,1.3169403250242029,0.9689184334990358,1.789966791540641,180,-0.005908023423205189,-0.037086717343670465,0.025270670497260086
all,All,All,All,switched_fresh_over_own_fresh,loss_after,180,90,2.0274708937271195,1.6041860125279803,2.4507557749262587,0.7619678852605065,0.5975571315248158,0.9716143068811439,180,0.005908023423205189,-0.025270670497260086,0.037086717343670465
all,All,All,All,switched_fresh_over_own_fresh,recovery_after,180,76,1.3255174232131999,1.2016847629618645,1.4493500834645352,1.0634056042868762,0.9591476687349144,1.1789962235119307,180,0.015557550677168797,-0.03883095047046596,0.06994605182480355
all,All,All,All,own_fresh_over_own_preserved,total_decrease,180,29,0.824910676961988,0.7327467341506277,0.9170746197733484,0.9384451363251836,0.8974461166946152,0.9813171593365663,170,0.002331460551252967,0.0010900301226966435,0.0035728909798092906
all,All,All,All,own_fresh_over_own_preserved,loss_after,180,29,1.07251614110188,1.0411843400820384,1.1038479421217215,1.056333254658684,1.0312204802802958,1.0820575873304146,180,-0.002331460551252967,-0.0035728909798092906,-0.0010900301226966435
all,All,All,All,own_fresh_over_own_preserved,recovery_after,180,27,0.9998187793392118,0.9951613827932191,1.0044761758852045,0.9993059656595128,0.9945732291085271,1.00406122322213,180,0.0005305438061491338,-0.0013628052938753862,0.002423892906173654
