warmup_steps,seeds,parameters,paired_points,mean_tail_accuracy_before,geomean_jvp_tail_drift_sq_ratio_spectral_over_fro,jvp_tail_drift_sq_ratio_ci95_low,jvp_tail_drift_sq_ratio_ci95_high,geomean_scaled_jvp_tail_drift_sq_ratio_spectral_over_fro,scaled_jvp_tail_drift_sq_ratio_ci95_low,scaled_jvp_tail_drift_sq_ratio_ci95_high,geomean_observed_tail_drift_sq_ratio_spectral_over_fro,observed_tail_drift_sq_ratio_ci95_low,observed_tail_drift_sq_ratio_ci95_high,spectral_less_scaled_jvp_tail_drift_fraction,spectral_less_observed_tail_drift_fraction
2000,5,37,185,0.30429999999999996,1.7978501979747774,1.7118534972464805,1.8881670303896045,0.07046341328475582,0.06449786486983072,0.07698072830408927,0.1848283648635414,0.17265952154242525,0.1978548541832739,1.0,1.0
5000,5,37,185,0.38070000000000004,1.713631927321198,1.6177637771866902,1.8151811925479198,0.041890261269656226,0.036924998747974724,0.0475231969868735,0.2816646379608712,0.25280458730157884,0.31381933818703767,1.0,1.0
10000,5,37,185,0.40259999999999996,1.6769067209945407,1.58654247942353,1.772417812562074,0.0481902301184598,0.04232069153586665,0.05487382636226465,0.26956199222202093,0.2424790637115055,0.2996698623727695,0.9837837837837838,0.9837837837837838
