seed,geometry,parameter,shape,gradient_nuclear_rank,update_nuclear_rank
2,frobenius,layer3.0.downsample.0.weight,256x128x1x1,23.173618685860404,23.173761513723385
2,frobenius,layer3.1.conv1.weight,256x256x3x3,59.94022080320427,59.93862945634467
2,frobenius,layer3.1.conv2.weight,256x256x3x3,41.2327609346531,41.23270429144883
2,frobenius,layer4.0.conv1.weight,512x256x3x3,47.446709803611,47.44117229432509
2,frobenius,layer4.0.conv2.weight,512x512x3x3,44.35228248990918,44.35358042479176
2,frobenius,layer4.0.downsample.0.weight,512x256x1x1,17.851266234536187,17.851107374036403
2,frobenius,layer4.1.conv1.weight,512x512x3x3,29.155133913378343,29.1548896110385
2,frobenius,layer4.1.conv2.weight,512x512x3x3,18.471980316007333,18.471607591714406
2,frobenius,fc.weight,100x512,25.00499725002354,25.004904656710334
2,spectral,conv1.weight,64x3x3x3,5.34009781134096,26.99999999983291
2,spectral,layer1.0.conv1.weight,64x64x3x3,20.34231371023245,63.99999999826515
2,spectral,layer1.0.conv2.weight,64x64x3x3,24.66267584242774,63.99999999822679
2,spectral,layer1.1.conv1.weight,64x64x3x3,26.047102661997485,63.999999997970534
2,spectral,layer1.1.conv2.weight,64x64x3x3,31.074576898820954,63.999999997994685
2,spectral,layer2.0.conv1.weight,128x64x3x3,44.427420836542154,127.99999994659774
2,spectral,layer2.0.conv2.weight,128x128x3x3,53.30401292350208,127.9999999471895
2,spectral,layer2.0.downsample.0.weight,128x64x1x1,19.336386802589324,63.999999998015184
2,spectral,layer2.1.conv1.weight,128x128x3x3,49.42805927399839,127.9999999479032
2,spectral,layer2.1.conv2.weight,128x128x3x3,42.316872868771156,127.99999994958283
2,spectral,layer3.0.conv1.weight,256x128x3x3,58.22601012429952,255.9999999021655
2,spectral,layer3.0.conv2.weight,256x256x3x3,61.05657057029407,255.99999989387098
2,spectral,layer3.0.downsample.0.weight,256x128x1x1,23.173618685860404,127.99999994976567
2,spectral,layer3.1.conv1.weight,256x256x3x3,59.94022080320427,255.99999989465996
2,spectral,layer3.1.conv2.weight,256x256x3x3,41.2327609346531,255.99999989373984
2,spectral,layer4.0.conv1.weight,512x256x3x3,47.446709803611,511.9999994913878
2,spectral,layer4.0.conv2.weight,512x512x3x3,44.35228248990918,511.99999952232406
2,spectral,layer4.0.downsample.0.weight,512x256x1x1,17.851266234536187,255.99999990021843
2,spectral,layer4.1.conv1.weight,512x512x3x3,29.155133913378343,511.99999956082996
2,spectral,layer4.1.conv2.weight,512x512x3x3,18.471980316007333,511.9999995057922
2,spectral,fc.weight,100x512,25.00499725002354,99.99999999584388
3,frobenius,conv1.weight,64x3x3x3,6.550450193667793,6.55046299803472
3,frobenius,layer1.0.conv1.weight,64x64x3x3,19.24658347042726,19.246545580607943
3,frobenius,layer1.0.conv2.weight,64x64x3x3,24.93786006731935,24.937928248012682
3,frobenius,layer1.1.conv1.weight,64x64x3x3,21.29204730037055,21.292051146370934
3,frobenius,layer1.1.conv2.weight,64x64x3x3,27.910649781550728,27.910647554865943
3,frobenius,layer2.0.conv1.weight,128x64x3x3,36.43408106832513,36.43427114159601
3,frobenius,layer2.0.conv2.weight,128x128x3x3,48.37191076078334,48.37159989723042
3,frobenius,layer2.0.downsample.0.weight,128x64x1x1,18.460807995543966,18.460731855603278
3,frobenius,layer2.1.conv1.weight,128x128x3x3,48.885606789953634,48.88576750989022
3,frobenius,layer2.1.conv2.weight,128x128x3x3,39.30871870123199,39.30849287306815
3,frobenius,layer3.0.conv1.weight,256x128x3x3,51.9019327665311,51.901442619262774
3,frobenius,layer3.0.conv2.weight,256x256x3x3,57.246010351952,57.2451740888105
3,frobenius,layer3.0.downsample.0.weight,256x128x1x1,23.81791434631783,23.817875695853495
3,frobenius,layer3.1.conv1.weight,256x256x3x3,58.58158990593714,58.58163304933724
3,frobenius,layer3.1.conv2.weight,256x256x3x3,39.74744109437451,39.74655813484591
3,frobenius,layer4.0.conv1.weight,512x256x3x3,29.99145680402768,29.991727873802752
3,frobenius,layer4.0.conv2.weight,512x512x3x3,35.69227199809524,35.691883470793655
3,frobenius,layer4.0.downsample.0.weight,512x256x1x1,17.361082406238154,17.361433114026568
3,frobenius,layer4.1.conv1.weight,512x512x3x3,27.041033327718363,27.0411007076126
3,frobenius,layer4.1.conv2.weight,512x512x3x3,20.71639200303012,20.71597374435229
3,frobenius,fc.weight,100x512,14.435218724591069,14.435176368280006
3,spectral,conv1.weight,64x3x3x3,6.550450193667793,26.999999999889123
3,spectral,layer1.0.conv1.weight,64x64x3x3,19.24658347042726,63.99999999821798
3,spectral,layer1.0.conv2.weight,64x64x3x3,24.93786006731935,63.99999999806607
3,spectral,layer1.1.conv1.weight,64x64x3x3,21.29204730037055,63.999999998632404
3,spectral,layer1.1.conv2.weight,64x64x3x3,27.910649781550728,63.99999999769456
3,spectral,layer2.0.conv1.weight,128x64x3x3,36.43408106832513,127.99999994458693
3,spectral,layer2.0.conv2.weight,128x128x3x3,48.37191076078334,127.99999995162113
3,spectral,layer2.0.downsample.0.weight,128x64x1x1,18.460807995543966,63.99999999838797
3,spectral,layer2.1.conv1.weight,128x128x3x3,48.885606789953634,127.99999994708453
3,spectral,layer2.1.conv2.weight,128x128x3x3,39.30871870123199,127.99999994644568
3,spectral,layer3.0.conv1.weight,256x128x3x3,51.9019327665311,255.99999990322075
3,spectral,layer3.0.conv2.weight,256x256x3x3,57.246010351952,255.9999999084325
3,spectral,layer3.0.downsample.0.weight,256x128x1x1,23.81791434631783,127.99999994290734
3,spectral,layer3.1.conv1.weight,256x256x3x3,58.58158990593714,255.99999989703286
3,spectral,layer3.1.conv2.weight,256x256x3x3,39.74744109437451,255.9999999010787
3,spectral,layer4.0.conv1.weight,512x256x3x3,29.99145680402768,511.99999949006224
3,spectral,layer4.0.conv2.weight,512x512x3x3,35.69227199809524,511.9999994844804
3,spectral,layer4.0.downsample.0.weight,512x256x1x1,17.361082406238154,255.9999999014538
3,spectral,layer4.1.conv1.weight,512x512x3x3,27.041033327718363,511.99999947442154
3,spectral,layer4.1.conv2.weight,512x512x3x3,20.71639200303012,511.9999995149206
3,spectral,fc.weight,100x512,14.435218724591069,99.9999999960661
4,frobenius,conv1.weight,64x3x3x3,4.995101338223886,4.9950869114111365
4,frobenius,layer1.0.conv1.weight,64x64x3x3,18.09524864902539,18.09526163673441
4,frobenius,layer1.0.conv2.weight,64x64x3x3,25.622213336761444,25.62217620481345
4,frobenius,layer1.1.conv1.weight,64x64x3x3,23.23319083463831,23.233111339690637
4,frobenius,layer1.1.conv2.weight,64x64x3x3,26.135445238889755,26.13549103709185
4,frobenius,layer2.0.conv1.weight,128x64x3x3,41.00401444433349,41.00396967167298
4,frobenius,layer2.0.conv2.weight,128x128x3x3,47.697188712080745,47.697471303888726
4,frobenius,layer2.0.downsample.0.weight,128x64x1x1,17.197639483834728,17.197600122757933
4,frobenius,layer2.1.conv1.weight,128x128x3x3,50.26265978225881,50.262415601406
4,frobenius,layer2.1.conv2.weight,128x128x3x3,44.67314020865179,44.67319980645393
4,frobenius,layer3.0.conv1.weight,256x128x3x3,61.826266704181855,61.826104286652296
4,frobenius,layer3.0.conv2.weight,256x256x3x3,60.47921100855862,60.47868090576174
4,frobenius,layer3.0.downsample.0.weight,256x128x1x1,23.63763646188637,23.63785951987521
4,frobenius,layer3.1.conv1.weight,256x256x3x3,57.07592157873248,57.07511148707143
4,frobenius,layer3.1.conv2.weight,256x256x3x3,39.178259753300765,39.178486557627124
4,frobenius,layer4.0.conv1.weight,512x256x3x3,33.62646787127878,33.62883529494175
4,frobenius,layer4.0.conv2.weight,512x512x3x3,35.533365946337774,35.53336414515347
4,frobenius,layer4.0.downsample.0.weight,512x256x1x1,15.262193370075192,15.261958732491113
4,frobenius,layer4.1.conv1.weight,512x512x3x3,24.167132025448144,24.166858239746972
4,frobenius,layer4.1.conv2.weight,512x512x3x3,18.40349373469432,18.402969711581868
4,frobenius,fc.weight,100x512,19.490332787854122,19.490257099138564
4,spectral,conv1.weight,64x3x3x3,4.995101338223886,26.99999999987534
4,spectral,layer1.0.conv1.weight,64x64x3x3,18.09524864902539,63.999999998464226
4,spectral,layer1.0.conv2.weight,64x64x3x3,25.622213336761444,63.9999999985377
4,spectral,layer1.1.conv1.weight,64x64x3x3,23.23319083463831,63.99999999824692
4,spectral,layer1.1.conv2.weight,64x64x3x3,26.135445238889755,63.99999999850765
4,spectral,layer2.0.conv1.weight,128x64x3x3,41.00401444433349,127.99999994495674
4,spectral,layer2.0.conv2.weight,128x128x3x3,47.697188712080745,127.99999994614102
4,spectral,layer2.0.downsample.0.weight,128x64x1x1,17.197639483834728,63.99999999653627
4,spectral,layer2.1.conv1.weight,128x128x3x3,50.26265978225881,127.99999994875117
4,spectral,layer2.1.conv2.weight,128x128x3x3,44.67314020865179,127.99999995143058
4,spectral,layer3.0.conv1.weight,256x128x3x3,61.826266704181855,255.99999989407303
4,spectral,layer3.0.conv2.weight,256x256x3x3,60.47921100855862,255.99999990474345
4,spectral,layer3.0.downsample.0.weight,256x128x1x1,23.63763646188637,127.99999995307537
4,spectral,layer3.1.conv1.weight,256x256x3x3,57.07592157873248,255.99999990185145
4,spectral,layer3.1.conv2.weight,256x256x3x3,39.178259753300765,255.99999989540612
4,spectral,layer4.0.conv1.weight,512x256x3x3,33.62646787127878,511.99999951863407
4,spectral,layer4.0.conv2.weight,512x512x3x3,35.533365946337774,511.99999948561907
4,spectral,layer4.0.downsample.0.weight,512x256x1x1,15.262193370075192,255.99999989033842
4,spectral,layer4.1.conv1.weight,512x512x3x3,24.167132025448144,511.9999994805055
4,spectral,layer4.1.conv2.weight,512x512x3x3,18.40349373469432,511.9999994759608
4,spectral,fc.weight,100x512,19.490332787854122,99.99999999491288
5,frobenius,conv1.weight,64x3x3x3,4.340822598298706,4.340823699095497
5,frobenius,layer1.0.conv1.weight,64x64x3x3,17.88106540469607,17.880875111256906
5,frobenius,layer1.0.conv2.weight,64x64x3x3,25.313791410116814,25.31391462760779
5,frobenius,layer1.1.conv1.weight,64x64x3x3,23.017434535448967,23.017421022115688
5,frobenius,layer1.1.conv2.weight,64x64x3x3,28.646525010258145,28.64654077829476
5,frobenius,layer2.0.conv1.weight,128x64x3x3,38.36885719346033,38.3683482402678
5,frobenius,layer2.0.conv2.weight,128x128x3x3,52.17862744361459,52.178698868236495
5,frobenius,layer2.0.downsample.0.weight,128x64x1x1,20.047276361748214,20.047335068629582
5,frobenius,layer2.1.conv1.weight,128x128x3x3,55.38440975697605,55.3839379574507
5,frobenius,layer2.1.conv2.weight,128x128x3x3,45.692319425903044,45.69247344004357
5,frobenius,layer3.0.conv1.weight,256x128x3x3,56.776078154933614,56.77549455109116
5,frobenius,layer3.0.conv2.weight,256x256x3x3,61.68826000623697,61.6867884840175
5,frobenius,layer3.0.downsample.0.weight,256x128x1x1,23.971427995346524,23.97138231604541
5,frobenius,layer3.1.conv1.weight,256x256x3x3,58.179607677456616,58.17888885309076
5,frobenius,layer3.1.conv2.weight,256x256x3x3,38.6155162816341,38.61514113128316
5,frobenius,layer4.0.conv1.weight,512x256x3x3,36.2871028568488,36.28837661082307
5,frobenius,layer4.0.conv2.weight,512x512x3x3,38.61988567801926,38.61997180282606
5,frobenius,layer4.0.downsample.0.weight,512x256x1x1,15.778611129911416,15.778519304731265
5,frobenius,layer4.1.conv1.weight,512x512x3x3,27.12631822407072,27.126183680438203
5,frobenius,layer4.1.conv2.weight,512x512x3x3,18.255483091047942,18.255651178580745
5,frobenius,fc.weight,100x512,23.04745130250727,23.047414435194025
5,spectral,conv1.weight,64x3x3x3,4.340822598298706,26.99999999984011
5,spectral,layer1.0.conv1.weight,64x64x3x3,17.88106540469607,63.999999998093216
5,spectral,layer1.0.conv2.weight,64x64x3x3,25.313791410116814,63.99999999827974
5,spectral,layer1.1.conv1.weight,64x64x3x3,23.017434535448967,63.99999999810926
5,spectral,layer1.1.conv2.weight,64x64x3x3,28.646525010258145,63.99999999808215
5,spectral,layer2.0.conv1.weight,128x64x3x3,38.36885719346033,127.99999994949347
5,spectral,layer2.0.conv2.weight,128x128x3x3,52.17862744361459,127.99999994565486
5,spectral,layer2.0.downsample.0.weight,128x64x1x1,20.047276361748214,63.9999999980786
5,spectral,layer2.1.conv1.weight,128x128x3x3,55.38440975697605,127.99999995357194
5,spectral,layer2.1.conv2.weight,128x128x3x3,45.692319425903044,127.99999994884698
5,spectral,layer3.0.conv1.weight,256x128x3x3,56.776078154933614,255.99999991407375
5,spectral,layer3.0.conv2.weight,256x256x3x3,61.68826000623697,255.99999991126404
5,spectral,layer3.0.downsample.0.weight,256x128x1x1,23.971427995346524,127.99999995260558
5,spectral,layer3.1.conv1.weight,256x256x3x3,58.179607677456616,255.99999989898316
5,spectral,layer3.1.conv2.weight,256x256x3x3,38.6155162816341,255.99999990385018
5,spectral,layer4.0.conv1.weight,512x256x3x3,36.2871028568488,511.99999950407175
5,spectral,layer4.0.conv2.weight,512x512x3x3,38.61988567801926,511.99999950707496
5,spectral,layer4.0.downsample.0.weight,512x256x1x1,15.778611129911416,255.9999999018609
5,spectral,layer4.1.conv1.weight,512x512x3x3,27.12631822407072,511.99999943454856
5,spectral,layer4.1.conv2.weight,512x512x3x3,18.255483091047942,511.9999994773066
5,spectral,fc.weight,100x512,23.04745130250727,99.99999999484096
6,frobenius,conv1.weight,64x3x3x3,5.814509451417322,5.81449414269288
6,frobenius,layer1.0.conv1.weight,64x64x3x3,24.56174245369993,24.561872938848257
6,frobenius,layer1.0.conv2.weight,64x64x3x3,26.86153948021976,26.861656304339242
6,frobenius,layer1.1.conv1.weight,64x64x3x3,24.603667014388858,24.60369479314401
6,frobenius,layer1.1.conv2.weight,64x64x3x3,27.17719676574488,27.177205280081868
6,frobenius,layer2.0.conv1.weight,128x64x3x3,38.83429264616849,38.8339973219454
6,frobenius,layer2.0.conv2.weight,128x128x3x3,47.03054985291625,47.03064438463519
6,frobenius,layer2.0.downsample.0.weight,128x64x1x1,17.377332552390794,17.37729834491933
6,frobenius,layer2.1.conv1.weight,128x128x3x3,49.47138306570466,49.471707184396585
6,frobenius,layer2.1.conv2.weight,128x128x3x3,44.05314603852252,44.0534765619313
6,frobenius,layer3.0.conv1.weight,256x128x3x3,57.177420155324086,57.17783840182638
6,frobenius,layer3.0.conv2.weight,256x256x3x3,59.5070171926312,59.50607479567702
6,frobenius,layer3.0.downsample.0.weight,256x128x1x1,22.079434437973852,22.078993745095904
6,frobenius,layer3.1.conv1.weight,256x256x3x3,49.20267660546463,49.202928246701106
6,frobenius,layer3.1.conv2.weight,256x256x3x3,35.587905802961004,35.58795356616701
6,frobenius,layer4.0.conv1.weight,512x256x3x3,40.68092534449316,40.68089336169584
6,frobenius,layer4.0.conv2.weight,512x512x3x3,39.133094528488975,39.13351214127237
6,frobenius,layer4.0.downsample.0.weight,512x256x1x1,16.386936707187587,16.386773646363064
6,frobenius,layer4.1.conv1.weight,512x512x3x3,26.998851060099547,26.99916435960588
6,frobenius,layer4.1.conv2.weight,512x512x3x3,18.0319477049929,18.031643856257432
6,frobenius,fc.weight,100x512,22.63042140569729,22.630397161106163
6,spectral,conv1.weight,64x3x3x3,5.814509451417322,26.999999999870493
6,spectral,layer1.0.conv1.weight,64x64x3x3,24.56174245369993,63.99999999848523
6,spectral,layer1.0.conv2.weight,64x64x3x3,26.86153948021976,63.99999999776771
6,spectral,layer1.1.conv1.weight,64x64x3x3,24.603667014388858,63.99999999852821
6,spectral,layer1.1.conv2.weight,64x64x3x3,27.17719676574488,63.999999997997314
6,spectral,layer2.0.conv1.weight,128x64x3x3,38.83429264616849,127.99999994580848
6,spectral,layer2.0.conv2.weight,128x128x3x3,47.03054985291625,127.99999994910827
6,spectral,layer2.0.downsample.0.weight,128x64x1x1,17.377332552390794,63.99999999805854
6,spectral,layer2.1.conv1.weight,128x128x3x3,49.47138306570466,127.99999994883525
6,spectral,layer2.1.conv2.weight,128x128x3x3,44.05314603852252,127.99999994878418
6,spectral,layer3.0.conv1.weight,256x128x3x3,57.177420155324086,255.99999990822448
6,spectral,layer3.0.conv2.weight,256x256x3x3,59.5070171926312,255.99999991148744
6,spectral,layer3.0.downsample.0.weight,256x128x1x1,22.079434437973852,127.9999999489108
6,spectral,layer3.1.conv1.weight,256x256x3x3,49.20267660546463,255.99999991297926
6,spectral,layer3.1.conv2.weight,256x256x3x3,35.587905802961004,255.99999990229423
6,spectral,layer4.0.conv1.weight,512x256x3x3,40.68092534449316,511.9999994920266
6,spectral,layer4.0.conv2.weight,512x512x3x3,39.133094528488975,511.999999455041
6,spectral,layer4.0.downsample.0.weight,512x256x1x1,16.386936707187587,255.99999989590762
6,spectral,layer4.1.conv1.weight,512x512x3x3,26.998851060099547,511.9999994817657
6,spectral,layer4.1.conv2.weight,512x512x3x3,18.0319477049929,511.9999994524654
6,spectral,fc.weight,100x512,22.63042140569729,99.99999999585243
7,frobenius,conv1.weight,64x3x3x3,3.8873057148668586,3.8873068000306135
7,frobenius,layer1.0.conv1.weight,64x64x3x3,18.83853091198183,18.83858966734878
7,frobenius,layer1.0.conv2.weight,64x64x3x3,31.001670783535342,31.00173091061318
7,frobenius,layer1.1.conv1.weight,64x64x3x3,29.203634989249032,29.20369465319535
7,frobenius,layer1.1.conv2.weight,64x64x3x3,30.675596438978825,30.675584629074304
7,frobenius,layer2.0.conv1.weight,128x64x3x3,40.43667270164379,40.436747539288916
7,frobenius,layer2.0.conv2.weight,128x128x3x3,62.18946863618299,62.1892865363627
7,frobenius,layer2.0.downsample.0.weight,128x64x1x1,22.462357948142948,22.462367111769854
7,frobenius,layer2.1.conv1.weight,128x128x3x3,59.445444979558985,59.4459660625024
7,frobenius,layer2.1.conv2.weight,128x128x3x3,48.65224225069353,48.652108091922244
7,frobenius,layer3.0.conv1.weight,256x128x3x3,73.98943605534227,73.9889905224268
7,frobenius,layer3.0.conv2.weight,256x256x3x3,78.73651707238905,78.737803165674
7,frobenius,layer3.0.downsample.0.weight,256x128x1x1,29.919034348883265,29.91939157857383
7,frobenius,layer3.1.conv1.weight,256x256x3x3,73.08569551836062,73.08677979249228
7,frobenius,layer3.1.conv2.weight,256x256x3x3,48.34564918529819,48.34566180844928
7,frobenius,layer4.0.conv1.weight,512x256x3x3,48.86415425124422,48.86449940698499
7,frobenius,layer4.0.conv2.weight,512x512x3x3,45.59442658087102,45.59280480033084
7,frobenius,layer4.0.downsample.0.weight,512x256x1x1,18.256779353233057,18.256993362286195
7,frobenius,layer4.1.conv1.weight,512x512x3x3,30.17622610934025,30.17582497016091
7,frobenius,layer4.1.conv2.weight,512x512x3x3,19.100504992545613,19.09992673037879
7,frobenius,fc.weight,100x512,26.09456195329086,26.094669166796223
7,spectral,conv1.weight,64x3x3x3,3.8873057148668586,26.999999999835858
7,spectral,layer1.0.conv1.weight,64x64x3x3,18.83853091198183,63.99999999791297
7,spectral,layer1.0.conv2.weight,64x64x3x3,31.001670783535342,63.99999999834896
7,spectral,layer1.1.conv1.weight,64x64x3x3,29.203634989249032,63.99999999813056
7,spectral,layer1.1.conv2.weight,64x64x3x3,30.675596438978825,63.99999999793761
7,spectral,layer2.0.conv1.weight,128x64x3x3,40.43667270164379,127.99999994770522
7,spectral,layer2.0.conv2.weight,128x128x3x3,62.18946863618299,127.99999995284332
7,spectral,layer2.0.downsample.0.weight,128x64x1x1,22.462357948142948,63.999999998236554
7,spectral,layer2.1.conv1.weight,128x128x3x3,59.445444979558985,127.99999995040895
