metric,problem_family,n_pairs,muon_higher_pairs,muon_lower_pairs,geomean_ratio_muon_over_adam,ratio_ci95_low,ratio_ci95_high,mean_delta_muon_minus_adam,delta_ci95_low,delta_ci95_high,ratio_ci95_above_one,delta_ci95_above_zero
nrUpdate,All,24,24,0,4.234900700822585,3.8344145000493826,4.677215764126871,12.27907498516897,11.060493633497906,13.497656336840034,True,True
nrUpdate,MNISTPatchClassifier,24,24,0,4.234900700822585,3.8344145000493826,4.677215764126871,12.27907498516897,11.060493633497906,13.497656336840034,True,True
stUpdate,All,24,24,0,12.88999018461929,11.76844134140546,14.11842419395012,14.896490035042381,13.526449733388166,16.266530336696597,True,True
stUpdate,MNISTPatchClassifier,24,24,0,12.88999018461929,11.76844134140546,14.11842419395012,14.896490035042381,13.526449733388166,16.266530336696597,True,True
nrUpdateFrac,All,24,24,0,3.847489874588116,3.530049453273555,4.193476190915825,0.73488287522702,0.713322983279267,0.756442767174773,True,True
nrUpdateFrac,MNISTPatchClassifier,24,24,0,3.847489874588116,3.530049453273555,4.193476190915825,0.73488287522702,0.713322983279267,0.756442767174773,True,True
stUpdateFrac,All,24,24,0,11.047317494083199,10.50158731881428,11.621407327293111,0.9088506523631362,0.9044378926096819,0.9132634121165906,True,True
stUpdateFrac,MNISTPatchClassifier,24,24,0,11.047317494083199,10.50158731881428,11.621407327293111,0.9088506523631362,0.9044378926096819,0.9132634121165906,True,True
update_flatness,All,24,24,0,2.929801492468674,2.7209214367639913,3.154716879837722,0.6534203523652398,0.6274836155266351,0.6793570892038444,True,True
update_flatness,MNISTPatchClassifier,24,24,0,2.929801492468674,2.7209214367639913,3.154716879837722,0.6534203523652398,0.6274836155266351,0.6793570892038444,True,True
