run_id,problem_family,setting,kappa,lr,algo,seed,step,num_samples,train_batch_size,loss,recovery_error,diagnostic_A_definition,sigma_update,update_rank_ceiling,nrUpdate,stUpdate,nrUpdateFrac,stUpdateFrac,update_flatness,update_grad_inner,update_grad_cosine,update_grad_per_update_norm,layer,nrG,stA,condition_score,delta_gd_pred,delta_spec_pred,filters,kernel_size,stride
11,MNISTPatchClassifier,MNIST patch filters=16 kernel=5 stride=2 lr=1e-02,1.0,0.01,Muon,2,3,512,64,2.302497927311731,0.888671875,full_patch_and_classifier_activation,"[[0.010000000000000009,0.010000000000000005,0.010000000000000005,0.010000000000000005,0.010000000000000004,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.010000000000000002]]",10.0,9.999999999999998,9.999999999999991,0.9999999999999998,0.9999999999999991,0.9999999999999993,5.0004647264733406e-05,0.37519119390223116,0.0015812857894986628,2,1.4076843198178155,1.0082898657783088,1.3961107490961542,4.643880711871155e-05,6.483371779363621e-05,16,5,2
10,MNISTPatchClassifier,MNIST patch filters=16 kernel=5 stride=2 lr=1e-02,1.0,0.01,Adam,2,4,512,64,2.3019993204191436,0.888671875,full_patch_and_classifier_activation,"[[0.04644669182642306,0.01084543916274532,0.007508473905279561,0.0062296489136636195,0.0040175656607287814,0.003013739269989048,0.0024131362642456447,0.0010591606381205796,0.0005123397336641613,0.00047201862743051503,0.0002907221367435839,0.0002455292709037402,0.00021682241442445776,0.0001005696246319471,5.779275835359049e-05,4.460285925255661e-05]]",16.0,2.8997299096353433,1.1138788599772944,0.18123311935220895,0.0696174287485809,0.38413193459020145,0.00020772550096031126,0.830001322058236,0.004237561824372256,1,1.3118559252771391,1.827194742482911,0.7179617447314368,1.7543201313743634e-10,1.2595347423390214e-10,16,5,2
10,MNISTPatchClassifier,MNIST patch filters=16 kernel=5 stride=2 lr=1e-02,1.0,0.01,Adam,2,4,512,64,2.3019993204191436,0.888671875,full_patch_and_classifier_activation,"[[0.023975686142353705,0.009413979615999532,0.0045258389732756475,0.0034821384024746457,0.0029062483861875404,0.0013273022757443688,0.0006240889882037327,0.0004395023729528566,0.00034718466871140716,0.00013666775218431834]]",10.0,3.148288311933962,1.2299124671450559,0.3148288311933962,0.12299124671450559,0.3906606845640299,0.00024026629420204065,0.6273209372481227,0.009036176460387735,2,1.0589128186381058,1.0001504235342966,1.0587535571860849,3.3444640537974516e-05,3.5409632138390453e-05,16,5,2
11,MNISTPatchClassifier,MNIST patch filters=16 kernel=5 stride=2 lr=1e-02,1.0,0.01,Muon,2,4,512,64,2.3024523681011453,0.888671875,full_patch_and_classifier_activation,"[[0.010000000000000007,0.010000000000000007,0.010000000000000005,0.010000000000000004,0.010000000000000004,0.010000000000000004,0.010000000000000004,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.01,0.01,0.01,0.009999999999999998,0.009999999999999997]]",16.0,16.0,15.999999999999984,1.0,0.999999999999999,0.999999999999999,5.283396628821893e-05,0.3956657733797208,0.001320849157205473,1,2.5048224675867656,1.827194742482911,1.3708568711089055,7.500389200384973e-11,1.0281960071338769e-10,16,5,2
11,MNISTPatchClassifier,MNIST patch filters=16 kernel=5 stride=2 lr=1e-02,1.0,0.01,Muon,2,4,512,64,2.3024523681011453,0.888671875,full_patch_and_classifier_activation,"[[0.010000000000000002,0.010000000000000002,0.009999999999999998,0.009999999999999998,0.009999999999999998,0.009999999999999998,0.009999999999999998,0.009999999999999998,0.009999999999999998,0.009999999999999998]]",10.0,9.999999999999996,9.999999999999993,0.9999999999999997,0.9999999999999993,0.9999999999999997,5.106566396300258e-05,0.3745173387793034,0.0016148380835186854,2,1.402632370463313,1.007358221862877,1.3923868788894855,3.5701851949531534e-05,4.97107902065827e-05,16,5,2
10,MNISTPatchClassifier,MNIST patch filters=16 kernel=5 stride=2 lr=1e-02,1.0,0.01,Adam,2,5,512,64,2.302248613878096,0.888671875,full_patch_and_classifier_activation,,,,,,,,,,,1,1.542221214730928,1.827194742482911,0.8440376818484371,9.863189226772082e-11,8.324903370597186e-11,16,5,2
10,MNISTPatchClassifier,MNIST patch filters=16 kernel=5 stride=2 lr=1e-02,1.0,0.01,Adam,2,5,512,64,2.302248613878096,0.888671875,full_patch_and_classifier_activation,,,,,,,,,,,2,1.0750880693270548,1.0001323073710884,1.0749458460680992,1.9109845998331596e-05,2.054204957490764e-05,16,5,2
11,MNISTPatchClassifier,MNIST patch filters=16 kernel=5 stride=2 lr=1e-02,1.0,0.01,Muon,2,5,512,64,2.3024674673580963,0.888671875,full_patch_and_classifier_activation,,,,,,,,,,,1,3.5410311552615132,1.827194742482911,1.9379604554081247,3.246148894076374e-11,6.29090818908683e-11,16,5,2
11,MNISTPatchClassifier,MNIST patch filters=16 kernel=5 stride=2 lr=1e-02,1.0,0.01,Muon,2,5,512,64,2.3024674673580963,0.888671875,full_patch_and_classifier_activation,,,,,,,,,,,2,1.6614402005538778,1.0058113650708518,1.6518407509114215,2.011481889469656e-05,3.322647754746281e-05,16,5,2
12,MNISTPatchClassifier,MNIST patch filters=16 kernel=7 stride=2 lr=3e-03,1.0,0.003,Adam,0,0,512,64,2.302613307810712,0.8828125,full_patch_and_classifier_activation,"[[0.012408519114460701,0.004333015954470059,0.0031290705845167487,0.002404822198898268,0.002106401065440503,0.001243601014249188,3.978944939610938e-06,9.400365673917721e-07,7.158796603514027e-07,2.8507443376168113e-07,8.118809399430611e-08,2.6564980248204632e-08,2.262826896838496e-08,1.5944019364951e-08,8.268754500149648e-09,2.107936195529878e-09]]",16.0,3.3811642998869393,1.2619498168234682,0.2113227687429337,0.07887186355146676,0.3732293686129555,6.905636761922582e-05,0.7252349095804796,0.004954076791098767,1,2.386444060561708,2.1757091732102114,1.0968580221779192,1.9179386791517726e-10,2.1037064262729437e-10,16,7,2
12,MNISTPatchClassifier,MNIST patch filters=16 kernel=7 stride=2 lr=3e-03,1.0,0.003,Adam,0,0,512,64,2.302613307810712,0.8828125,full_patch_and_classifier_activation,"[[0.0055916512596451765,0.002104642434411823,0.0015034155482840303,0.0012184510059062795,0.0005048985940551557,4.1702990310958755e-08,2.948309394446168e-08,2.589621331917666e-08,9.061892206813069e-09,2.3067635546787402e-09]]",10.0,3.00574169512916,1.2695954562307732,0.300574169512916,0.12695954562307732,0.4223900737339365,3.112103754513935e-05,0.6252573955307008,0.004939480898481639,2,1.4214056601021172,1.0054141051569983,1.4137514610262611,3.880983928774933e-05,5.486746699525e-05,16,7,2
13,MNISTPatchClassifier,MNIST patch filters=16 kernel=7 stride=2 lr=3e-03,1.0,0.003,Muon,0,0,512,64,2.302613307810712,0.8828125,full_patch_and_classifier_activation,"[[0.003000000000000001,0.0030000000000000005,0.003,0.003,0.003,0.003,0.0029999999999999996,0.0029999999999999996,0.0029999999999999996,0.0029999999999999996,0.0029999999999999996,0.0029999999999999996,0.0029999999999999988,0.0029999999999999988,0.0029999999999999988,0.0029999999999999988]]",16.0,16.0,15.999999999999988,1.0,0.9999999999999992,0.9999999999999992,3.165781357269565e-05,0.38620299556723686,0.002638151131057972,1,2.386444060561708,2.1757091732102114,1.0968580221779192,1.9179386791517726e-10,2.1037064262729437e-10,16,7,2
13,MNISTPatchClassifier,MNIST patch filters=16 kernel=7 stride=2 lr=3e-03,1.0,0.003,Muon,0,0,512,64,2.302613307810712,0.8828125,full_patch_and_classifier_activation,"[[0.003000000000000002,0.0030000000000000014,0.003000000000000001,0.0030000000000000005,0.003,0.003,0.0029999999999999996,0.002999999999999999,0.002999999999999999,0.0029999999999999988]]",10.0,10.000000000000002,9.99999999999999,1.0000000000000002,0.9999999999999989,0.9999999999999988,2.8255483811519296e-05,0.37701533922403163,0.002978389507813892,2,1.4214056601021172,1.0054141051569983,1.4137514610262611,3.880983928774933e-05,5.486746699525e-05,16,7,2
12,MNISTPatchClassifier,MNIST patch filters=16 kernel=7 stride=2 lr=3e-03,1.0,0.003,Adam,0,1,512,64,2.3026037956701564,0.900390625,full_patch_and_classifier_activation,"[[0.013469594967328344,0.003130305519318302,0.0018882800037033224,0.0011120707490003203,0.0010208407697171425,0.0007836980912270282,0.000694036763072451,0.00046794132787663826,0.000360869668267791,0.00030254014816126707,0.00022297125604838402,0.0002075773143537257,0.00012438081944981955,9.235173665630716e-05,5.186657781435093e-05,1.9350773672610433e-05]]",16.0,2.886026344930027,1.0953519106716745,0.18037664655812669,0.06845949441697965,0.37953635197957,4.5070658079305994e-05,0.79444916298209,0.0031971464305482274,1,3.2383099882197754,2.1757091732102114,1.488392855117543,6.656707632535009e-11,9.907796078871522e-11,16,7,2
12,MNISTPatchClassifier,MNIST patch filters=16 kernel=7 stride=2 lr=3e-03,1.0,0.003,Adam,0,1,512,64,2.3026037956701564,0.900390625,full_patch_and_classifier_activation,"[[0.00551534807943011,0.0013740607754448618,0.0009591965259162823,0.000641062631204242,0.0004533120125848929,0.0003287685764909603,0.00015435686567694945,0.00010559752984779777,4.3187758355290265e-05,2.7491796898758372e-05]]",10.0,2.712787162973491,1.1173685243915485,0.2712787162973491,0.11173685243915485,0.4118894912370489,2.6369882747830824e-05,0.5840739307135281,0.004523109019948885,2,1.4008950211329643,1.005380867267968,1.3933973350216722,3.505951095555935e-05,4.8851829132639516e-05,16,7,2
