setting,seeds,predicted_spectral_less_drift,mean_head_gradient_nuclear_rank,mean_tail_downstream_aware_stable_rank,mean_theory_ratio_spectral_over_fro,theory_ratio_ci95_low,theory_ratio_ci95_high,geomean_tail_output_drift_sq_ratio_spectral_over_fro,tail_output_drift_sq_ratio_ci95_low,tail_output_drift_sq_ratio_ci95_high,median_tail_output_drift_sq_ratio_spectral_over_fro,q05_tail_output_drift_sq_ratio_spectral_over_fro,q95_tail_output_drift_sq_ratio_spectral_over_fro,min_tail_output_drift_sq_ratio_spectral_over_fro,max_tail_output_drift_sq_ratio_spectral_over_fro,spectral_less_tail_output_drift_fraction
high_head_rank_low_tail_srank,500,True,8.607269768303407,1.0000023437499996,0.1161811318418931,0.1161811318418931,0.1161811318418931,1.1712165397395788,1.069117946367259,1.283065341500062,1.303103718404652,0.1813658772724145,5.681705718662656,0.0271236122264391,22.94062978394972,0.416
low_head_rank_high_tail_srank,500,False,1.3874053407732168,9.99999999999999,7.2076989370870335,7.2076989370870335,7.2076989370870335,7.207698937087044,7.207698937087044,7.207698937087044,7.207698937087045,7.207698937087035,7.207698937087053,7.207698937087026,7.207698937087063,0.0
