run_id,problem_family,setting,kappa,lr,algo,seed,step,num_samples,train_batch_size,loss,recovery_error,diagnostic_A_definition,sigma_update,update_rank_ceiling,nrUpdate,stUpdate,nrUpdateFrac,stUpdateFrac,update_flatness,update_grad_inner,update_grad_cosine,update_grad_per_update_norm,layer,nrG,stA,condition_score,delta_gd_pred,delta_spec_pred
0,MatrixFactorizationInput,MF input kappa=1e+02,100.0,0.01,GD,0,0,1024,1024,0.0001532792239327137,0.9994330499176829,downstream_activation_product,"[[0.0021689506545584276,0.00031036632548873554,0.0001603733089312447,3.4001993733136836e-05,3.9463585970598756e-06]]",5.0,1.4851685979894498,1.0261924907028495,0.29703371959788993,0.20523849814056988,0.6909602667953387,1.9574758179186988e-08,1.0,8.909068904968156e-06,1,1.48516859798945,3.5336703960042093,0.4202906416141255,9.242479433522629e-10,3.8845276112205843e-10
0,MatrixFactorizationInput,MF input kappa=1e+02,100.0,0.01,GD,0,0,1024,1024,0.0001532792239327137,0.9994330499176829,downstream_activation_product,"[[0.0001769018503160791,2.272822879234292e-05,1.120697349584826e-05,2.5756453292530333e-06,2.600509623710155e-07]]",5.0,1.4292912646618063,1.0207344771220659,0.2858582529323613,0.20414689542441317,0.714154282166965,1.2952266305989892e-10,0.9999999999999996,7.246978913775052e-07,2,1.4292912646610871,3.5336703960042093,0.4044778104594293,6.115582826352708e-12,2.4736175512864318e-12
0,MatrixFactorizationInput,MF input kappa=1e+02,100.0,0.01,GD,0,0,1024,1024,0.0001532792239327137,0.9994330499176829,downstream_activation_product,"[[0.0001769018503160791,2.272822879234292e-05,1.120697349584826e-05,2.5756453292530333e-06,2.600509623710155e-07]]",5.0,1.4292912646618063,1.0207344771220659,0.2858582529323613,0.20414689542441317,0.714154282166965,1.2952266305989892e-10,0.9999999999999996,7.246978913775052e-07,3,1.4292912646610871,3.5336703960042093,0.4044778104594293,6.115582826352708e-12,2.4736175512864318e-12
0,MatrixFactorizationInput,MF input kappa=1e+02,100.0,0.01,GD,0,0,1024,1024,0.0001532792239327137,0.9994330499176829,downstream_activation_product,"[[0.0001769018503160791,2.272822879234292e-05,1.120697349584826e-05,2.5756453292530333e-06,2.600509623710155e-07]]",5.0,1.4292912646618063,1.0207344771220659,0.2858582529323613,0.20414689542441317,0.714154282166965,1.2952266305989892e-10,0.9999999999999996,7.246978913775052e-07,4,1.4292912646610871,3.5336703960042093,0.4044778104594293,6.115582826352708e-12,2.4736175512864318e-12
0,MatrixFactorizationInput,MF input kappa=1e+02,100.0,0.01,GD,0,0,1024,1024,0.0001532792239327137,0.9994330499176829,downstream_activation_product,"[[0.0001769018503160791,2.272822879234292e-05,1.120697349584826e-05,2.5756453292530333e-06,2.600509623710155e-07]]",5.0,1.4292912646618063,1.0207344771220659,0.2858582529323613,0.20414689542441317,0.714154282166965,1.2952266305989892e-10,0.9999999999999996,7.246978913775052e-07,5,1.4292912646610871,3.5336703960042093,0.4044778104594293,6.115582826352708e-12,2.4736175512864318e-12
0,MatrixFactorizationInput,MF input kappa=1e+02,100.0,0.01,GD,0,0,1024,1024,0.0001532792239327137,0.9994330499176829,downstream_activation_product,"[[0.0001769018503160791,2.272822879234292e-05,1.120697349584826e-05,2.5756453292530333e-06,2.600509623710155e-07]]",5.0,1.4292912646618063,1.0207344771220659,0.2858582529323613,0.20414689542441317,0.714154282166965,1.2952266305989892e-10,0.9999999999999996,7.246978913775052e-07,6,1.4292912646610871,3.5336703960042093,0.4044778104594293,6.115582826352708e-12,2.4736175512864318e-12
0,MatrixFactorizationInput,MF input kappa=1e+02,100.0,0.01,GD,0,0,1024,1024,0.0001532792239327137,0.9994330499176829,downstream_activation_product,"[[0.0001769018503160791,2.272822879234292e-05,1.120697349584826e-05,2.5756453292530333e-06,2.600509623710155e-07]]",5.0,1.4292912646618063,1.0207344771220659,0.2858582529323613,0.20414689542441317,0.714154282166965,1.2952266305989892e-10,0.9999999999999996,7.246978913775052e-07,7,1.4292912646610871,3.5336703960042093,0.4044778104594293,6.115582826352708e-12,2.4736175512864318e-12
0,MatrixFactorizationInput,MF input kappa=1e+02,100.0,0.01,GD,0,0,1024,1024,0.0001532792239327137,0.9994330499176829,downstream_activation_product,"[[0.0001769018503160791,2.272822879234292e-05,1.120697349584826e-05,2.5756453292530333e-06,2.600509623710155e-07]]",5.0,1.4292912646618063,1.0207344771220659,0.2858582529323613,0.20414689542441317,0.714154282166965,1.2952266305989892e-10,0.9999999999999996,7.246978913775052e-07,8,1.4292912646610871,3.5336703960042093,0.4044778104594293,6.115582826352708e-12,2.4736175512864318e-12
0,MatrixFactorizationInput,MF input kappa=1e+02,100.0,0.01,GD,0,0,1024,1024,0.0001532792239327137,0.9994330499176829,downstream_activation_product,"[[0.0001769018503160791,2.272822879234292e-05,1.120697349584826e-05,2.5756453292530333e-06,2.600509623710155e-07]]",5.0,1.4292912646618063,1.0207344771220659,0.2858582529323613,0.20414689542441317,0.714154282166965,1.2952266305989892e-10,0.9999999999999996,7.246978913775052e-07,9,1.4292912646610871,3.5336703960042093,0.4044778104594293,6.115582826352708e-12,2.4736175512864318e-12
0,MatrixFactorizationInput,MF input kappa=1e+02,100.0,0.01,GD,0,0,1024,1024,0.0001532792239327137,0.9994330499176829,downstream_activation_product,"[[0.005624928740538086,0.001754890141739442,0.00048154115179363847,0.0001426930840612684,6.130855144650264e-05]]",5.0,1.8598769009608234,1.1054254099249423,0.3719753801921647,0.22108508198498847,0.5943540722258946,1.4181811983045735e-07,1.0000000000000007,2.3980044062617037e-05,10,1.8598769009608245,35.34676045626529,0.05261802996803792,3.390396272578666e-11,1.7839597267406833e-12
