run_id,problem_family,setting,kappa,seed,candidate,steps,target_relative_update_norm,initial_loss,final_loss,total_decrease,final_recovery_error,mean_delta_loss,mean_update_grad_inner,mean_update_grad_cosine,mean_nrUpdate,mean_stUpdate
59,MatrixSensing,Matrix sensing kappa=1e+05,100000.0,4,PolarMuon,5,0.01,0.011431779149861414,0.01019805368751961,0.0012337254623418052,1.1655948929057522,0.000246745092468361,0.0002484418889499034,0.8228438029000568,59.999999999999986,59.999999999999815
60,SmallMLPDigits,Small MLP digits hidden=16,1.0,0,GD,10,0.01,2.302579040308706,2.3021350922098733,0.00044394809883252506,0.8681640625,7.113434057175461e-05,7.081669357588869e-05,1.0,5.745018425337671,2.0104904675963895
61,SmallMLPDigits,Small MLP digits hidden=16,1.0,0,FreshAdamSign,10,0.01,2.302579040308706,2.302303985389744,0.0002750549189620699,0.884765625,4.47579509465168e-05,4.467650043533983e-05,0.6521679070353174,9.037560878377132,3.097352677050968
62,SmallMLPDigits,Small MLP digits hidden=16,1.0,0,PolarMuon,10,0.01,2.302579040308706,2.3022673759975936,0.00031166431111229187,0.873046875,4.5190532916361545e-05,4.495033940712398e-05,0.6537311349891746,13.0,12.999999999999968
63,SmallMLPDigits,Small MLP digits hidden=16,1.0,1,GD,10,0.01,2.3025328074664575,2.3020327950637274,0.0005000124027301212,0.853515625,8.664329195418041e-05,8.659361471979283e-05,0.9999999999999998,5.871151689414409,2.1514675128325083
64,SmallMLPDigits,Small MLP digits hidden=16,1.0,1,FreshAdamSign,10,0.01,2.3025328074664575,2.3022643384730186,0.0002684689934389084,0.87109375,5.226998118197379e-05,5.254678993971088e-05,0.6092823429185119,9.670926239210003,3.442568892656889
65,SmallMLPDigits,Small MLP digits hidden=16,1.0,1,PolarMuon,10,0.01,2.3025328074664575,2.302198105102746,0.00033470236371169193,0.8662109375,5.7377438950689805e-05,5.740329939563867e-05,0.6671477492976631,13.0,12.999999999999966
66,SmallMLPDigits,Small MLP digits hidden=16,1.0,2,GD,10,0.01,2.302489903378648,2.301901839625337,0.0005880637533111077,0.7412109375,8.170336304669235e-05,8.170525964580131e-05,1.0,5.6845299339211,2.0346656621706285
67,SmallMLPDigits,Small MLP digits hidden=16,1.0,2,FreshAdamSign,10,0.01,2.302489903378648,2.3020859052250087,0.000403998153639229,0.7705078125,5.4659662289902045e-05,5.471333751485269e-05,0.669608839002758,9.16263617801159,3.3715921968280442
68,SmallMLPDigits,Small MLP digits hidden=16,1.0,2,PolarMuon,10,0.01,2.302489903378648,2.3020830389495868,0.00040686442906112674,0.7763671875,5.320512344888506e-05,5.291920599867462e-05,0.640360511842208,13.0,12.999999999999961
69,SmallMLPDigits,Small MLP digits hidden=16,1.0,3,GD,10,0.01,2.3026929964434295,2.3021448832793348,0.0005481131640947545,0.7509765625,7.279563534630107e-05,7.276046591110583e-05,0.9999999999999998,5.602919250837884,2.004815740472667
70,SmallMLPDigits,Small MLP digits hidden=16,1.0,3,FreshAdamSign,10,0.01,2.3026929964434295,2.3022976605085783,0.0003953359348511931,0.8310546875,4.310421992337332e-05,4.320455360294381e-05,0.5893856194354475,9.67627388693485,3.2307496860302343
71,SmallMLPDigits,Small MLP digits hidden=16,1.0,3,PolarMuon,10,0.01,2.3026929964434295,2.302236382891924,0.0004566135515053915,0.8212890625,4.752224042627873e-05,4.754648572177958e-05,0.6548034150649085,13.0,12.999999999999968
72,SmallMLPDigits,Small MLP digits hidden=16,1.0,4,GD,10,0.01,2.3027054241295115,2.3020362109588293,0.000669213170682248,0.8486328125,7.764789621309554e-05,7.841305091357592e-05,1.0,5.746912918705726,1.8916895727959875
73,SmallMLPDigits,Small MLP digits hidden=16,1.0,4,FreshAdamSign,10,0.01,2.3027054241295115,2.3022681800336384,0.00043724409587309054,0.9140625,5.075022577081256e-05,5.142214754102418e-05,0.6583573696976052,9.525567739164558,3.001386591215208
74,SmallMLPDigits,Small MLP digits hidden=16,1.0,4,PolarMuon,10,0.01,2.3027054241295115,2.302233673312705,0.00047175081680661535,0.9072265625,5.205724756187635e-05,5.24020030411043e-05,0.6589361791220764,13.0,12.999999999999966
75,SmallMLPDigits,Small MLP digits hidden=64,1.0,0,GD,10,0.01,2.3026985408830147,2.300572504499085,0.002126036383929719,0.759765625,0.0003152704745067236,0.000315373393742694,0.9999999999999998,7.442129846962129,2.3580185678081755
76,SmallMLPDigits,Small MLP digits hidden=64,1.0,0,FreshAdamSign,10,0.01,2.3026985408830147,2.30125205247945,0.0014464884035647607,0.80859375,0.0001921559562396258,0.00019244277828777692,0.6148107653455531,17.680442276247977,3.9193084711746096
77,SmallMLPDigits,Small MLP digits hidden=64,1.0,0,PolarMuon,10,0.01,2.3026985408830147,2.3015005683431444,0.0011979725398703067,0.826171875,0.00013934170943601386,0.00013946472993999842,0.44821717107029385,37.0,36.999999999999886
78,SmallMLPDigits,Small MLP digits hidden=64,1.0,1,GD,10,0.01,2.3028649017923835,2.3008152763471363,0.0020496254452471163,0.7431640625,0.00030110899254616187,0.000300519135245417,0.9999999999999998,7.307809642689698,2.109984424835078
79,SmallMLPDigits,Small MLP digits hidden=64,1.0,1,FreshAdamSign,10,0.01,2.3028649017923835,2.3016043049291843,0.001260596863199126,0.826171875,0.00017849818481612266,0.00017955188849884277,0.6020308879905418,17.046110625653064,3.724374817543307
80,SmallMLPDigits,Small MLP digits hidden=64,1.0,1,PolarMuon,10,0.01,2.3028649017923835,2.3018339516238053,0.0010309501685781264,0.8671875,0.00013183627391484266,0.00013195477673691908,0.4456552457454718,37.0,36.99999999999989
81,SmallMLPDigits,Small MLP digits hidden=64,1.0,2,GD,10,0.01,2.302544621857513,2.3000525316751164,0.0024920901823968222,0.6953125,0.0003220108498344754,0.00032205231547410276,1.0,7.5769644753708985,2.509938921169942
82,SmallMLPDigits,Small MLP digits hidden=64,1.0,2,FreshAdamSign,10,0.01,2.302544621857513,2.300775847007903,0.001768774849610022,0.7275390625,0.00020403385994653965,0.00020519875487489802,0.6431748878861723,17.15981243761364,4.052680712441711
83,SmallMLPDigits,Small MLP digits hidden=64,1.0,2,PolarMuon,10,0.01,2.302544621857513,2.3011787449884142,0.0013658768690989476,0.7958984375,0.0001426556276143298,0.00014280651135866544,0.45107667505659643,37.0,36.999999999999886
84,SmallMLPDigits,Small MLP digits hidden=64,1.0,3,GD,10,0.01,2.30239590189129,2.300226533412915,0.002169368478374789,0.763671875,0.0003275631071221419,0.00032657095651578464,1.0,7.462993490214899,2.3928689287160507
85,SmallMLPDigits,Small MLP digits hidden=64,1.0,3,FreshAdamSign,10,0.01,2.30239590189129,2.3009635115500116,0.001432390341278289,0.7900390625,0.00019525027197500044,0.00019518695701964671,0.6040112635758004,17.877412721059926,4.17399623486827
86,SmallMLPDigits,Small MLP digits hidden=64,1.0,3,PolarMuon,10,0.01,2.30239590189129,2.3012855581917964,0.0011103436994934768,0.7900390625,0.00014244400586411744,0.00014246266574238764,0.44935745223313817,37.0,36.9999999999999
87,SmallMLPDigits,Small MLP digits hidden=64,1.0,4,GD,10,0.01,2.302424395280005,2.30045031639588,0.001974078884125152,0.765625,0.0003143322968317985,0.00031355366032037206,0.9999999999999997,7.350424576805014,2.1512719816291304
88,SmallMLPDigits,Small MLP digits hidden=64,1.0,4,FreshAdamSign,10,0.01,2.302424395280005,2.301321876069059,0.0011025192109461734,0.6884765625,0.00018638134331774303,0.00018663916870620867,0.6008583859902183,16.87127974798883,3.6488241243117896
89,SmallMLPDigits,Small MLP digits hidden=64,1.0,4,PolarMuon,10,0.01,2.302424395280005,2.3017144388448947,0.0007099564351102927,0.6884765625,0.00013601241863607781,0.0001361157568297799,0.44518699966070285,37.0,36.9999999999999
