score,score_family,checkpoint_transfer_pairs,mean_spearman,spearman_ci95_low,spearman_ci95_high,mean_pearson,pearson_ci95_low,pearson_ci95_high,mean_top5_overlap_fraction,top5_overlap_ci95_low,top5_overlap_ci95_high
source_observed_residual_positive_control,positive_control,6,0.9402597402597404,0.9215660958425114,0.9589533846769693,0.9490483229559054,0.9338479177831921,0.9642487281286186,0.8666666666666666,0.7840258104809329,0.9493075228524003
scaled_jvp_residual,condition_candidate,6,-0.4872294372294372,-0.5373062194130592,-0.4371526550458151,-0.46279076675052605,-0.5171106735701554,-0.4084708599308967,0.13333333333333333,0.05069247714759968,0.215974189519067
unit_jvp_residual,condition_candidate,6,-0.5426406926406927,-0.6314412295396066,-0.4538401557417789,-0.43967754619664245,-0.4866396434087938,-0.3927154489844911,0.10000000000000002,0.012346135282008258,0.18765386471799178
gradient_nuclear_rank_residual,condition_candidate,6,0.30346320346320343,0.2590979112271745,0.34782849569923235,0.34551434145024923,0.2900547228636015,0.40097396003689695,0.39999999999999997,0.3999999999999999,0.4
alignment_ratio_residual,condition_candidate,6,0.31147186147186146,0.26521075876658856,0.35773296417713435,0.34551238746750107,0.289286828002081,0.40173794693292114,0.39999999999999997,0.3999999999999999,0.4
