source_warmup_steps,target_warmup_steps,score,score_family,points,spearman_score_vs_target_observed,spearman_ci95_low,spearman_ci95_high,pearson_score_vs_target_observed,pearson_ci95_low,pearson_ci95_high,top5_risk_overlap_fraction
5000,10000,early_layer_prior,architecture_prior,21,0.9233766233766234,0.8062695512856355,0.9708371924237571,0.8179250360301648,0.5752432727865922,0.9282663524275954,1.0
5000,10000,gradient_nuclear_rank,condition_candidate,21,-0.13636363636363635,-0.5597097968979127,0.3434279236485426,-0.19622698785088488,-0.600543909910258,0.28800245440291844,0.0
5000,10000,alignment_ratio,condition_candidate,21,-0.15324675324675324,-0.5714381159393768,0.3281275992489967,-0.1997130405928198,-0.602858570964959,0.28467167965149126,0.0
5000,10000,step_size_ratio,condition_candidate,21,0.17272727272727273,-0.3101538497387712,0.5847617953314801,0.2108379205039389,-0.273963536688165,0.6102001356735178,0.2
5000,10000,scaled_jvp_ratio,condition_candidate,21,-0.27792207792207796,-0.6530629277524924,0.2067399012883357,-0.21422797710149344,-0.6124237598012665,0.27067639995196874,0.2
5000,10000,inverse_scaled_jvp_ratio,condition_candidate,21,0.27792207792207796,-0.2067399012883357,0.6530629277524924,0.21422797710149344,-0.27067639995196874,0.6124237598012665,0.0
5000,10000,early_plus_gradient_rank,condition_candidate,21,0.7909090909090909,0.5216927602353248,0.9168740140381018,0.7516381163200926,0.4474583647515769,0.8999396551965809,0.6
5000,10000,early_minus_scaled_jvp,condition_candidate,21,0.8662337662337661,0.6764824542012218,0.9481342144425461,0.8303654734764156,0.6006224046138438,0.9334436369787729,0.6
5000,10000,early_plus_rank_minus_scaled_jvp,condition_candidate,21,0.5818181818181818,0.168395501586466,0.8211698784489099,0.5969123869937341,0.19077816192018923,0.8285610648117395,0.4
10000,2000,source_observed_drift_positive_control,positive_control,21,0.974025974025974,0.9315747644984401,0.9902729604829006,0.9774885985326278,0.9405261019431009,0.991578921884116,1.0
10000,2000,early_layer_prior,architecture_prior,21,0.8974025974025974,0.7458438398349562,0.9606221135991683,0.8231381456394159,0.5858217138736894,0.930441088274771,1.0
10000,2000,gradient_nuclear_rank,condition_candidate,21,-0.12857142857142856,-0.5542389148128591,0.35040474764125346,-0.13877814727552665,-0.5613975606148703,0.3412552692301431,0.0
10000,2000,alignment_ratio,condition_candidate,21,-0.13246753246753248,-0.5569789609205262,0.3469229675183001,-0.13553661651656668,-0.5591308943405248,0.34417092380818604,0.0
10000,2000,step_size_ratio,condition_candidate,21,0.12857142857142856,-0.35040474764125346,0.5542389148128591,0.15016754944185565,-0.3309370874483041,0.5693117244965966,0.2
10000,2000,scaled_jvp_ratio,condition_candidate,21,-0.35454545454545455,-0.6992468506778188,0.12391865897349329,-0.2883504422141571,-0.6595169508994038,0.19586206952891855,0.2
10000,2000,inverse_scaled_jvp_ratio,condition_candidate,21,0.35454545454545455,-0.12391865897349329,0.6992468506778188,0.2883504422141571,-0.19586206952891855,0.6595169508994038,0.0
10000,2000,early_plus_gradient_rank,condition_candidate,21,0.8311688311688311,0.6022773654223328,0.9337764974147106,0.7632528314816001,0.46898576696987326,0.9049951643539337,0.6
10000,2000,early_minus_scaled_jvp,condition_candidate,21,0.8688311688311688,0.6821367933208401,0.9491846190982719,0.838971279402123,0.6184538425446438,0.9370001268923405,0.6
10000,2000,early_plus_rank_minus_scaled_jvp,condition_candidate,21,0.6311688311688312,0.2431924728693103,0.8450411492163759,0.6278381766443,0.23799496608773177,0.8434564749041173,0.4
10000,5000,source_observed_drift_positive_control,positive_control,21,0.9922077922077923,0.9791586964046902,0.9970986038624249,0.9897111936341865,0.9725388396347516,0.9961659900780703,1.0
10000,5000,early_layer_prior,architecture_prior,21,0.916883116883117,0.790930483263557,0.9682994772889666,0.8651248718816538,0.6740752741272326,0.9476852256624767,1.0
10000,5000,gradient_nuclear_rank,condition_candidate,21,-0.1922077922077922,-0.5978668172981125,0.2918281386958801,-0.23584524813554927,-0.6264564128755521,0.2494460530351569,0.0
10000,5000,alignment_ratio,condition_candidate,21,-0.20129870129870128,-0.6039091735907919,0.2831527688211521,-0.23379975014741217,-0.6251393547167624,0.25147512200449545,0.0
10000,5000,step_size_ratio,condition_candidate,21,0.20779220779220778,-0.2769071554730577,0.6081969950711751,0.2499043592233435,-0.23538360676426284,0.6354488625449917,0.2
10000,5000,scaled_jvp_ratio,condition_candidate,21,-0.3090909090909091,-0.6721924271348387,0.1738676108348753,-0.20746562144178737,-0.6079818987100882,0.27722225535279926,0.2
10000,5000,inverse_scaled_jvp_ratio,condition_candidate,21,0.3090909090909091,-0.1738676108348753,0.6721924271348387,0.20746562144178737,-0.27722225535279926,0.6079818987100882,0.0
10000,5000,early_plus_gradient_rank,condition_candidate,21,0.7961038961038961,0.5318276615101756,0.9190806601976323,0.738051529936886,0.42271573231180287,0.893974813045041,0.6
10000,5000,early_minus_scaled_jvp,condition_candidate,21,0.8506493506493505,0.6430197899429732,0.9417939992727529,0.8286357603290164,0.5970657710166822,0.9327263506114614,0.6
10000,5000,early_plus_rank_minus_scaled_jvp,condition_candidate,21,0.5922077922077922,0.18375628974355035,0.826265991736598,0.5743896981352349,0.15753440871110544,0.8175026453876026,0.4
