mode,run_id,problem_family,base_setting,setting,kappa,lr,algo,seed,final_step,final_loss,final_recovery_error,initial_loss,initial_recovery_error,total_loss_decrease,relative_loss_decrease
raw,192,MatrixSensing,Matrix sensing kappa=1e+05,Matrix sensing kappa=1e+05 lr=3e-03,100000.0,0.003,Adam,2,5,0.001258237177381831,1.139966193915106,0.01113613682871832,1.1648279800687005,0.009877899651336489,0.8870131359973022
raw,193,MatrixSensing,Matrix sensing kappa=1e+05,Matrix sensing kappa=1e+05 lr=3e-03,100000.0,0.003,Adam,3,5,0.0012687760093338667,1.1098313898067502,0.011482184353307785,1.1458934577476567,0.010213408343973919,0.8895004669587666
raw,194,MatrixSensing,Matrix sensing kappa=1e+05,Matrix sensing kappa=1e+05 lr=3e-03,100000.0,0.003,Adam,4,5,0.001156451538767909,1.1513425296718964,0.011431779149861414,1.1705555710981141,0.010275327611093506,0.898838883816092
raw,235,MatrixSensing,Matrix sensing kappa=1e+05,Matrix sensing kappa=1e+05 lr=3e-02,100000.0,0.03,Muon,0,5,0.0005520675796881571,1.184970572932283,0.011350617945307562,1.1707003566011327,0.010798550365619405,0.9513623326634488
raw,236,MatrixSensing,Matrix sensing kappa=1e+05,Matrix sensing kappa=1e+05 lr=3e-02,100000.0,0.03,Muon,1,5,0.0005234687683634702,1.2078006051744847,0.01188808980557376,1.1904143411550712,0.011364621037210289,0.9559669571037358
raw,237,MatrixSensing,Matrix sensing kappa=1e+05,Matrix sensing kappa=1e+05 lr=3e-02,100000.0,0.03,Muon,2,5,0.000616534085449725,1.1749859482423597,0.01113613682871832,1.1648279800687005,0.010519602743268594,0.9446366280396463
raw,238,MatrixSensing,Matrix sensing kappa=1e+05,Matrix sensing kappa=1e+05 lr=3e-02,100000.0,0.03,Muon,3,5,0.0005892817919014998,1.1605125862593009,0.011482184353307785,1.1458934577476567,0.010892902561406285,0.9486785986211987
raw,239,MatrixSensing,Matrix sensing kappa=1e+05,Matrix sensing kappa=1e+05 lr=3e-02,100000.0,0.03,Muon,4,5,0.0005743522310027946,1.1916238482144546,0.011431779149861414,1.1705555710981141,0.01085742691885862,0.9497582814124118
raw,290,SmallMLPDigits,Small MLP digits hidden=16,Small MLP digits hidden=16 lr=3e-02,1.0,0.03,Adam,0,10,1.7168547791292297,0.4833984375,2.302579040308706,0.8955078125,0.5857242611794762,0.25437748321592835
raw,291,SmallMLPDigits,Small MLP digits hidden=16,Small MLP digits hidden=16 lr=3e-02,1.0,0.03,Adam,1,10,1.4434217254640664,0.2919921875,2.3025328074664575,0.9150390625,0.8591110820023911,0.37311567471114365
raw,292,SmallMLPDigits,Small MLP digits hidden=16,Small MLP digits hidden=16 lr=3e-02,1.0,0.03,Adam,2,10,1.4464589403487482,0.40234375,2.302489903378648,0.87109375,0.8560309630298997,0.3717848932904198
raw,293,SmallMLPDigits,Small MLP digits hidden=16,Small MLP digits hidden=16 lr=3e-02,1.0,0.03,Adam,3,10,1.661905164686647,0.6015625,2.3026929964434295,0.91796875,0.6407878317567826,0.27827757879426235
raw,294,SmallMLPDigits,Small MLP digits hidden=16,Small MLP digits hidden=16 lr=3e-02,1.0,0.03,Adam,4,10,1.5255157625769602,0.4208984375,2.3027054241295115,0.9755859375,0.7771896615525513,0.33751154333878863
raw,295,SmallMLPDigits,Small MLP digits hidden=16,Small MLP digits hidden=16 lr=3e-02,1.0,0.03,Muon,0,10,2.2126659763888936,0.1826171875,2.302579040308706,0.8955078125,0.08991306391981224,0.03904885015706459
raw,296,SmallMLPDigits,Small MLP digits hidden=16,Small MLP digits hidden=16 lr=3e-02,1.0,0.03,Muon,1,10,2.2044942947918105,0.15625,2.3025328074664575,0.9150390625,0.09803851267464703,0.042578551913239227
raw,297,SmallMLPDigits,Small MLP digits hidden=16,Small MLP digits hidden=16 lr=3e-02,1.0,0.03,Muon,2,10,2.2092759987116657,0.255859375,2.302489903378648,0.87109375,0.0932139046669822,0.04048395805349729
raw,298,SmallMLPDigits,Small MLP digits hidden=16,Small MLP digits hidden=16 lr=3e-02,1.0,0.03,Muon,3,10,2.2113156248477344,0.375,2.3026929964434295,0.91796875,0.09137737159569514,0.03968282864317124
raw,299,SmallMLPDigits,Small MLP digits hidden=16,Small MLP digits hidden=16 lr=3e-02,1.0,0.03,Muon,4,10,2.203549206231252,0.3916015625,2.3027054241295115,0.9755859375,0.09915621789825968,0.04306074796160415
raw,350,SmallMLPDigits,Small MLP digits hidden=64,Small MLP digits hidden=64 lr=3e-02,1.0,0.03,Adam,0,10,0.8706698102598437,0.1923828125,2.3026985408830147,0.953125,1.4320287306231712,0.6218915351698758
raw,351,SmallMLPDigits,Small MLP digits hidden=64,Small MLP digits hidden=64 lr=3e-02,1.0,0.03,Adam,1,10,0.7085717652147634,0.1318359375,2.3028649017923835,0.927734375,1.59429313657762,0.6923085828164465
