mode,run_id,problem_family,base_setting,setting,kappa,lr,algo,seed,final_step,final_loss,final_recovery_error,initial_loss,initial_recovery_error,total_loss_decrease,relative_loss_decrease
raw,34,MatrixSensing,Matrix sensing kappa=1e+02,Matrix sensing kappa=1e+02 lr=3e-04,100.0,0.0003,Adam,4,5,0.009235127588270838,1.1343586072042577,0.012768712634677852,1.1560304324896953,0.003533585046407014,0.27673776891261087
equal_update,34,MatrixSensing,Matrix sensing kappa=1e+02,Matrix sensing kappa=1e+02 lr=3e-04,100.0,0.0003,Adam,2,5,0.01160982558283579,1.142131688724078,0.012096481701537817,1.145254681706576,0.0004866561187020259,0.04023121191016704
raw,35,MatrixSensing,Matrix sensing kappa=1e+02,Matrix sensing kappa=1e+02 lr=3e-04,100.0,0.0003,Muon,0,5,0.012085693984963694,1.150932814346393,0.012595069754438687,1.1531162994796222,0.0005093757694749936,0.04044247307923658
equal_update,35,MatrixSensing,Matrix sensing kappa=1e+02,Matrix sensing kappa=1e+02 lr=3e-04,100.0,0.0003,Muon,2,5,0.011593460756645566,1.1430811452783136,0.012096481701537817,1.145254681706576,0.0005030209448922511,0.04158407025311355
raw,36,MatrixSensing,Matrix sensing kappa=1e+02,Matrix sensing kappa=1e+02 lr=3e-04,100.0,0.0003,Muon,1,5,0.012246713341588378,1.171578159717887,0.012757591945778827,1.17359807729054,0.0005108786041904487,0.04004506542941169
equal_update,36,MatrixSensing,Matrix sensing kappa=1e+02,Matrix sensing kappa=1e+02 lr=3e-04,100.0,0.0003,Adam,3,5,0.011770156577860014,1.130484204882104,0.012269097258227316,1.1338721945050623,0.0004989406803673022,0.04066645408917322
raw,37,MatrixSensing,Matrix sensing kappa=1e+02,Matrix sensing kappa=1e+02 lr=3e-04,100.0,0.0003,Muon,2,5,0.011593460756645566,1.1430811452783136,0.012096481701537817,1.145254681706576,0.0005030209448922511,0.04158407025311355
equal_update,37,MatrixSensing,Matrix sensing kappa=1e+02,Matrix sensing kappa=1e+02 lr=3e-04,100.0,0.0003,Muon,3,5,0.011754259022155237,1.1317263875424262,0.012269097258227316,1.1338721945050623,0.0005148382360720787,0.041962193732455945
raw,38,MatrixSensing,Matrix sensing kappa=1e+02,Matrix sensing kappa=1e+02 lr=3e-04,100.0,0.0003,Muon,3,5,0.011754259022155237,1.1317263875424262,0.012269097258227316,1.1338721945050623,0.0005148382360720787,0.041962193732455945
equal_update,38,MatrixSensing,Matrix sensing kappa=1e+02,Matrix sensing kappa=1e+02 lr=3e-04,100.0,0.0003,Adam,4,5,0.012270711292123116,1.152876360865712,0.012768712634677852,1.1560304324896953,0.000498001342554736,0.039001687703601476
raw,39,MatrixSensing,Matrix sensing kappa=1e+02,Matrix sensing kappa=1e+02 lr=3e-04,100.0,0.0003,Muon,4,5,0.012251687792850229,1.1539417359758968,0.012768712634677852,1.1560304324896953,0.0005170248418276228,0.04049154026878663
equal_update,39,MatrixSensing,Matrix sensing kappa=1e+02,Matrix sensing kappa=1e+02 lr=3e-04,100.0,0.0003,Muon,4,5,0.012251687792850229,1.1539417359758968,0.012768712634677852,1.1560304324896953,0.0005170248418276228,0.04049154026878663
raw,40,MatrixFactorizationInput,MF input kappa=1e+02,MF input kappa=1e+02 lr=1e-03,100.0,0.001,Adam,0,10,0.00014490152938942234,0.9740220057728682,0.0001532792239327137,0.9994330499176829,8.377694543291347e-06,0.0546564258895842
equal_update,40,MatrixFactorizationInput,MF input kappa=1e+02,MF input kappa=1e+02 lr=1e-03,100.0,0.001,Adam,0,10,0.00015201207708301638,0.9956639778288493,0.0001532792239327137,0.9994330499176829,1.2671468496973056e-06,0.008266918485009789
