seed,geometry,parameter,shape,gradient_nuclear_rank,update_nuclear_rank,warmup_steps
4,spectral,layer3.0.downsample.0.weight,256x128x1x1,17.947441065725073,127.99999995156182,10000
4,spectral,layer3.1.conv1.weight,256x256x3x3,40.299388187927015,255.9999999075233,10000
4,spectral,layer3.1.conv2.weight,256x256x3x3,23.731307304158193,255.99999988824467,10000
4,spectral,layer4.0.conv1.weight,512x256x3x3,21.082177258231802,511.999999504434,10000
4,spectral,layer4.0.conv2.weight,512x512x3x3,18.780392100996124,511.99999947031796,10000
4,spectral,layer4.0.downsample.0.weight,512x256x1x1,8.392042358458406,255.99999990336804,10000
4,spectral,layer4.1.conv1.weight,512x512x3x3,16.025427554335923,511.9999994891346,10000
4,spectral,layer4.1.conv2.weight,512x512x3x3,22.77898119176459,511.99999943779574,10000
4,spectral,fc.weight,100x512,18.68756754956508,99.99999999643066,10000
5,frobenius,conv1.weight,64x3x3x3,5.47162111450144,5.471620831198937,10000
5,frobenius,layer1.0.conv1.weight,64x64x3x3,22.909806874679226,22.909760710175334,10000
5,frobenius,layer1.0.conv2.weight,64x64x3x3,26.706745318370032,26.706660759280823,10000
5,frobenius,layer1.1.conv1.weight,64x64x3x3,25.52632051270853,25.52617985513541,10000
5,frobenius,layer1.1.conv2.weight,64x64x3x3,29.83031352840165,29.83021798501704,10000
5,frobenius,layer2.0.conv1.weight,128x64x3x3,40.11361456985583,40.1136963810702,10000
5,frobenius,layer2.0.conv2.weight,128x128x3x3,46.736528977339354,46.736782301312026,10000
5,frobenius,layer2.0.downsample.0.weight,128x64x1x1,17.879192566746028,17.879097823661958,10000
5,frobenius,layer2.1.conv1.weight,128x128x3x3,41.10201988229516,41.1020602401486,10000
5,frobenius,layer2.1.conv2.weight,128x128x3x3,31.497207172207265,31.497125264327323,10000
5,frobenius,layer3.0.conv1.weight,256x128x3x3,36.53607800297967,36.53564030414925,10000
5,frobenius,layer3.0.conv2.weight,256x256x3x3,35.55001742500048,35.55010450170785,10000
5,frobenius,layer3.0.downsample.0.weight,256x128x1x1,13.958102448593337,13.958048737945223,10000
5,frobenius,layer3.1.conv1.weight,256x256x3x3,27.448730651798076,27.44846492613434,10000
5,frobenius,layer3.1.conv2.weight,256x256x3x3,20.198361838517986,20.19863225998056,10000
5,frobenius,layer4.0.conv1.weight,512x256x3x3,21.77960337655594,21.779517048848124,10000
5,frobenius,layer4.0.conv2.weight,512x512x3x3,21.270078472816184,21.269346102526907,10000
5,frobenius,layer4.0.downsample.0.weight,512x256x1x1,9.014790764422534,9.014687426177808,10000
5,frobenius,layer4.1.conv1.weight,512x512x3x3,17.46652743080583,17.466022923524783,10000
