split_id,split_role,split_display_name,source_warmup_steps,target_warmup_steps,score,score_family,points,spearman_score_vs_target_residual,spearman_ci95_low,spearman_ci95_high,pearson_score_vs_target_residual,pearson_ci95_low,pearson_ci95_high,top5_residual_risk_overlap_fraction,threshold_below_one_accuracy,target_observed_below_one_fraction,predicted_below_one_fraction,frozen_depth_intercept,frozen_depth_slope
primary_heldout_architecture_resnet34,primary_heldout_architecture,ResNet34 CIFAR-100-LT held-out architecture,10000,10000,condition_score_v2_calibrated_residual,primary_candidate,37,0.4027975343764817,0.07829614150696029,0.6501224910522152,0.10346551187846087,-0.23992068645528755,0.42384041000897177,0.4,1.0,1.0,1.0,-0.1179271321515482,0.6101643131658269
primary_heldout_architecture_resnet34,primary_heldout_architecture,ResNet34 CIFAR-100-LT held-out architecture,10000,10000,early_layer_prior,baseline,37,-0.12422949265054528,-0.44094365182316264,0.2199965704848419,-0.4464579838272737,-0.6798283224788965,-0.13098375908654847,0.0,,1.0,,-0.1179271321515482,0.6101643131658269
primary_heldout_architecture_resnet34,primary_heldout_architecture,ResNet34 CIFAR-100-LT held-out architecture,10000,10000,legacy_scaled_jvp_ratio,baseline,37,-0.36083451872925554,-0.6208407990868539,-0.029309553510600383,-0.17501687551640938,-0.481829715134346,0.17002230188448222,0.6,1.0,1.0,1.0,-0.1179271321515482,0.6101643131658269
primary_heldout_architecture_resnet34,primary_heldout_architecture,ResNet34 CIFAR-100-LT held-out architecture,10000,10000,theory_sign_composite,baseline,37,0.2754860123281176,-0.06564178202509573,0.5589589624373557,0.2877061733727192,-0.05241535216655556,0.5680171893881585,0.2,,1.0,,-0.1179271321515482,0.6101643131658269
primary_heldout_architecture_resnet34,primary_heldout_architecture,ResNet34 CIFAR-100-LT held-out architecture,10000,10000,source_observed_drift_positive_control,positive_control,21,0.45324675324675323,-0.0064130485657188175,0.754779788528918,0.6481356960569427,0.27001977163734653,0.8530558241150874,0.4,1.0,1.0,1.0,-0.1179271321515482,0.6101643131658269
primary_heldout_data_cifar10lt_resnet18,primary_heldout_data,ResNet18 CIFAR-10-LT held-out data,2000,2000,condition_score_v2_calibrated_residual,primary_candidate,21,-0.6766233766233766,-0.8662986258505747,-0.3164235233869555,-0.8213193423293487,-0.9296832016253157,-0.5821217907476841,0.0,0.9523809523809523,1.0,0.9523809523809523,0.2972580720705022,0.6284144899585095
primary_heldout_data_cifar10lt_resnet18,primary_heldout_data,ResNet18 CIFAR-10-LT held-out data,2000,2000,early_layer_prior,baseline,21,-0.9025974025974025,-0.9626788927165866,-0.7577326794451474,-0.7720238546616967,-0.9087865588942786,-0.4854775708616683,0.0,,1.0,,0.2972580720705022,0.6284144899585095
primary_heldout_data_cifar10lt_resnet18,primary_heldout_data,ResNet18 CIFAR-10-LT held-out data,2000,2000,legacy_scaled_jvp_ratio,baseline,21,0.6103896103896104,0.2111264128566496,0.8350929349023963,0.7946919739475683,0.5290655337995134,0.9184816670008706,0.8,1.0,1.0,1.0,0.2972580720705022,0.6284144899585095
primary_heldout_data_cifar10lt_resnet18,primary_heldout_data,ResNet18 CIFAR-10-LT held-out data,2000,2000,theory_sign_composite,baseline,21,-0.6311688311688312,-0.8450411492163759,-0.2431924728693103,-0.6814415473905612,-0.8685123506777195,-0.3244460873061621,0.0,,1.0,,0.2972580720705022,0.6284144899585095
primary_heldout_data_cifar10lt_resnet18,primary_heldout_data,ResNet18 CIFAR-10-LT held-out data,2000,2000,source_observed_drift_positive_control,positive_control,21,-0.07142857142857142,-0.512962936641096,0.3999938862821176,0.060513464230627464,-0.4091622301034779,0.504839334438205,0.2,1.0,1.0,1.0,0.2972580720705022,0.6284144899585095
