setting,predicted_spectral_less_drift,seeds,mean_head_gradient_nuclear_rank,mean_tail_activation_stable_rank,mean_tail_downstream_stable_rank,mean_tail_downstream_aware_stable_rank,mean_theory_ratio_spectral_over_fro,mean_tail_output_drift_sq_ratio_spectral_over_fro,median_tail_output_drift_sq_ratio_spectral_over_fro,spectral_less_tail_output_drift_fraction,mean_tail_self_mse_ratio_spectral_over_fro,mean_actual_head_loss_decrease_diff_spectral_minus_fro,mean_tail_ce_increase_diff_spectral_minus_fro,mean_tail_margin_drop_diff_spectral_minus_fro,geomean_tail_output_drift_sq_ratio_spectral_over_fro,tail_output_drift_sq_ratio_ci95_low,tail_output_drift_sq_ratio_ci95_high,geomean_tail_self_mse_ratio_spectral_over_fro,tail_self_mse_ratio_ci95_low,tail_self_mse_ratio_ci95_high,actual_head_loss_decrease_diff_ci95_low,actual_head_loss_decrease_diff_ci95_high,tail_ce_increase_diff_ci95_low,tail_ce_increase_diff_ci95_high,tail_margin_drop_diff_ci95_low,tail_margin_drop_diff_ci95_high
high_head_rank_low_tail_srank,True,80,8.607269768303409,1.0023958333333336,1.0224999999999997,1.0000023437499996,0.11618113184189319,0.34029067593492696,0.340290675934921,1.0,0.340290675934927,-0.00021068827529662214,2.6842384062691905e-05,0.0001354643192158167,0.3402906759349269,0.34029067593491125,0.34029067593494255,0.34029067593492707,0.3402906759349114,0.34029067593494267,-0.0002106882752998375,-0.00021068827529340678,-0.0001661273984523549,0.0002198121665777387,-0.0013510297903385868,0.00162195842877022
low_head_rank_high_tail_srank,False,80,1.3874053407732168,23.999999999999545,9.999999999999993,9.999999999999828,7.207698937086919,7.20769893708704,7.207698937087031,0.0,7.207698937087038,-0.008082941324332227,-6.279587425378486e-05,-9.879009683996242e-05,7.207698937087041,7.207698937087018,7.207698937087063,7.207698937087037,7.207698937087013,7.207698937087061,-0.008082941324332548,-0.008082941324331907,-0.00027899693976633376,0.00015340519125876402,-0.0010742056798596512,0.0008766254861797264
