warmup_steps,seeds,parameters,paired_points,mean_tail_accuracy_before,geomean_jvp_tail_drift_sq_ratio_spectral_over_fro,jvp_tail_drift_sq_ratio_ci95_low,jvp_tail_drift_sq_ratio_ci95_high,geomean_scaled_jvp_tail_drift_sq_ratio_spectral_over_fro,scaled_jvp_tail_drift_sq_ratio_ci95_low,scaled_jvp_tail_drift_sq_ratio_ci95_high,geomean_observed_tail_drift_sq_ratio_spectral_over_fro,observed_tail_drift_sq_ratio_ci95_low,observed_tail_drift_sq_ratio_ci95_high,spectral_less_scaled_jvp_tail_drift_fraction,spectral_less_observed_tail_drift_fraction
2000,10,21,210,0.4642,2.253112445151174,2.152562449300659,2.3583593089921266,0.18320104433230827,0.16701536465101863,0.20095529961915803,0.3295317556175581,0.3103959003128144,0.34984733319915867,1.0,1.0
5000,10,21,210,0.4606,2.340007186341105,2.2305572428011016,2.4548276668532365,0.21041223928351802,0.19254071893882962,0.22994258401190512,0.37989036452396974,0.3583073587747187,0.4027734444295684,0.9952380952380953,1.0
10000,10,21,210,0.45680000000000004,2.42014302707399,2.3026411312512285,2.5436409486493363,0.22620447670521354,0.20609050358406522,0.24828152870521594,0.4241541099940339,0.4006758745274624,0.44900808973588496,0.9761904761904762,0.9904761904761905
