group_type,problem_family,base_setting,source_algo,checkpoint_step,metric,n_pairs,switched_better_pairs,mean_signed_switched_over_own,signed_ratio_ci95_low,signed_ratio_ci95_high,geomean_switched_over_own,ratio_ci95_low,ratio_ci95_high,positive_ratio_pairs,mean_delta_switched_minus_own,delta_ci95_low,delta_ci95_high
setting_source_checkpoint,MatrixSensing,Matrix sensing kappa=1e+05,Muon,0,total_decrease,5,0,0.9155188576835018,0.9109589703230803,0.9200787450439234,0.9155129572816523,0.9109601711916829,0.9200884972326975,5,-0.0008492070348616491,-0.0008908337049694239,-0.0008075803647538743
setting_source_checkpoint,MatrixSensing,Matrix sensing kappa=1e+05,Muon,0,loss_after,5,0,1.6096589561303656,1.522602438898398,1.696715473362333,1.6084496037968117,1.5243698194604496,1.6971669833176226,5,0.0008492070348616488,0.0008075803647538745,0.0008908337049694231
setting_source_checkpoint,MatrixSensing,Matrix sensing kappa=1e+05,Muon,0,recovery_after,5,0,1.03418931251867,1.025641797239875,1.0427368277974651,1.0341710222216163,1.0256728198972735,1.042739636319913,5,0.039481825894645974,0.02922003027599151,0.04974362151330044
setting_source_checkpoint,MatrixSensing,Matrix sensing kappa=1e+05,Muon,1,total_decrease,5,0,0.839972910400242,0.835568367254534,0.8443774535459501,0.8399669332599041,0.8355825644333307,0.8443743072218475,5,-0.0011261116439557925,-0.001175544262828657,-0.001076679025082928
setting_source_checkpoint,MatrixSensing,Matrix sensing kappa=1e+05,Muon,1,loss_after,5,0,1.8060973743903723,1.7327144558161125,1.8794802929646321,1.8053268754239118,1.733649485365213,1.8799677527901644,5,0.0011261116439557923,0.0010766790250829276,0.001175544262828657
setting_source_checkpoint,MatrixSensing,Matrix sensing kappa=1e+05,Muon,1,recovery_after,5,0,1.0428899521334536,1.034200987982174,1.051578916284733,1.0428711415370535,1.0342093260608094,1.0516055023341084,5,0.04951742755805348,0.03902947612921752,0.06000537898688944
setting_source_checkpoint,MatrixSensing,Matrix sensing kappa=1e+05,Muon,3,total_decrease,5,0,0.31275118620312814,0.22964140978322406,0.3958609626230322,0.3071757246134177,0.23632108785407344,0.39927425287599794,5,-0.0017821291626838188,-0.0019510243818710808,-0.0016132339434965569
setting_source_checkpoint,MatrixSensing,Matrix sensing kappa=1e+05,Muon,3,loss_after,5,0,2.281399917590051,2.0564532617652547,2.5063465734148473,2.275496947037764,2.0576949175045827,2.5163527945423207,5,0.0017821291626838188,0.0016132339434965569,0.0019510243818710808
setting_source_checkpoint,MatrixSensing,Matrix sensing kappa=1e+05,Muon,3,recovery_after,5,0,1.054140771621829,1.0471401008322077,1.0611414424114503,1.054128708425612,1.0471514730626614,1.0611524335415372,5,0.06248178102259403,0.05374315639245646,0.0712204056527316
setting_source_checkpoint,SmallMLPDigits,Small MLP digits hidden=16,Adam,0,total_decrease,5,0,0.08838805559141971,0.055164245335688436,0.12161186584715099,0.08561679520132282,0.06105663618975706,0.12005632930323439,5,-0.150359451567107,-0.201774665194454,-0.09894423793976001
setting_source_checkpoint,SmallMLPDigits,Small MLP digits hidden=16,Adam,0,loss_after,5,0,1.0706260635748979,1.0452194106251715,1.0960327165246242,1.0704681891057302,1.0451927331147062,1.0963548708117,5,0.150359451567107,0.09894423793976001,0.201774665194454
setting_source_checkpoint,SmallMLPDigits,Small MLP digits hidden=16,Adam,0,recovery_after,5,5,0.5406511594204169,0.3488957261386992,0.7324065927021346,0.5227155984820817,0.36344019405462386,0.7517924581985421,5,-0.280078125,-0.40163397486931385,-0.15852227513068615
setting_source_checkpoint,SmallMLPDigits,Small MLP digits hidden=16,Adam,1,total_decrease,5,0,0.10564604372036386,0.07958014006660477,0.13171194737412295,0.10403459173842529,0.08170446013609058,0.13246763102226283,5,-0.14529241577476526,-0.19437529125206773,-0.09620954029746279
setting_source_checkpoint,SmallMLPDigits,Small MLP digits hidden=16,Adam,1,loss_after,5,0,1.0682424410477016,1.0439632460143922,1.092521636081011,1.0680980356980962,1.0439430548005828,1.0928119197843191,5,0.14529241577476526,0.09620954029746279,0.19437529125206773
setting_source_checkpoint,SmallMLPDigits,Small MLP digits hidden=16,Adam,1,recovery_after,5,4,0.8958813000156312,0.725975518239661,1.0657870817916013,0.8877477262979346,0.7366644467528463,1.0698168331877727,5,-0.0642578125,-0.16555913023020996,0.03704350523020995
setting_source_checkpoint,SmallMLPDigits,Small MLP digits hidden=16,Adam,3,total_decrease,5,0,0.14179023212410083,0.11394343306714734,0.16963703118105433,0.14029020511449294,0.1142340932526368,0.17228955989119485,5,-0.12890722640607252,-0.17156260080673955,-0.0862518520054055
setting_source_checkpoint,SmallMLPDigits,Small MLP digits hidden=16,Adam,3,loss_after,5,0,1.0605411223965349,1.0394084902354976,1.081673754557572,1.0604310607415979,1.0393956056601474,1.081892234738997,5,0.12890722640607252,0.0862518520054055,0.17156260080673955
setting_source_checkpoint,SmallMLPDigits,Small MLP digits hidden=16,Adam,3,recovery_after,5,3,1.016574979395624,0.8730889777719922,1.1600609810192557,1.0115280244647502,0.8818308659767785,1.1603006696121976,5,0.0091796875,-0.0757406189985669,0.09409999399856692
setting_source_checkpoint,SmallMLPDigits,Small MLP digits hidden=16,Muon,0,total_decrease,5,5,12.002905635191158,8.422037359087064,15.583773911295253,11.679951318529966,8.329423411524042,16.378236051067642,5,0.150359451567107,0.09894423793976001,0.201774665194454
setting_source_checkpoint,SmallMLPDigits,Small MLP digits hidden=16,Muon,0,loss_after,5,5,0.9343096940626274,0.91183859173737,0.9567807963878848,0.9341706836103189,0.9121134284373067,0.9567613401022887,5,-0.150359451567107,-0.201774665194454,-0.09894423793976001
setting_source_checkpoint,SmallMLPDigits,Small MLP digits hidden=16,Muon,0,recovery_after,5,0,1.9796315887190326,1.2631672219880579,2.6960959554500072,1.9130862038628818,1.3301543386005987,2.7514843332097256,5,0.280078125,0.15852227513068615,0.40163397486931385
setting_source_checkpoint,SmallMLPDigits,Small MLP digits hidden=16,Muon,1,total_decrease,5,5,12.46539741257553,10.17692227275052,14.75387255240054,12.34942186447119,10.182491252226493,14.977495841534044,5,0.14930743203849167,0.12013400498853719,0.17848085908844616
setting_source_checkpoint,SmallMLPDigits,Small MLP digits hidden=16,Muon,1,loss_after,5,5,0.9347711204563545,0.9220234139883466,0.9475188269243623,0.9347261219821162,0.92208835155836,0.9475371005816549,5,-0.14930743203849167,-0.17848085908844616,-0.12013400498853719
setting_source_checkpoint,SmallMLPDigits,Small MLP digits hidden=16,Muon,1,recovery_after,5,0,1.8352775567327833,1.4535512426229484,2.217003870842618,1.8150884162487662,1.4774300145106836,2.229916765222608,5,0.2595703125,0.16755245174461164,0.3515881732553884
setting_source_checkpoint,SmallMLPDigits,Small MLP digits hidden=16,Muon,3,total_decrease,5,5,11.162409227995244,9.941351110936202,12.383467345054287,11.128552759659794,9.993335157204706,12.392728210986265,5,0.11720629444911852,0.10687441361067614,0.1275381752875609
setting_source_checkpoint,SmallMLPDigits,Small MLP digits hidden=16,Muon,3,loss_after,5,5,0.9487954599222924,0.9442814560214674,0.9533094638231174,0.9487898894230886,0.9442878279290686,0.9533134153023273,5,-0.11720629444911852,-0.1275381752875609,-0.10687441361067614
setting_source_checkpoint,SmallMLPDigits,Small MLP digits hidden=16,Muon,3,recovery_after,5,0,1.8523712478190304,1.363503440353039,2.3412390552850217,1.8210522778015523,1.4145097129574986,2.344438760729714,5,0.259375,0.1718129777083539,0.34693702229164614
setting_source_checkpoint,SmallMLPDigits,Small MLP digits hidden=64,Adam,0,total_decrease,5,0,0.03534532298322722,0.03157365536560042,0.039116990600854024,0.03524301162769289,0.031723141076351526,0.039153432681847976,5,-0.5358695390217321,-0.6078965748588957,-0.4638425031845684
setting_source_checkpoint,SmallMLPDigits,Small MLP digits hidden=64,Adam,0,loss_after,5,0,1.3078501288052635,1.2546245583291784,1.3610756992813486,1.3072823246296286,1.254745553349019,1.3620188345976747,5,0.5358695390217321,0.4638425031845684,0.6078965748588957
setting_source_checkpoint,SmallMLPDigits,Small MLP digits hidden=64,Adam,0,recovery_after,5,5,0.6575693707321737,0.4465524370900223,0.8685863043743252,0.6396680593779034,0.45982320193277243,0.8898533707486027,5,-0.1251953125,-0.2060494495057665,-0.04434117549423347
setting_source_checkpoint,SmallMLPDigits,Small MLP digits hidden=64,Adam,1,total_decrease,5,0,0.05575787971053633,0.046975321622775644,0.06454043779829702,0.055411036818776294,0.04750432237457599,0.06463376063174898,5,-0.5167442943574378,-0.5869462844651159,-0.4465423042497598
setting_source_checkpoint,SmallMLPDigits,Small MLP digits hidden=64,Adam,1,loss_after,5,0,1.2968718152787138,1.2451097108155333,1.3486339197418942,1.2963305857861622,1.2452403452382554,1.3495169780442382,5,0.5167442943574378,0.4465423042497598,0.5869462844651159
setting_source_checkpoint,SmallMLPDigits,Small MLP digits hidden=64,Adam,1,recovery_after,5,0,1.4655585832106854,1.122192942550413,1.808924223870958,1.4442541438689052,1.1368646217281384,1.8347567443094415,5,0.1623046875,0.04934476549448431,0.2752646095055157
setting_source_checkpoint,SmallMLPDigits,Small MLP digits hidden=64,Adam,3,total_decrease,5,0,0.08141997426758071,0.07162946660290243,0.091210481932259,0.08111920487088838,0.0720164995431758,0.09137246937335634,5,-0.4591614770772674,-0.5165308990072246,-0.40179205514731015
setting_source_checkpoint,SmallMLPDigits,Small MLP digits hidden=64,Adam,3,loss_after,5,0,1.2637293513861876,1.2204660390036501,1.306992663768725,1.2633426991648533,1.2206272258727515,1.3075529872701046,5,0.4591614770772674,0.40179205514731015,0.5165308990072246
setting_source_checkpoint,SmallMLPDigits,Small MLP digits hidden=64,Adam,3,recovery_after,5,0,1.4990726623686743,1.218435768885941,1.7797095558514076,1.4839259925200907,1.210827670901854,1.8186207700692916,5,0.1822265625,0.07800309039581815,0.28645003460418184
