seed,geometry,head_classes,tail_classes,head_train_examples,tail_train_examples,tail_eval_examples,warmup_steps,hidden_dim,head_loss_before,head_loss_after,actual_head_loss_decrease,actual_head_gain_relative_error,matched_first_order_head_gain,tail_loss_before,tail_loss_after,tail_loss_increase,tail_accuracy_before,tail_accuracy_after,tail_accuracy_drop,tail_margin_before,tail_margin_after,tail_margin_drop,tail_positive_margin_fraction_before,tail_margin_certified_preserved_fraction,tail_prediction_changed_fraction,tail_positive_margin_prediction_changed_fraction,tail_output_drift_fro,tail_output_drift_rms,centered_tail_output_drift_fro,true_logit_delta_fro,competitor_logit_delta_fro,margin_delta_fro,margin_delta_rms,tail_output_jvp_fro,tail_output_linearization_residual_fro,tail_output_linearization_relative_error,update_fro_norm,update_op_norm,step_size,alignment,nrG,stA_tail,condition_score_tail,target_head_gain_fraction
17,frobenius,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.073734339230786,0.0733684214010644,0.0003659178297216,0.0074696985448391,0.0003686716961539,12.522970439816431,12.521977892620663,-0.0009925471957696,0.185,0.185,0.0,-11.696485415094276,-11.695788568554727,-0.0006968465395473,0.185,1.0,0.0,0.0,0.1800540779648255,0.0040261315795539,0.1800471129217919,0.0206290298894012,0.0956649874415675,0.0977527629375393,0.0069121641552855,0.180049970393284,4.229586096461744e-06,2.3491179072248884e-05,0.0012223292091194,0.0011003509233189,0.0012223292091194,0.3016140769633751,2.6035938389588633,1.226910617716242,2.1164312693596763,0.005
17,spectral,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.073734339230786,0.0733673909440608,0.0003669482867251,0.0046746453463019,0.0003686716961539,12.522970439816431,12.522556745992471,-0.0004136938239618,0.185,0.185,0.0,-11.696485415094276,-11.696548909912533,6.349481825473902e-05,0.185,1.0,0.0,0.0,0.1316409168802227,0.0029435803876457,0.131516154353884,0.0256504005850177,0.0672766668365894,0.072263771330193,0.0051098202741693,0.1316385706422583,1.7698407310705572e-05,0.0001344469726794,0.0040254740171015,0.0006211441260241,0.0006211441260241,0.5935364768137756,2.6035938389588633,1.226910617716242,2.1164312693596763,0.005
18,frobenius,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.0897640426724308,0.0893185927705867,0.000445449901844,0.0075092685618197,0.0004488202133621,12.644009652980168,12.643981807895909,-2.784508425968113e-05,0.19,0.19,0.0,-11.804734173963972,-11.805345280228025,0.0006111062640528,0.19,1.0,0.0,0.0,0.1920787025277549,0.0042950103588202,0.1920585707693458,0.0211535388086999,0.0709311691528632,0.0775022781419369,0.0054802386431569,0.1920749933895196,4.294124678118013e-06,2.2356500460264068e-05,0.0012804912424434,0.0011206684429104,0.0012804912424434,0.3505062732843969,2.659963991737214,1.2244056024308054,2.1630811426276435,0.005
18,spectral,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.0897640426724308,0.0893171919808629,0.0004468506915678,0.0043882199055366,0.0004488202133621,12.644009652980168,12.644798289126673,0.0007886361465043,0.19,0.19,0.0,-11.804734173963972,-11.80644917753864,0.0017150035746684,0.19,1.0,0.0,0.0,0.1397884503139396,0.0031257647737132,0.1396137882124838,0.0300673718181152,0.0506848886915201,0.0620966928586535,0.0043908992609612,0.1397886557795418,1.896963026406304e-05,0.0001357022153069,0.0040829236356868,0.0006300087946258,0.0006300087946258,0.7124030921325114,2.659963991737214,1.2244056024308054,2.1630811426276435,0.005
19,frobenius,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.0672170653037603,0.0668822029153088,0.0003348623884515,0.0036387725697147,0.0003360853265188,11.278054653133577,11.276902831954772,-0.0011518211788033,0.19,0.19,0.0,-10.418679566630994,-10.41711029867514,-0.0015692679558547,0.19,1.0,0.0,0.0,0.113219237681681,0.0025316591181694,0.1132168031861833,0.0081729731082134,0.0438569024170233,0.0423964659749333,0.002997882858922,0.1132172940618415,2.117171933659088e-06,1.8700075383383093e-05,0.0008532251569686,0.0007706315168072,0.0008532251569686,0.3938999263838475,2.0136556666383503,1.2507317990413953,1.6103704161476633,0.005
19,spectral,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.0672170653037603,0.0668819750974595,0.0003350902063008,0.0029609153967954,0.0003360853265188,11.278054653133577,11.27775477807223,-0.000299875061346,0.19,0.19,0.0,-10.418679566630994,-10.418426218369609,-0.0002533482613849,0.19,1.0,0.0,0.0,0.0963433677864043,0.0021543031955166,0.0963279257490855,0.0169740383724573,0.030333955978428,0.0316200543694427,0.002235875486612,0.0963430426339149,1.0361802745137982e-05,0.0001075511262864,0.0030877081342896,0.0004764437088261,0.0004764437088261,0.7054040598980205,2.0136556666383503,1.2507317990413953,1.6103704161476633,0.005
0,frobenius,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.0871984360909382,0.0863349252511899,0.0008635108397482,0.0097175150621387,0.0008719843609093,12.431107949501625,12.434849478898304,0.0037415293966809,0.19,0.19,0.0,-11.462027261065275,-11.469426446690544,0.0073991856252675,0.19,1.0,0.0,0.0,0.409075511224991,0.0091472065102955,0.4089075418366624,0.0855119021626971,0.1848150916528332,0.2047112820608251,0.0144752735730601,0.409074848838467,1.5670355915198708e-05,3.8306818323574134e-05,0.0028931961335061,0.0024160769025729,0.0028931961335061,0.301391375030165,3.5889209483632034,1.2303187324386262,2.912632676059121,0.01
0,spectral,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.0871984360909382,0.0863325296838167,0.0008659064071215,0.0069702555003233,0.0008719843609093,12.431107949501625,12.434058103366622,0.0029501538649991,0.19,0.19,0.0,-11.462027261065275,-11.467651989540215,0.0056247284749382,0.19,1.0,0.0,0.0,0.2705661862292245,0.0060500438482141,0.2701340915292682,0.0666002760659653,0.1404692270664912,0.1555090352204834,0.0109961493340181,0.2705616771371699,7.18613837701389e-05,0.000265600747787,0.0079458140054851,0.001226065719222,0.001226065719222,0.7112052374016691,3.5889209483632034,1.2303187324386262,2.912632676059121,0.01
1,frobenius,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.1627348510792468,0.1611232362374365,0.0016116148418103,0.0096682848681577,0.0016273485107924,10.53344960455768,10.53184749872649,-0.0016021058311892,0.2,0.2,0.0,-9.405020229033603,-9.405544045236672,0.0005238162030689,0.2,1.0,0.005,0.0,0.4408074196170243,0.0098567535524994,0.4407832073140063,0.0949107859823453,0.1312371169238928,0.156739500439559,0.0110831563640604,0.440790849882068,4.312961662530236e-05,9.78459889465526e-05,0.0041112501388073,0.0032086908421537,0.0041112501388073,0.3958281437150824,3.982654516143998,1.2527102728983852,3.1683379277825283,0.01
1,spectral,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.1627348510792468,0.1611187121973902,0.0016161388818566,0.0068882779942309,0.0016273485107924,10.53344960455768,10.533362774063235,-8.683049444435653e-05,0.2,0.2,0.0,-9.405020229033603,-9.406451330720564,0.0014311016869612,0.2,1.0,0.005,0.0,0.3018364542253305,0.0067492682973534,0.3014284836774303,0.0853497942926196,0.1015092061683435,0.1287186435385413,0.0091017825711236,0.3017651709407986,0.0013682736000724,0.0045342330124005,0.0106428559303727,0.0016422283232204,0.0016422283232204,0.9909392547810948,3.982654516143998,1.2527102728983852,3.1683379277825283,0.01
2,frobenius,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.0712434204800017,0.0705385471686999,0.0007048733113018,0.0106127603745721,0.0007124342048,11.725707451088237,11.723744538674858,-0.0019629124133793,0.2,0.2,0.0,-10.66165616108613,-10.659596744712127,-0.0020594163740028,0.2,1.0,0.005,0.0,0.2029588519234109,0.0045382978953606,0.202945429523077,0.0187122929896517,0.082079964075447,0.0846708155953153,0.0059871307876043,0.2029567205420424,2.9638863420868564e-06,1.4603538794729822e-05,0.0015831196946245,0.0013678068773321,0.0015831196946245,0.4500191660927863,2.354244468849263,1.2341678303753287,1.9119016182240869,0.01
2,spectral,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.0712434204800017,0.070536332276901,0.0007070882031007,0.0075038532165051,0.0007124342048,11.725707451088237,11.724185295786526,-0.0015221553017106,0.2,0.2,0.0,-10.66165616108613,-10.660754105176704,-0.0009020559094263,0.2,1.0,0.005,0.0,0.1742203927655031,0.0038956864129037,0.1740884373384847,0.0339727378646157,0.0692407507792207,0.0801061729913547,0.0056643618137089,0.1742259613261659,3.031663783935965e-05,0.0001740075796316,0.0053376381440327,0.0008236154465096,0.0008236154465096,0.8650083091801691,2.354244468849263,1.2341678303753287,1.9119016182240869,0.01
3,frobenius,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.2139824824895041,0.2119079627400812,0.0020745197494229,0.0305188886082205,0.002139824824895,11.37232270136952,11.364218891304931,-0.008103810064588,0.195,0.195,0.0,-10.353060375527305,-10.34274329951068,-0.0103170760166229,0.195,1.0,0.005,0.0,0.6539890522437563,0.014623639773577,0.6537771272742381,0.0387414973186179,0.2428325705124984,0.2399915810904676,0.016969967441675,0.6540486633506455,9.950364698079496e-05,0.0001521349290296,0.0054912579943986,0.0043807911113243,0.0054912579943986,0.3896784356294622,3.767914876487232,1.2432549850449512,3.012005176968392,0.01
3,spectral,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.2139824824895041,0.2118707060014346,0.0021117764880695,0.0131077724209871,0.002139824824895,11.37232270136952,11.366455938470525,-0.0058667628989947,0.195,0.195,0.0,-10.353060375527305,-10.347142872053588,-0.0059175034737162,0.195,1.0,0.005,0.0,0.4679807389533902,0.0104643674446036,0.4675232275882953,0.0618935589191919,0.1516846606626423,0.1553235971266627,0.010983036880655,0.4680151897002846,0.0011519796419707,0.0024614150722511,0.0148068855709747,0.0022847520461067,0.0022847520461067,0.9365676369745736,3.767914876487232,1.2432549850449512,3.012005176968392,0.01
4,frobenius,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.1633334870222295,0.1617141787102031,0.0016193083120264,0.0085876806107542,0.0016333348702222,10.934794569161618,10.936607248536529,0.0018126793749111,0.2,0.2,0.0,-9.865803665958133,-9.869355747449456,0.0035520814913247,0.2,1.0,0.005,0.0,0.3451471344021667,0.007717724547625,0.3450774174729125,0.0460588767272278,0.1707507279522056,0.1742834299159642,0.0123236995142028,0.3451408992112205,1.1263923824479332e-05,3.263572601862521e-05,0.0025580635345259,0.0023296747965219,0.0025580635345259,0.6385044187438441,2.3880428582092135,1.2426356079578669,1.913624763641378,0.01
4,spectral,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.1633334870222295,0.1617107473612969,0.0016227396609325,0.006486856726637,0.0016333348702222,10.934794569161618,10.93529079349938,0.0004962243377626,0.2,0.2,0.0,-9.865803665958133,-9.86799541306172,0.0021917471035877,0.2,1.0,0.005,0.0,0.2643936053959336,0.0059120207448156,0.2635775410577496,0.0604911213270566,0.1377635354945037,0.1439513163688865,0.0101788951965169,0.2644072129836051,8.496769510389771e-05,0.000321351653554,0.0088443885101496,0.0013647187754823,0.0013647187754823,1.196828899525495,2.3880428582092135,1.2426356079578669,1.913624763641378,0.01
5,frobenius,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.094119196956149,0.0931854103133299,0.0009337866428191,0.007868030095713,0.0009411919695614,12.176572461421912,12.180018658820762,0.0034461973988495,0.19,0.19,0.0,-11.177556862982527,-11.184349303084868,0.0067924401023393,0.19,1.0,0.01,0.0,0.337498429787712,0.0075466943130476,0.337494172286341,0.0244558703437037,0.1531912620400327,0.1608639220227991,0.0113747970110585,0.337497546503228,1.011228451206097e-05,2.9962542296479338e-05,0.0025022805786076,0.0021918646850864,0.0025022805786076,0.3761336668668846,3.4616140268261626,1.235244288640418,2.779311788202929,0.01
5,spectral,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.094119196956149,0.0931840447607796,0.0009351521953693,0.0064171544036041,0.0009411919695614,12.176572461421912,12.179357834609128,0.0027853731872156,0.19,0.19,0.0,-11.177556862982527,-11.183233850709152,0.0056769877266233,0.19,1.0,0.005,0.0,0.2355827125871113,0.0052677895966857,0.2355028070211633,0.039684221891687,0.1164405622891996,0.1311602283281092,0.0092744286872781,0.2355770553129552,6.0610834807398594e-05,0.000257286664556,0.0074100781308306,0.001143399879068,0.001143399879068,0.8231520632385043,3.4616140268261626,1.235244288640418,2.779311788202929,0.01
6,frobenius,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.1419396145581634,0.1405318265547113,0.001407788003452,0.0081782257657267,0.0014193961455816,11.464374371250493,11.464034955708629,-0.0003394155418643,0.19,0.19,0.0,-10.452985597780057,-10.453118190521478,0.000132592741421,0.19,1.0,0.01,0.0,0.2654724210369318,0.0059361437959002,0.2654548523037676,0.0163458890511668,0.1173719837885255,0.117585045832972,0.0083145183274625,0.2654729106709578,3.042937881143745e-06,1.1462329144819355e-05,0.0018291152109391,0.0017113459934782,0.0018291152109391,0.7760014990268526,2.301656995858925,1.230362606086305,1.86072929842807,0.01
6,spectral,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.1419396145581634,0.1405290077300885,0.0014106068280748,0.0061922934863015,0.0014193961455816,11.464374371250493,11.463973097066935,-0.0004012741835559,0.19,0.19,0.0,-10.452985597780057,-10.453459337115849,0.0004737393357903,0.19,1.0,0.01,0.0,0.2062380372430073,0.0046116227082149,0.2061530374130636,0.0372694877641056,0.0927124656746491,0.0982603739740537,0.0069480576758979,0.2062435065395441,5.146897337360742e-05,0.0002495543944009,0.006651528665701,0.0010263531554865,0.0010263531554865,1.3829510222616856,2.301656995858925,1.230362606086305,1.86072929842807,0.01
7,frobenius,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.0978575678847014,0.0968885022311368,0.0009690656535646,0.0097182318015319,0.000978575678847,12.198531688275327,12.199667463664063,0.0011357753887359,0.19,0.19,0.0,-11.235379752294689,-11.238022665672077,0.0026429133773859,0.19,1.0,0.0,0.0,0.3188634461685107,0.0071300034117263,0.3188441027150694,0.0390224005411324,0.1265980895545677,0.1294353354412899,0.0091524603415691,0.318866172160806,1.4991899190393278e-05,4.701627359465644e-05,0.0026017996572157,0.0021492510368346,0.0026017996572157,0.3761149234273587,3.694907423363549,1.2339769189352914,2.9802341764306206,0.01
7,spectral,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.0978575678847014,0.0968859800932754,0.000971587791426,0.0071408758382128,0.000978575678847,12.198531688275327,12.199450641467898,0.0009189531925706,0.19,0.19,0.0,-11.235379752294689,-11.238188308986825,0.002808556692134,0.19,1.0,0.0,0.0,0.2357386418190694,0.0052712762803091,0.2355965860924504,0.0459800958686357,0.1125869389598429,0.1208256095293408,0.0085436607839194,0.2357419977509252,6.035713235268293e-05,0.0002560304609637,0.0073795773412206,0.0011386935050546,0.0011386935050546,0.8593846144753516,3.694907423363549,1.2339769189352914,2.9802341764306206,0.01
8,frobenius,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.1839419293320564,0.1821204173505261,0.0018215119815303,0.0097353071457189,0.0018394192933205,11.68852313087508,11.68445800016572,-0.0040651307093586,0.19,0.19,0.0,-10.713790814248428,-10.711073126021974,-0.0027176882264541,0.19,1.0,0.0,0.0,0.5368882742942952,0.0120051867764459,0.5367700838397023,0.0809916044209057,0.1218913938507635,0.1268306786254508,0.0089682832918548,0.5369140166421228,3.9702099426497695e-05,7.394498596776422e-05,0.0040574447601547,0.0034302047141836,0.0040574447601547,0.453344260255661,3.048577377933989,1.2323668542525548,2.4734219969558975,0.01
8,spectral,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.1839419293320564,0.1821176211192764,0.00182430821278,0.0082151364810753,0.0018394192933205,11.68852313087508,11.687058360154577,-0.0014647707205028,0.19,0.19,0.0,-10.713790814248428,-10.71431069230602,0.0005198780575916,0.19,1.0,0.0,0.0,0.3729271554127843,0.0083389047015861,0.3724050033500556,0.0832453765976766,0.1102377364309405,0.1272398089782368,0.0089972131765392,0.3729459239360376,0.0001520961918687,0.0004078237141285,0.0118569805970755,0.0018295718265642,0.0018295718265642,1.005382388717019,3.048577377933989,1.2323668542525548,2.4734219969558975,0.01
9,frobenius,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.1292894677908474,0.1280099867378835,0.0012794810529638,0.0103748783050849,0.0012928946779084,11.775788464259584,11.77642629219729,0.0006378279377052,0.195,0.195,0.0,-10.648470990167068,-10.651602270555689,0.0031312803886187,0.195,1.0,0.0,0.0,0.3506809407381199,0.0078414642190401,0.3506484890441617,0.0551976319417276,0.1176301033831989,0.1368454107382601,0.0096764317907282,0.3506733965112161,1.8087650881356775e-05,5.157976356720363e-05,0.0027892123684433,0.0023843793858098,0.0027892123684433,0.4635339684192043,3.603759236203245,1.235594004113368,2.899009807917953,0.01
9,spectral,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.1292894677908474,0.1280054866301092,0.0012839811607381,0.0068942330126256,0.0012928946779084,11.775788464259584,11.776303868883131,0.0005154046235489,0.195,0.195,0.0,-10.648470990167068,-10.651409385187565,0.0029383950204966,0.195,1.0,0.0,0.0,0.2289319685664092,0.0051190744393733,0.2288480245381952,0.0574682648811878,0.0904676602876485,0.1151151738308794,0.0081398720033283,0.2289246004339426,6.86551846540458e-05,0.0002999030446002,0.0078115179028871,0.0012053433807043,0.0012053433807043,1.0726359795936116,3.603759236203245,1.235594004113368,2.899009807917953,0.01
10,frobenius,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.1505008044848245,0.1490166860008082,0.0014841184840163,0.013880032670517,0.0015050080448482,11.757396146541543,11.760115547852656,0.0027194013111113,0.185,0.185,0.0,-10.906409487102014,-10.913242441700676,0.0068329545986607,0.185,1.0,0.005,0.0,0.3647667651852345,0.0081564328288688,0.3647410407981733,0.0627453276620957,0.1655301681783049,0.1909634852431368,0.0135031575374439,0.3647512860917375,1.6862517156315875e-05,4.623017875274833e-05,0.0027290963770001,0.0025701693777127,0.0027290963770001,0.5514675324520951,2.9092876836213986,1.236805975447682,2.317769168102913,0.01
10,spectral,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.1505008044848245,0.1490100170965107,0.0014907873883138,0.0094488907106545,0.0015050080448482,11.757396146541543,11.760479358271745,0.0030832117302015,0.185,0.185,0.0,-10.906409487102014,-10.912628657208831,0.0062191701068172,0.185,1.0,0.005,0.0,0.2759179217721148,0.0061697122929291,0.2757650111277754,0.0553708341404731,0.1440578191888153,0.1630466234114713,0.011529137306382,0.2759269138759053,0.0001000568225752,0.000362620743188,0.0094444354023287,0.0014573080210799,0.0014573080210799,1.032731600374365,2.9092876836213986,1.236805975447682,2.317769168102913,0.01
11,frobenius,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.1507004097549547,0.1492115070328079,0.0014889027221468,0.0120114971367228,0.0015070040975495,12.336867973568353,12.33972466593154,0.0028566923631903,0.2,0.2,0.0,-11.442906104689582,-11.449751093229134,0.0068449885395516,0.2,1.0,0.005,0.0,0.419448425251579,0.0093791519191776,0.4194300938109863,0.0817484887854055,0.1655486970978799,0.1962232117109746,0.0138750763627033,0.419451748238365,1.1208546182158491e-05,2.672189644990805e-05,0.0030232195995909,0.0027554517479996,0.0030232195995909,0.4984765571622623,3.295597088971876,1.2321490716387244,2.6400486964944374,0.01
11,spectral,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.1507004097549547,0.1492089427569293,0.0014914669980253,0.0103099252015686,0.0015070040975495,12.336867973568353,12.338378317357716,0.0015103437893646,0.2,0.2,0.0,-11.442906104689582,-11.44730274863594,0.0043966439463574,0.2,1.0,0.005,0.0,0.2936694210493704,0.0065666478837939,0.2934470454855742,0.0632074790271467,0.1390163477093436,0.1533752488061691,0.0108452678497016,0.2936995797594205,0.0001092093305477,0.0003718402683353,0.0096064525250965,0.0014823078058742,0.0014823078058742,1.0166607040571982,3.295597088971876,1.2321490716387244,2.6400486964944374,0.01
12,frobenius,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.1023905815495899,0.101383440986079,0.0010071405635108,0.0163738224075809,0.0010239058154958,11.692237031888524,11.690549003053818,-0.0016880288347067,0.19,0.19,0.0,-10.682582505466309,-10.67946460797866,-0.00311789748765,0.19,1.0,0.0,0.0,0.2811393462585138,0.0062864668938388,0.2811349046656624,0.0112316395128915,0.078512611646266,0.077539727211629,0.0054828866922697,0.2811198166245314,2.094305440123968e-05,7.44986769439011e-05,0.0021179500886673,0.0019151165233432,0.0021179500886673,0.4834419002480612,2.0542654766128714,1.2364002624887285,1.6627484725339872,0.01
12,spectral,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.1023905815495899,0.1013762831620182,0.0010142983875716,0.0093831168636996,0.0010239058154958,11.692237031888524,11.692262766857027,2.573496850288848e-05,0.19,0.19,0.0,-10.682582505466309,-10.682295168662677,-0.0002873368036322,0.19,1.0,0.0,0.0,0.2396208186821783,0.005358084393975,0.2395467350070023,0.0230664246992299,0.0711491609497665,0.0717653141591076,0.0050745740295887,0.2396177057648454,6.315948906673089e-05,0.0002635843994296,0.0074349416611803,0.0011472364050928,0.0011472364050928,0.8924976673949193,2.0542654766128714,1.2364002624887285,1.6627484725339872,0.01
13,frobenius,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.2983265704719595,0.2953719021597553,0.0029546683122042,0.0095859354633255,0.0029832657047195,11.798497151250212,11.80166401514784,0.0031668638976274,0.175,0.175,0.0,-10.978011469887065,-10.984193229334997,0.0061817594479318,0.175,1.0,0.01,0.0,0.514556564788588,0.0115058345713605,0.5145474719371781,0.0768100510054366,0.1370747952062325,0.1675582688576398,0.0118481588153115,0.5145237036295536,5.816310031495296e-05,0.0001130426060153,0.0038618479466209,0.0032055408311939,0.0038618479466209,0.772496935652249,3.1275895819911073,1.2238854867405935,2.560102197792144,0.01
13,spectral,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.2983265704719595,0.2953632340905386,0.0029633363814208,0.0066803715361954,0.0029832657047195,11.798497151250212,11.800878656650584,0.0023815054003719,0.175,0.175,0.0,-10.978011469887065,-10.982549131000274,0.0045376611132095,0.175,1.0,0.01,0.0,0.3629909074707471,0.0081167234431892,0.3628987052401954,0.0548088092403585,0.1071935871621133,0.128860824133237,0.0091118362573898,0.3629890294280462,0.0001468143280573,0.0004044594082876,0.01125510878303,0.0017367009894092,0.0017367009894092,1.7177773968645502,3.1275895819911073,1.2238854867405935,2.560102197792144,0.01
14,frobenius,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.0876991205575151,0.0868401853817898,0.0008589351757253,0.020588609937065,0.0008769912055751,11.872463839575502,11.872515809345884,5.196977038224304e-05,0.17,0.175,-0.0049999999999999,-11.114137358697672,-11.114442904347518,0.0003055456498461,0.17,1.0,0.005,0.0,0.4147840625063816,0.0092748535974779,0.4147746101967517,0.0223666297621417,0.1489305057523677,0.1471290199563545,0.0104035927720469,0.4147714814918158,3.381635916424542e-05,8.153009710941922e-05,0.0029223850535723,0.0024726347997866,0.0029223850535723,0.3000943371589942,2.697432100300075,1.2206392561552022,2.2207234058691645,0.01
14,spectral,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.0876991205575151,0.0868324055123603,0.0008667150451547,0.0117175182089076,0.0008769912055751,11.872463839575502,11.873828358539775,0.001364518964273,0.17,0.17,0.0,-11.114137358697672,-11.116369836558952,0.0022324778612805,0.17,1.0,0.0,0.0,0.3135330728621179,0.0070108126411409,0.3133932259933679,0.034271881362512,0.1224487178365617,0.1255304469841662,0.0088763430307882,0.3135242487081389,0.0001071926253114,0.0003418958047203,0.0090799084386814,0.0014010602894376,0.0014010602894376,0.6259482280574655,2.697432100300075,1.2206392561552022,2.2207234058691645,0.01
15,frobenius,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.1577973256972249,0.1562378109552939,0.001559514741931,0.0116976095505183,0.0015779732569722,10.927135648976414,10.9257068325615,-0.0014288164149132,0.195,0.195,0.0,-9.951316310031515,-9.949011786023808,-0.0023045240077088,0.195,1.0,0.01,0.0,0.3293625282495506,0.0073647700240718,0.3293591770765187,0.0185442747208208,0.0716248713421369,0.0649448723088295,0.0045922959612867,0.3293413983563693,3.320181502354003e-05,0.000100812759007,0.00262697365313,0.0022935651419568,0.00262697365313,0.6006810365578327,2.4154291252369986,1.250537340054298,1.9317572508966507,0.01
15,spectral,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.1577973256972249,0.1562311919903368,0.0015661337068881,0.0075030106066804,0.0015779732569722,10.927135648976414,10.927782827485125,0.0006471785087089,0.195,0.195,0.0,-9.951316310031515,-9.95277803250319,0.0014617224716744,0.195,1.0,0.015,0.0,0.2676438382689601,0.0059846981612835,0.2675577646736288,0.0512636582461423,0.0754022548405474,0.0835888159164891,0.0059106218565903,0.267647352212005,8.145074862367831e-05,0.0003043211447844,0.0085668809367241,0.0013218984272629,0.0013218984272629,1.193717478157187,2.4154291252369986,1.250537340054298,1.9317572508966507,0.01
16,frobenius,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.2417549478807895,0.2393807638491207,0.0023741840316688,0.0179377702583656,0.0024175494788078,11.731373274577695,11.72306692857422,-0.0083063460034757,0.195,0.195,0.0,-10.830356084949033,-10.82273012169052,-0.007625963258512,0.195,1.0,0.0,0.0,0.639643000436356,0.0143028523030761,0.6396300080699838,0.1263887056594879,0.3104051678583387,0.3424387031644222,0.024214072914829,0.6396680438758652,4.738778160450805e-05,7.408183362948202e-05,0.0045880677741727,0.0038332180333387,0.0045880677741727,0.5269210477702185,2.8296840554752025,1.218539757297849,2.3326412864370143,0.01
16,spectral,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.2417549478807895,0.2393663121321512,0.0023886357486382,0.0119599331567197,0.0024175494788078,11.731373274577695,11.725910618576208,-0.0054626560014874,0.195,0.195,0.0,-10.830356084949033,-10.826038265739689,-0.0043178192093442,0.195,1.0,0.0,0.0,0.472997548200137,0.0105765467096623,0.4727480601298812,0.116496627901584,0.2319771067757658,0.2551249140602281,0.0180400556781622,0.4730670689676237,0.0002094510238231,0.0004427512240078,0.0137512916117475,0.0021218703619982,0.0021218703619982,1.139348341965238,2.8296840554752025,1.218539757297849,2.3326412864370143,0.01
17,frobenius,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.073734339230786,0.0730079938866014,0.0007263453441846,0.0149157749807464,0.0007373433923078,12.522970439816431,12.521001585711884,-0.0019688541045503,0.185,0.185,0.0,-11.696485415094276,-11.695113603233043,-0.0013718118612313,0.185,1.0,0.0,0.0,0.3601163710840461,0.0080524468555446,0.3601024413157717,0.0412589344094992,0.1913343216346903,0.1954775344018551,0.0138223490145178,0.360099940786568,1.6918344400161967e-05,4.698235818425059e-05,0.0024446584182388,0.0022007018466378,0.0024446584182388,0.3016140769633751,2.6035938389588633,1.226910617716242,2.1164312693596763,0.01
17,spectral,"0,1,2,3,4","5,6,7,8,9",500,200,200,80,32,0.073734339230786,0.0730038813418681,0.0007304578889179,0.0093382587567427,0.0007373433923078,12.522970439816431,12.522151589424285,-0.0008188503921484,0.185,0.185,0.0,-11.696485415094276,-11.696611960407072,0.0001265453127956,0.185,1.0,0.0,0.0,0.2632865309115563,0.0058872658067833,0.263037062705737,0.051300172717372,0.1345632307793599,0.1445403808391623,0.0102205483446657,0.2632771412845167,7.079362924270549e-05,0.0002688939453585,0.008050948034203,0.0012422882520482,0.0012422882520482,0.5935364768137756,2.6035938389588633,1.226910617716242,2.1164312693596763,0.01
