problem_family,base_setting,seed,source_algo,checkpoint_step,checkpoint_loss,continuation_horizon,continuation_variant,continuation_algo,continuation_lr,loss_before,loss_after,total_decrease,recovery_after,finite
MatrixFactorizationInput,MF input kappa=1e+05,1,Adam,3,9.926173248917421e-05,30,own_fresh,Adam,0.01,9.926173248917421e-05,8.331101366146979e-07,9.842862235255952e-05,0.07633606597506211,True
MatrixFactorizationInput,MF input kappa=1e+05,1,Adam,3,9.926173248917421e-05,30,own_fresh,Adam,0.03,9.926173248917421e-05,4.051962804138833e-06,9.520976968503538e-05,0.16477900523314495,True
MatrixFactorizationInput,MF input kappa=1e+05,1,Adam,3,9.926173248917421e-05,30,switched_fresh,Muon,0.003,9.926173248917421e-05,4.168851762328025e-05,5.757321486589396e-05,0.5547147009393518,True
MatrixFactorizationInput,MF input kappa=1e+05,1,Adam,3,9.926173248917421e-05,30,switched_fresh,Muon,0.01,9.926173248917421e-05,6.805403716808284e-07,9.858119211749338e-05,0.06784361972034875,True
MatrixFactorizationInput,MF input kappa=1e+05,1,Adam,3,9.926173248917421e-05,30,switched_fresh,Muon,0.03,9.926173248917421e-05,1.716779346786626e-06,9.754495314238758e-05,0.10692823613374132,True
MatrixFactorizationInput,MF input kappa=1e+05,1,Muon,3,0.00014314506972258853,30,own_fresh,Muon,0.003,0.00014314506972258853,0.00012730136235307465,1.584370736951388e-05,0.941053184697666,True
MatrixFactorizationInput,MF input kappa=1e+05,1,Muon,3,0.00014314506972258853,30,own_fresh,Muon,0.01,0.00014314506972258853,7.091001971618462e-07,0.00014243596952542669,0.07657529898676264,True
MatrixFactorizationInput,MF input kappa=1e+05,1,Muon,3,0.00014314506972258853,30,own_fresh,Muon,0.03,0.00014314506972258853,2.485650644189385e-06,0.00014065941907839914,0.12845621209472227,True
MatrixFactorizationInput,MF input kappa=1e+05,1,Muon,3,0.00014314506972258853,30,switched_fresh,Adam,0.003,0.00014314506972258853,3.937667738616259e-06,0.00013920740198397226,0.17698532828440366,True
MatrixFactorizationInput,MF input kappa=1e+05,1,Muon,3,0.00014314506972258853,30,switched_fresh,Adam,0.01,0.00014314506972258853,1.0227011248988311e-06,0.0001421223685976897,0.09030858019418958,True
MatrixFactorizationInput,MF input kappa=1e+05,1,Muon,3,0.00014314506972258853,30,switched_fresh,Adam,0.03,0.00014314506972258853,1.036094706309888e-06,0.00014210897501627863,0.08543677193873099,True
MatrixFactorizationInput,MF input kappa=1e+05,2,Adam,3,9.74710501185325e-05,30,own_fresh,Adam,0.003,9.74710501185325e-05,1.2146273798490128e-06,9.625642273868348e-05,0.09796159577039511,True
MatrixFactorizationInput,MF input kappa=1e+05,2,Adam,3,9.74710501185325e-05,30,own_fresh,Adam,0.01,9.74710501185325e-05,6.56661547154092e-07,9.68143885713784e-05,0.07301887038384064,True
MatrixFactorizationInput,MF input kappa=1e+05,2,Adam,3,9.74710501185325e-05,30,own_fresh,Adam,0.03,9.74710501185325e-05,1.476437459652305e-06,9.599461265888019e-05,0.10459924142746176,True
MatrixFactorizationInput,MF input kappa=1e+05,2,Adam,3,9.74710501185325e-05,30,switched_fresh,Muon,0.003,9.74710501185325e-05,4.3263904146261226e-05,5.420714597227127e-05,0.5851864622797416,True
MatrixFactorizationInput,MF input kappa=1e+05,2,Adam,3,9.74710501185325e-05,30,switched_fresh,Muon,0.01,9.74710501185325e-05,7.407578900439122e-07,9.673029222848858e-05,0.07125633966323733,True
MatrixFactorizationInput,MF input kappa=1e+05,2,Adam,3,9.74710501185325e-05,30,switched_fresh,Muon,0.03,9.74710501185325e-05,1.962077792468221e-06,9.550897232606428e-05,0.11822616771840447,True
MatrixFactorizationInput,MF input kappa=1e+05,2,Muon,3,0.00013529688842381008,30,own_fresh,Muon,0.003,0.00013529688842381008,0.00012082483522718081,1.4472053196629264e-05,0.943580237568296,True
MatrixFactorizationInput,MF input kappa=1e+05,2,Muon,3,0.00013529688842381008,30,own_fresh,Muon,0.01,0.00013529688842381008,1.067857685837125e-06,0.00013422903073797296,0.09283097880996574,True
MatrixFactorizationInput,MF input kappa=1e+05,2,Muon,3,0.00013529688842381008,30,own_fresh,Muon,0.03,0.00013529688842381008,3.1331345622531565e-06,0.00013216375386155692,0.14676574282926408,True
MatrixFactorizationInput,MF input kappa=1e+05,2,Muon,3,0.00013529688842381008,30,switched_fresh,Adam,0.003,0.00013529688842381008,2.9556279108944993e-06,0.0001323412605129156,0.15240830949797132,True
MatrixFactorizationInput,MF input kappa=1e+05,2,Muon,3,0.00013529688842381008,30,switched_fresh,Adam,0.01,0.00013529688842381008,1.2019423968025205e-06,0.00013409494602700757,0.09935392872686419,True
MatrixFactorizationInput,MF input kappa=1e+05,2,Muon,3,0.00013529688842381008,30,switched_fresh,Adam,0.03,0.00013529688842381008,1.2971131461779812e-06,0.0001339997752776321,0.0968530621205049,True
MatrixFactorizationInput,MF input kappa=1e+05,3,Adam,3,0.00010780487620490759,30,own_fresh,Adam,0.003,0.00010780487620490759,1.1966179088033767e-06,0.00010660825829610421,0.09599799524848891,True
MatrixFactorizationInput,MF input kappa=1e+05,3,Adam,3,0.00010780487620490759,30,own_fresh,Adam,0.01,0.00010780487620490759,8.213663729373211e-07,0.00010698350983197028,0.07693853831126461,True
MatrixFactorizationInput,MF input kappa=1e+05,3,Adam,3,0.00010780487620490759,30,own_fresh,Adam,0.03,0.00010780487620490759,2.951629334065466e-06,0.00010485324687084212,0.137419715759439,True
MatrixFactorizationInput,MF input kappa=1e+05,3,Adam,3,0.00010780487620490759,30,switched_fresh,Muon,0.003,0.00010780487620490759,4.7607622014029056e-05,6.019725419087854e-05,0.6040211833973184,True
MatrixFactorizationInput,MF input kappa=1e+05,3,Adam,3,0.00010780487620490759,30,switched_fresh,Muon,0.01,0.00010780487620490759,6.355370100953754e-07,0.00010716933919481222,0.06366939885264429,True
