problem_family,base_setting,eval_algo,target_layer_relative_norm,budget,step,update_source,points,mean_delta_loss,mean_update_grad_inner,mean_update_grad_cosine
MatrixFactorizationInput,MF input kappa=1e+05,Adam,0.0003,fro,10,own_update,5,-1.6159889298445056e-08,-1.578085414877106e-08,-0.061185548141016934
MatrixFactorizationInput,MF input kappa=1e+05,Adam,0.0003,op,0,other_update,5,2.1677992877177936e-09,2.167978932424054e-09,0.04582369837779676
MatrixFactorizationInput,MF input kappa=1e+05,Adam,0.0003,op,0,own_update,5,1.3853759677254999e-09,1.3853875039817027e-09,0.06419207744633294
MatrixFactorizationInput,MF input kappa=1e+05,Adam,0.0003,op,1,other_update,5,1.2209798481109796e-08,1.2198620414816622e-08,0.08635707032112029
MatrixFactorizationInput,MF input kappa=1e+05,Adam,0.0003,op,1,own_update,5,1.8455801160721434e-08,1.8450926173137307e-08,0.30583593130184433
MatrixFactorizationInput,MF input kappa=1e+05,Adam,0.0003,op,3,other_update,5,7.738256491117976e-08,7.729849169506207e-08,0.20932413941272004
MatrixFactorizationInput,MF input kappa=1e+05,Adam,0.0003,op,3,own_update,5,8.50867203187265e-08,8.501976283265362e-08,0.4739232198091619
MatrixFactorizationInput,MF input kappa=1e+05,Adam,0.0003,op,10,other_update,5,6.270701102546034e-08,6.338774633547242e-08,0.2035151344738054
MatrixFactorizationInput,MF input kappa=1e+05,Adam,0.0003,op,10,own_update,5,-7.92036682813947e-09,-7.828613707550026e-09,-0.05827533059888403
MatrixFactorizationInput,MF input kappa=1e+05,Adam,0.001,fro,0,other_update,5,6.69585710333224e-09,6.697653858518878e-09,0.04247488859086177
MatrixFactorizationInput,MF input kappa=1e+05,Adam,0.001,fro,0,own_update,5,9.299295315392955e-09,9.300766616559545e-09,0.05900176000211821
MatrixFactorizationInput,MF input kappa=1e+05,Adam,0.001,fro,1,other_update,5,3.5689266114012324e-08,3.560034280917852e-08,0.07688288715045975
MatrixFactorizationInput,MF input kappa=1e+05,Adam,0.001,fro,1,own_update,5,1.220125163591912e-07,1.2182574468712522e-07,0.28091875780342146
MatrixFactorizationInput,MF input kappa=1e+05,Adam,0.001,fro,3,other_update,5,2.107934576453958e-07,2.1014742807062786e-07,0.18239844883455597
MatrixFactorizationInput,MF input kappa=1e+05,Adam,0.001,fro,3,own_update,5,5.017206604357466e-07,4.994744745877308e-07,0.4317084583438753
MatrixFactorizationInput,MF input kappa=1e+05,Adam,0.001,fro,10,other_update,5,1.634111565136864e-07,1.6849540059833576e-07,0.18415428442024687
MatrixFactorizationInput,MF input kappa=1e+05,Adam,0.001,fro,10,own_update,5,-5.677465630604427e-08,-5.2602847162570205e-08,-0.06118554814101694
MatrixFactorizationInput,MF input kappa=1e+05,Adam,0.001,op,0,other_update,5,7.224618445812259e-09,7.226596441413513e-09,0.04582369837779675
MatrixFactorizationInput,MF input kappa=1e+05,Adam,0.001,op,0,own_update,5,4.6178333272159885e-09,4.617958346605676e-09,0.06419207744633296
MatrixFactorizationInput,MF input kappa=1e+05,Adam,0.001,op,1,other_update,5,4.078646506180429e-08,4.066206804938874e-08,0.08635707032112029
MatrixFactorizationInput,MF input kappa=1e+05,Adam,0.001,op,1,own_update,5,6.15572979634476e-08,6.150308724379101e-08,0.30583593130184433
MatrixFactorizationInput,MF input kappa=1e+05,Adam,0.001,op,3,other_update,5,2.585954919939417e-07,2.5766163898354025e-07,0.20932413941272004
MatrixFactorizationInput,MF input kappa=1e+05,Adam,0.001,op,3,own_update,5,2.841422900248385e-07,2.833992094421787e-07,0.4739232198091619
MatrixFactorizationInput,MF input kappa=1e+05,Adam,0.001,op,10,other_update,5,2.0367726248495347e-07,2.1129248778490806e-07,0.20351513447380545
MatrixFactorizationInput,MF input kappa=1e+05,Adam,0.001,op,10,own_update,5,-2.7109814005180142e-08,-2.6095379025166763e-08,-0.05827533059888405
MatrixFactorizationInput,MF input kappa=1e+05,Adam,0.003,fro,0,other_update,5,2.0077178180052816e-08,2.0092961575556635e-08,0.04247488859086177
MatrixFactorizationInput,MF input kappa=1e+05,Adam,0.003,fro,0,own_update,5,2.788976109898084e-08,2.7902299849678635e-08,0.05900176000211821
MatrixFactorizationInput,MF input kappa=1e+05,Adam,0.003,fro,1,other_update,5,1.0760437396821519e-07,1.0680102842753554e-07,0.07688288715045974
MatrixFactorizationInput,MF input kappa=1e+05,Adam,0.003,fro,1,own_update,5,3.67166793558332e-07,3.654772340613756e-07,0.28091875780342146
MatrixFactorizationInput,MF input kappa=1e+05,Adam,0.003,fro,3,other_update,5,6.362472897982185e-07,6.304422842118837e-07,0.18239844883455597
MatrixFactorizationInput,MF input kappa=1e+05,Adam,0.003,fro,3,own_update,5,1.5184827432705262e-06,1.4984234237631922e-06,0.4317084583438753
MatrixFactorizationInput,MF input kappa=1e+05,Adam,0.003,fro,10,other_update,5,4.5900211341675107e-07,5.054862017950073e-07,0.18415428442024684
MatrixFactorizationInput,MF input kappa=1e+05,Adam,0.003,fro,10,own_update,5,-1.943538444175065e-07,-1.5780854148771062e-07,-0.06118554814101691
MatrixFactorizationInput,MF input kappa=1e+05,Adam,0.003,op,0,other_update,5,2.1662448385756893e-08,2.167978932424054e-08,0.04582369837779676
MatrixFactorizationInput,MF input kappa=1e+05,Adam,0.003,op,0,own_update,5,1.3852830981527908e-08,1.3853875039817026e-08,0.06419207744633296
MatrixFactorizationInput,MF input kappa=1e+05,Adam,0.003,op,1,other_update,5,1.2311082090608817e-07,1.2198620414816625e-07,0.08635707032112028
MatrixFactorizationInput,MF input kappa=1e+05,Adam,0.003,op,1,own_update,5,1.8499829378840835e-07,1.8450926173137306e-07,0.30583593130184433
MatrixFactorizationInput,MF input kappa=1e+05,Adam,0.003,op,3,other_update,5,7.813814208229065e-07,7.729849169506206e-07,0.20932413941272002
MatrixFactorizationInput,MF input kappa=1e+05,Adam,0.003,op,3,own_update,5,8.568616217069643e-07,8.501976283265363e-07,0.47392321980916197
MatrixFactorizationInput,MF input kappa=1e+05,Adam,0.003,op,10,other_update,5,5.639980245456018e-07,6.338774633547241e-07,0.20351513447380545
MatrixFactorizationInput,MF input kappa=1e+05,Adam,0.003,op,10,own_update,5,-8.728768460106436e-08,-7.828613707550028e-08,-0.05827533059888401
MatrixFactorizationInput,MF input kappa=1e+05,Adam,0.01,fro,0,other_update,5,6.681585042028195e-08,6.697653858518879e-08,0.04247488859086178
MatrixFactorizationInput,MF input kappa=1e+05,Adam,0.01,fro,0,own_update,5,9.289525473797611e-08,9.300766616559543e-08,0.059001760002118195
MatrixFactorizationInput,MF input kappa=1e+05,Adam,0.01,fro,1,other_update,5,3.650470798709541e-07,3.560034280917852e-07,0.07688288715045974
MatrixFactorizationInput,MF input kappa=1e+05,Adam,0.01,fro,1,own_update,5,1.2373634964416588e-06,1.2182574468712522e-06,0.28091875780342146
MatrixFactorizationInput,MF input kappa=1e+05,Adam,0.01,fro,3,other_update,5,2.165570286744427e-06,2.1014742807062785e-06,0.18239844883455597
MatrixFactorizationInput,MF input kappa=1e+05,Adam,0.01,fro,3,own_update,5,5.21036901848911e-06,4.994744745877308e-06,0.4317084583438753
MatrixFactorizationInput,MF input kappa=1e+05,Adam,0.01,fro,10,other_update,5,1.1391803610057205e-06,1.684954005983358e-06,0.18415428442024684
MatrixFactorizationInput,MF input kappa=1e+05,Adam,0.01,fro,10,own_update,5,-8.955958369271073e-07,-5.26028471625702e-07,-0.061185548141016934
MatrixFactorizationInput,MF input kappa=1e+05,Adam,0.01,op,0,other_update,5,7.20908056642581e-08,7.226596441413513e-08,0.045823698377796755
MatrixFactorizationInput,MF input kappa=1e+05,Adam,0.01,op,0,own_update,5,4.617111564863413e-08,4.617958346605676e-08,0.06419207744633296
MatrixFactorizationInput,MF input kappa=1e+05,Adam,0.01,op,1,other_update,5,4.193121189683877e-07,4.066206804938875e-07,0.08635707032112029
MatrixFactorizationInput,MF input kappa=1e+05,Adam,0.01,op,1,own_update,5,6.205086224519453e-07,6.150308724379101e-07,0.30583593130184433
MatrixFactorizationInput,MF input kappa=1e+05,Adam,0.01,op,3,other_update,5,2.669509884040952e-06,2.5766163898354024e-06,0.20932413941272004
MatrixFactorizationInput,MF input kappa=1e+05,Adam,0.01,op,3,own_update,5,2.907004576648887e-06,2.8339920944217875e-06,0.47392321980916197
MatrixFactorizationInput,MF input kappa=1e+05,Adam,0.01,op,10,other_update,5,1.2818511372156174e-06,2.1129248778490803e-06,0.2035151344738054
MatrixFactorizationInput,MF input kappa=1e+05,Adam,0.01,op,10,own_update,5,-3.5614819104508134e-07,-2.609537902516676e-07,-0.05827533059888405
MatrixFactorizationInput,MF input kappa=1e+05,Muon,0.0001,fro,0,other_update,5,9.300615953441744e-10,9.300766616559545e-10,0.05900176000211821
MatrixFactorizationInput,MF input kappa=1e+05,Muon,0.0001,fro,0,own_update,5,6.697472229534509e-10,6.69765385851888e-10,0.04247488859086178
MatrixFactorizationInput,MF input kappa=1e+05,Muon,0.0001,fro,1,other_update,5,5.801583403519228e-10,5.799461099035779e-10,0.03534616632311427
MatrixFactorizationInput,MF input kappa=1e+05,Muon,0.0001,fro,1,own_update,5,7.226228048448982e-10,7.22410563482134e-10,0.044136938952878166
MatrixFactorizationInput,MF input kappa=1e+05,Muon,0.0001,fro,3,other_update,5,1.995408671775318e-09,1.9936304135631084e-09,0.08604685758689892
MatrixFactorizationInput,MF input kappa=1e+05,Muon,0.0001,fro,3,own_update,5,1.4028609874509965e-09,1.4022699443127035e-09,0.060546465893899046
MatrixFactorizationInput,MF input kappa=1e+05,Muon,0.0001,fro,10,other_update,5,-3.054546596312647e-09,-3.0566232225771044e-09,-0.04283634393508088
MatrixFactorizationInput,MF input kappa=1e+05,Muon,0.0001,fro,10,own_update,5,9.234895130246293e-09,9.231497506844888e-09,0.12403245884654653
MatrixFactorizationInput,MF input kappa=1e+05,Muon,0.0001,op,0,other_update,5,4.6179454381550104e-10,4.6179583466056773e-10,0.06419207744633294
MatrixFactorizationInput,MF input kappa=1e+05,Muon,0.0001,op,0,own_update,5,7.226396319119817e-10,7.226596441413513e-10,0.045823698377796755
MatrixFactorizationInput,MF input kappa=1e+05,Muon,0.0001,op,1,other_update,5,2.9553979919252385e-10,2.9548537281415833e-10,0.03919574487095113
MatrixFactorizationInput,MF input kappa=1e+05,Muon,0.0001,op,1,own_update,5,7.858423834404549e-10,7.855949179086965e-10,0.047514662002677496
MatrixFactorizationInput,MF input kappa=1e+05,Muon,0.0001,op,3,other_update,5,1.0753689156435976e-09,1.074858444497332e-09,0.0923246409552592
MatrixFactorizationInput,MF input kappa=1e+05,Muon,0.0001,op,3,own_update,5,1.5708922117860063e-09,1.5701548064589028e-09,0.06566086302934554
MatrixFactorizationInput,MF input kappa=1e+05,Muon,0.0001,op,10,other_update,5,-1.3416825624514104e-09,-1.3421605236426678e-09,-0.038220976699400014
MatrixFactorizationInput,MF input kappa=1e+05,Muon,0.0001,op,10,own_update,5,1.0594960030992474e-08,1.0590481740022835e-08,0.1327718109388827
MatrixFactorizationInput,MF input kappa=1e+05,Muon,0.0003,fro,0,other_update,5,2.790095095684276e-09,2.7902299849678632e-09,0.05900176000211821
MatrixFactorizationInput,MF input kappa=1e+05,Muon,0.0003,fro,0,own_update,5,2.0091330829824333e-09,2.0092961575556634e-09,0.04247488859086178
MatrixFactorizationInput,MF input kappa=1e+05,Muon,0.0003,fro,1,other_update,5,1.7417495065642166e-09,1.7398383297107336e-09,0.03534616632311427
MatrixFactorizationInput,MF input kappa=1e+05,Muon,0.0003,fro,1,own_update,5,2.169143105754242e-09,2.167231690446402e-09,0.044136938952878166
MatrixFactorizationInput,MF input kappa=1e+05,Muon,0.0003,fro,3,other_update,5,5.996912317304901e-09,5.980891240689325e-09,0.08604685758689892
MatrixFactorizationInput,MF input kappa=1e+05,Muon,0.0003,fro,3,own_update,5,4.212131832464615e-09,4.20680983293811e-09,0.060546465893899046
MatrixFactorizationInput,MF input kappa=1e+05,Muon,0.0003,fro,10,other_update,5,-9.151188904777449e-09,-9.169869667731312e-09,-0.04283634393508088
MatrixFactorizationInput,MF input kappa=1e+05,Muon,0.0003,fro,10,own_update,5,2.772508273719181e-08,2.769449252053466e-08,0.12403245884654653
MatrixFactorizationInput,MF input kappa=1e+05,Muon,0.0003,op,0,other_update,5,1.3853759677254999e-09,1.3853875039817027e-09,0.06419207744633294
MatrixFactorizationInput,MF input kappa=1e+05,Muon,0.0003,op,0,own_update,5,2.1677992877177936e-09,2.167978932424054e-09,0.04582369837779676
MatrixFactorizationInput,MF input kappa=1e+05,Muon,0.0003,op,1,other_update,5,8.869460913440118e-10,8.864561184424749e-10,0.03919574487095112
MatrixFactorizationInput,MF input kappa=1e+05,Muon,0.0003,op,1,own_update,5,2.359013471142559e-09,2.3567847537260893e-09,0.047514662002677496
MatrixFactorizationInput,MF input kappa=1e+05,Muon,0.0003,op,3,other_update,5,3.2291721253235353e-09,3.224575333491995e-09,0.0923246409552592
MatrixFactorizationInput,MF input kappa=1e+05,Muon,0.0003,op,3,own_update,5,4.717104688778916e-09,4.710464419376707e-09,0.06566086302934554
MatrixFactorizationInput,MF input kappa=1e+05,Muon,0.0003,op,10,other_update,5,-4.022180805931218e-09,-4.0264815709280025e-09,-0.038220976699400014
MatrixFactorizationInput,MF input kappa=1e+05,Muon,0.0003,op,10,own_update,5,3.181176748525208e-08,3.17714452200685e-08,0.1327718109388827
MatrixFactorizationInput,MF input kappa=1e+05,Muon,0.001,fro,0,other_update,5,9.299295315392955e-09,9.300766616559545e-09,0.05900176000211821
MatrixFactorizationInput,MF input kappa=1e+05,Muon,0.001,fro,0,own_update,5,6.69585710333224e-09,6.697653858518878e-09,0.04247488859086177
MatrixFactorizationInput,MF input kappa=1e+05,Muon,0.001,fro,1,other_update,5,5.820739333529858e-09,5.799461099035779e-09,0.03534616632311427
MatrixFactorizationInput,MF input kappa=1e+05,Muon,0.001,fro,1,own_update,5,7.245391932340223e-09,7.2241056348213404e-09,0.044136938952878166
MatrixFactorizationInput,MF input kappa=1e+05,Muon,0.001,fro,3,other_update,5,2.011496954512594e-08,1.9936304135631086e-08,0.08604685758689892
MatrixFactorizationInput,MF input kappa=1e+05,Muon,0.001,fro,3,own_update,5,1.4081934430700991e-08,1.4022699443127036e-08,0.060546465893899046
MatrixFactorizationInput,MF input kappa=1e+05,Muon,0.001,fro,10,other_update,5,-3.0359013338904184e-08,-3.0566232225771045e-08,-0.04283634393508089
MatrixFactorizationInput,MF input kappa=1e+05,Muon,0.001,fro,10,own_update,5,9.265531793383256e-08,9.231497506844887e-08,0.1240324588465465
MatrixFactorizationInput,MF input kappa=1e+05,Muon,0.001,op,0,other_update,5,4.6178333272159885e-09,4.617958346605676e-09,0.06419207744633296
MatrixFactorizationInput,MF input kappa=1e+05,Muon,0.001,op,0,own_update,5,7.224618445812259e-09,7.226596441413513e-09,0.04582369837779675
MatrixFactorizationInput,MF input kappa=1e+05,Muon,0.001,op,1,other_update,5,2.9603031421153446e-09,2.9548537281415835e-09,0.03919574487095113
MatrixFactorizationInput,MF input kappa=1e+05,Muon,0.001,op,1,own_update,5,7.88077212695703e-09,7.855949179086965e-09,0.047514662002677496
MatrixFactorizationInput,MF input kappa=1e+05,Muon,0.001,op,3,other_update,5,1.0799759289181581e-08,1.074858444497332e-08,0.0923246409552592
MatrixFactorizationInput,MF input kappa=1e+05,Muon,0.001,op,3,own_update,5,1.5775469838080757e-08,1.5701548064589027e-08,0.06566086302934554
MatrixFactorizationInput,MF input kappa=1e+05,Muon,0.001,op,10,other_update,5,-1.3373853419162713e-08,-1.3421605236426674e-08,-0.038220976699400014
MatrixFactorizationInput,MF input kappa=1e+05,Muon,0.001,op,10,own_update,5,1.0635352923023863e-07,1.0590481740022835e-07,0.1327718109388827
MatrixFactorizationInput,MF input kappa=1e+05,Muon,0.003,fro,0,other_update,5,2.788976109898084e-08,2.7902299849678635e-08,0.05900176000211821
MatrixFactorizationInput,MF input kappa=1e+05,Muon,0.003,fro,0,own_update,5,2.0077178180052816e-08,2.0092961575556635e-08,0.04247488859086177
MatrixFactorizationInput,MF input kappa=1e+05,Muon,0.003,fro,1,other_update,5,1.759099531225541e-08,1.7398383297107336e-08,0.03534616632311427
MatrixFactorizationInput,MF input kappa=1e+05,Muon,0.003,fro,1,own_update,5,2.1865137695304413e-08,2.167231690446402e-08,0.044136938952878166
MatrixFactorizationInput,MF input kappa=1e+05,Muon,0.003,fro,3,other_update,5,6.143385551886762e-08,5.980891240689325e-08,0.08604685758689892
MatrixFactorizationInput,MF input kappa=1e+05,Muon,0.003,fro,3,own_update,5,4.2603835760510926e-08,4.20680983293811e-08,0.060546465893899046
MatrixFactorizationInput,MF input kappa=1e+05,Muon,0.003,fro,10,other_update,5,-8.984260593158564e-08,-9.169869667731313e-08,-0.04283634393508089
MatrixFactorizationInput,MF input kappa=1e+05,Muon,0.003,fro,10,own_update,5,2.800196400660506e-07,2.769449252053466e-07,0.12403245884654653
MatrixFactorizationInput,MF input kappa=1e+05,Muon,0.003,op,0,other_update,5,1.3852830981527908e-08,1.3853875039817026e-08,0.06419207744633296
MatrixFactorizationInput,MF input kappa=1e+05,Muon,0.003,op,0,own_update,5,2.1662448385756893e-08,2.167978932424054e-08,0.04582369837779676
MatrixFactorizationInput,MF input kappa=1e+05,Muon,0.003,op,1,other_update,5,8.913741671878359e-09,8.864561184424751e-09,0.03919574487095112
MatrixFactorizationInput,MF input kappa=1e+05,Muon,0.003,op,1,own_update,5,2.379278314684394e-08,2.3567847537260896e-08,0.04751466200267749
MatrixFactorizationInput,MF input kappa=1e+05,Muon,0.003,op,3,other_update,5,3.2708894575093686e-08,3.224575333491995e-08,0.0923246409552592
MatrixFactorizationInput,MF input kappa=1e+05,Muon,0.003,op,3,own_update,5,4.7773579067283145e-08,4.7104644193767075e-08,0.06566086302934554
MatrixFactorizationInput,MF input kappa=1e+05,Muon,0.003,op,10,other_update,5,-3.98359367556687e-08,-4.0264815709280026e-08,-0.038220976699400014
MatrixFactorizationInput,MF input kappa=1e+05,Muon,0.003,op,10,own_update,5,3.217705471113188e-07,3.1771445220068504e-07,0.1327718109388827
MatrixFactorizationInput,MF input kappa=1e+05,Muon,0.01,fro,0,other_update,5,9.289525473797611e-08,9.300766616559543e-08,0.059001760002118195
MatrixFactorizationInput,MF input kappa=1e+05,Muon,0.01,fro,0,own_update,5,6.681585042028195e-08,6.697653858518879e-08,0.04247488859086178
MatrixFactorizationInput,MF input kappa=1e+05,Muon,0.01,fro,1,other_update,5,6.017833247068329e-08,5.799461099035779e-08,0.03534616632311427
MatrixFactorizationInput,MF input kappa=1e+05,Muon,0.01,fro,1,own_update,5,7.44320078869935e-08,7.22410563482134e-08,0.04413693895287817
MatrixFactorizationInput,MF input kappa=1e+05,Muon,0.01,fro,3,other_update,5,2.1809732083174376e-07,1.9936304135631087e-07,0.08604685758689892
MatrixFactorizationInput,MF input kappa=1e+05,Muon,0.01,fro,3,own_update,5,1.4628272095111562e-07,1.4022699443127033e-07,0.060546465893899046
MatrixFactorizationInput,MF input kappa=1e+05,Muon,0.01,fro,10,other_update,5,-2.853845484584289e-07,-3.056623222577104e-07,-0.04283634393508088
MatrixFactorizationInput,MF input kappa=1e+05,Muon,0.01,fro,10,own_update,5,9.577676345150493e-07,9.231497506844888e-07,0.12403245884654653
MatrixFactorizationInput,MF input kappa=1e+05,Muon,0.01,op,0,other_update,5,4.617111564863413e-08,4.617958346605676e-08,0.06419207744633296
MatrixFactorizationInput,MF input kappa=1e+05,Muon,0.01,op,0,own_update,5,7.20908056642581e-08,7.226596441413513e-08,0.045823698377796755
MatrixFactorizationInput,MF input kappa=1e+05,Muon,0.01,op,1,other_update,5,3.010029721488088e-08,2.9548537281415834e-08,0.03919574487095112
MatrixFactorizationInput,MF input kappa=1e+05,Muon,0.01,op,1,own_update,5,8.111839468384228e-08,7.855949179086965e-08,0.047514662002677496
MatrixFactorizationInput,MF input kappa=1e+05,Muon,0.01,op,3,other_update,5,1.1273330501092109e-07,1.0748584444973319e-07,0.09232464095525922
MatrixFactorizationInput,MF input kappa=1e+05,Muon,0.01,op,3,own_update,5,1.6459131817763327e-07,1.5701548064589026e-07,0.06566086302934554
MatrixFactorizationInput,MF input kappa=1e+05,Muon,0.01,op,10,other_update,5,-1.2948539171249896e-07,-1.3421605236426678e-07,-0.03822097669940001
MatrixFactorizationInput,MF input kappa=1e+05,Muon,0.01,op,10,own_update,5,1.1048076632571647e-06,1.0590481740022834e-06,0.1327718109388827
MatrixSensing,Matrix sensing kappa=1e+02,Adam,0.0001,fro,0,other_update,5,2.692366564071777e-06,2.6925405277822893e-06,0.8266906978269801
MatrixSensing,Matrix sensing kappa=1e+02,Adam,0.0001,fro,0,own_update,5,2.598759850533372e-06,2.5989225664537248e-06,0.7979717126280299
MatrixSensing,Matrix sensing kappa=1e+02,Adam,0.0001,fro,1,other_update,5,-5.069220244666162e-07,-5.066393684602275e-07,-0.25051073970869103
MatrixSensing,Matrix sensing kappa=1e+02,Adam,0.0001,fro,1,own_update,5,6.48164551622036e-07,6.483980070322211e-07,0.32076991203036753
MatrixSensing,Matrix sensing kappa=1e+02,Adam,0.0001,fro,3,other_update,5,-2.5350973020072873e-06,-2.5346777207175272e-06,-0.7405562878147615
MatrixSensing,Matrix sensing kappa=1e+02,Adam,0.0001,fro,3,own_update,5,1.6165116564640161e-06,1.61698177996033e-06,0.4724875941572515
MatrixSensing,Matrix sensing kappa=1e+02,Adam,0.0001,fro,5,other_update,5,-5.878106857249571e-07,-5.875341498218495e-07,-0.3172721038896379
MatrixSensing,Matrix sensing kappa=1e+02,Adam,0.0001,fro,5,own_update,5,9.126241767814028e-07,9.129658420290874e-07,0.49268246688709666
MatrixSensing,Matrix sensing kappa=1e+02,Adam,0.0001,op,0,other_update,5,5.219939190545183e-06,5.220593779707165e-06,0.82669069782698
MatrixSensing,Matrix sensing kappa=1e+02,Adam,0.0001,op,0,own_update,5,2.1589651634509184e-06,2.159077662567155e-06,0.79797171262803
MatrixSensing,Matrix sensing kappa=1e+02,Adam,0.0001,op,1,other_update,5,-1.0761125279156597e-06,-1.0748453242123543e-06,-0.250510739708691
MatrixSensing,Matrix sensing kappa=1e+02,Adam,0.0001,op,1,own_update,5,5.953203969497056e-07,5.955192009969e-07,0.3207699120303674
MatrixSensing,Matrix sensing kappa=1e+02,Adam,0.0001,op,3,other_update,5,-5.968703900892554e-06,-5.966376776484356e-06,-0.7405562878147617
MatrixSensing,Matrix sensing kappa=1e+02,Adam,0.0001,op,3,own_update,5,1.935950483063567e-06,1.936623526689137e-06,0.47248759415725167
MatrixSensing,Matrix sensing kappa=1e+02,Adam,0.0001,op,5,other_update,5,-1.3092303541709267e-06,-1.307852590236675e-06,-0.3172721038896381
MatrixSensing,Matrix sensing kappa=1e+02,Adam,0.0001,op,5,own_update,5,9.173542996435482e-07,9.177019066512051e-07,0.49268246688709666
MatrixSensing,Matrix sensing kappa=1e+02,Adam,0.0003,fro,0,other_update,5,8.076055909956442e-06,8.077621583346867e-06,0.8266906978269801
MatrixSensing,Matrix sensing kappa=1e+02,Adam,0.0003,fro,0,own_update,5,7.795303256080342e-06,7.796767699361175e-06,0.79797171262803
MatrixSensing,Matrix sensing kappa=1e+02,Adam,0.0003,fro,1,other_update,5,-1.522462009439802e-06,-1.5199181053806824e-06,-0.2505107397086911
MatrixSensing,Matrix sensing kappa=1e+02,Adam,0.0003,fro,1,own_update,5,1.9430929224056174e-06,1.945194021096663e-06,0.3207699120303674
MatrixSensing,Matrix sensing kappa=1e+02,Adam,0.0003,fro,3,other_update,5,-7.607809393762009e-06,-7.604033162152581e-06,-0.7405562878147617
MatrixSensing,Matrix sensing kappa=1e+02,Adam,0.0003,fro,3,own_update,5,4.846714228414275e-06,4.850945339880989e-06,0.4724875941572516
MatrixSensing,Matrix sensing kappa=1e+02,Adam,0.0003,fro,5,other_update,5,-1.7650912725934026e-06,-1.7626024494655483e-06,-0.317272103889638
MatrixSensing,Matrix sensing kappa=1e+02,Adam,0.0003,fro,5,own_update,5,2.735822538858269e-06,2.7388975260872616e-06,0.49268246688709655
MatrixSensing,Matrix sensing kappa=1e+02,Adam,0.0003,op,0,other_update,5,1.565589003667059e-05,1.5661781339121493e-05,0.8266906978269798
MatrixSensing,Matrix sensing kappa=1e+02,Adam,0.0003,op,0,own_update,5,6.4762204956582414e-06,6.477232987701463e-06,0.79797171262803
MatrixSensing,Matrix sensing kappa=1e+02,Adam,0.0003,op,1,other_update,5,-3.2359408059665085e-06,-3.2245359726370626e-06,-0.25051073970869103
MatrixSensing,Matrix sensing kappa=1e+02,Adam,0.0003,op,1,own_update,5,1.784768366566193e-06,1.7865576029906996e-06,0.3207699120303675
MatrixSensing,Matrix sensing kappa=1e+02,Adam,0.0003,op,3,other_update,5,-1.792007444912872e-05,-1.7899130329453067e-05,-0.7405562878147617
MatrixSensing,Matrix sensing kappa=1e+02,Adam,0.0003,op,3,own_update,5,5.80381318743637e-06,5.80987058006741e-06,0.4724875941572516
MatrixSensing,Matrix sensing kappa=1e+02,Adam,0.0003,op,5,other_update,5,-3.935957646117489e-06,-3.9235577707100244e-06,-0.31727210388963795
MatrixSensing,Matrix sensing kappa=1e+02,Adam,0.0003,op,5,own_update,5,2.7499772568848576e-06,2.753105719953615e-06,0.4926824668870965
MatrixSensing,Matrix sensing kappa=1e+02,Adam,0.001,fro,0,other_update,5,2.6908008906817436e-05,2.6925405277822895e-05,0.82669069782698
MatrixSensing,Matrix sensing kappa=1e+02,Adam,0.001,fro,0,own_update,5,2.5972954072539174e-05,2.5989225664537246e-05,0.7979717126280299
MatrixSensing,Matrix sensing kappa=1e+02,Adam,0.001,fro,1,other_update,5,-5.094659285260344e-06,-5.066393684602276e-06,-0.25051073970869087
MatrixSensing,Matrix sensing kappa=1e+02,Adam,0.001,fro,1,own_update,5,6.460634529310664e-06,6.4839800703222105e-06,0.3207699120303675
MatrixSensing,Matrix sensing kappa=1e+02,Adam,0.001,fro,3,other_update,5,-2.5388735336173003e-05,-2.5346777207175273e-05,-0.7405562878147619
MatrixSensing,Matrix sensing kappa=1e+02,Adam,0.001,fro,3,own_update,5,1.612280544996767e-05,1.61698177996033e-05,0.4724875941572518
MatrixSensing,Matrix sensing kappa=1e+02,Adam,0.001,fro,5,other_update,5,-5.902995088529275e-06,-5.8753414982184946e-06,-0.31727210388963806
MatrixSensing,Matrix sensing kappa=1e+02,Adam,0.001,fro,5,own_update,5,9.095491895522427e-06,9.129658420290874e-06,0.4926824668870965
MatrixSensing,Matrix sensing kappa=1e+02,Adam,0.001,op,0,other_update,5,5.21404788809552e-05,5.220593779707164e-05,0.8266906978269801
MatrixSensing,Matrix sensing kappa=1e+02,Adam,0.001,op,0,own_update,5,2.1579526714082463e-05,2.1590776625671547e-05,0.7979717126280299
MatrixSensing,Matrix sensing kappa=1e+02,Adam,0.001,op,1,other_update,5,-1.0875173612450925e-05,-1.0748453242123543e-05,-0.2505107397086911
MatrixSensing,Matrix sensing kappa=1e+02,Adam,0.001,op,1,own_update,5,5.935311605249817e-06,5.955192009968999e-06,0.3207699120303674
MatrixSensing,Matrix sensing kappa=1e+02,Adam,0.001,op,3,other_update,5,-5.9896480205686234e-05,-5.966376776484355e-05,-0.7405562878147617
MatrixSensing,Matrix sensing kappa=1e+02,Adam,0.001,op,3,own_update,5,1.92989309043181e-05,1.9366235266891367e-05,0.4724875941572516
MatrixSensing,Matrix sensing kappa=1e+02,Adam,0.001,op,5,other_update,5,-1.3216302295781645e-05,-1.3078525902366749e-05,-0.3172721038896379
MatrixSensing,Matrix sensing kappa=1e+02,Adam,0.001,op,5,own_update,5,9.142258365746337e-06,9.177019066512052e-06,0.4926824668870967
