group_type,problem_family,base_setting,target_layer_relative_norm,budget,eval_algo,metric,n_pairs,other_positive_pairs,other_better_pairs,mean_signed_other_over_own,signed_ratio_ci95_low,signed_ratio_ci95_high,geomean_other_over_own,ratio_ci95_low,ratio_ci95_high,positive_ratio_pairs,ratio_ci95_above_one,ratio_ci95_below_one,mean_delta_other_minus_own,delta_ci95_low,delta_ci95_high
setting_target_budget_eval,MatrixFactorizationInput,MF input kappa=1e+02,0.0001,op,Muon,delta_loss,20,15,0,0.36062970525609545,0.2213625001381098,0.4998969103740811,0.5161208600168171,0.45180849681900415,0.5895877213907553,15,False,True,-4.368681193772541e-09,-7.322473724118446e-09,-1.4148886634266367e-09
setting_target_budget_eval,MatrixFactorizationInput,MF input kappa=1e+02,0.0001,op,Muon,update_grad_cosine,20,15,11,0.7618171755765721,0.47551933913575584,1.0481150120173885,1.0869853722467067,0.9610540207891072,1.229418090887512,15,False,False,-0.047122402212811124,-0.09052560301229065,-0.0037192014133315965
setting_target_budget_eval,MatrixFactorizationInput,MF input kappa=1e+02,0.0003,fro,Adam,update_grad_inner,20,20,5,0.8847081609185699,0.4958556151865473,1.2735607066505925,0.657125663372771,0.46718136995894827,0.924296569234018,20,False,True,-3.338104348835021e-09,-2.9195844642110695e-08,2.2519635944440653e-08
setting_target_budget_eval,MatrixFactorizationInput,MF input kappa=1e+02,0.0003,fro,Adam,delta_loss,20,20,5,0.8673027166680418,0.490463155751374,1.2441422775847095,0.6501004860975725,0.4646962341655276,0.9094772260920807,20,False,True,-3.3693443493465542e-09,-2.9255012196691817e-08,2.2516323497998706e-08
setting_target_budget_eval,MatrixFactorizationInput,MF input kappa=1e+02,0.0003,fro,Adam,update_grad_cosine,20,20,5,0.8847081609185696,0.49585561518654714,1.273560706650592,0.657125663372771,0.46718136995894827,0.924296569234018,20,False,True,-0.02161865958171653,-0.11586824662698025,0.07263092746354718
setting_target_budget_eval,MatrixFactorizationInput,MF input kappa=1e+02,0.0003,fro,Muon,update_grad_inner,20,15,11,0.7189444142746192,0.4340851569859571,1.0038036715632812,1.0395107152065235,0.9106198306522089,1.1866450637861001,15,False,False,-1.2395058707286662e-08,-2.2429937607895958e-08,-2.3601798066773646e-09
setting_target_budget_eval,MatrixFactorizationInput,MF input kappa=1e+02,0.0003,fro,Muon,delta_loss,20,15,11,0.7196479303814736,0.43483153362989996,1.0044643271330471,1.0400984401529942,0.9110483835446057,1.1874284447986465,15,False,False,-1.239846660962713e-08,-2.2438606798217426e-08,-2.358326421036831e-09
setting_target_budget_eval,MatrixFactorizationInput,MF input kappa=1e+02,0.0003,fro,Muon,update_grad_cosine,20,15,11,0.7189444142746192,0.43408515698595707,1.0038036715632814,1.0395107152065235,0.9106198306522088,1.1866450637861001,15,False,False,-0.048833758958249436,-0.09117130994363595,-0.006496207972862919
setting_target_budget_eval,MatrixFactorizationInput,MF input kappa=1e+02,0.0003,op,Adam,update_grad_inner,20,20,15,2.096218165127917,1.0463850355752922,3.146051294680542,1.4532832765530779,1.0057384911285299,2.0999815563775015,20,True,False,2.0429764097426407e-08,5.0541006163995496e-09,3.580542757845326e-08
setting_target_budget_eval,MatrixFactorizationInput,MF input kappa=1e+02,0.0003,op,Adam,delta_loss,20,20,15,2.0585842393126113,1.0370074816550392,3.080160996970183,1.4412970461495371,1.0025654892247888,2.0720214265959176,20,True,False,2.0259748628594813e-08,4.99588808576713e-09,3.5523609171422494e-08
