group_type,problem_family,base_setting,target_layer_relative_norm,budget,eval_algo,metric,n_pairs,other_positive_pairs,other_better_pairs,mean_signed_other_over_own,signed_ratio_ci95_low,signed_ratio_ci95_high,geomean_other_over_own,ratio_ci95_low,ratio_ci95_high,positive_ratio_pairs,ratio_ci95_above_one,ratio_ci95_below_one,mean_delta_other_minus_own,delta_ci95_low,delta_ci95_high
setting_target_budget_eval,MatrixFactorizationInput,MF input kappa=1e+05,0.0003,op,Muon,update_grad_cosine,20,15,11,0.8360163790429423,0.5205264408060908,1.151506317279794,1.1723574571223423,1.0050548237285655,1.3675094878620808,15,True,False,-0.03356988694388981,-0.07011655476308276,0.0029767808753031408
setting_target_budget_eval,MatrixFactorizationInput,MF input kappa=1e+05,0.001,fro,Adam,update_grad_inner,20,19,3,0.7040194169133599,0.3823263846386136,1.0257124491881062,0.5969025876083895,0.44906025850215797,0.7934184607696231,19,False,True,-3.926432834804608e-08,-1.3657507597802087e-07,5.8046419281928716e-08
setting_target_budget_eval,MatrixFactorizationInput,MF input kappa=1e+05,0.001,fro,Adam,delta_loss,20,19,3,0.6795695371626984,0.391398471158406,0.9677406031669908,0.5888084483724498,0.4478411430050483,0.774148142237266,19,False,True,-3.991701960696492e-08,-1.375774672735127e-07,5.7743428059582865e-08
setting_target_budget_eval,MatrixFactorizationInput,MF input kappa=1e+05,0.001,fro,Adam,update_grad_cosine,20,19,3,0.70401941691336,0.3823263846386136,1.0257124491881064,0.5969025876083897,0.449060258502158,0.7934184607696232,19,False,True,-0.05613322975306843,-0.15943371019495498,0.04716725068881813
setting_target_budget_eval,MatrixFactorizationInput,MF input kappa=1e+05,0.001,fro,Muon,update_grad_inner,20,15,10,0.8161826587149941,0.4897715053023511,1.142593812127637,1.161124348025692,0.9865284038629563,1.3666203084461572,15,False,False,-2.894728359486519e-08,-5.352726664194524e-08,-4.367300547785139e-09
setting_target_budget_eval,MatrixFactorizationInput,MF input kappa=1e+05,0.001,fro,Muon,delta_loss,20,15,10,0.8190726422156331,0.4926605834340009,1.1454847009972653,1.163432469361149,0.9879687060627433,1.370058689569282,15,False,False,-2.895062763626536e-08,-5.356304545279842e-08,-4.338209819732297e-09
setting_target_budget_eval,MatrixFactorizationInput,MF input kappa=1e+05,0.001,fro,Muon,update_grad_cosine,20,15,10,0.8161826587149941,0.4897715053023511,1.142593812127637,1.161124348025692,0.9865284038629563,1.3666203084461572,15,False,False,-0.03340807807678375,-0.06886292905053398,0.0020467728969664964
setting_target_budget_eval,MatrixFactorizationInput,MF input kappa=1e+05,0.001,op,Adam,update_grad_inner,20,19,11,1.6191680190046966,0.8303186907447613,2.4080173472646322,1.339631194378638,0.9964603685663577,1.8009865656115427,19,False,False,4.835447881296047e-08,-1.158082127609376e-08,1.0828977890201469e-07
setting_target_budget_eval,MatrixFactorizationInput,MF input kappa=1e+05,0.001,op,Adam,delta_loss,20,19,11,1.5725349077090403,0.8403989969737533,2.304670818444327,1.3232537933289852,0.9932497129228304,1.7629006872872774,19,False,False,4.6769057669047444e-08,-1.2350731302137466e-08,1.0588884664023235e-07
setting_target_budget_eval,MatrixFactorizationInput,MF input kappa=1e+05,0.001,op,Adam,update_grad_cosine,20,19,4,0.7511844334585892,0.3861997078046574,1.1161691591125211,0.6229098749912881,0.4641641847623877,0.8359471176353117,19,False,True,-0.06016396384325316,-0.16904706560311183,0.04871913791660551
setting_target_budget_eval,MatrixFactorizationInput,MF input kappa=1e+05,0.001,op,Muon,update_grad_inner,20,15,0,0.3912628145814826,0.24286066770436138,0.5396649614586038,0.5461062584248193,0.46385745885603197,0.6429389886847074,15,False,True,-3.2947279950505986e-08,-5.557926138028389e-08,-1.0315298520728078e-08
setting_target_budget_eval,MatrixFactorizationInput,MF input kappa=1e+05,0.001,op,Muon,delta_loss,20,15,0,0.391469948343023,0.24324472095727886,0.5396951757287671,0.5459594675634267,0.4635716603226037,0.6429895650107461,15,False,True,-3.305758682543462e-08,-5.5765532541199824e-08,-1.034964110966941e-08
setting_target_budget_eval,MatrixFactorizationInput,MF input kappa=1e+05,0.001,op,Muon,update_grad_cosine,20,15,11,0.8360163790429427,0.520526440806091,1.1515063172797944,1.1723574571223423,1.0050548237285655,1.367509487862081,15,True,False,-0.03356988694388981,-0.07011655476308276,0.0029767808753031408
setting_target_budget_eval,MatrixFactorizationInput,MF input kappa=1e+05,0.003,fro,Adam,update_grad_inner,20,19,3,0.70401941691336,0.3823263846386136,1.0257124491881064,0.5969025876083897,0.449060258502158,0.7934184607696232,19,False,True,-1.177929850441382e-07,-4.097252279340625e-07,1.7413925784578614e-07
setting_target_budget_eval,MatrixFactorizationInput,MF input kappa=1e+05,0.003,fro,Adam,delta_loss,20,19,3,0.6379448144301155,0.4024339555552986,0.8734556733049325,0.5727423643878081,0.4445026825820922,0.7379793841940526,19,False,True,-1.2406362453677373e-07,-4.1888847062949543e-07,1.70761221555948e-07
setting_target_budget_eval,MatrixFactorizationInput,MF input kappa=1e+05,0.003,fro,Adam,update_grad_cosine,20,19,3,0.70401941691336,0.3823263846386135,1.0257124491881064,0.5969025876083895,0.4490602585021579,0.7934184607696231,19,False,True,-0.05613322975306843,-0.15943371019495498,0.04716725068881813
setting_target_budget_eval,MatrixFactorizationInput,MF input kappa=1e+05,0.003,fro,Muon,update_grad_inner,20,15,10,0.8161826587149941,0.4897715053023511,1.142593812127637,1.161124348025692,0.9865284038629563,1.3666203084461572,15,False,False,-8.684185078459557e-08,-1.6058179992583572e-07,-1.3101901643355423e-08
setting_target_budget_eval,MatrixFactorizationInput,MF input kappa=1e+05,0.003,fro,Muon,delta_loss,20,15,10,0.8248678263135453,0.49840338178564325,1.1513322708414473,1.1680725326418362,0.9908278100269294,1.3770237650830885,15,False,False,-8.687344642585012e-08,-1.6091112860732037e-07,-1.2835764244379872e-08
setting_target_budget_eval,MatrixFactorizationInput,MF input kappa=1e+05,0.003,fro,Muon,update_grad_cosine,20,15,10,0.8161826587149941,0.4897715053023511,1.142593812127637,1.161124348025692,0.9865284038629564,1.3666203084461572,15,False,False,-0.03340807807678374,-0.06886292905053398,0.0020467728969665033
setting_target_budget_eval,MatrixFactorizationInput,MF input kappa=1e+05,0.003,op,Adam,update_grad_inner,20,19,11,1.6191680190046966,0.8303186907447611,2.4080173472646322,1.3396311943786383,0.9964603685663577,1.8009865656115431,19,False,False,1.4506343643888139e-07,-3.474246382828127e-08,3.2486933670604405e-07
setting_target_budget_eval,MatrixFactorizationInput,MF input kappa=1e+05,0.003,op,Adam,delta_loss,20,19,11,1.483455552931162,0.8538557242262725,2.1130553816360513,1.288002594728945,0.9844624766498713,1.6851334848981845,19,False,False,1.304319131961293e-07,-4.2059000180211864e-08,3.029228265724705e-07
setting_target_budget_eval,MatrixFactorizationInput,MF input kappa=1e+05,0.003,op,Adam,update_grad_cosine,20,19,4,0.7511844334585894,0.38619970780465757,1.1161691591125213,0.6229098749912881,0.4641641847623877,0.8359471176353117,19,False,True,-0.060163963843253176,-0.16904706560311183,0.048719137916605496
setting_target_budget_eval,MatrixFactorizationInput,MF input kappa=1e+05,0.003,op,Muon,update_grad_inner,20,15,0,0.3912628145814826,0.24286066770436138,0.5396649614586038,0.5461062584248192,0.4638574588560319,0.6429389886847074,15,False,True,-9.884183985151796e-08,-1.6673778414085168e-07,-3.0945895562184245e-08
setting_target_budget_eval,MatrixFactorizationInput,MF input kappa=1e+05,0.003,op,Muon,delta_loss,20,15,0,0.3918782372581873,0.24400068926276153,0.5397557852536131,0.5456615422401329,0.462989940401634,0.6430950063873775,15,False,True,-9.983995680959287e-08,-1.684231175908016e-07,-3.1256796028384155e-08
setting_target_budget_eval,MatrixFactorizationInput,MF input kappa=1e+05,0.003,op,Muon,update_grad_cosine,20,15,11,0.8360163790429425,0.5205264408060908,1.1515063172797941,1.1723574571223423,1.0050548237285655,1.3675094878620808,15,True,False,-0.03356988694388981,-0.07011655476308276,0.0029767808753031408
setting_target_budget_eval,MatrixFactorizationInput,MF input kappa=1e+05,0.01,fro,Adam,update_grad_inner,20,19,3,0.70401941691336,0.38232638463861374,1.0257124491881062,0.5969025876083897,0.449060258502158,0.7934184607696232,19,False,True,-3.926432834804608e-07,-1.3657507597802085e-06,5.804641928192868e-07
setting_target_budget_eval,MatrixFactorizationInput,MF input kappa=1e+05,0.01,fro,Adam,delta_loss,20,19,3,0.5276800702689757,0.3940718193883023,0.661288321149649,0.5081057186967525,0.415153407724434,0.6218699318583207,19,False,True,-4.771045886750636e-07,-1.4729591410208976e-06,5.187499636707703e-07
setting_target_budget_eval,MatrixFactorizationInput,MF input kappa=1e+05,0.01,fro,Adam,update_grad_cosine,20,19,3,0.70401941691336,0.38232638463861374,1.0257124491881062,0.5969025876083897,0.449060258502158,0.7934184607696232,19,False,True,-0.05613322975306843,-0.15943371019495498,0.04716725068881813
setting_target_budget_eval,MatrixFactorizationInput,MF input kappa=1e+05,0.01,fro,Muon,update_grad_inner,20,15,10,0.8161826587149941,0.4897715053023512,1.1425938121276369,1.1611243480256919,0.9865284038629563,1.366620308446157,15,False,False,-2.8947283594865194e-07,-5.352726664194526e-07,-4.3673005477851376e-08
setting_target_budget_eval,MatrixFactorizationInput,MF input kappa=1e+05,0.01,fro,Muon,delta_loss,20,15,10,0.8453299352169997,0.5181458246812849,1.1725140457527146,1.1845690592797322,1.0006107616276898,1.402347356248981,15,True,False,-2.898779635478665e-07,-5.392134996147368e-07,-4.054242748099616e-08
setting_target_budget_eval,MatrixFactorizationInput,MF input kappa=1e+05,0.01,fro,Muon,update_grad_cosine,20,15,10,0.8161826587149941,0.4897715053023512,1.1425938121276369,1.1611243480256919,0.9865284038629561,1.366620308446157,15,False,False,-0.033408078076783754,-0.068862929050534,0.0020467728969664895
setting_target_budget_eval,MatrixFactorizationInput,MF input kappa=1e+05,0.01,op,Adam,update_grad_inner,20,19,11,1.6191680190046966,0.8303186907447614,2.408017347264632,1.339631194378638,0.9964603685663577,1.8009865656115427,19,False,False,4.835447881296047e-07,-1.1580821276093761e-07,1.0828977890201469e-06
setting_target_budget_eval,MatrixFactorizationInput,MF input kappa=1e+05,0.01,op,Adam,delta_loss,20,19,9,1.1949838424394312,0.8273357434145618,1.5626319414643006,1.1070006302694533,0.8762150840385149,1.3985725853620445,19,False,False,3.0630695554620746e-07,-2.1571985847078678e-07,8.283337695632017e-07
setting_target_budget_eval,MatrixFactorizationInput,MF input kappa=1e+05,0.01,op,Adam,update_grad_cosine,20,19,4,0.7511844334585893,0.3861997078046575,1.1161691591125211,0.6229098749912881,0.4641641847623877,0.8359471176353116,19,False,True,-0.060163963843253176,-0.16904706560311183,0.048719137916605496
setting_target_budget_eval,MatrixFactorizationInput,MF input kappa=1e+05,0.01,op,Muon,update_grad_inner,20,15,0,0.3912628145814826,0.24286066770436138,0.5396649614586038,0.5461062584248193,0.46385745885603197,0.6429389886847074,15,False,True,-3.2947279950505985e-07,-5.557926138028388e-07,-1.0315298520728082e-07
setting_target_budget_eval,MatrixFactorizationInput,MF input kappa=1e+05,0.01,op,Muon,delta_loss,20,15,0,0.39325114071430467,0.24652464444491692,0.5399776369836924,0.5445792239788162,0.46085194946890956,0.6435180138244742,15,False,True,-3.407722139052403e-07,-5.74866053275554e-07,-1.0667837453492656e-07
setting_target_budget_eval,MatrixFactorizationInput,MF input kappa=1e+05,0.01,op,Muon,update_grad_cosine,20,15,11,0.8360163790429423,0.5205264408060907,1.151506317279794,1.1723574571223423,1.0050548237285655,1.367509487862081,15,True,False,-0.03356988694388981,-0.07011655476308276,0.0029767808753031408
setting_target_budget_eval,MatrixSensing,Matrix sensing kappa=1e+02,0.0001,fro,Adam,update_grad_inner,20,5,5,-0.4926849981501202,-0.9219351014158252,-0.06343489488441512,1.0359896760393448,1.0313395611792455,1.0406607573871325,5,True,False,-1.6783947266731697e-06,-2.3750023369271463e-06,-9.817871164191931e-07
setting_target_budget_eval,MatrixSensing,Matrix sensing kappa=1e+02,0.0001,fro,Adam,delta_loss,20,5,5,-0.4931852447876378,-0.9225646917503141,-0.06380579782496149,1.0359876112630946,1.0313381799954457,1.0406580028825776,5,True,False,-1.6783809208819776e-06,-2.3749770151823237e-06,-9.817848265816316e-07
setting_target_budget_eval,MatrixSensing,Matrix sensing kappa=1e+02,0.0001,fro,Adam,update_grad_cosine,20,5,5,-0.49268499815012,-0.9219351014158252,-0.06343489488441473,1.0359896760393452,1.031339561179246,1.040660757387133,5,True,False,-0.6413900298222139,-0.8441947652289686,-0.43858529441545924
setting_target_budget_eval,MatrixSensing,Matrix sensing kappa=1e+02,0.0001,fro,Muon,update_grad_inner,20,10,0,0.08909052658980086,-0.2785242948098019,0.45670534798940365,0.8902438990332731,0.8373391752187562,0.9464912465834572,10,False,True,-1.1039920393607833e-06,-1.503702769354633e-06,-7.042813093669334e-07
setting_target_budget_eval,MatrixSensing,Matrix sensing kappa=1e+02,0.0001,fro,Muon,delta_loss,20,10,0,0.08896899616312423,-0.27870443005963186,0.4566424223858804,0.8902445830753584,0.8373390122523655,0.9464928853167498,10,False,True,-1.1039944347339814e-06,-1.503713897179826e-06,-7.042749722881369e-07
setting_target_budget_eval,MatrixSensing,Matrix sensing kappa=1e+02,0.0001,fro,Muon,update_grad_cosine,20,10,0,0.08909052658980085,-0.2785242948098019,0.45670534798940354,0.8902438990332728,0.8373391752187561,0.9464912465834568,10,False,True,-0.7208486606231208,-1.0097447464177312,-0.43195257482851057
setting_target_budget_eval,MatrixSensing,Matrix sensing kappa=1e+02,0.0001,op,Adam,update_grad_inner,20,5,5,-0.9800947583369876,-1.9104703216127465,-0.04971919506122857,2.418631253125187,2.2986790763963225,2.544842905067334,5,True,False,-2.1843508020326542e-06,-3.936496858501313e-06,-4.3220474556399586e-07
setting_target_budget_eval,MatrixSensing,Matrix sensing kappa=1e+02,0.0001,op,Adam,delta_loss,20,5,5,-0.9819124163507494,-1.9127021112563605,-0.05112272144513852,2.4184540465279074,2.298522334308742,2.54464352504376,5,True,False,-2.185424483885424e-06,-3.937748504512978e-06,-4.331004632578705e-07
setting_target_budget_eval,MatrixSensing,Matrix sensing kappa=1e+02,0.0001,op,Adam,update_grad_cosine,20,5,5,-0.4926849981501203,-0.9219351014158255,-0.06343489488441512,1.035989676039345,1.0313395611792457,1.040660757387133,5,True,False,-0.6413900298222142,-0.844194765228969,-0.4385852944154594
setting_target_budget_eval,MatrixSensing,Matrix sensing kappa=1e+02,0.0001,op,Muon,update_grad_inner,20,10,0,0.02395121191412635,-0.14067727634505237,0.18857970017330508,0.38431600399955546,0.3615745850940911,0.40848775610639576,10,False,True,-2.948381142620307e-06,-3.1561729322473836e-06,-2.74058935299323e-06
setting_target_budget_eval,MatrixSensing,Matrix sensing kappa=1e+02,0.0001,op,Muon,delta_loss,20,10,0,0.023891400293072438,-0.14077867276403846,0.18856147335018333,0.38434518448165716,0.36160309443230276,0.408517579381209,10,False,True,-2.9479323521444668e-06,-3.155721069655411e-06,-2.7401436346335225e-06
setting_target_budget_eval,MatrixSensing,Matrix sensing kappa=1e+02,0.0001,op,Muon,update_grad_cosine,20,10,0,0.08909052658980095,-0.27852429480980184,0.4567053479894037,0.8902438990332731,0.8373391752187564,0.9464912465834571,10,False,True,-0.7208486606231206,-1.0097447464177307,-0.43195257482851035
setting_target_budget_eval,MatrixSensing,Matrix sensing kappa=1e+02,0.0003,fro,Adam,update_grad_inner,20,5,5,-0.4926849981501201,-0.9219351014158252,-0.063434894884415,1.0359896760393448,1.0313395611792455,1.0406607573871325,5,True,False,-5.0351841800195075e-06,-7.125007010781436e-06,-2.9453613492575786e-06
setting_target_budget_eval,MatrixSensing,Matrix sensing kappa=1e+02,0.0003,fro,Adam,delta_loss,20,5,5,-0.4941867713377997,-0.9238251688194855,-0.0645483738561139,1.0359834809322501,1.0313354165396034,1.0406524934105068,5,True,False,-5.035059927899319e-06,-7.124779119055867e-06,-2.9453407367427708e-06
setting_target_budget_eval,MatrixSensing,Matrix sensing kappa=1e+02,0.0003,fro,Adam,update_grad_cosine,20,5,5,-0.4926849981501202,-0.9219351014158255,-0.0634348948844149,1.0359896760393452,1.0313395611792455,1.0406607573871332,5,True,False,-0.6413900298222142,-0.844194765228969,-0.43858529441545935
setting_target_budget_eval,MatrixSensing,Matrix sensing kappa=1e+02,0.0003,fro,Muon,update_grad_inner,20,10,0,0.0890905265898009,-0.2785242948098019,0.45670534798940365,0.8902438990332731,0.8373391752187562,0.9464912465834572,10,False,True,-3.3119761180823496e-06,-4.5111083080638984e-06,-2.1128439281008008e-06
setting_target_budget_eval,MatrixSensing,Matrix sensing kappa=1e+02,0.0003,fro,Muon,delta_loss,20,10,0,0.0887258369039561,-0.279064850636486,0.45651652444439816,0.8902459514043433,0.8373386861814203,0.946496163465342,10,False,True,-3.3119976764414544e-06,-4.511208459294961e-06,-2.1127868935879477e-06
setting_target_budget_eval,MatrixSensing,Matrix sensing kappa=1e+02,0.0003,fro,Muon,update_grad_cosine,20,10,0,0.08909052658980082,-0.27852429480980195,0.4567053479894036,0.890243899033273,0.8373391752187563,0.9464912465834568,10,False,True,-0.7208486606231207,-1.0097447464177307,-0.43195257482851057
setting_target_budget_eval,MatrixSensing,Matrix sensing kappa=1e+02,0.0003,op,Adam,update_grad_inner,20,5,5,-0.9800947583369876,-1.9104703216127465,-0.04971919506122857,2.418631253125187,2.2986790763963225,2.5448429050673336,5,True,False,-6.553052406097962e-06,-1.1809490575503938e-05,-1.2966142366919878e-06
setting_target_budget_eval,MatrixSensing,Matrix sensing kappa=1e+02,0.0003,op,Adam,delta_loss,20,5,5,-0.9855515374743826,-1.9171705479563097,-0.053932526992455654,2.4180995778800654,2.2982087973923857,2.544244707085866,5,True,False,-6.562715542771948e-06,-1.1820755397169875e-05,-1.3046756883740213e-06
setting_target_budget_eval,MatrixSensing,Matrix sensing kappa=1e+02,0.0003,op,Adam,update_grad_cosine,20,5,5,-0.4926849981501203,-0.9219351014158255,-0.06343489488441512,1.0359896760393446,1.0313395611792453,1.0406607573871323,5,True,False,-0.641390029822214,-0.8441947652289687,-0.43858529441545935
setting_target_budget_eval,MatrixSensing,Matrix sensing kappa=1e+02,0.0003,op,Muon,update_grad_inner,20,10,0,0.02395121191412632,-0.14067727634505242,0.18857970017330508,0.38431600399955546,0.3615745850940911,0.4084877561063957,10,False,True,-8.84514342786092e-06,-9.46851879674215e-06,-8.221768058979689e-06
setting_target_budget_eval,MatrixSensing,Matrix sensing kappa=1e+02,0.0003,op,Muon,delta_loss,20,10,0,0.02377167458056977,-0.14098163034573954,0.1885249795068791,0.3844035687221624,0.361660136659692,0.40857724882567403,10,False,True,-8.841104313578719e-06,-9.464452090631171e-06,-8.217756536526267e-06
setting_target_budget_eval,MatrixSensing,Matrix sensing kappa=1e+02,0.0003,op,Muon,update_grad_cosine,20,10,0,0.08909052658980085,-0.2785242948098019,0.45670534798940365,0.8902438990332731,0.8373391752187562,0.9464912465834573,10,False,True,-0.7208486606231208,-1.0097447464177312,-0.43195257482851057
setting_target_budget_eval,MatrixSensing,Matrix sensing kappa=1e+02,0.001,fro,Adam,update_grad_inner,20,5,5,-0.4926849981501201,-0.9219351014158252,-0.063434894884415,1.0359896760393448,1.0313395611792455,1.0406607573871325,5,True,False,-1.6783947266731694e-05,-2.3750023369271458e-05,-9.817871164191928e-06
setting_target_budget_eval,MatrixSensing,Matrix sensing kappa=1e+02,0.001,fro,Adam,delta_loss,20,5,5,-0.49770300184336297,-0.9282504987694354,-0.0671555049172905,1.0359690165933753,1.0313257329900725,1.0406332054082237,5,True,False,-1.678256668762128e-05,-2.3747491393666583e-05,-9.817641981575975e-06
setting_target_budget_eval,MatrixSensing,Matrix sensing kappa=1e+02,0.001,fro,Adam,update_grad_cosine,20,5,5,-0.4926849981501202,-0.9219351014158254,-0.063434894884415,1.035989676039345,1.0313395611792464,1.0406607573871318,5,True,False,-0.6413900298222142,-0.844194765228969,-0.43858529441545935
setting_target_budget_eval,MatrixSensing,Matrix sensing kappa=1e+02,0.001,fro,Muon,update_grad_inner,20,10,0,0.08909052658980075,-0.278524294809802,0.45670534798940354,0.8902438990332731,0.8373391752187561,0.9464912465834572,10,False,True,-1.1039920393607834e-05,-1.5037027693546331e-05,-7.042813093669338e-06
setting_target_budget_eval,MatrixSensing,Matrix sensing kappa=1e+02,0.001,fro,Muon,delta_loss,20,10,0,0.0878737447919151,-0.28032790073945546,0.4560753903232857,0.8902507431311696,0.8373375434842926,0.9465076441546979,10,False,True,-1.1040159930927288e-05,-1.5038140516288374e-05,-7.042179345566201e-06
setting_target_budget_eval,MatrixSensing,Matrix sensing kappa=1e+02,0.001,fro,Muon,update_grad_cosine,20,10,0,0.08909052658980073,-0.278524294809802,0.45670534798940343,0.8902438990332727,0.8373391752187558,0.946491246583457,10,False,True,-0.720848660623121,-1.0097447464177314,-0.43195257482851074
setting_target_budget_eval,MatrixSensing,Matrix sensing kappa=1e+02,0.001,op,Adam,update_grad_inner,20,5,5,-0.9800947583369876,-1.9104703216127465,-0.04971919506122857,2.418631253125187,2.2986790763963225,2.544842905067334,5,True,False,-2.184350802032654e-05,-3.936496858501312e-05,-4.32204745563996e-06
setting_target_budget_eval,MatrixSensing,Matrix sensing kappa=1e+02,0.001,op,Adam,delta_loss,20,5,5,-0.9983285590595063,-1.932861263428764,-0.06379585469024851,2.4168583550477627,2.297110864072926,2.542848235895478,5,True,False,-2.195087620559008e-05,-3.94901335639609e-05,-4.41161884721926e-06
setting_target_budget_eval,MatrixSensing,Matrix sensing kappa=1e+02,0.001,op,Adam,update_grad_cosine,20,5,5,-0.49268499815012,-0.9219351014158252,-0.06343489488441473,1.0359896760393452,1.0313395611792462,1.0406607573871325,5,True,False,-0.641390029822214,-0.8441947652289687,-0.4385852944154593
setting_target_budget_eval,MatrixSensing,Matrix sensing kappa=1e+02,0.001,op,Muon,update_grad_inner,20,10,0,0.02395121191412636,-0.14067727634505237,0.18857970017330508,0.38431600399955546,0.3615745850940911,0.40848775610639576,10,False,True,-2.9483811426203073e-05,-3.156172932247384e-05,-2.7405893529932308e-05
setting_target_budget_eval,MatrixSensing,Matrix sensing kappa=1e+02,0.001,op,Muon,delta_loss,20,10,0,0.02335155562641392,-0.14169371649778953,0.18839682775061736,0.38460815829156897,0.36186003208372586,0.4087863325845464,10,False,True,-2.9438932378622258e-05,-3.15165459243971e-05,-2.736131883284742e-05
setting_target_budget_eval,MatrixSensing,Matrix sensing kappa=1e+02,0.001,op,Muon,update_grad_cosine,20,10,0,0.08909052658980085,-0.2785242948098019,0.45670534798940365,0.890243899033273,0.8373391752187562,0.946491246583457,10,False,True,-0.7208486606231206,-1.0097447464177307,-0.4319525748285104
setting_target_budget_eval,MatrixSensing,Matrix sensing kappa=1e+02,0.003,fro,Adam,update_grad_inner,20,5,5,-0.4926849981501202,-0.9219351014158252,-0.06343489488441512,1.0359896760393446,1.0313395611792453,1.0406607573871323,5,True,False,-5.035184180019509e-05,-7.125007010781438e-05,-2.9453613492575792e-05
setting_target_budget_eval,MatrixSensing,Matrix sensing kappa=1e+02,0.003,fro,Adam,delta_loss,20,5,5,-0.5078436564758441,-0.9410125925168337,-0.07467472043485446,1.0359276196675442,1.03129796704392,1.040578055502326,5,True,False,-5.033941658819925e-05,-7.122728630658512e-05,-2.945154686981337e-05
setting_target_budget_eval,MatrixSensing,Matrix sensing kappa=1e+02,0.003,fro,Adam,update_grad_cosine,20,5,5,-0.4926849981501201,-0.9219351014158252,-0.06343489488441506,1.0359896760393448,1.0313395611792455,1.0406607573871325,5,True,False,-0.641390029822214,-0.8441947652289687,-0.43858529441545935
setting_target_budget_eval,MatrixSensing,Matrix sensing kappa=1e+02,0.003,fro,Muon,update_grad_inner,20,10,0,0.08909052658980092,-0.2785242948098019,0.45670534798940376,0.8902438990332731,0.8373391752187562,0.9464912465834573,10,False,True,-3.31197611808235e-05,-4.511108308063899e-05,-2.1128439281008004e-05
setting_target_budget_eval,MatrixSensing,Matrix sensing kappa=1e+02,0.003,fro,Muon,delta_loss,20,10,0,0.08543029085367537,-0.2839501986244383,0.45481078033178907,0.8902644558860857,0.8373342661754459,0.9465405076926371,10,False,True,-3.312191701669948e-05,-4.5121099289385094e-05,-2.112273474401386e-05
setting_target_budget_eval,MatrixSensing,Matrix sensing kappa=1e+02,0.003,fro,Muon,update_grad_cosine,20,10,0,0.08909052658980099,-0.2785242948098018,0.45670534798940376,0.8902438990332732,0.8373391752187564,0.9464912465834572,10,False,True,-0.7208486606231207,-1.009744746417731,-0.4319525748285104
setting_target_budget_eval,MatrixSensing,Matrix sensing kappa=1e+02,0.003,op,Adam,update_grad_inner,20,5,5,-0.9800947583369876,-1.9104703216127465,-0.04971919506122857,2.418631253125187,2.2986790763963225,2.544842905067334,5,True,False,-6.553052406097965e-05,-0.0001180949057550394,-1.2966142366919907e-05
setting_target_budget_eval,MatrixSensing,Matrix sensing kappa=1e+02,0.003,op,Adam,delta_loss,20,5,5,-1.0351816518397328,-1.978135254438606,-0.09222804924085959,2.4133070030844506,2.2939691532561413,2.538853097858613,5,True,False,-6.64968377283511e-05,-0.0001192213980991007,-1.3772277357601522e-05
setting_target_budget_eval,MatrixSensing,Matrix sensing kappa=1e+02,0.003,op,Adam,update_grad_cosine,20,5,5,-0.4926849981501203,-0.9219351014158256,-0.063434894884415,1.035989676039345,1.0313395611792449,1.0406607573871334,5,True,False,-0.641390029822214,-0.8441947652289687,-0.43858529441545935
setting_target_budget_eval,MatrixSensing,Matrix sensing kappa=1e+02,0.003,op,Muon,update_grad_inner,20,10,0,0.023951211914126358,-0.1406772763450524,0.1885797001733051,0.3843160039995554,0.361574585094091,0.40848775610639565,10,False,True,-8.845143427860922e-05,-9.468518796742151e-05,-8.221768058979692e-05
setting_target_budget_eval,MatrixSensing,Matrix sensing kappa=1e+02,0.003,op,Muon,delta_loss,20,10,0,0.022141891792852645,-0.14374323700892136,0.18802702059462664,0.38519480572525694,0.36243329289835097,0.40938578564671796,10,False,True,-8.804752285038139e-05,-9.427859463111287e-05,-8.181645106964991e-05
setting_target_budget_eval,MatrixSensing,Matrix sensing kappa=1e+02,0.003,op,Muon,update_grad_cosine,20,10,0,0.08909052658980093,-0.2785242948098019,0.45670534798940376,0.8902438990332733,0.8373391752187566,0.9464912465834572,10,False,True,-0.7208486606231206,-1.0097447464177307,-0.43195257482851035
setting_target_budget_eval,MatrixSensing,Matrix sensing kappa=1e+02,0.01,fro,Adam,update_grad_inner,20,5,5,-0.4926849981501201,-0.9219351014158251,-0.06343489488441512,1.0359896760393448,1.0313395611792455,1.0406607573871325,5,True,False,-0.00016783947266731694,-0.00023750023369271457,-9.81787116419193e-05
setting_target_budget_eval,MatrixSensing,Matrix sensing kappa=1e+02,0.01,fro,Adam,delta_loss,20,5,5,-0.5444747249605317,-0.9871088388202953,-0.1018406111007682,1.0357819058878635,1.031199615540099,1.0403845583309144,5,True,False,-0.0001677014147562517,-0.00023724723532332967,-9.81555941891737e-05
setting_target_budget_eval,MatrixSensing,Matrix sensing kappa=1e+02,0.01,fro,Adam,update_grad_cosine,20,5,5,-0.49268499815012,-0.9219351014158252,-0.06343489488441484,1.035989676039345,1.0313395611792464,1.0406607573871318,5,True,False,-0.6413900298222142,-0.8441947652289689,-0.43858529441545946
setting_target_budget_eval,MatrixSensing,Matrix sensing kappa=1e+02,0.01,fro,Muon,update_grad_inner,20,10,0,0.08909052658980084,-0.27852429480980195,0.4567053479894036,0.8902438990332731,0.8373391752187562,0.9464912465834572,10,False,True,-0.00011039920393607831,-0.0001503702769354633,-7.042813093669333e-05
