seed,trajectory_step,direction,head_classes,tail_classes,warmup_steps,hidden_dim,momentum_beta,trajectory_steps,trajectory_lr,newton_schulz_steps,head_gradient_fro_norm,momentum_fro_norm,gradient_momentum_cosine,direction_cosine_to_polar_grad,head_loss_before,head_loss_after,actual_head_loss_decrease,matched_first_order_head_gain,tail_loss_before,tail_loss_after,tail_loss_increase,tail_accuracy_before,tail_accuracy_after,tail_accuracy_drop,tail_margin_before,tail_margin_after,tail_margin_drop,tail_output_drift_fro,tail_output_drift_rms,tail_output_jvp_fro,tail_output_linearization_residual_fro,tail_output_linearization_relative_error,update_fro_norm,update_op_norm,step_size,alignment,state_source
0,2,polar_momentum,"0,1,2,3,4","5,6,7,8,9",80,32,0.9,6,0.001,5,0.310748013643498,0.11158836109645241,0.881321116973537,0.5073821465599976,0.08138764290243553,0.07979519391560239,0.0015924489868331393,0.0016487648545529126,12.435714903015441,12.446805525847324,0.011090622831883223,0.19,0.19,0.0,-11.47064980350263,-11.48911023730509,0.018460433802459875,0.6007527440334588,0.013433239733283442,0.6007401249802128,0.0014334860811936695,0.0023861999916201465,0.018015453485387033,0.0027798448238814636,0.002779844823881462,0.5931139898128426,muon_ns_trajectory
0,2,ns_momentum,"0,1,2,3,4","5,6,7,8,9",80,32,0.9,6,0.001,5,0.310748013643498,0.11158836109645241,0.881321116973537,0.44020310024966436,0.08138764290243553,0.0797924921377226,0.0015951507647129215,0.0016487648545529126,12.435714903015441,12.446286795174178,0.010571892158736773,0.19,0.19,0.0,-11.47064980350263,-11.48906026352238,0.018410460019749664,0.6455320903320589,0.014434536356400176,0.6455262335528636,0.002379809861142761,0.0036866199039575867,0.008435113982223345,0.003099899651362064,0.0030998996513620617,0.5318768476355238,muon_ns_trajectory
0,3,frobenius_grad,"0,1,2,3,4","5,6,7,8,9",80,32,0.9,6,0.001,5,0.44618359349551784,0.12213360903492207,0.6258785724056725,0.32699184889424276,0.11583574831179445,0.113604089670749,0.0022316586410454503,0.002384353118606215,12.43909713924327,12.434034379826569,-0.005062759416700757,0.19,0.19,0.0,-11.476536435479195,-11.47216658536588,-0.0043698501133153655,0.744353228721025,0.016644244186916592,0.7443189561619502,7.245541375100307e-05,9.734457674518516e-05,0.005343883444764465,0.004652349520887365,0.005343883444764464,0.44618359349551784,muon_ns_trajectory
0,3,polar_grad,"0,1,2,3,4","5,6,7,8,9",80,32,0.9,6,0.001,5,0.44618359349551784,0.12213360903492207,0.6258785724056725,0.9999999999999998,0.11583574831179445,0.11356159666896835,0.0022741516428261,0.002384353118606215,12.43909713924327,12.435104835549257,-0.003992303694012378,0.19,0.19,0.0,-11.476536435479195,-11.474060460195185,-0.0024759752840104454,0.5462582948068037,0.012214706804611336,0.5463244779755506,0.0002968455191810065,0.0005433502088008056,0.016342558577026815,0.002521711535386957,0.002521711535386956,0.9455296869395242,muon_ns_trajectory
0,3,polar_momentum,"0,1,2,3,4","5,6,7,8,9",80,32,0.9,6,0.001,5,0.44618359349551784,0.12213360903492207,0.6258785724056725,0.38347106125033714,0.11583574831179445,0.11350506040593014,0.002330687905864312,0.002384353118606215,12.43909713924327,12.447947106596613,0.008849967353343757,0.19,0.19,0.0,-11.476536435479195,-11.493035258401074,0.016498822921878542,0.7708889702823498,0.017237601406561498,0.7709026561775634,0.0006003912707796706,0.0007788159321653465,0.023099381049726628,0.0035643118780236834,0.0035643118780236812,0.668951876323538,muon_ns_trajectory
0,3,ns_momentum,"0,1,2,3,4","5,6,7,8,9",80,32,0.9,6,0.001,5,0.44618359349551784,0.12213360903492207,0.6258785724056725,0.3404074592141142,0.11583574831179445,0.11349983236916958,0.002335915942624875,0.002384353118606215,12.43909713924327,12.447335689331448,0.008238550088178087,0.19,0.19,0.0,-11.476536435479195,-11.493033475963284,0.016497040484088288,0.8244365107051379,0.018434960810694227,0.8243902636457707,0.0003860449423948432,0.00046827935677891684,0.011405471353151522,0.003937627993322856,0.003937627993322855,0.6055303148620004,muon_ns_trajectory
0,4,frobenius_grad,"0,1,2,3,4","5,6,7,8,9",80,32,0.9,6,0.001,5,0.45433353443571267,0.14579149365854405,0.8482211331619853,0.3122375445608568,0.2126122439756117,0.20855658063835572,0.004055663337255988,0.00417083696260238,12.441155901401684,12.450217597652536,0.009061696250851625,0.19,0.19,0.0,-11.480677036562025,-11.502788530512884,0.02211149395085954,1.375647406738453,0.030760411145384865,1.375735475086428,0.00020878823702837957,0.0001517648129377945,0.009180121312820564,0.008207951774878465,0.009180121312820562,0.4543335344357126,muon_ns_trajectory
0,4,polar_grad,"0,1,2,3,4","5,6,7,8,9",80,32,0.9,6,0.001,5,0.45433353443571267,0.14579149365854405,0.8482211331619853,1.0,0.2126122439756117,0.20852868135623873,0.004083562619372982,0.00417083696260238,12.441155901401684,12.451165620214008,0.010009718812323598,0.19,0.19,0.0,-11.480677036562025,-11.501342328773084,0.02066529221105995,0.9594779351218613,0.021454578858436147,0.959430558521007,0.0009694041630810458,0.0010103953376004757,0.029401080916556174,0.004536685277931153,0.004536685277931149,0.919357792547689,muon_ns_trajectory
0,4,polar_momentum,"0,1,2,3,4","5,6,7,8,9",80,32,0.9,6,0.001,5,0.45433353443571267,0.14579149365854405,0.8482211331619853,0.46213889005522496,0.2126122439756117,0.20861412846859947,0.003998115507012234,0.00417083696260238,12.441155901401684,12.454209115196965,0.013053213795281238,0.19,0.19,0.0,-11.480677036562025,-11.506115282954347,0.02543824639232284,1.1228876013783131,0.025108530077735964,1.1229925176505877,0.0013261371251334485,0.0011808957800608143,0.03431364989841151,0.0052947111287512914,0.005294711128751287,0.7877364526940749,muon_ns_trajectory
0,4,ns_momentum,"0,1,2,3,4","5,6,7,8,9",80,32,0.9,6,0.001,5,0.45433353443571267,0.14579149365854405,0.8482211331619853,0.44970137280056194,0.2126122439756117,0.20860507122337527,0.004007172752236443,0.00417083696260238,12.441155901401684,12.453274485490963,0.012118584089279238,0.19,0.19,0.0,-11.480677036562025,-11.50583831230717,0.025161275745144707,1.1887997301343098,0.026582370082137204,1.1888537292093537,0.0007563046289753118,0.0006361628940494569,0.016801345513308964,0.005726029728188842,0.005726029728188844,0.7283994601127622,muon_ns_trajectory
0,5,frobenius_grad,"0,1,2,3,4","5,6,7,8,9",80,32,0.9,6,0.001,5,0.37140264349671026,0.14780235901148886,0.5472580627479834,0.3380227167585964,0.09378603541718236,0.09204357675110503,0.0017424586660773345,0.001878848244002123,12.44321379182876,12.444308718456899,0.0010949266281379266,0.19,0.19,0.0,-11.484927519696193,-11.488686674461649,0.003759154765456074,0.6475912681086178,0.014480580971261618,0.6476200596083178,4.1338123717460934e-05,6.383082658443645e-05,0.005058790713800519,0.0043888670549676045,0.00505879071380052,0.37140264349671026,muon_ns_trajectory
0,5,polar_grad,"0,1,2,3,4","5,6,7,8,9",80,32,0.9,6,0.001,5,0.37140264349671026,0.14780235901148886,0.5472580627479834,0.9999999999999998,0.09378603541718236,0.09199557462762759,0.0017904607895547764,0.001878848244002123,12.44321379182876,12.445582536304885,0.0023687444761240073,0.19,0.19,0.0,-11.484927519696193,-11.4918455913627,0.006918071666508041,0.48530317761631264,0.010851708948467289,0.48531029095221956,0.0002482639392099365,0.0005115571291983564,0.01496583058769191,0.0023092777946460063,0.0023092777946460046,0.8136085872207232,muon_ns_trajectory
0,5,polar_momentum,"0,1,2,3,4","5,6,7,8,9",80,32,0.9,6,0.001,5,0.37140264349671026,0.14780235901148886,0.5472580627479834,0.3358858297249125,0.09378603541718236,0.0919628825209177,0.0018231528962646681,0.001878848244002123,12.44321379182876,12.450332764416284,0.0071189725875235865,0.19,0.19,0.0,-11.484927519696193,-11.499535963840962,0.014608444144769805,0.703207352809943,0.015724194431607105,0.7032621833914893,0.000517384855770055,0.0007356927017957387,0.02150587487930554,0.003318428537742448,0.0033184285377424443,0.5661861398046919,muon_ns_trajectory
0,5,ns_momentum,"0,1,2,3,4","5,6,7,8,9",80,32,0.9,6,0.001,5,0.37140264349671026,0.14780235901148886,0.5472580627479834,0.4010545285400242,0.09378603541718236,0.09196524387776658,0.001820791539415778,0.001878848244002123,12.44321379182876,12.450775923712788,0.007562131884027323,0.19,0.19,0.0,-11.484927519696193,-11.500804042526351,0.01587652283015828,0.7439049872344154,0.016634221202572658,0.7439420216595096,0.0002636007964392308,0.0003543297579174479,0.010771625082808338,0.0035824349514305587,0.003582434951430557,0.5244612308317982,muon_ns_trajectory
1,0,frobenius_grad,"0,1,2,3,4","5,6,7,8,9",80,32,0.9,6,0.001,5,0.49981406712697996,0.04998140671269798,0.9999999999999999,0.35212493191691974,0.17550142014951647,0.1719310953723619,0.0035703247771545765,0.0036556785910374233,10.53344960455768,10.538459934345296,0.0050103297876162856,0.2,0.2,0.0,-9.405020229033603,-9.418980763839915,0.013960534806312097,0.9296475535018813,0.020787551247465782,0.9296045795301096,0.0007513703489799104,0.0008082687688131961,0.007314077036788726,0.0062151888999404156,0.007314077036788727,0.49981406712697996,muon_ns_trajectory
1,0,polar_grad,"0,1,2,3,4","5,6,7,8,9",80,32,0.9,6,0.001,5,0.49981406712697996,0.04998140671269798,0.9999999999999999,1.0,0.17550142014951647,0.171918235090254,0.0035831850592624725,0.0036556785910374233,10.53344960455768,10.539668331221543,0.006218726663863805,0.2,0.2,0.0,-9.405020229033603,-9.417887299994248,0.012867070960645322,0.6553134994841597,0.014653255314198551,0.6551602741719151,0.0019512905776873954,0.0029783408039410117,0.020771255806772596,0.003205074353904568,0.0032050743539045663,1.1405908841346881,muon_ns_trajectory
1,0,polar_momentum,"0,1,2,3,4","5,6,7,8,9",80,32,0.9,6,0.001,5,0.49981406712697996,0.04998140671269798,0.9999999999999999,0.6818061164303251,0.17550142014951647,0.171918235090254,0.0035831850592624725,0.0036556785910374233,10.53344960455768,10.53966833122158,0.0062187266639011085,0.2,0.2,0.0,-9.405020229033603,-9.417887299994284,0.012867070960680849,0.6553240365451951,0.014653490930046136,0.6551705940351055,0.0019511891832343267,0.0029781391304777908,0.020771255806772592,0.003205074353904568,0.0032050743539045663,1.1405908841346881,muon_ns_trajectory
1,0,ns_momentum,"0,1,2,3,4","5,6,7,8,9",80,32,0.9,6,0.001,5,0.49981406712697996,0.04998140671269798,0.9999999999999999,0.5449775925621898,0.17550142014951647,0.17191206822192426,0.003589351927592216,0.0036556785910374233,10.53344960455768,10.538826390159384,0.005376785601704626,0.2,0.2,0.0,-9.405020229033603,-9.41693224480126,0.011912015767656214,0.6647833633236064,0.014865007907025246,0.6646795987754264,0.001806501228633801,0.0027178526796399526,0.010129953337470566,0.0033932166956604348,0.0033932166956604348,1.0773489932760998,muon_ns_trajectory
1,1,frobenius_grad,"0,1,2,3,4","5,6,7,8,9",80,32,0.9,6,0.001,5,0.4960582238245957,0.08472227009308674,0.9059740213218623,0.32423037557092427,0.13085452875984008,0.1282688014821205,0.0025857272777195794,0.0026941505944634092,10.535010258757898,10.540390866589973,0.005380607832075057,0.2,0.2,0.0,-9.408474368881985,-9.420414570551626,0.011940201669641937,0.6754293070354171,0.015103058445267692,0.6754086836115423,3.999652897260533e-05,5.9218262872689275e-05,0.0054311176895558335,0.004553230688434325,0.005431117689555834,0.4960582238245957,muon_ns_trajectory
1,1,polar_grad,"0,1,2,3,4","5,6,7,8,9",80,32,0.9,6,0.001,5,0.4960582238245957,0.08472227009308674,0.9059740213218623,1.0,0.13085452875984008,0.12826722319420675,0.00258730556563333,0.0026941505944634092,10.535010258757898,10.540909088618372,0.005898829860473853,0.2,0.2,0.0,-9.408474368881985,-9.418806439442497,0.010332070560512108,0.5208646903630063,0.011646888547310616,0.5207869256556672,0.00032715431185220814,0.0006281922524078789,0.01675079850243025,0.0025847043234649815,0.0025847043234649802,1.0423438263343439,muon_ns_trajectory
1,1,polar_momentum,"0,1,2,3,4","5,6,7,8,9",80,32,0.9,6,0.001,5,0.4960582238245957,0.08472227009308674,0.9059740213218623,0.43480759676250375,0.13085452875984008,0.12825749692113758,0.002597031838702496,0.0026941505944634092,10.535010258757898,10.542392666513509,0.007382407755610387,0.2,0.2,0.0,-9.408474368881985,-9.421906123521751,0.013431754639766424,0.565061615330456,0.012635161833547369,0.5649198003473731,0.0023603684021636364,0.0041782362747990595,0.018459231092046082,0.0028483211952271166,0.002848321195227114,0.9458731687205622,muon_ns_trajectory
1,1,ns_momentum,"0,1,2,3,4","5,6,7,8,9",80,32,0.9,6,0.001,5,0.4960582238245957,0.08472227009308674,0.9059740213218623,0.4440476198081662,0.13085452875984008,0.12825556260442436,0.002598966155415716,0.0026941505944634092,10.535010258757898,10.540712453195276,0.005702194437377628,0.2,0.2,0.0,-9.408474368881985,-9.420103863259358,0.011629494377373817,0.5702216890651729,0.012750544589944752,0.5701468547381139,0.0015551931858750674,0.002727706332063194,0.008655148483179205,0.002964619019560952,0.002964619019560952,0.9087678978941456,muon_ns_trajectory
1,2,frobenius_grad,"0,1,2,3,4","5,6,7,8,9",80,32,0.9,6,0.001,5,0.7547354897989609,0.11080723464145441,0.7270362667770353,0.28886151398851734,0.1960780940211999,0.19225516464010137,0.0038229293810985443,0.0038847080601371554,10.536915162596571,10.531258738925384,-0.005656423671187127,0.2,0.2,0.0,-9.412342009814296,-9.405300785125577,-0.007041224688718373,0.6439309392563738,0.014398733529925399,0.6439284602777147,1.5079634854890979e-05,2.3418183517447585e-05,0.0051471119519925146,0.0046175666741964305,0.0051471119519925146,0.7547354897989608,muon_ns_trajectory
1,2,polar_grad,"0,1,2,3,4","5,6,7,8,9",80,32,0.9,6,0.001,5,0.7547354897989609,0.11080723464145441,0.7270362667770353,1.0000000000000002,0.1960780940211999,0.1922102582311421,0.003867835790057811,0.0038847080601371554,10.536915162596571,10.530178809586825,-0.0067363530097459545,0.2,0.2,0.0,-9.412342009814296,-9.404611563024552,-0.007730446789743439,0.5304039786918404,0.011860193518913046,0.5303989590030823,0.00035059415054980117,0.0006610008270166378,0.017818614466574872,0.002749471903875498,0.002749471903875496,1.4128924375119079,muon_ns_trajectory
1,2,polar_momentum,"0,1,2,3,4","5,6,7,8,9",80,32,0.9,6,0.001,5,0.7547354897989609,0.11080723464145441,0.7270362667770353,0.2979227210511655,0.1960780940211999,0.1922449754194201,0.003833118601779817,0.0038847080601371554,10.536915162596571,10.540595312417725,0.003680149821153833,0.2,0.2,0.0,-9.412342009814296,-9.420061998734033,0.00771998891973702,0.7123655146364498,0.01592897715553723,0.7123690219213459,0.0006450767503561986,0.0009055373416103189,0.02423296215518452,0.0037392272400495687,0.0037392272400495656,1.0389066539014786,muon_ns_trajectory
1,2,ns_momentum,"0,1,2,3,4","5,6,7,8,9",80,32,0.9,6,0.001,5,0.7547354897989609,0.11080723464145441,0.7270362667770353,0.3673534969002283,0.1960780940211999,0.19225077767517626,0.0038273163460236514,0.0038847080601371554,10.536915162596571,10.536528440185673,-0.0003867224108979883,0.2,0.2,0.0,-9.412342009814296,-9.416713544778975,0.004371534964679569,0.7298613857658389,0.016320196727246137,0.7298877277567375,0.0005737036473066503,0.0007860162946839662,0.011643746082074354,0.003934892407034807,0.003934892407034807,0.9872463229724067,muon_ns_trajectory
1,3,frobenius_grad,"0,1,2,3,4","5,6,7,8,9",80,32,0.9,6,0.001,5,0.41011674412436583,0.11601091662940514,0.5459572769137345,0.33955901939252425,0.18415032940403914,0.1807159329824176,0.0034343964216215495,0.0035680734958135276,10.536791583559785,10.533469399277385,-0.0033221842823998315,0.2,0.2,0.0,-9.413384810494717,-9.416054129388204,0.0026693188934867607,1.0476476579876735,0.023426113797288893,1.0476530643359565,0.00017857519033501586,0.00017045260154725344,0.008700140988955885,0.00739785627612628,0.008700140988955886,0.4101167441243657,muon_ns_trajectory
1,3,polar_grad,"0,1,2,3,4","5,6,7,8,9",80,32,0.9,6,0.001,5,0.41011674412436583,0.11601091662940514,0.5459572769137345,1.0,0.18415032940403914,0.1807215907521371,0.003428738651902047,0.0035680734958135276,10.536791583559785,10.534740334194584,-0.0020512493652002917,0.2,0.2,0.0,-9.413384810494717,-9.416765287666106,0.003380477171388563,0.7719809201786244,0.01726201814852243,0.7720361720571242,0.0007454228724752851,0.0009655284291784842,0.025621881593722817,0.003953542162243496,0.003953542162243492,0.9025004285748592,muon_ns_trajectory
1,3,polar_momentum,"0,1,2,3,4","5,6,7,8,9",80,32,0.9,6,0.001,5,0.41011674412436583,0.11601091662940514,0.5459572769137345,0.303723937823377,0.18415032940403914,0.18072019742745613,0.003430131976583012,0.0035680734958135276,10.536791583559785,10.54164438389845,0.004852800338666086,0.2,0.2,0.0,-9.413384810494717,-9.426287730987529,0.012902920492811276,1.1387181799304507,0.02546251257539324,1.1389625709250388,0.0021059065485528284,0.0018489690550958669,0.03924133481487072,0.006055069418918627,0.006055069418918622,0.5892704524023032,muon_ns_trajectory
1,3,ns_momentum,"0,1,2,3,4","5,6,7,8,9",80,32,0.9,6,0.001,5,0.41011674412436583,0.11601091662940514,0.5459572769137345,0.3711925254920748,0.18415032940403914,0.18071809365468486,0.0034322357493542788,0.0035680734958135276,10.536791583559785,10.535725837213663,-0.0010657463461214434,0.2,0.2,0.0,-9.413384810494717,-9.421450363100446,0.008065552605728499,1.222935916320244,0.0273456784101806,1.2231372439503738,0.0027578071854460757,0.002254699706910378,0.020841864717286142,0.006630454102077578,0.006630454102077575,0.5381341067869716,muon_ns_trajectory
1,4,frobenius_grad,"0,1,2,3,4","5,6,7,8,9",80,32,0.9,6,0.001,5,0.40137145506737115,0.13767958825402793,0.8745143927001834,0.3546310294295855,0.1607972573631151,0.15787406726999278,0.0029231900931223076,0.0031542241873897033,10.53658899109673,10.53434250617513,-0.00224648492159929,0.2,0.2,0.0,-9.414463551576052,-9.414880026901603,0.0004164753255508913,0.8734549529847093,0.019531046501576936,0.8733373624895673,0.0001511934227006398,0.0001731214410312669,0.007858616121219329,0.0065489193077421315,0.00785861612121933,0.4013714550673712,muon_ns_trajectory
1,4,polar_grad,"0,1,2,3,4","5,6,7,8,9",80,32,0.9,6,0.001,5,0.40137145506737115,0.13767958825402793,0.8745143927001834,1.0,0.1607972573631151,0.15776388418777437,0.00303337317534072,0.0031542241873897033,10.53658899109673,10.537843540587495,0.0012545494907652,0.2,0.2,0.0,-9.414463551576052,-9.419256474323863,0.004792922747810735,0.6316035883963973,0.014123085584871417,0.6316271731055103,0.0013506058302379523,0.002138295956453951,0.022159978876805295,0.003419358975780253,0.0034193589757802517,0.9224606745683822,muon_ns_trajectory
1,4,polar_momentum,"0,1,2,3,4","5,6,7,8,9",80,32,0.9,6,0.001,5,0.40137145506737115,0.13767958825402793,0.8745143927001834,0.4399289590276974,0.1607972573631151,0.15774413134135118,0.0030531260217639133,0.0031542241873897033,10.53658899109673,10.539030122333752,0.002441131237022276,0.2,0.2,0.0,-9.414463551576052,-9.421986744651461,0.0075231930754089404,0.7092150398741044,0.015858530398237213,0.7093075774027537,0.0008213425998545638,0.0011579498457665498,0.02448422845427542,0.0037779984717318704,0.0037779984717318683,0.834892923062454,muon_ns_trajectory
1,4,ns_momentum,"0,1,2,3,4","5,6,7,8,9",80,32,0.9,6,0.001,5,0.40137145506737115,0.13767958825402793,0.8745143927001834,0.48431031282603004,0.1607972573631151,0.15775164178444123,0.0030456155786738603,0.0031542241873897033,10.53658899109673,10.535715653578546,-0.0008733375181844139,0.2,0.2,0.0,-9.414463551576052,-9.418807162490047,0.004343610913995377,0.7335652797766298,0.01640301831514196,0.7336199451418087,0.0016207761358475123,0.002209285811516774,0.012770081635555416,0.0040177230541585465,0.0040177230541585465,0.7850775538460576,muon_ns_trajectory
1,5,frobenius_grad,"0,1,2,3,4","5,6,7,8,9",80,32,0.9,6,0.001,5,0.42642548315734513,0.14613007968650138,0.6273346816638479,0.3260713247830114,0.1645141404268624,0.16114463560296927,0.0033695048238931435,0.0033129877162050253,10.5363487361383,10.54279766197013,0.006448925831829655,0.2,0.2,0.0,-9.41544204211334,-9.431797356478796,0.01635531436545712,0.9658864316099299,0.021597877196245053,0.9659160990260209,7.107203041654378e-05,7.357992116314149e-05,0.007769206689231982,0.0068680475527198425,0.007769206689231982,0.4264254831573451,muon_ns_trajectory
1,5,polar_grad,"0,1,2,3,4","5,6,7,8,9",80,32,0.9,6,0.001,5,0.42642548315734513,0.14613007968650138,0.6273346816638479,1.0,0.1645141404268624,0.16117049564759003,0.0033436447792723756,0.0033129877162050253,10.5363487361383,10.541997701974202,0.00564896583590091,0.2,0.2,0.0,-9.41544204211334,-9.428776957787305,0.013334915673965497,0.677598397525055,0.015151560783109485,0.6774863992724066,0.0015932037459642136,0.002351639453832949,0.02382670936919125,0.003676541074239374,0.0036765410742393718,0.901115382449641,muon_ns_trajectory
1,5,polar_momentum,"0,1,2,3,4","5,6,7,8,9",80,32,0.9,6,0.001,5,0.42642548315734513,0.14613007968650138,0.6273346816638479,0.39285117883052595,0.1645141404268624,0.16119170959402618,0.0033224308328362318,0.0033129877162050253,10.5363487361383,10.541918837714247,0.005570101575946396,0.2,0.2,0.0,-9.41544204211334,-9.429680730224856,0.01423868811151685,0.9710012701635923,0.02171224846324431,0.9710924744235048,0.0028618350368874654,0.002947026274285991,0.03413947559714,0.005267835450587792,0.0052678354505877895,0.6289087324918927,muon_ns_trajectory
