state_source,direction,seeds,trajectory_steps,comparisons,geomean_tail_output_drift_sq_ratio_vs_fro,tail_output_drift_sq_ratio_vs_fro_ci95_low,tail_output_drift_sq_ratio_vs_fro_ci95_high,geomean_tail_output_drift_sq_ratio_vs_polar_grad,tail_output_drift_sq_ratio_vs_polar_grad_ci95_low,tail_output_drift_sq_ratio_vs_polar_grad_ci95_high,less_tail_drift_than_fro_fraction,less_tail_drift_than_polar_grad_fraction,mean_actual_head_loss_decrease_diff_vs_fro,actual_head_loss_decrease_diff_vs_fro_ci95_low,actual_head_loss_decrease_diff_vs_fro_ci95_high,mean_tail_loss_increase_diff_vs_fro,tail_loss_increase_diff_vs_fro_ci95_low,tail_loss_increase_diff_vs_fro_ci95_high,mean_direction_cosine_to_polar_grad,direction_cosine_to_polar_grad_ci95_low,direction_cosine_to_polar_grad_ci95_high,geomean_alignment_ratio_to_polar_grad,alignment_ratio_to_polar_grad_ci95_low,alignment_ratio_to_polar_grad_ci95_high,mean_gradient_momentum_cosine,gradient_momentum_cosine_ci95_low,gradient_momentum_cosine_ci95_high
muon_ns_trajectory,polar_grad,20,6,120,0.560382418111985,0.5448925662301893,0.5763126054400501,1.0,1.0,1.0,1.0,0.0,1.3427948880214103e-05,6.0811325296497995e-06,2.0774765230778406e-05,0.0003040298035999071,-0.0001923488177434345,0.0008004084249432486,1.0,1.0,1.0,1.0,1.0,1.0,0.8589033391839365,0.832822542671254,0.8849841356966189
muon_ns_trajectory,polar_momentum,20,6,120,0.7292389754908826,0.6890781227038806,0.7717404831955743,1.3013237958960266,1.2432469758533087,1.3621136062711439,0.8416666666666666,0.10833333333333332,9.06490358396466e-06,9.148149337179468e-07,1.7214992234211374e-05,0.0011710755445467106,0.000253456988890888,0.0020886941002025332,0.47636684789844813,0.465964575311436,0.4867691204854603,0.8722348128864785,0.8521698703575239,0.8927721986837235,0.8589033391839365,0.832822542671254,0.8849841356966189
muon_ns_trajectory,ns_momentum,20,6,120,0.801934845509656,0.7583404994359362,0.8480352782436673,1.4310492613445986,1.367818584150011,1.4972029274390413,0.7749999999999999,0.025,5.7246371315621e-06,-2.3120603540475476e-06,1.3761334617171747e-05,0.0009111768013285429,1.4407622088022615e-05,0.001807945980569063,0.4360601768636272,0.4274829615548024,0.44463739217245196,0.8045208040293466,0.7859164745122595,0.8235655379507248,0.8589033391839365,0.832822542671254,0.8849841356966189
fro_gd_trajectory,polar_grad,20,6,120,0.5606046310641696,0.5449757025494433,0.576681769297927,1.0,1.0,1.0,1.0,0.0,1.3373232443166364e-05,6.1459408354860765e-06,2.0600524050846652e-05,0.0002942382574319631,-0.00020209343279590093,0.0007905699476598272,1.0,1.0,1.0,1.0,1.0,1.0,0.8621953192632004,0.8366087084410723,0.8877819300853285
fro_gd_trajectory,polar_momentum,20,6,120,0.7254537319989732,0.685966041542492,0.7672145345384969,1.294055902859522,1.2373245902605439,1.3533883452303779,0.8583333333333332,0.10833333333333332,9.323189428642882e-06,1.3611982458140936e-06,1.728518061147167e-05,0.001121036056266685,0.00022036742359525822,0.002021704688938112,0.4747385567577688,0.4622100525014174,0.48726706101412026,0.8748093716733677,0.8550233756688435,0.8950532330989218,0.8621953192632004,0.8366087084410723,0.8877819300853285
fro_gd_trajectory,ns_momentum,20,6,120,0.7973237420838094,0.7545924454156199,0.8424748399652738,1.4222567883006727,1.3607626433611983,1.4865299115434436,0.7749999999999999,0.025,6.022349816642234e-06,-1.8095834276616434e-06,1.3854283060946112e-05,0.0008530391081005432,-1.8982969528032146e-05,0.0017250611857291185,0.43694981100568403,0.42842921190232486,0.4454704101090432,0.8071045106237493,0.7887893862203058,0.8258448990935884,0.8621953192632004,0.8366087084410723,0.8877819300853285
