problem_family,base_setting,seed,step,layer,adam_loss,muon_loss,top_k,grad_left_overlap,grad_right_overlap,grad_mean_overlap,param_left_overlap,param_right_overlap,param_mean_overlap
MatrixFactorizationInput,MF input kappa=1e+02,0,2,5,0.00013747500060262135,0.00015214966120431802,5,1.0000000000000002,0.9999999999999997,1.0,0.9999999999999997,1.0000000000000002,1.0
MatrixFactorizationInput,MF input kappa=1e+02,0,2,6,0.00013747500060262135,0.00015214966120431802,5,1.0000000000000004,1.0000000000000002,1.0000000000000004,0.9999999999999993,1.0000000000000002,0.9999999999999998
MatrixFactorizationInput,MF input kappa=1e+02,0,2,7,0.00013747500060262135,0.00015214966120431802,5,1.0000000000000002,0.9999999999999993,0.9999999999999998,1.0000000000000002,1.0000000000000013,1.0000000000000009
MatrixFactorizationInput,MF input kappa=1e+02,0,2,8,0.00013747500060262135,0.00015214966120431802,5,1.0000000000000004,1.0000000000000002,1.0000000000000004,0.9999999999999993,1.0000000000000004,0.9999999999999999
MatrixFactorizationInput,MF input kappa=1e+02,0,2,9,0.00013747500060262135,0.00015214966120431802,5,1.0000000000000004,1.0000000000000002,1.0000000000000004,1.0000000000000022,1.0000000000000002,1.0000000000000013
MatrixFactorizationInput,MF input kappa=1e+02,0,2,10,0.00013747500060262135,0.00015214966120431802,5,1.0000000000000009,0.8518938181127321,0.9259469090563666,1.0000000000000009,0.6348177341762231,0.817408867088112
MatrixFactorizationInput,MF input kappa=1e+02,0,3,1,0.00011891317213957395,0.0001513786363547434,5,0.6790074966001078,1.0000000000000002,0.839503748300054,0.6956183005716678,1.0000000000000002,0.847809150285834
MatrixFactorizationInput,MF input kappa=1e+02,0,3,2,0.00011891317213957395,0.0001513786363547434,5,0.9999999999999997,0.9999999999999997,0.9999999999999997,1.0000000000000002,1.0000000000000002,1.0000000000000002
MatrixFactorizationInput,MF input kappa=1e+02,0,3,3,0.00011891317213957395,0.0001513786363547434,5,1.0000000000000002,0.9999999999999989,0.9999999999999996,1.0000000000000002,0.9999999999999997,1.0
MatrixFactorizationInput,MF input kappa=1e+02,0,3,4,0.00011891317213957395,0.0001513786363547434,5,0.9999999999999993,0.9999999999999997,0.9999999999999996,1.0000000000000002,1.0000000000000013,1.0000000000000009
MatrixFactorizationInput,MF input kappa=1e+02,0,3,5,0.00011891317213957395,0.0001513786363547434,5,1.0000000000000002,0.9999999999999997,1.0,0.9999999999999993,1.0000000000000004,0.9999999999999999
MatrixFactorizationInput,MF input kappa=1e+02,0,3,6,0.00011891317213957395,0.0001513786363547434,5,1.0000000000000009,1.0000000000000002,1.0000000000000004,0.9999999999999993,1.0000000000000004,0.9999999999999999
MatrixFactorizationInput,MF input kappa=1e+02,0,3,7,0.00011891317213957395,0.0001513786363547434,5,1.0000000000000004,0.9999999999999997,1.0,1.0000000000000002,1.0000000000000004,1.0000000000000004
MatrixFactorizationInput,MF input kappa=1e+02,0,3,8,0.00011891317213957395,0.0001513786363547434,5,0.9999999999999997,1.0000000000000009,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002
MatrixFactorizationInput,MF input kappa=1e+02,0,3,9,0.00011891317213957395,0.0001513786363547434,5,0.9999999999999997,0.9999999999999993,0.9999999999999996,1.0000000000000002,1.0000000000000004,1.0000000000000004
MatrixFactorizationInput,MF input kappa=1e+02,0,3,10,0.00011891317213957395,0.0001513786363547434,5,0.9999999999999997,0.7732205497434551,0.8866102748717274,1.0000000000000004,0.5975793388709049,0.7987896694354526
MatrixFactorizationInput,MF input kappa=1e+02,0,4,1,9.095066650674511e-05,0.00015040371347449066,5,0.6243425816369628,0.9999999999999997,0.8121712908184813,0.685282409997402,1.0000000000000004,0.8426412049987012
MatrixFactorizationInput,MF input kappa=1e+02,0,4,2,9.095066650674511e-05,0.00015040371347449066,5,1.0000000000000002,0.9999999999999997,1.0,1.0000000000000002,1.0000000000000009,1.0000000000000004
MatrixFactorizationInput,MF input kappa=1e+02,0,4,3,9.095066650674511e-05,0.00015040371347449066,5,1.0000000000000004,0.9999999999999993,0.9999999999999999,1.0000000000000002,1.0000000000000002,1.0000000000000002
MatrixFactorizationInput,MF input kappa=1e+02,0,4,4,9.095066650674511e-05,0.00015040371347449066,5,1.0000000000000002,0.9999999999999997,1.0,1.0000000000000002,0.9999999999999997,1.0
MatrixFactorizationInput,MF input kappa=1e+02,0,4,5,9.095066650674511e-05,0.00015040371347449066,5,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002
MatrixFactorizationInput,MF input kappa=1e+02,0,4,6,9.095066650674511e-05,0.00015040371347449066,5,1.0000000000000002,0.9999999999999997,1.0,1.0000000000000004,1.0000000000000004,1.0000000000000004
MatrixFactorizationInput,MF input kappa=1e+02,0,4,7,9.095066650674511e-05,0.00015040371347449066,5,1.0000000000000004,1.0000000000000004,1.0000000000000004,1.0000000000000002,0.9999999999999997,1.0
MatrixFactorizationInput,MF input kappa=1e+02,0,4,8,9.095066650674511e-05,0.00015040371347449066,5,1.0000000000000002,1.0000000000000009,1.0000000000000004,1.0000000000000002,1.0000000000000002,1.0000000000000002
MatrixFactorizationInput,MF input kappa=1e+02,0,4,9,9.095066650674511e-05,0.00015040371347449066,5,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.9999999999999989,0.9999999999999993,0.9999999999999991
MatrixFactorizationInput,MF input kappa=1e+02,0,4,10,9.095066650674511e-05,0.00015040371347449066,5,1.0000000000000002,0.7485341263338005,0.8742670631669003,1.0000000000000002,0.5585065863762739,0.7792532931881371
MatrixFactorizationInput,MF input kappa=1e+02,0,5,1,6.297423971989022e-05,0.00014918942560201924,5,0.5848903493468725,1.0000000000000002,0.7924451746734363,0.6467783897766012,1.0000000000000002,0.8233891948883008
MatrixFactorizationInput,MF input kappa=1e+02,0,5,2,6.297423971989022e-05,0.00014918942560201924,5,1.0000000000000004,1.0000000000000002,1.0000000000000004,1.0000000000000002,1.0000000000000002,1.0000000000000002
MatrixFactorizationInput,MF input kappa=1e+02,0,5,3,6.297423971989022e-05,0.00014918942560201924,5,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9999999999999993,1.0000000000000002,0.9999999999999998
MatrixFactorizationInput,MF input kappa=1e+02,0,5,4,6.297423971989022e-05,0.00014918942560201924,5,1.0000000000000002,1.0000000000000004,1.0000000000000004,0.9999999999999997,1.0000000000000002,1.0
MatrixFactorizationInput,MF input kappa=1e+02,0,5,5,6.297423971989022e-05,0.00014918942560201924,5,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9999999999999993,1.0000000000000002,0.9999999999999998
MatrixFactorizationInput,MF input kappa=1e+02,0,5,6,6.297423971989022e-05,0.00014918942560201924,5,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000004,1.0000000000000004,1.0000000000000004
MatrixFactorizationInput,MF input kappa=1e+02,0,5,7,6.297423971989022e-05,0.00014918942560201924,5,1.0000000000000009,1.0000000000000004,1.0000000000000007,1.0000000000000004,1.0000000000000004,1.0000000000000004
MatrixFactorizationInput,MF input kappa=1e+02,0,5,8,6.297423971989022e-05,0.00014918942560201924,5,0.9999999999999997,0.9999999999999997,0.9999999999999997,1.0000000000000009,1.0000000000000002,1.0000000000000004
MatrixFactorizationInput,MF input kappa=1e+02,0,5,9,6.297423971989022e-05,0.00014918942560201924,5,1.0000000000000009,1.0000000000000002,1.0000000000000004,0.9999999999999993,1.0000000000000002,0.9999999999999998
MatrixFactorizationInput,MF input kappa=1e+02,0,5,10,6.297423971989022e-05,0.00014918942560201924,5,1.0000000000000009,0.6535006957988027,0.8267503478994018,0.9999999999999989,0.5234050819664,0.7617025409831994
MatrixFactorizationInput,MF input kappa=1e+02,0,6,1,5.486503239006062e-05,0.00014770075585187622,5,0.5935322170827951,1.0000000000000002,0.7967661085413977,0.6270328088764197,1.0000000000000004,0.81351640443821
MatrixFactorizationInput,MF input kappa=1e+02,0,6,2,5.486503239006062e-05,0.00014770075585187622,5,1.0000000000000004,1.0000000000000004,1.0000000000000004,1.0000000000000002,0.9999999999999993,0.9999999999999998
MatrixFactorizationInput,MF input kappa=1e+02,0,6,3,5.486503239006062e-05,0.00014770075585187622,5,1.0000000000000002,1.0000000000000013,1.0000000000000009,0.9999999999999997,0.9999999999999997,0.9999999999999997
MatrixFactorizationInput,MF input kappa=1e+02,0,6,4,5.486503239006062e-05,0.00014770075585187622,5,0.9999999999999997,0.9999999999999997,0.9999999999999997,1.0000000000000002,0.9999999999999997,1.0
MatrixFactorizationInput,MF input kappa=1e+02,0,6,5,5.486503239006062e-05,0.00014770075585187622,5,0.9999999999999993,1.0000000000000004,0.9999999999999999,0.9999999999999989,1.0000000000000002,0.9999999999999996
MatrixFactorizationInput,MF input kappa=1e+02,0,6,6,5.486503239006062e-05,0.00014770075585187622,5,1.0000000000000002,0.9999999999999993,0.9999999999999998,0.9999999999999997,1.0000000000000002,1.0
MatrixFactorizationInput,MF input kappa=1e+02,0,6,7,5.486503239006062e-05,0.00014770075585187622,5,1.0000000000000004,0.9999999999999997,1.0,1.0000000000000004,1.0000000000000002,1.0000000000000004
MatrixFactorizationInput,MF input kappa=1e+02,0,6,8,5.486503239006062e-05,0.00014770075585187622,5,0.9999999999999993,0.9999999999999997,0.9999999999999996,1.0000000000000002,1.0000000000000002,1.0000000000000002
MatrixFactorizationInput,MF input kappa=1e+02,0,6,9,5.486503239006062e-05,0.00014770075585187622,5,0.9999999999999997,0.9999999999999997,0.9999999999999997,0.9999999999999993,1.0000000000000002,0.9999999999999998
MatrixFactorizationInput,MF input kappa=1e+02,0,6,10,5.486503239006062e-05,0.00014770075585187622,5,0.9999999999999997,0.6083636526105972,0.8041818263052984,1.0000000000000002,0.4973259466428829,0.7486629733214416
MatrixFactorizationInput,MF input kappa=1e+02,0,7,1,3.7340551484193325e-05,0.00014589925633502832,5,0.599849463289553,1.0000000000000004,0.7999247316447767,0.6179459051444767,1.0000000000000002,0.8089729525722384
MatrixFactorizationInput,MF input kappa=1e+02,0,7,2,3.7340551484193325e-05,0.00014589925633502832,5,1.0000000000000002,0.9999999999999993,0.9999999999999998,1.0000000000000002,1.0000000000000002,1.0000000000000002
MatrixFactorizationInput,MF input kappa=1e+02,0,7,3,3.7340551484193325e-05,0.00014589925633502832,5,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002
MatrixFactorizationInput,MF input kappa=1e+02,0,7,4,3.7340551484193325e-05,0.00014589925633502832,5,0.9999999999999993,1.0000000000000009,1.0,0.9999999999999993,0.9999999999999993,0.9999999999999993
MatrixFactorizationInput,MF input kappa=1e+02,0,7,5,3.7340551484193325e-05,0.00014589925633502832,5,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000009,1.0000000000000004,1.0000000000000007
MatrixFactorizationInput,MF input kappa=1e+02,0,7,6,3.7340551484193325e-05,0.00014589925633502832,5,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000009,1.0000000000000002,1.0000000000000004
MatrixFactorizationInput,MF input kappa=1e+02,0,7,7,3.7340551484193325e-05,0.00014589925633502832,5,1.0000000000000009,0.9999999999999997,1.0000000000000002,0.9999999999999997,1.0000000000000009,1.0000000000000002
MatrixFactorizationInput,MF input kappa=1e+02,0,7,8,3.7340551484193325e-05,0.00014589925633502832,5,1.0000000000000004,1.0000000000000009,1.0000000000000007,1.0000000000000009,1.0000000000000002,1.0000000000000004
MatrixFactorizationInput,MF input kappa=1e+02,0,7,9,3.7340551484193325e-05,0.00014589925633502832,5,1.0000000000000004,0.9999999999999997,1.0,1.0000000000000002,0.9999999999999997,1.0
MatrixFactorizationInput,MF input kappa=1e+02,0,7,10,3.7340551484193325e-05,0.00014589925633502832,5,0.9999999999999997,0.5906318627575676,0.7953159313787836,1.0000000000000002,0.4874868566075322,0.7437434283037663
MatrixFactorizationInput,MF input kappa=1e+02,0,8,1,1.9034837746011828e-05,0.0001437482825278138,5,0.6059092627626658,1.0000000000000002,0.8029546313813329,0.6074519458230009,1.0000000000000004,0.8037259729115007
MatrixFactorizationInput,MF input kappa=1e+02,0,8,2,1.9034837746011828e-05,0.0001437482825278138,5,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.9999999999999989,1.0000000000000002,0.9999999999999996
MatrixFactorizationInput,MF input kappa=1e+02,0,8,3,1.9034837746011828e-05,0.0001437482825278138,5,1.0000000000000002,0.9999999999999997,1.0,0.9999999999999993,0.9999999999999993,0.9999999999999993
MatrixFactorizationInput,MF input kappa=1e+02,0,8,4,1.9034837746011828e-05,0.0001437482825278138,5,0.9999999999999997,1.0000000000000002,1.0,0.9999999999999993,1.0000000000000004,0.9999999999999999
MatrixFactorizationInput,MF input kappa=1e+02,0,8,5,1.9034837746011828e-05,0.0001437482825278138,5,1.0000000000000002,1.0000000000000009,1.0000000000000004,1.0000000000000004,0.9999999999999993,0.9999999999999999
MatrixFactorizationInput,MF input kappa=1e+02,0,8,6,1.9034837746011828e-05,0.0001437482825278138,5,1.0000000000000002,0.9999999999999993,0.9999999999999998,1.0000000000000009,1.0000000000000002,1.0000000000000004
MatrixFactorizationInput,MF input kappa=1e+02,0,8,7,1.9034837746011828e-05,0.0001437482825278138,5,0.9999999999999993,1.0000000000000002,0.9999999999999998,1.0000000000000002,1.0000000000000004,1.0000000000000004
MatrixFactorizationInput,MF input kappa=1e+02,0,8,8,1.9034837746011828e-05,0.0001437482825278138,5,1.0000000000000002,0.9999999999999989,0.9999999999999996,1.0000000000000004,1.0000000000000002,1.0000000000000004
MatrixFactorizationInput,MF input kappa=1e+02,0,8,9,1.9034837746011828e-05,0.0001437482825278138,5,0.9999999999999997,1.0000000000000002,1.0,1.0000000000000002,1.0000000000000004,1.0000000000000004
MatrixFactorizationInput,MF input kappa=1e+02,0,8,10,1.9034837746011828e-05,0.0001437482825278138,5,0.9999999999999997,0.5722666504010687,0.7861333252005342,1.0000000000000004,0.4783055305678823,0.7391527652839414
MatrixFactorizationInput,MF input kappa=1e+02,0,9,1,1.413874467039317e-05,0.00014120845896832258,5,0.5974147992816522,1.0000000000000004,0.7987073996408263,0.602025611215926,1.0000000000000002,0.8010128056079631
MatrixFactorizationInput,MF input kappa=1e+02,0,9,2,1.413874467039317e-05,0.00014120845896832258,5,1.0000000000000009,1.0000000000000004,1.0000000000000007,1.0000000000000004,1.0000000000000002,1.0000000000000004
MatrixFactorizationInput,MF input kappa=1e+02,0,9,3,1.413874467039317e-05,0.00014120845896832258,5,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.9999999999999993,0.9999999999999998
MatrixFactorizationInput,MF input kappa=1e+02,0,9,4,1.413874467039317e-05,0.00014120845896832258,5,1.0000000000000002,1.0000000000000004,1.0000000000000004,0.9999999999999993,0.9999999999999997,0.9999999999999996
MatrixFactorizationInput,MF input kappa=1e+02,0,9,5,1.413874467039317e-05,0.00014120845896832258,5,1.0000000000000004,1.0000000000000002,1.0000000000000004,0.9999999999999993,1.0000000000000004,0.9999999999999999
MatrixFactorizationInput,MF input kappa=1e+02,0,9,6,1.413874467039317e-05,0.00014120845896832258,5,1.0000000000000002,1.0000000000000002,1.0000000000000002,1.0000000000000004,0.9999999999999997,1.0
MatrixFactorizationInput,MF input kappa=1e+02,0,9,7,1.413874467039317e-05,0.00014120845896832258,5,1.0000000000000002,1.0000000000000004,1.0000000000000004,1.0000000000000009,0.9999999999999997,1.0000000000000002
MatrixFactorizationInput,MF input kappa=1e+02,0,9,8,1.413874467039317e-05,0.00014120845896832258,5,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.9999999999999997,0.9999999999999997,0.9999999999999997
MatrixFactorizationInput,MF input kappa=1e+02,0,9,9,1.413874467039317e-05,0.00014120845896832258,5,1.0000000000000004,1.0000000000000002,1.0000000000000004,1.0000000000000004,0.9999999999999997,1.0
MatrixFactorizationInput,MF input kappa=1e+02,0,9,10,1.413874467039317e-05,0.00014120845896832258,5,1.0000000000000002,0.5537848370815972,0.7768924185407987,0.9999999999999993,0.46608850591695355,0.7330442529584764
MatrixFactorizationInput,MF input kappa=1e+02,0,10,1,1.5386980753242767e-05,0.00013824134428778065,5,0.4858740275612733,1.0000000000000004,0.7429370137806368,0.6016435777251943,1.0000000000000002,0.8008217888625973
MatrixFactorizationInput,MF input kappa=1e+02,0,10,2,1.5386980753242767e-05,0.00013824134428778065,5,1.0000000000000004,1.0000000000000004,1.0000000000000004,0.9999999999999993,1.0000000000000002,0.9999999999999998
MatrixFactorizationInput,MF input kappa=1e+02,0,10,3,1.5386980753242767e-05,0.00013824134428778065,5,1.0000000000000002,0.9999999999999989,0.9999999999999996,0.9999999999999997,0.9999999999999993,0.9999999999999996
MatrixFactorizationInput,MF input kappa=1e+02,0,10,4,1.5386980753242767e-05,0.00013824134428778065,5,0.9999999999999997,0.9999999999999993,0.9999999999999996,1.0000000000000002,0.9999999999999993,0.9999999999999998
MatrixFactorizationInput,MF input kappa=1e+02,0,10,5,1.5386980753242767e-05,0.00013824134428778065,5,1.0000000000000002,1.0000000000000002,1.0000000000000002,0.9999999999999997,1.0000000000000002,1.0
MatrixFactorizationInput,MF input kappa=1e+02,0,10,6,1.5386980753242767e-05,0.00013824134428778065,5,1.0000000000000002,1.0000000000000004,1.0000000000000004,1.0000000000000002,1.0000000000000004,1.0000000000000004
MatrixFactorizationInput,MF input kappa=1e+02,0,10,7,1.5386980753242767e-05,0.00013824134428778065,5,0.9999999999999993,1.0000000000000004,0.9999999999999999,0.9999999999999997,1.0000000000000004,1.0
MatrixFactorizationInput,MF input kappa=1e+02,0,10,8,1.5386980753242767e-05,0.00013824134428778065,5,1.0000000000000004,0.9999999999999997,1.0,0.9999999999999993,1.0000000000000002,0.9999999999999998
MatrixFactorizationInput,MF input kappa=1e+02,0,10,9,1.5386980753242767e-05,0.00013824134428778065,5,1.0000000000000004,0.9999999999999993,0.9999999999999999,1.0000000000000002,0.9999999999999993,0.9999999999999998
MatrixFactorizationInput,MF input kappa=1e+02,0,10,10,1.5386980753242767e-05,0.00013824134428778065,5,1.0000000000000002,0.5510757755526758,0.775537887776338,0.9999999999999989,0.4530887110292131,0.726544355514606
MatrixFactorizationInput,MF input kappa=1e+02,1,0,1,0.0001604720091443568,0.0001604720091443568,5,1.0000000000000002,0.9999999999999993,0.9999999999999998,0.9999999999999989,0.9999999999999997,0.9999999999999993
MatrixFactorizationInput,MF input kappa=1e+02,1,0,2,0.0001604720091443568,0.0001604720091443568,5,1.0000000000000002,1.0000000000000013,1.0000000000000009,1.0000000000000002,1.0000000000000002,1.0000000000000002
MatrixFactorizationInput,MF input kappa=1e+02,1,0,3,0.0001604720091443568,0.0001604720091443568,5,1.0000000000000002,1.0000000000000013,1.0000000000000009,1.0000000000000002,1.0000000000000002,1.0000000000000002
MatrixFactorizationInput,MF input kappa=1e+02,1,0,4,0.0001604720091443568,0.0001604720091443568,5,1.0000000000000002,1.0000000000000013,1.0000000000000009,1.0000000000000002,1.0000000000000002,1.0000000000000002
MatrixFactorizationInput,MF input kappa=1e+02,1,0,5,0.0001604720091443568,0.0001604720091443568,5,1.0000000000000002,1.0000000000000013,1.0000000000000009,1.0000000000000002,1.0000000000000002,1.0000000000000002
MatrixFactorizationInput,MF input kappa=1e+02,1,0,6,0.0001604720091443568,0.0001604720091443568,5,1.0000000000000002,1.0000000000000013,1.0000000000000009,1.0000000000000002,1.0000000000000002,1.0000000000000002
MatrixFactorizationInput,MF input kappa=1e+02,1,0,7,0.0001604720091443568,0.0001604720091443568,5,1.0000000000000002,1.0000000000000013,1.0000000000000009,1.0000000000000002,1.0000000000000002,1.0000000000000002
MatrixFactorizationInput,MF input kappa=1e+02,1,0,8,0.0001604720091443568,0.0001604720091443568,5,1.0000000000000002,1.0000000000000013,1.0000000000000009,1.0000000000000002,1.0000000000000002,1.0000000000000002
MatrixFactorizationInput,MF input kappa=1e+02,1,0,9,0.0001604720091443568,0.0001604720091443568,5,1.0000000000000002,1.0000000000000013,1.0000000000000009,1.0000000000000002,1.0000000000000002,1.0000000000000002
MatrixFactorizationInput,MF input kappa=1e+02,1,0,10,0.0001604720091443568,0.0001604720091443568,5,0.9999999999999993,1.0000000000000009,1.0,0.9999999999999997,1.0000000000000004,1.0
MatrixFactorizationInput,MF input kappa=1e+02,1,1,1,0.00015500910432133258,0.00015994931251431103,5,0.8378131619378365,0.9999999999999997,0.9189065809689181,0.8529747791871047,1.0000000000000002,0.9264873895935525
MatrixFactorizationInput,MF input kappa=1e+02,1,1,2,0.00015500910432133258,0.00015994931251431103,5,1.0000000000000004,1.0000000000000002,1.0000000000000004,1.0000000000000004,1.0000000000000002,1.0000000000000004
MatrixFactorizationInput,MF input kappa=1e+02,1,1,3,0.00015500910432133258,0.00015994931251431103,5,0.9999999999999997,0.9999999999999997,0.9999999999999997,1.0000000000000004,1.0000000000000002,1.0000000000000004
MatrixFactorizationInput,MF input kappa=1e+02,1,1,4,0.00015500910432133258,0.00015994931251431103,5,1.0000000000000004,1.0000000000000004,1.0000000000000004,1.0000000000000004,1.0000000000000002,1.0000000000000004
MatrixFactorizationInput,MF input kappa=1e+02,1,1,5,0.00015500910432133258,0.00015994931251431103,5,0.9999999999999993,1.0000000000000002,0.9999999999999998,1.0000000000000004,1.0000000000000002,1.0000000000000004
MatrixFactorizationInput,MF input kappa=1e+02,1,1,6,0.00015500910432133258,0.00015994931251431103,5,0.9999999999999997,1.0000000000000004,1.0,1.0000000000000004,1.0000000000000002,1.0000000000000004
MatrixFactorizationInput,MF input kappa=1e+02,1,1,7,0.00015500910432133258,0.00015994931251431103,5,1.0000000000000009,1.0000000000000004,1.0000000000000007,1.0000000000000004,1.0000000000000002,1.0000000000000004
MatrixFactorizationInput,MF input kappa=1e+02,1,1,8,0.00015500910432133258,0.00015994931251431103,5,1.0000000000000013,0.9999999999999997,1.0000000000000004,1.0000000000000004,1.0000000000000002,1.0000000000000004
MatrixFactorizationInput,MF input kappa=1e+02,1,1,9,0.00015500910432133258,0.00015994931251431103,5,1.0000000000000009,0.9999999999999993,1.0,1.0000000000000004,1.0000000000000002,1.0000000000000004
MatrixFactorizationInput,MF input kappa=1e+02,1,1,10,0.00015500910432133258,0.00015994931251431103,5,0.9999999999999997,0.9694989270209977,0.9847494635104987,0.9999999999999993,0.6916373785491257,0.8458186892745625
MatrixFactorizationInput,MF input kappa=1e+02,1,2,1,0.0001384778103196587,0.00015932166895025739,5,0.7044315737864021,1.0000000000000004,0.8522157868932012,0.8151822400455406,1.0000000000000013,0.907591120022771
