problem_family,base_setting,seed,step,layer,top_k,update_left_overlap,update_right_overlap,update_mean_overlap
MatrixFactorizationInput,MF input kappa=1e+02,4,7,10,5,1.0000000000000004,0.26751359570490607,0.6337567978524532
MatrixFactorizationInput,MF input kappa=1e+02,4,8,1,5,0.4192533769827743,1.0000000000000004,0.7096266884913873
MatrixFactorizationInput,MF input kappa=1e+02,4,8,2,5,1.0000000000000002,0.9999999999999997,1.0
MatrixFactorizationInput,MF input kappa=1e+02,4,8,3,5,1.0000000000000002,1.0000000000000002,1.0000000000000002
MatrixFactorizationInput,MF input kappa=1e+02,4,8,4,5,1.0000000000000002,0.9999999999999997,1.0
MatrixFactorizationInput,MF input kappa=1e+02,4,8,5,5,1.0000000000000002,1.0000000000000004,1.0000000000000004
MatrixFactorizationInput,MF input kappa=1e+02,4,8,6,5,1.0000000000000004,1.0000000000000004,1.0000000000000004
MatrixFactorizationInput,MF input kappa=1e+02,4,8,7,5,1.0000000000000002,0.9999999999999993,0.9999999999999998
MatrixFactorizationInput,MF input kappa=1e+02,4,8,8,5,0.9999999999999993,0.9999999999999997,0.9999999999999996
MatrixFactorizationInput,MF input kappa=1e+02,4,8,9,5,1.0000000000000009,1.0000000000000002,1.0000000000000004
MatrixFactorizationInput,MF input kappa=1e+02,4,8,10,5,1.0000000000000002,0.29530135175509836,0.6476506758775493
MatrixFactorizationInput,MF input kappa=1e+02,4,9,1,5,0.41045019160063323,1.0000000000000004,0.7052250958003168
MatrixFactorizationInput,MF input kappa=1e+02,4,9,2,5,1.0000000000000004,1.0000000000000004,1.0000000000000004
MatrixFactorizationInput,MF input kappa=1e+02,4,9,3,5,1.0000000000000002,0.9999999999999997,1.0
MatrixFactorizationInput,MF input kappa=1e+02,4,9,4,5,1.0000000000000004,1.0000000000000002,1.0000000000000004
MatrixFactorizationInput,MF input kappa=1e+02,4,9,5,5,1.0000000000000002,0.9999999999999993,0.9999999999999998
MatrixFactorizationInput,MF input kappa=1e+02,4,9,6,5,0.9999999999999997,0.9999999999999997,0.9999999999999997
MatrixFactorizationInput,MF input kappa=1e+02,4,9,7,5,1.0000000000000004,0.9999999999999997,1.0
MatrixFactorizationInput,MF input kappa=1e+02,4,9,8,5,1.0000000000000002,0.9999999999999997,1.0
MatrixFactorizationInput,MF input kappa=1e+02,4,9,9,5,1.0000000000000009,1.0000000000000004,1.0000000000000007
MatrixFactorizationInput,MF input kappa=1e+02,4,9,10,5,0.9999999999999997,0.26867930176913146,0.6343396508845656
MatrixSensing,Matrix sensing kappa=1e+02,0,0,1,5,0.05183773540816664,0.03763286102031269,0.04473529821423967
MatrixSensing,Matrix sensing kappa=1e+02,0,1,1,5,0.07560561161162091,0.09278300440602447,0.08419430800882269
MatrixSensing,Matrix sensing kappa=1e+02,0,2,1,5,0.07441596390364637,0.08367340426126459,0.07904468408245548
MatrixSensing,Matrix sensing kappa=1e+02,0,3,1,5,0.07874282646786986,0.07212442417378356,0.0754336253208267
MatrixSensing,Matrix sensing kappa=1e+02,0,4,1,5,0.07961477844481404,0.09824371107429787,0.08892924475955596
MatrixSensing,Matrix sensing kappa=1e+02,1,0,1,5,0.10471320401492472,0.12086641031256558,0.11278980716374515
MatrixSensing,Matrix sensing kappa=1e+02,1,1,1,5,0.12826119011020182,0.11436786506827183,0.12131452758923683
MatrixSensing,Matrix sensing kappa=1e+02,1,2,1,5,0.097013050309962,0.06998074496616005,0.08349689763806104
MatrixSensing,Matrix sensing kappa=1e+02,1,3,1,5,0.12340756342025969,0.07309517414522723,0.09825136878274346
MatrixSensing,Matrix sensing kappa=1e+02,1,4,1,5,0.08601826536058224,0.08610394717924412,0.08606110626991317
MatrixSensing,Matrix sensing kappa=1e+02,2,0,1,5,0.09195582299337618,0.08510072515909858,0.08852827407623738
MatrixSensing,Matrix sensing kappa=1e+02,2,1,1,5,0.14277963438258573,0.12442774082404495,0.13360368760331534
MatrixSensing,Matrix sensing kappa=1e+02,2,2,1,5,0.11447631187425382,0.07464892987345335,0.09456262087385359
MatrixSensing,Matrix sensing kappa=1e+02,2,3,1,5,0.07320341680595663,0.10228494900769376,0.0877441829068252
MatrixSensing,Matrix sensing kappa=1e+02,2,4,1,5,0.08079492251554535,0.06513991612936611,0.07296741932245573
MatrixSensing,Matrix sensing kappa=1e+02,3,0,1,5,0.07431693289465058,0.04879522579724097,0.06155607934594577
MatrixSensing,Matrix sensing kappa=1e+02,3,1,1,5,0.11847497457472855,0.11043303893345943,0.11445400675409399
MatrixSensing,Matrix sensing kappa=1e+02,3,2,1,5,0.10640573584521637,0.08388799002639419,0.09514686293580528
MatrixSensing,Matrix sensing kappa=1e+02,3,3,1,5,0.07072529344443458,0.08523053564086495,0.07797791454264977
MatrixSensing,Matrix sensing kappa=1e+02,3,4,1,5,0.0682653915428714,0.06437196064629612,0.06631867609458375
MatrixSensing,Matrix sensing kappa=1e+02,4,0,1,5,0.08298459108577547,0.07303298112310722,0.07800878610444134
MatrixSensing,Matrix sensing kappa=1e+02,4,1,1,5,0.10178978850368763,0.09660980501529164,0.09919979675948963
MatrixSensing,Matrix sensing kappa=1e+02,4,2,1,5,0.06901730898912235,0.057683473253157556,0.06335039112113995
MatrixSensing,Matrix sensing kappa=1e+02,4,3,1,5,0.11068777615123929,0.12487642006277008,0.11778209810700468
MatrixSensing,Matrix sensing kappa=1e+02,4,4,1,5,0.11439682969226335,0.114816132895839,0.11460648129405118
SmallMLPDigits,Small MLP digits hidden=16,0,0,1,5,0.30657801213309127,0.18802666926206496,0.24730234069757812
SmallMLPDigits,Small MLP digits hidden=16,0,0,2,5,0.5773811622310825,0.4698967886120074,0.5236389754215449
SmallMLPDigits,Small MLP digits hidden=16,0,1,1,5,0.36566196748873214,0.36157135845583765,0.3636166629722849
SmallMLPDigits,Small MLP digits hidden=16,0,1,2,5,0.44832037342350617,0.4476887260462097,0.4480045497348579
SmallMLPDigits,Small MLP digits hidden=16,0,2,1,5,0.35928419299993386,0.17736490926396525,0.26832455113194953
SmallMLPDigits,Small MLP digits hidden=16,0,2,2,5,0.527179617358744,0.26855884514238876,0.3978692312505664
SmallMLPDigits,Small MLP digits hidden=16,0,3,1,5,0.25357767217726973,0.3218732428639079,0.2877254575205888
SmallMLPDigits,Small MLP digits hidden=16,0,3,2,5,0.4133147470098718,0.3085371699423184,0.3609259584760951
SmallMLPDigits,Small MLP digits hidden=16,0,4,1,5,0.2348935248641605,0.2777171532987138,0.25630533908143716
SmallMLPDigits,Small MLP digits hidden=16,0,4,2,5,0.4159456628036023,0.4544241759361859,0.4351849193698941
SmallMLPDigits,Small MLP digits hidden=16,0,5,1,5,0.2673795828988781,0.19334525467487187,0.23036241878687497
SmallMLPDigits,Small MLP digits hidden=16,0,5,2,5,0.46473092047213804,0.41293376853887614,0.4388323445055071
SmallMLPDigits,Small MLP digits hidden=16,0,6,1,5,0.3064932694789952,0.2660976354790241,0.28629545247900967
SmallMLPDigits,Small MLP digits hidden=16,0,6,2,5,0.4157643128542584,0.42430437988573244,0.4200343463699954
SmallMLPDigits,Small MLP digits hidden=16,0,7,1,5,0.33898307329016086,0.23353421529638693,0.2862586442932739
SmallMLPDigits,Small MLP digits hidden=16,0,7,2,5,0.33975008505198756,0.39243791178429627,0.36609399841814194
SmallMLPDigits,Small MLP digits hidden=16,0,8,1,5,0.3397821806071709,0.20668160658188633,0.2732318935945286
SmallMLPDigits,Small MLP digits hidden=16,0,8,2,5,0.4722860900955107,0.4860431838463639,0.4791646369709373
SmallMLPDigits,Small MLP digits hidden=16,0,9,1,5,0.21677343472233793,0.17222245076984463,0.19449794274609128
SmallMLPDigits,Small MLP digits hidden=16,0,9,2,5,0.7217723760369774,0.6077111998275033,0.6647417879322404
SmallMLPDigits,Small MLP digits hidden=16,1,0,1,5,0.28277029600257053,0.1580901856890989,0.22043024084583474
SmallMLPDigits,Small MLP digits hidden=16,1,0,2,5,0.6227033247754599,0.42765133428479735,0.5251773295301286
SmallMLPDigits,Small MLP digits hidden=16,1,1,1,5,0.37413916276696246,0.2700234268970706,0.32208129483201653
SmallMLPDigits,Small MLP digits hidden=16,1,1,2,5,0.5490321432641945,0.4118616733815655,0.48044690832287995
SmallMLPDigits,Small MLP digits hidden=16,1,2,1,5,0.40019675029135887,0.24616397354721808,0.32318036191928845
SmallMLPDigits,Small MLP digits hidden=16,1,2,2,5,0.3977937495797898,0.384972855453581,0.3913833025166854
SmallMLPDigits,Small MLP digits hidden=16,1,3,1,5,0.2994306076708392,0.18947369659862373,0.24445215213473145
SmallMLPDigits,Small MLP digits hidden=16,1,3,2,5,0.545548794259122,0.36777853454884935,0.45666366440398565
SmallMLPDigits,Small MLP digits hidden=16,1,4,1,5,0.23019949266879638,0.1729245683810216,0.201562030524909
SmallMLPDigits,Small MLP digits hidden=16,1,4,2,5,0.49944784128644937,0.30040675971464426,0.3999273005005468
SmallMLPDigits,Small MLP digits hidden=16,1,5,1,5,0.370926868856174,0.22214938863886874,0.2965381287475214
SmallMLPDigits,Small MLP digits hidden=16,1,5,2,5,0.4107553027065176,0.2825190124523675,0.3466371575794426
SmallMLPDigits,Small MLP digits hidden=16,1,6,1,5,0.3506535210300862,0.23616631425345277,0.2934099176417695
SmallMLPDigits,Small MLP digits hidden=16,1,6,2,5,0.48528256740655074,0.4542130831199652,0.469747825263258
SmallMLPDigits,Small MLP digits hidden=16,1,7,1,5,0.24315115216282673,0.21220893935464052,0.22768004575873363
SmallMLPDigits,Small MLP digits hidden=16,1,7,2,5,0.48756772058973336,0.3234405135994757,0.40550411709460454
SmallMLPDigits,Small MLP digits hidden=16,1,8,1,5,0.3128194755358267,0.26450821772318994,0.2886638466295083
SmallMLPDigits,Small MLP digits hidden=16,1,8,2,5,0.48407729940907274,0.3747050195478791,0.42939115947847595
SmallMLPDigits,Small MLP digits hidden=16,1,9,1,5,0.30953548412127063,0.2817327187663076,0.2956341014437891
SmallMLPDigits,Small MLP digits hidden=16,1,9,2,5,0.39373276674861146,0.2432297416656331,0.31848125420712226
SmallMLPDigits,Small MLP digits hidden=16,2,0,1,5,0.244549126488681,0.1362108952197069,0.19038001085419393
SmallMLPDigits,Small MLP digits hidden=16,2,0,2,5,0.5783314827048305,0.42238001901434324,0.5003557508595868
SmallMLPDigits,Small MLP digits hidden=16,2,1,1,5,0.33697774921058904,0.2009427329294382,0.2689602410700136
SmallMLPDigits,Small MLP digits hidden=16,2,1,2,5,0.47032735560442307,0.3030863208048205,0.3867068382046218
SmallMLPDigits,Small MLP digits hidden=16,2,2,1,5,0.24665270654899304,0.26665094960015046,0.25665182807457176
SmallMLPDigits,Small MLP digits hidden=16,2,2,2,5,0.518372283798252,0.3896059232074335,0.4539891035028427
SmallMLPDigits,Small MLP digits hidden=16,2,3,1,5,0.34454808577456353,0.22336138985961346,0.28395473781708847
SmallMLPDigits,Small MLP digits hidden=16,2,3,2,5,0.4873742894050084,0.4137573068219182,0.4505657981134633
SmallMLPDigits,Small MLP digits hidden=16,2,4,1,5,0.26928690681626,0.2724095952582482,0.2708482510372541
SmallMLPDigits,Small MLP digits hidden=16,2,4,2,5,0.4664685297311473,0.46599358832480264,0.46623105902797496
SmallMLPDigits,Small MLP digits hidden=16,2,5,1,5,0.3611873118956866,0.18304480843076948,0.27211606016322804
SmallMLPDigits,Small MLP digits hidden=16,2,5,2,5,0.5320556068828992,0.3651492297099152,0.44860241829640723
SmallMLPDigits,Small MLP digits hidden=16,2,6,1,5,0.44437098553053944,0.27003650013237857,0.357203742831459
SmallMLPDigits,Small MLP digits hidden=16,2,6,2,5,0.315642113202959,0.3849845017471575,0.35031330747505823
SmallMLPDigits,Small MLP digits hidden=16,2,7,1,5,0.2915291662893652,0.2115711991762576,0.2515501827328114
SmallMLPDigits,Small MLP digits hidden=16,2,7,2,5,0.5613265099962231,0.38091997241271136,0.47112324120446725
SmallMLPDigits,Small MLP digits hidden=16,2,8,1,5,0.3264296706664599,0.2200560382310867,0.2732428544487733
SmallMLPDigits,Small MLP digits hidden=16,2,8,2,5,0.4894376103669244,0.29984440261149653,0.39464100648921047
SmallMLPDigits,Small MLP digits hidden=16,2,9,1,5,0.30375672170673385,0.2097433638856298,0.25675004279618185
SmallMLPDigits,Small MLP digits hidden=16,2,9,2,5,0.5915026991504339,0.4370317926623832,0.5142672459064085
SmallMLPDigits,Small MLP digits hidden=16,3,0,1,5,0.28737237457519915,0.225643232728995,0.2565078036520971
SmallMLPDigits,Small MLP digits hidden=16,3,0,2,5,0.44441932743627965,0.3570871933351045,0.4007532603856921
SmallMLPDigits,Small MLP digits hidden=16,3,1,1,5,0.2750021574632456,0.18202248759110667,0.22851232252717613
SmallMLPDigits,Small MLP digits hidden=16,3,1,2,5,0.506163272993964,0.34470009160110404,0.42543168229753403
SmallMLPDigits,Small MLP digits hidden=16,3,2,1,5,0.42785239351346976,0.26632229592383033,0.34708734471865005
SmallMLPDigits,Small MLP digits hidden=16,3,2,2,5,0.45708851342374335,0.37469126287834753,0.41588988815104544
SmallMLPDigits,Small MLP digits hidden=16,3,3,1,5,0.3406778964345676,0.25447251629284884,0.2975752063637082
SmallMLPDigits,Small MLP digits hidden=16,3,3,2,5,0.42180913447900065,0.3084503494919627,0.36512974198548165
SmallMLPDigits,Small MLP digits hidden=16,3,4,1,5,0.32065672833634873,0.17731186404252985,0.2489842961894393
SmallMLPDigits,Small MLP digits hidden=16,3,4,2,5,0.4823955839933086,0.32597431974751817,0.40418495187041337
SmallMLPDigits,Small MLP digits hidden=16,3,5,1,5,0.23346017780538988,0.2713682736459469,0.2524142257256684
SmallMLPDigits,Small MLP digits hidden=16,3,5,2,5,0.45716104108992406,0.3654955680926427,0.4113283045912834
SmallMLPDigits,Small MLP digits hidden=16,3,6,1,5,0.23568614902366694,0.1722890865709072,0.20398761779728708
SmallMLPDigits,Small MLP digits hidden=16,3,6,2,5,0.5117036116584439,0.40299655057817285,0.4573500811183084
SmallMLPDigits,Small MLP digits hidden=16,3,7,1,5,0.25391834576626005,0.23876936444831337,0.2463438551072867
SmallMLPDigits,Small MLP digits hidden=16,3,7,2,5,0.6001793962094331,0.49026273722663233,0.5452210667180327
SmallMLPDigits,Small MLP digits hidden=16,3,8,1,5,0.31531167755011735,0.24277539625353048,0.27904353690182393
SmallMLPDigits,Small MLP digits hidden=16,3,8,2,5,0.5146998668473981,0.4801689836988706,0.49743442527313436
SmallMLPDigits,Small MLP digits hidden=16,3,9,1,5,0.397039430610299,0.19431536269669653,0.2956773966534978
SmallMLPDigits,Small MLP digits hidden=16,3,9,2,5,0.4297396112020162,0.3643487780975711,0.3970441946497937
SmallMLPDigits,Small MLP digits hidden=16,4,0,1,5,0.4721090331350671,0.23703389085513926,0.35457146199510314
SmallMLPDigits,Small MLP digits hidden=16,4,0,2,5,0.41900776383454585,0.3267967665250031,0.3729022651797745
SmallMLPDigits,Small MLP digits hidden=16,4,1,1,5,0.3115703000122646,0.24673963803239873,0.27915496902233167
SmallMLPDigits,Small MLP digits hidden=16,4,1,2,5,0.6521627584333974,0.47080638407425884,0.5614845712538281
SmallMLPDigits,Small MLP digits hidden=16,4,2,1,5,0.2865947587983556,0.2639068386700144,0.275250798734185
SmallMLPDigits,Small MLP digits hidden=16,4,2,2,5,0.4082427620941659,0.4444035144088006,0.42632313825148327
SmallMLPDigits,Small MLP digits hidden=16,4,3,1,5,0.2784755935945765,0.2141423226054632,0.24630895810001985
SmallMLPDigits,Small MLP digits hidden=16,4,3,2,5,0.5480790653933203,0.3416685968567279,0.4448738311250241
SmallMLPDigits,Small MLP digits hidden=16,4,4,1,5,0.3350030700768585,0.2552794338335862,0.29514125195522234
SmallMLPDigits,Small MLP digits hidden=16,4,4,2,5,0.543231156151631,0.44052575854855486,0.49187845735009295
SmallMLPDigits,Small MLP digits hidden=16,4,5,1,5,0.28178584084414177,0.304188948262924,0.29298739455353284
SmallMLPDigits,Small MLP digits hidden=16,4,5,2,5,0.6020988030354915,0.4477640504931185,0.524931426764305
SmallMLPDigits,Small MLP digits hidden=16,4,6,1,5,0.38629472477910054,0.3630232124108196,0.37465896859496006
SmallMLPDigits,Small MLP digits hidden=16,4,6,2,5,0.48102845442595454,0.4153011071391832,0.4481647807825689
SmallMLPDigits,Small MLP digits hidden=16,4,7,1,5,0.46175735141538404,0.28519734525365725,0.3734773483345206
SmallMLPDigits,Small MLP digits hidden=16,4,7,2,5,0.5296359639367216,0.37097183543489465,0.45030389968580814
SmallMLPDigits,Small MLP digits hidden=16,4,8,1,5,0.310334585716476,0.1791730267320819,0.24475380622427895
SmallMLPDigits,Small MLP digits hidden=16,4,8,2,5,0.538242123701217,0.37253749573532235,0.4553898097182697
SmallMLPDigits,Small MLP digits hidden=16,4,9,1,5,0.3680080347875203,0.3476565312994318,0.35783228304347603
SmallMLPDigits,Small MLP digits hidden=16,4,9,2,5,0.47871447917757537,0.46839182629019216,0.47355315273388376
SmallMLPDigits,Small MLP digits hidden=64,0,0,1,5,0.11230373965219771,0.09462913612753596,0.10346643788986684
SmallMLPDigits,Small MLP digits hidden=64,0,0,2,5,0.4598934657625816,0.28112863113714626,0.37051104844986393
SmallMLPDigits,Small MLP digits hidden=64,0,1,1,5,0.08535734249694066,0.04826274418793859,0.06681004334243962
SmallMLPDigits,Small MLP digits hidden=64,0,1,2,5,0.5170155031981847,0.2317878451303775,0.3744016741642811
SmallMLPDigits,Small MLP digits hidden=64,0,2,1,5,0.04050113748692032,0.09518475496797377,0.06784294622744705
SmallMLPDigits,Small MLP digits hidden=64,0,2,2,5,0.5436635094997152,0.22661667516062828,0.38514009233017177
SmallMLPDigits,Small MLP digits hidden=64,0,3,1,5,0.09094226652129792,0.07443311920599835,0.08268769286364813
SmallMLPDigits,Small MLP digits hidden=64,0,3,2,5,0.5563474804106204,0.2708489609260166,0.41359822066831853
SmallMLPDigits,Small MLP digits hidden=64,0,4,1,5,0.13629203747740729,0.10023797811865831,0.1182650077980328
SmallMLPDigits,Small MLP digits hidden=64,0,4,2,5,0.5849614394357937,0.25565807163220483,0.4203097555339993
SmallMLPDigits,Small MLP digits hidden=64,0,5,1,5,0.06773885561546913,0.08789635781775536,0.07781760671661225
SmallMLPDigits,Small MLP digits hidden=64,0,5,2,5,0.4274091713295312,0.2453168748220152,0.3363630230757732
SmallMLPDigits,Small MLP digits hidden=64,0,6,1,5,0.10515552892192295,0.1134453567525285,0.10930044283722573
SmallMLPDigits,Small MLP digits hidden=64,0,6,2,5,0.5872567558759146,0.3155423257373462,0.4513995408066304
SmallMLPDigits,Small MLP digits hidden=64,0,7,1,5,0.0914311698198432,0.11607254189155536,0.10375185585569928
SmallMLPDigits,Small MLP digits hidden=64,0,7,2,5,0.6076257831128882,0.340857985708566,0.4742418844107271
SmallMLPDigits,Small MLP digits hidden=64,0,8,1,5,0.13916727233546325,0.06893088996891883,0.10404908115219104
SmallMLPDigits,Small MLP digits hidden=64,0,8,2,5,0.35955502736798506,0.23303674195543572,0.2962958846617104
SmallMLPDigits,Small MLP digits hidden=64,0,9,1,5,0.08640441331160122,0.07415856495296788,0.08028148913228456
SmallMLPDigits,Small MLP digits hidden=64,0,9,2,5,0.5306219897557372,0.3004331750777655,0.41552758241675136
SmallMLPDigits,Small MLP digits hidden=64,1,0,1,5,0.08393035429391563,0.10648424293567631,0.09520729861479596
SmallMLPDigits,Small MLP digits hidden=64,1,0,2,5,0.4856731477167597,0.19528729643691062,0.34048022207683515
SmallMLPDigits,Small MLP digits hidden=64,1,1,1,5,0.0896266080461082,0.10920041896108865,0.09941351350359842
SmallMLPDigits,Small MLP digits hidden=64,1,1,2,5,0.46461919302834354,0.15388794330908975,0.30925356816871663
SmallMLPDigits,Small MLP digits hidden=64,1,2,1,5,0.08040384350244267,0.10910443345687108,0.09475413847965689
SmallMLPDigits,Small MLP digits hidden=64,1,2,2,5,0.5375266219702135,0.24431675354060228,0.3909216877554079
SmallMLPDigits,Small MLP digits hidden=64,1,3,1,5,0.0875789575502002,0.13391274796047842,0.11074585275533931
SmallMLPDigits,Small MLP digits hidden=64,1,3,2,5,0.4541793835023447,0.2121737855319671,0.3331765845171559
SmallMLPDigits,Small MLP digits hidden=64,1,4,1,5,0.0869082519154373,0.08771241203292275,0.08731033197418003
SmallMLPDigits,Small MLP digits hidden=64,1,4,2,5,0.4581825595226757,0.2594171088869014,0.35879983420478856
SmallMLPDigits,Small MLP digits hidden=64,1,5,1,5,0.0528364355879138,0.07464303412159894,0.06373973485475637
SmallMLPDigits,Small MLP digits hidden=64,1,5,2,5,0.41880386700170497,0.3046039582035025,0.3617039126026037
SmallMLPDigits,Small MLP digits hidden=64,1,6,1,5,0.060703812163289836,0.06355716112288749,0.062130486643088664
SmallMLPDigits,Small MLP digits hidden=64,1,6,2,5,0.45281517609754357,0.2758272185086781,0.36432119730311086
SmallMLPDigits,Small MLP digits hidden=64,1,7,1,5,0.09126591605307924,0.08631689939508641,0.08879140772408282
SmallMLPDigits,Small MLP digits hidden=64,1,7,2,5,0.5022714160263575,0.24103403696560446,0.37165272649598097
SmallMLPDigits,Small MLP digits hidden=64,1,8,1,5,0.07577647454031164,0.08297556981750458,0.0793760221789081
SmallMLPDigits,Small MLP digits hidden=64,1,8,2,5,0.5377438194637122,0.2903254784950114,0.4140346489793618
SmallMLPDigits,Small MLP digits hidden=64,1,9,1,5,0.10917837516655038,0.11579531307425564,0.11248684412040301
SmallMLPDigits,Small MLP digits hidden=64,1,9,2,5,0.470531602143012,0.218735212774381,0.3446334074586965
SmallMLPDigits,Small MLP digits hidden=64,2,0,1,5,0.07135610556230738,0.09010239452653365,0.08072925004442053
SmallMLPDigits,Small MLP digits hidden=64,2,0,2,5,0.4832541807294641,0.3196772634795508,0.4014657221045074
SmallMLPDigits,Small MLP digits hidden=64,2,1,1,5,0.05756820115530067,0.08135579801609141,0.06946199958569604
SmallMLPDigits,Small MLP digits hidden=64,2,1,2,5,0.4591505546388408,0.26795168557711835,0.3635511201079796
SmallMLPDigits,Small MLP digits hidden=64,2,2,1,5,0.07022086819438925,0.09634690775762833,0.08328388797600879
SmallMLPDigits,Small MLP digits hidden=64,2,2,2,5,0.5992331559599358,0.23268326464334904,0.4159582103016424
SmallMLPDigits,Small MLP digits hidden=64,2,3,1,5,0.08038161644828674,0.05505484593326822,0.06771823119077748
SmallMLPDigits,Small MLP digits hidden=64,2,3,2,5,0.6332848149454683,0.27197933479680814,0.4526320748711382
SmallMLPDigits,Small MLP digits hidden=64,2,4,1,5,0.06748627191993058,0.1030503747517105,0.08526832333582055
SmallMLPDigits,Small MLP digits hidden=64,2,4,2,5,0.424203743983426,0.2815238796646472,0.3528638118240366
SmallMLPDigits,Small MLP digits hidden=64,2,5,1,5,0.09522577825638716,0.06137981889019954,0.07830279857329335
SmallMLPDigits,Small MLP digits hidden=64,2,5,2,5,0.4043918576741847,0.21704918840673,0.31072052304045733
SmallMLPDigits,Small MLP digits hidden=64,2,6,1,5,0.07381970442616043,0.06750390262525505,0.07066180352570774
SmallMLPDigits,Small MLP digits hidden=64,2,6,2,5,0.5132036632508218,0.25529812936722485,0.3842508963090233
SmallMLPDigits,Small MLP digits hidden=64,2,7,1,5,0.09841235172121826,0.08960465207653881,0.09400850189887854
SmallMLPDigits,Small MLP digits hidden=64,2,7,2,5,0.4427811354507217,0.2712302135427412,0.35700567449673143
SmallMLPDigits,Small MLP digits hidden=64,2,8,1,5,0.11447883172750317,0.1384753104015462,0.1264770710645247
SmallMLPDigits,Small MLP digits hidden=64,2,8,2,5,0.4197067612875629,0.3149431814402189,0.36732497136389086
SmallMLPDigits,Small MLP digits hidden=64,2,9,1,5,0.10466498235903139,0.12720589969449567,0.11593544102676354
SmallMLPDigits,Small MLP digits hidden=64,2,9,2,5,0.542030273985976,0.3441979847160912,0.4431141293510336
SmallMLPDigits,Small MLP digits hidden=64,3,0,1,5,0.08230327200352792,0.09698203133019728,0.08964265166686261
SmallMLPDigits,Small MLP digits hidden=64,3,0,2,5,0.6043083443862741,0.3106714147672187,0.4574898795767464
SmallMLPDigits,Small MLP digits hidden=64,3,1,1,5,0.043423965999255375,0.10012091350164623,0.0717724397504508
SmallMLPDigits,Small MLP digits hidden=64,3,1,2,5,0.4534175251454503,0.21878289490360187,0.33610021002452606
SmallMLPDigits,Small MLP digits hidden=64,3,2,1,5,0.11114453010403409,0.08587466687416724,0.09850959848910067
SmallMLPDigits,Small MLP digits hidden=64,3,2,2,5,0.5078158990882055,0.22036395400379205,0.36408992654599875
SmallMLPDigits,Small MLP digits hidden=64,3,3,1,5,0.08206140449455232,0.08236082823626197,0.08221111636540715
SmallMLPDigits,Small MLP digits hidden=64,3,3,2,5,0.6361843524646018,0.26599300854116165,0.45108868050288176
SmallMLPDigits,Small MLP digits hidden=64,3,4,1,5,0.06349282405914188,0.09620413479461282,0.07984847942687734
SmallMLPDigits,Small MLP digits hidden=64,3,4,2,5,0.5592694158262603,0.26488004561850537,0.4120747307223829
SmallMLPDigits,Small MLP digits hidden=64,3,5,1,5,0.04567048834511256,0.06666355668351802,0.05616702251431529
SmallMLPDigits,Small MLP digits hidden=64,3,5,2,5,0.4663226118488728,0.23275732616315709,0.3495399690060149
SmallMLPDigits,Small MLP digits hidden=64,3,6,1,5,0.05268939350164179,0.05577661861571174,0.054233006058676765
SmallMLPDigits,Small MLP digits hidden=64,3,6,2,5,0.5481108939756301,0.2502861818302779,0.399198537902954
SmallMLPDigits,Small MLP digits hidden=64,3,7,1,5,0.06440800441306328,0.05899947249125438,0.06170373845215883
SmallMLPDigits,Small MLP digits hidden=64,3,7,2,5,0.545779664540395,0.28286484597706585,0.4143222552587304
SmallMLPDigits,Small MLP digits hidden=64,3,8,1,5,0.09300671075318714,0.06286876142651296,0.07793773608985005
SmallMLPDigits,Small MLP digits hidden=64,3,8,2,5,0.43661749142829864,0.25210329402720955,0.3443603927277541
SmallMLPDigits,Small MLP digits hidden=64,3,9,1,5,0.11590835351261494,0.11862205187614079,0.11726520269437787
SmallMLPDigits,Small MLP digits hidden=64,3,9,2,5,0.5023982604317904,0.29525503172924894,0.39882664608051965
SmallMLPDigits,Small MLP digits hidden=64,4,0,1,5,0.08384102191978642,0.08182667696571264,0.08283384944274952
SmallMLPDigits,Small MLP digits hidden=64,4,0,2,5,0.4649375911202004,0.24168151765185888,0.3533095543860296
SmallMLPDigits,Small MLP digits hidden=64,4,1,1,5,0.08867193183104992,0.07683513028248155,0.08275353105676574
SmallMLPDigits,Small MLP digits hidden=64,4,1,2,5,0.5352092075421051,0.16951577048315103,0.35236248901262807
SmallMLPDigits,Small MLP digits hidden=64,4,2,1,5,0.0645156557495902,0.052434284973515745,0.05847497036155297
SmallMLPDigits,Small MLP digits hidden=64,4,2,2,5,0.5096247311689064,0.1937076188647369,0.3516661750168216
SmallMLPDigits,Small MLP digits hidden=64,4,3,1,5,0.09283138094944857,0.11666120634919397,0.10474629364932127
SmallMLPDigits,Small MLP digits hidden=64,4,3,2,5,0.5143869125138363,0.22364333199752262,0.36901512225567945
SmallMLPDigits,Small MLP digits hidden=64,4,4,1,5,0.08763236461859085,0.09233117836091327,0.08998177148975206
SmallMLPDigits,Small MLP digits hidden=64,4,4,2,5,0.42334854123186993,0.15822592228342036,0.29078723175764515
SmallMLPDigits,Small MLP digits hidden=64,4,5,1,5,0.05323411789411038,0.031824926376342974,0.04252952213522668
SmallMLPDigits,Small MLP digits hidden=64,4,5,2,5,0.4776806598365245,0.22308493434977658,0.35038279709315057
SmallMLPDigits,Small MLP digits hidden=64,4,6,1,5,0.08741226021926415,0.1042560536498972,0.09583415693458068
SmallMLPDigits,Small MLP digits hidden=64,4,6,2,5,0.5663449989579125,0.20723672983067268,0.38679086439429256
