metric,problem_family,n_pairs,muon_higher_pairs,muon_lower_pairs,geomean_ratio_muon_over_adam,ratio_ci95_low,ratio_ci95_high,mean_delta_muon_minus_adam,delta_ci95_low,delta_ci95_high,ratio_ci95_above_one,delta_ci95_above_zero
nrUpdate,All,50,50,0,1.9318211069700337,1.7900588662998376,2.084810091775955,13.258649967445292,10.73009073604155,15.787209198849034,True,True
nrUpdate,SmallMLPDigits,50,50,0,1.9318211069700337,1.7900588662998376,2.084810091775955,13.258649967445292,10.73009073604155,15.787209198849034,True,True
stUpdate,All,50,50,0,6.50797954099306,5.770397855405676,7.339840123208739,21.5997143776188,18.34423558867907,24.85519316655853,True,True
stUpdate,SmallMLPDigits,50,50,0,6.50797954099306,5.770397855405676,7.339840123208739,21.5997143776188,18.34423558867907,24.85519316655853,True,True
nrUpdateFrac,All,50,50,0,1.5498427532074206,1.5182241179934626,1.5821198801953829,0.3531063759544393,0.3400831789722206,0.36612957293665793,True,True
nrUpdateFrac,SmallMLPDigits,50,50,0,1.5498427532074206,1.5182241179934626,1.5821198801953829,0.3531063759544393,0.3400831789722206,0.36612957293665793,True,True
stUpdateFrac,All,50,50,0,4.153238510920214,4.052078320586213,4.256924166780491,0.7583336871684975,0.7525098691725438,0.7641575051644511,True,True
stUpdateFrac,SmallMLPDigits,50,50,0,4.153238510920214,4.052078320586213,4.256924166780491,0.7583336871684975,0.7525098691725438,0.7641575051644511,True,True
update_flatness,All,50,50,0,2.9924543148888807,2.918410433213832,3.0683767864809313,0.6645435950224653,0.6562655377603813,0.6728216522845493,True,True
update_flatness,SmallMLPDigits,50,50,0,2.9924543148888807,2.918410433213832,3.0683767864809313,0.6645435950224653,0.6562655377603813,0.6728216522845493,True,True
