hidden_dim,target_layer_relative_update_norm,seed,step,delta_loss_Adam,delta_loss_Muon,loss_Adam,loss_Muon,recovery_error_Adam,recovery_error_Muon,update_grad_cosine_Adam,update_grad_cosine_Muon,update_grad_inner_Adam,update_grad_inner_Muon,delta_loss_ratio,delta_loss_delta,delta_loss_muon_higher,update_grad_inner_ratio,update_grad_inner_delta,update_grad_inner_muon_higher,update_grad_cosine_ratio,update_grad_cosine_delta,update_grad_cosine_muon_higher
16,0.001,1,0,5.342726242307805e-06,5.366638206272256e-06,2.3025328074664575,2.3025328074664575,0.9150390625,0.9150390625,0.5994972852412297,0.6024217090873989,5.3409234488803725e-06,5.366977151339074e-06,1.0044756109296968,2.3911963964451388e-08,True,1.0048781269209472,2.6053702458701832e-08,True,1.004878126920946,0.0029244238461691996,True
16,0.001,1,1,5.069986004357929e-06,5.244155575123699e-06,2.302587179395999,2.302586663155438,0.912109375,0.9130859375,0.6003565800525867,0.6211481845055646,5.069988924289578e-06,5.2453699055986e-06,1.03435306736864,1.7416957076576978e-07,True,1.0345919850966137,1.7538098130902174e-07,True,1.0346320922328471,0.020791604452977896,True
16,0.001,1,2,4.758443298946702e-06,4.905714944047901e-06,2.302576829582966,2.3025761382093646,0.9111328125,0.912109375,0.6206058888311785,0.6396989171687458,4.7647072871759365e-06,4.913271640185122e-06,1.030949542917491,1.4727164510119906e-07,True,1.031180163660639,1.4856435300918556e-07,True,1.0307651420670956,0.01909302833756732,True
16,0.001,1,3,4.810194630167075e-06,5.0101291164672546e-06,2.3026367593278283,2.3026368243668607,0.9111328125,0.9111328125,0.5682366665135532,0.5893508772844454,4.8320241560609555e-06,5.011203844828028e-06,1.0415647394070695,1.9993448630017951e-07,True,1.0370817038533058,1.791796887670721e-07,True,1.037157424036783,0.02111421077089215,True
16,0.001,1,4,5.075453154201881e-06,5.027116793066e-06,2.3025429817252934,2.302543389784785,0.91015625,0.912109375,0.6081237961091724,0.6042521306112691,5.0757143696621895e-06,5.031629466960904e-06,0.990476444237129,-4.8336361135881134e-08,False,0.9913145422514743,-4.408490270128547e-08,False,0.9936334254264106,-0.0038716654979032983,False
16,0.001,1,5,4.8169269177833485e-06,5.191514248270579e-06,2.302653870824569,2.3026552198106347,0.9091796875,0.91015625,0.5710375136694705,0.6151986606722053,4.821224963465265e-06,5.191308481369655e-06,1.0777647942102488,3.745873304872305e-07,True,1.0767613045872872,3.700835179043901e-07,True,1.077334931498557,0.04416114700273477,True
16,0.001,1,6,5.179846851000036e-06,5.269701847776531e-06,2.3026211365808935,2.3026239249554585,0.908203125,0.9091796875,0.5636049660953829,0.5734729184842032,5.189917249724856e-06,5.267791725383839e-06,1.0173470373470883,8.9854996776495e-08,True,1.0150049551682372,7.787447565898271e-08,True,1.0175086327879346,0.009867952388820322,True
16,0.001,1,7,4.859896300946076e-06,5.15883204998957e-06,2.302509558830763,2.3025124689445198,0.9072265625,0.9091796875,0.5666341722502354,0.6042506581618614,4.857259886440675e-06,5.163834414621424e-06,1.0615107258534098,2.9893574904349407e-07,True,1.063116764461496,3.065745281807489e-07,True,1.066385840730788,0.03761648591162603,True
16,0.001,1,8,5.425810541748177e-06,5.3495996104047094e-06,2.302660656719794,2.3026646102097588,0.9072265625,0.9072265625,0.5936204019968613,0.5872534625077578,5.426719449485586e-06,5.349185961843986e-06,0.9859540006498434,-7.621093134346779e-08,False,0.9857126412442512,-7.753348764160006e-08,False,0.9892743924102239,-0.006366939489103496,False
16,0.001,1,9,5.142657233836445e-06,5.078720421103355e-06,2.3026794336103733,2.3026842345274243,0.9072265625,0.9072265625,0.6182599189049458,0.6062933785464728,5.1529574755817825e-06,5.0787433534003774e-06,0.9875673586968983,-6.393681273308971e-08,False,0.9855977615703055,-7.421412218140507e-08,False,0.9806448065084536,-0.011966540358472999,False
16,0.001,2,0,5.492564414844026e-06,4.965139769996796e-06,2.302489903378648,2.302489903378648,0.87109375,0.87109375,0.6581570393982037,0.5946396976464552,5.494500593209084e-06,4.9642379795125655e-06,0.9039747911882783,-5.274246448472297e-07,False,0.903492118218734,-5.302626136965182e-07,False,0.9034921182187361,-0.0635173417517485,False
16,0.001,2,1,5.276179522617497e-06,4.838524350070372e-06,2.302518005485866,2.302518204919564,0.869140625,0.869140625,0.6821001727070521,0.6262342445450417,5.275410266617377e-06,4.857553420889334e-06,0.9170507427446281,-4.376551725471245e-07,False,0.9207915925757988,-4.1785684572804335e-07,False,0.9180971792745701,-0.055865928162010414,False
16,0.001,2,2,5.59676523970154e-06,4.891245336313688e-06,2.3023823932641196,2.302383709884057,0.8662109375,0.8671875,0.6906923012244587,0.6046125499029177,5.592498139626522e-06,4.891220670698782e-06,0.873941487060573,-7.055199033878523e-07,False,0.8746038976823741,-7.012774689277395e-07,False,0.8753717810826342,-0.086079751321541,False
16,0.001,2,3,5.346089494207007e-06,4.678832488558271e-06,2.3024541622683117,2.3024563982375645,0.865234375,0.8671875,0.6933942633258583,0.6052558843288623,5.3694613286376535e-06,4.677891689315164e-06,0.8751878347020243,-6.672570056487359e-07,False,0.8712031622922676,-6.915696393224891e-07,False,0.8728885085171586,-0.08813837899699595,False
16,0.001,2,4,5.422796695686571e-06,4.895362575307871e-06,2.30242923670515,2.302431570473002,0.8642578125,0.8662109375,0.6840516568793871,0.6251122057042026,5.3582289839652885e-06,4.88967555939427e-06,0.9027376186169335,-5.274341203787003e-07,False,0.9125544231175668,-4.6855342457101845e-07,False,0.9138377188587429,-0.05893945117518451,False
16,0.001,2,5,5.53098182720646e-06,4.8040120095294014e-06,2.302475852923329,2.3024799480707596,0.8623046875,0.865234375,0.7081992279415071,0.6151574611404351,5.527444816588643e-06,4.806064884038351e-06,0.868564056005183,-7.269698176770589e-07,False,0.8694912465909512,-7.213799325502919e-07,False,0.8686220442918123,-0.09304176680107201,False
16,0.001,2,6,5.570890165618181e-06,4.8727524384339915e-06,2.302423206318497,2.3024287430001364,0.861328125,0.8623046875,0.7205512140189639,0.6287529911329919,5.5733117856514305e-06,4.87173653208005e-06,0.8746811180208003,-6.981377271841893e-07,False,0.8741187860012433,-7.015752535713806e-07,False,0.872600002470392,-0.09179822288597206,False
16,0.001,2,7,5.3496436489552934e-06,4.757697670498828e-06,2.302441570219239,2.302447625142189,0.8583984375,0.8623046875,0.6879270402362087,0.6115134044714454,5.334713021506907e-06,4.756673794138599e-06,0.8893485216399295,-5.919459784564651e-07,False,0.8916456752147788,-5.78039227368308e-07,False,0.8889218895385684,-0.07641363576476323,False
16,0.001,2,8,5.394924701196402e-06,4.813514220991522e-06,2.302425213713935,2.302432697781878,0.85546875,0.861328125,0.6917468414400897,0.6183917518220846,5.391736668426224e-06,4.810457455322864e-06,0.8922301028453754,-5.814104802048803e-07,False,0.8921907265042625,-5.812792131033598e-07,False,0.8939567407849767,-0.07335508961800508,False
16,0.001,2,9,5.40482033040135e-06,4.657193617418898e-06,2.3024625245583197,2.3024719203680077,0.853515625,0.8583984375,0.715149916723106,0.6162415254427633,5.408425281830639e-06,4.655494343919253e-06,0.8616740858568124,-7.476267129824521e-07,False,0.8607855524156313,-7.529309379113862e-07,False,0.8616955844257781,-0.09890839128034268,False
16,0.001,3,0,3.996432158981378e-06,4.129288555976274e-06,2.3026929964434295,2.3026929964434295,0.91796875,0.91796875,0.6057108643819403,0.625035891870353,4.013604614105522e-06,4.1416574922297366e-06,1.033243751353647,1.3285639699489593e-07,True,1.031904706725267,1.280528781242149e-07,True,1.0319047067252651,0.019325027488412694,True
16,0.001,3,1,4.399777254970871e-06,4.41933715711329e-06,2.30261081044088,2.302610685171863,0.9169921875,0.9169921875,0.5803522322123125,0.5840708203144552,4.390650688996399e-06,4.419831892760671e-06,1.0044456573614766,1.955990214241865e-08,True,1.006646213928474,2.918120376427208e-08,True,1.006407467561497,0.0037185881021427614,True
16,0.001,3,2,4.928380448188108e-06,4.612467351172711e-06,2.3026506605171777,2.3026514008017083,0.9169921875,0.9169921875,0.5807193023459905,0.53995506000131,4.955901941636362e-06,4.613960982543952e-06,0.9358992065777835,-3.159130970153967e-07,False,0.9310032839391681,-3.419409590924097e-07,False,0.9298038791202548,-0.04076424234468046,False
16,0.001,3,3,3.849459656368737e-06,4.2857026496534445e-06,2.3023075899061136,2.302307591074444,0.916015625,0.916015625,0.5473651350521517,0.6051372198413298,3.86844650620567e-06,4.284384924527438e-06,1.113325773544078,4.3624299328470784e-07,True,1.1075207884236036,4.1593841832176826e-07,True,1.1055457885231834,0.05777208478917817,True
16,0.001,3,4,4.410076653638129e-06,4.5951034692848225e-06,2.302751565092314,2.302753505288989,0.916015625,0.916015625,0.5175724875310509,0.535299439587821,4.421508182733608e-06,4.595927952392337e-06,1.0419554647636464,1.8502681564669388e-07,True,1.0394480259789758,1.7441976965872948e-07,True,1.0342501823103698,0.017726952056770107,True
16,0.001,3,5,3.3672924528715953e-06,3.725795573394919e-06,2.3025992643391993,2.302600300176958,0.9150390625,0.9150390625,0.5711930891958459,0.6312600119609262,3.3704016228005335e-06,3.7285505483323392e-06,1.1064662857595262,3.5850312052332356e-07,True,1.106262981571381,3.5814892553180575e-07,True,1.105160450819959,0.0600669227650803,True
16,0.001,3,6,4.128799859337562e-06,4.2256201062684795e-06,2.3026156819960866,2.3026179795824087,0.9130859375,0.9150390625,0.5966458454694168,0.6081665692653674,4.131712422598936e-06,4.213917330338295e-06,1.023449973413449,9.682024693091762e-08,True,1.0198960864966613,8.220490773935891e-08,True,1.0193091494450726,0.011520723795950594,True
16,0.001,3,7,4.207454866289595e-06,4.227779979881774e-06,2.3025240887047724,2.3025266830583764,0.912109375,0.9140625,0.576732702500867,0.5745733161784264,4.2362619325324025e-06,4.227669735945347e-06,1.004830738353256,2.0325113592178923e-08,True,0.9979717503960104,-8.592196587055108e-09,False,0.9962558281972276,-0.002159386322440504,False
16,0.001,3,8,3.9093572650195085e-06,4.203986168516138e-06,2.302728884213596,2.302733843919579,0.9130859375,0.9140625,0.5921042028501258,0.6176130339321336,3.954708140750692e-06,4.2046472178746505e-06,1.0753650494246039,2.9462890349662985e-07,True,1.0632003850166587,2.499390771239583e-07,True,1.0430816585310825,0.025508831082007855,True
16,0.001,3,9,4.088757496134576e-06,4.286849879076016e-06,2.302445642847174,2.302448562188674,0.912109375,0.9140625,0.5436033033566142,0.5662486005139133,4.086742023796872e-06,4.290502236539236e-06,1.048448063532433,1.9809238294143938e-07,True,1.0498588390350747,2.0376021274236397e-07,True,1.0416577622274739,0.022645297157299127,True
16,0.001,4,0,5.492323519096232e-06,5.1368019375885865e-06,2.3027054241295115,2.3027054241295115,0.9755859375,0.9755859375,0.6872796929193067,0.6424323482120989,5.501125171604493e-06,5.142157986351991e-06,0.9352693663671606,-3.555215815076451e-07,False,0.9347465883697019,-3.5896718525250237e-07,False,0.9347465883697028,-0.04484734470720775,False
16,0.001,4,1,5.327623177731056e-06,5.16556809948554e-06,2.302617238148658,2.302616676718689,0.9755859375,0.9755859375,0.6673387877627224,0.6424472186515996,5.3763930848327475e-06,5.1766627433779884e-06,0.9695821057835152,-1.6205507824551546e-07,False,0.9628504950617888,-1.997303414547591e-07,False,0.9627002512553291,-0.02489156911112278,False
16,0.001,4,2,5.9206863469718485e-06,5.312504541610252e-06,2.302697195129027,2.302698622686264,0.9755859375,0.974609375,0.7241830683720331,0.6464675294324174,5.949807862395644e-06,5.313368408115068e-06,0.8972784961539717,-6.081818053615962e-07,False,0.8930319316186592,-6.36439454280576e-07,False,0.8926852306636766,-0.07771553893961569,False
16,0.001,4,3,4.963566682558707e-06,4.837890754672003e-06,2.302531470000414,2.3025319761988423,0.974609375,0.974609375,0.6983537416623729,0.6816638126383291,4.942117653909763e-06,4.837778433393511e-06,0.9746803184233805,-1.2567592788670368e-07,False,0.9788877505913465,-1.0433922051625257e-07,False,0.9761010387310093,-0.01668992902404376,False
16,0.001,4,4,6.128547507255888e-06,5.4559770465978374e-06,2.302685906606468,2.302689478617975,0.9736328125,0.974609375,0.7313212921990534,0.652622757762296,6.126950982020352e-06,5.459514959849707e-06,0.890256139833825,-6.725704606580507e-07,False,0.8910655521597531,-6.674360221706451e-07,False,0.892388563992012,-0.07869853443675745,False
16,0.001,4,5,6.8973837628050205e-06,6.067911107354718e-06,2.3026330307231895,2.3026373444553965,0.97265625,0.974609375,0.7291301771040014,0.6353837299887566,6.9069908958949875e-06,6.090919745439717e-06,0.8797409736829006,-8.294726554503029e-07,False,0.8818485266948471,-8.160711504552703e-07,False,0.871427009800099,-0.09374644711524482,False
16,0.001,4,6,6.309549033911566e-06,5.684559577279202e-06,2.3026744449911005,2.3026815190719296,0.97265625,0.974609375,0.6850006235645312,0.6194892247141267,6.323557803537149e-06,5.684837976485121e-06,0.9009454632536701,-6.249894566323633e-07,False,0.8989935971337603,-6.387198270520277e-07,False,0.9043630084458851,-0.06551139885040447,False
16,0.001,4,7,6.0009910267666555e-06,5.489628205346264e-06,2.302643869949792,2.302651395605336,0.9716796875,0.9736328125,0.7380221096026203,0.6629729219913966,6.018518742676396e-06,5.494103850834211e-06,0.9147869378341806,-5.113628214203914e-07,False,0.91286645198533,-5.244148918421849e-07,False,0.89831038036024,-0.0750491876112237,False
16,0.001,4,8,6.222479163486838e-06,5.669326516244411e-06,2.302640649828138,2.302649499371814,0.970703125,0.97265625,0.6835487378685186,0.6146317695573202,6.194485281956704e-06,5.670521436251468e-06,0.9111041382848983,-5.531526472424275e-07,False,0.9154144659554786,-5.239638457052358e-07,False,0.8991776818634774,-0.06891696831119831,False
16,0.001,4,9,5.661283132063488e-06,5.282551600149787e-06,2.3026946035211395,2.3027020621606624,0.9697265625,0.97265625,0.6603858391744235,0.6139560900321823,5.666636976986815e-06,5.299449830356864e-06,0.9331014677982274,-3.787315319137008e-07,False,0.9352019287416573,-3.6718714662995134e-07,False,0.9296929970511103,-0.04642974914224118,False
16,0.003,0,0,1.204016948630482e-05,1.1757434143611079e-05,2.302579040308706,2.302579040308706,0.8955078125,0.8955078125,0.6417928955552485,0.6295141622305701,1.1958021225661023e-05,1.1729241264496599e-05,0.97651732867919,-2.827353426937407e-07,False,0.9808680753406358,-2.2877996116442421e-07,False,0.9808680753406355,-0.012278733324678437,False
16,0.003,0,1,1.3805306395386907e-05,1.281470089820047e-05,2.3024596014387635,2.3024594140563845,0.8955078125,0.8955078125,0.6287435861838138,0.5806547274419851,1.3847093830915944e-05,1.2804256500560319e-05,0.9282445844506971,-9.906054971864364e-07,False,0.9246890832770038,-1.0428373303556252e-06,False,0.9235159454528895,-0.048088858741828666,False
16,0.003,0,2,1.274092656666781e-05,1.1891318005385898e-05,2.302417726004639,2.3024186379460354,0.8955078125,0.8955078125,0.6317561816693873,0.5911250519347344,1.2733953417551634e-05,1.1876482157535778e-05,0.9333165796980091,-8.496085612819115e-07,False,0.9326626043068468,-8.574712600158558e-07,False,0.9356854259387111,-0.04063112973465288,False
16,0.003,0,3,1.3220909885980348e-05,1.2241516056832324e-05,2.30257962239466,2.302583936830112,0.896484375,0.8955078125,0.6730089694903849,0.6184254261508014,1.3298653288678734e-05,1.2247138966867148e-05,0.9259208452674965,-9.79393829148023e-07,False,0.9209307665230471,-1.051514321811586e-06,False,0.9188962616933394,-0.054583543339583485,False
16,0.003,0,4,1.4154981288871937e-05,1.1995650665674873e-05,2.3024239249571536,2.302431409325622,0.8955078125,0.8955078125,0.6974320954003083,0.5990248371771215,1.4065163768920988e-05,1.1982906737895362e-05,0.8474508316803894,-2.1593306231970644e-06,False,0.8519564318457015,-2.0822570310256253e-06,False,0.8589005884985785,-0.09840725822318674,False
16,0.003,0,5,1.4451396605164035e-05,1.3105466072360628e-05,2.302449268419554,2.3024582193754273,0.8955078125,0.8955078125,0.6236092937932285,0.5632506161002275,1.4511947671158117e-05,1.311314928080969e-05,0.9068650200685479,-1.3459305328034077e-06,False,0.9036105681990241,-1.3987983903484274e-06,False,0.9032107470274261,-0.06035867769300096,False
16,0.003,0,6,1.2594041337354867e-05,1.1690061165303689e-05,2.3024564658388185,2.3024650043736616,0.8955078125,0.89453125,0.695659778333956,0.6516082818124367,1.2584040324459663e-05,1.1667249349300607e-05,0.9282215971953415,-9.039801720511775e-07,False,0.9271465323122745,-9.167909751590561e-07,False,0.9366766659601641,-0.044051496521519296,False
16,0.003,0,7,1.4369901254251971e-05,1.2738538335721472e-05,2.302483157556405,2.302495944905341,0.8955078125,0.89453125,0.700554248321565,0.6293436186905393,1.4354866697630077e-05,1.2789513252501247e-05,0.8864736166473107,-1.631362918530499e-06,False,0.89095311868084,-1.5653534451288293e-06,False,0.8983510130705269,-0.07121062963102565,False
16,0.003,0,8,1.450227898436296e-05,1.2356236383848085e-05,2.3024498197728183,2.3024704978307113,0.8955078125,0.89453125,0.7125517906111264,0.627795693266075,1.4461254333569739e-05,1.22946531795937e-05,0.8520203201973401,-2.1460426005148747e-06,False,0.8501788915400939,-2.1666011539760394e-06,False,0.8810527200102051,-0.0847560973450514,False
16,0.003,0,9,1.0753681795261372e-05,1.0397468421796674e-05,2.3024296127903114,2.3024395382325094,0.89453125,0.89453125,0.6586363412984766,0.654531910783474,1.066399107992816e-05,1.0382792537124508e-05,0.9668752172282368,-3.562133734646977e-07,False,0.9736310223165016,-2.811985428036521e-07,False,0.9937682902420615,-0.004104430515002644,False
16,0.003,1,0,1.6016152857734056e-05,1.6096216807870434e-05,2.3025328074664575,2.3025328074664575,0.9150390625,0.9150390625,0.5994972852412294,0.6024217090873978,1.6022770346641122e-05,1.6100931454017187e-05,1.004998950175336,8.006395013637757e-08,True,1.0048781269209448,7.816110737606484e-08,True,1.0048781269209446,0.0029244238461684224,True
16,0.003,1,1,1.5164730226668865e-05,1.5794021188675345e-05,2.3025806066829135,2.3025790597382882,0.9111328125,0.9111328125,0.5984597696398148,0.6210402398354199,1.514148027258496e-05,1.5727516103467262e-05,1.0414970100094363,6.29290962006479e-07,True,1.0387039985742592,5.860358308823023e-07,True,1.0377309743129353,0.02258047019560505,True
16,0.003,1,2,1.42372906082322e-05,1.4709374545507359e-05,2.3025624778790186,2.3025603982669605,0.9091796875,0.908203125,0.6193130090097052,0.6396929725200255,1.4247611888988724e-05,1.4720758134895723e-05,1.0331582707879963,4.720839372751584e-07,True,1.03320881068305,4.7314624590699834e-07,True,1.0329073719005328,0.020379963510320342,True
16,0.003,1,3,1.425951664701941e-05,1.4878964460951494e-05,2.3026145833765534,2.3026145038680745,0.9072265625,0.908203125,0.5653251144151471,0.5881057005445439,1.4329234722888066e-05,1.494057094480885e-05,1.0434410106082779,6.194478139320836e-07,True,1.0426635639476474,6.113362219207845e-07,True,1.0402964339430847,0.022780586129396818,True
16,0.003,1,4,1.5235711723793344e-05,1.498970985558401e-05,2.302510598960049,2.3025119754586507,0.9072265625,0.90625,0.6078302383204658,0.6022654430037914,1.5200502758793773e-05,1.4970465643712196e-05,0.9838536018094148,-2.4600186820933345e-07,False,0.9848664798308401,-2.3003711508157645e-07,False,0.9908448198759396,-0.00556479531667442,False
16,0.003,1,5,1.4472285769340232e-05,1.5546126436838392e-05,2.302614712696205,2.30261879497108,0.9052734375,0.90625,0.5730745839735575,0.6141781981391389,1.447106517090932e-05,1.55401171608242e-05,1.0741997970889374,1.0738406674981604e-06,True,1.0738751416906034,1.0690519899148818e-06,True,1.0717247201587254,0.04110361416558139,True
16,0.003,1,6,1.5475100004547215e-05,1.5846343726977352e-05,2.3025678427776066,2.3025763223867797,0.9033203125,0.90625,0.5636431232492841,0.5724483715808298,1.5561132341442576e-05,1.587795724946591e-05,1.0239897462582503,3.712437224301368e-07,True,1.0203600162939017,3.1682490802333345e-07,True,1.0156220274289613,0.008805248331545723,True
16,0.003,1,7,1.4221084524201899e-05,1.5357369609780847e-05,2.3024506466905135,2.302458639158666,0.9013671875,0.904296875,0.5584589143161849,0.6020558350290203,1.4226996666636078e-05,1.5381365945738705e-05,1.0799014367466264,1.1362850855789475e-06,True,1.0811393512033185,1.1543692791026269e-06,True,1.0780664782945015,0.043596920712835385,True
16,0.003,1,8,1.6951369860240817e-05,1.6483871715600174e-05,2.302584493957638,2.302598081714165,0.9013671875,0.904296875,0.6038116319555268,0.5823585926467212,1.6918320349446954e-05,1.6328959155639855e-05,0.9724212173709245,-4.6749814464064343e-07,False,0.9651643200014022,-5.893611938070995e-07,False,0.9644706425423986,-0.0214530393088056,False
16,0.003,1,9,1.5449521852506365e-05,1.5086401640385105e-05,2.302597763367119,2.3026114365654884,0.9013671875,0.9033203125,0.6247860226378256,0.6076835426608247,1.541927582876667e-05,1.5089814315920234e-05,0.9764963462566739,-3.6312021212125956e-07,False,0.978633139681451,-3.294615128464359e-07,False,0.9726266603967951,-0.017102479977000873,False
16,0.003,2,0,1.636560042950208e-05,1.4905339529747152e-05,2.302489903378648,2.302489903378648,0.87109375,0.87109375,0.6581570393982046,0.5946396976464542,1.648350177962725e-05,1.4892713938537694e-05,0.9107725435406249,-1.4602608997549282e-06,False,0.903492118218734,-1.5907878410895554e-06,False,0.9034921182187333,-0.06351734175175039,False
16,0.003,2,1,1.587076146591926e-05,1.4532032011960183e-05,2.302509119670806,2.302509726368228,0.8662109375,0.8671875,0.6818056324501858,0.6255518430473374,1.5899051716596546e-05,1.4521298758195519e-05,0.9156480640935942,-1.3387294539590755e-06,False,0.9133437023188729,-1.3777529584010265e-06,False,0.9174929236053818,-0.05625378940284842,False
16,0.003,2,2,1.6826145516901647e-05,1.4722996553917511e-05,2.3023633443140223,2.302367263497204,0.861328125,0.86328125,0.6898636737606341,0.6038388675517106,1.679358456601743e-05,1.4725806047046252e-05,0.8750070857956417,-2.103148962984136e-06,False,0.8768709258679995,-2.06777851897118e-06,False,0.8753017306448694,-0.0860248062089235,False
16,0.003,2,3,1.626018777756144e-05,1.4186971518004299e-05,2.302426301020388,2.3024330980324366,0.85546875,0.8583984375,0.6938387004665326,0.6069829228985958,1.6286706709051925e-05,1.4047717433730906e-05,0.872497397452069,-2.0732162595571424e-06,False,0.8625265797856715,-2.238989275321019e-06,False,0.8748184880584845,-0.08685577756793683,False
16,0.003,2,4,1.642935051338057e-05,1.4873900117784444e-05,2.3023923535465203,2.30239941306338,0.8505859375,0.8564453125,0.684287481137457,0.6208832527705332,1.6371262150351157e-05,1.4868654215558163e-05,0.9053249004378281,-1.5554503955961252e-06,False,0.9082167324062572,-1.502607934792993e-06,False,0.9073427030090774,-0.06340422836692372,False
16,0.003,2,5,1.6815108398571255e-05,1.4583537228940457e-05,2.302426429505456,2.3024389425733824,0.8486328125,0.853515625,0.7084723933402597,0.6159760692850479,1.6736448918934985e-05,1.4541501782473006e-05,0.8672877321551844,-2.231571169630797e-06,False,0.8688522788141337,-2.1949471364619784e-06,False,0.8694425853079241,-0.0924963240552118,False
16,0.003,2,6,1.6440597190303663e-05,1.474673860046849e-05,2.3023626938764927,2.3023783990428486,0.8427734375,0.8515625,0.7159324428783584,0.630502416880916,1.65068749298557e-05,1.4754352454039959e-05,0.8969709816359848,-1.6938585898351732e-06,False,0.8938307533519878,-1.7525224758157394e-06,False,0.8806730623158008,-0.08543002599744243,False
16,0.003,2,7,1.665778986970068e-05,1.441805001567431e-05,2.302372754192565,2.3023917850474103,0.8349609375,0.8505859375,0.6836209973487773,0.6106344492561855,1.6611496343118726e-05,1.4380888766611188e-05,0.8655439964397502,-2.239739854026368e-06,False,0.8657190459888002,-2.2306075765075386e-06,False,0.8932353623196937,-0.07298654809259186,False
16,0.003,2,8,1.6955623822312305e-05,1.4536577928048189e-05,2.3023477395910135,2.302370646688015,0.830078125,0.845703125,0.6990494068621594,0.6215278477693358,1.660340090197002e-05,1.4535047156018191e-05,0.8573307641396929,-2.4190458942641158e-06,False,0.8754258986960668,-2.06835374595183e-06,False,0.8891043203358163,-0.07752155909282366,False
