seed,layer,geometry,head_loss_before,head_loss_after,actual_head_loss_decrease,matched_first_order_head_gain,alignment,step_size,head_gradient_nuclear_rank,tail_activation_stable_rank,condition_score,tail_sandwiched_stable_rank,tail_local_operator_stable_rank,theorem_condition_score,local_operator_condition_score,jvp_tail_drift_sq,scaled_jvp_tail_drift_sq,tail_output_drift_fro,tail_output_drift_rms,tail_loss_before,tail_loss_after,tail_loss_increase,tail_margin_before,tail_margin_after,tail_margin_drop,tail_accuracy_before,tail_accuracy_after,tail_accuracy_drop
14,2,frobenius,0.08020243994983321,0.07863615295280102,0.001566286997032193,0.0016040487989966642,0.21037424544670766,0.0076247394047243506,3.6416997633127246,1.1448900567673792,3.1808292349006324,1.1439249005830618,11.448900567673755,3.183512974895939,0.3180829234900643,10096.769367217577,0.5869923568280097,0.7661542643800078,0.017131730164050438,11.45550496537463,11.467059293157499,0.011554327782869578,-10.668317711126114,-10.68528100154384,0.01696329041772593,0.185,0.185,0.0
14,2,spectral,0.08020243994983321,0.07862870289143081,0.0015737370584023996,0.0016040487989966642,0.40146218156916547,0.0039955165707689765,3.6416997633127246,1.1448900567673792,3.1808292349006324,1.1439249005830618,11.448900567673755,3.183512974895939,0.3180829234900643,23026.13977463764,0.36759281070066185,0.6062943267923466,0.01355715329080159,11.45550496537463,11.468088949796533,0.012583984421903338,-10.668317711126114,-10.686846400394897,0.018528689268782372,0.185,0.185,0.0
15,1,frobenius,0.09147016203343122,0.08967750218757112,0.0017926598458601062,0.0018294032406686244,0.1471243473083526,0.01243440174340719,2.5074321229053576,1.3343307525572146,1.879168353198726,,4.40170864233234,,0.5696497261974024,4453.958373710284,0.6886458642534676,0.8298516498483869,0.018556047003013457,12.270410086310838,12.28516822656103,0.014758140250192398,-11.164710714831218,-11.18235662640872,0.01764591157750317,0.19,0.19,0.0
15,1,spectral,0.09147016203343122,0.08966674080434144,0.0018034212290897883,0.0018294032406686244,0.2329695398338757,0.007852542619834002,2.5074321229053576,1.3343307525572146,1.879168353198726,,4.40170864233234,,0.5696497261974024,6912.275740508771,0.426227688550297,0.6528858705601567,0.014598971881216394,12.270410086310838,12.285226338659655,0.014816252348817116,-11.164710714831218,-11.18400976002469,0.019299045193472253,0.19,0.19,0.0
15,2,frobenius,0.09147016203343122,0.08970538711152314,0.0017647749219080883,0.0018294032406686244,0.3835539907888067,0.004769610757813583,1.8785916296856033,1.1569447321120399,1.623752265379327,1.1562433279602475,11.569447321120371,1.624737271348986,0.16237522653793307,18034.857485045788,0.4102783414969435,0.6405297350606727,0.014322680292055951,12.270410086310838,12.281487060307482,0.011076973996644313,-11.164710714831218,-11.182217414217785,0.017506699386567348,0.19,0.19,0.0
15,2,spectral,0.09147016203343122,0.08968766605168184,0.0017824959817493852,0.0018294032406686244,0.5257057137991077,0.0034798998615558313,1.8785916296856033,1.1569447321120399,1.623752265379327,1.1562433279602475,11.569447321120371,1.624737271348986,0.16237522653793307,26219.425489816356,0.3175094567303629,0.5634797749079286,0.012599790806404075,12.270410086310838,12.280412695940901,0.01000260963006383,-11.164710714831218,-11.184740119834116,0.02002940500289796,0.19,0.19,0.0
16,1,frobenius,0.15864759770377132,0.1555455049721179,0.003102092731653433,0.0031729519540754265,0.10720516779882935,0.02959700562224272,4.219865808062879,1.314064502278534,3.2113079690881268,,3.734615578883201,,1.1299331133098276,1567.0323000060457,1.3726932506532623,1.1716199258539632,0.026198217980027246,12.1376509972513,12.143769236447465,0.006118239196165831,-11.321714492384212,-11.33426982663817,0.012555334253958605,0.16,0.16,0.0
16,1,spectral,0.15864759770377132,0.15552434487220748,0.0031232528315638386,0.0031729519540754265,0.22022420010243088,0.014407825990965663,4.219865808062879,1.314064502278534,3.2113079690881268,,3.734615578883201,,1.1299331133098276,3561.428143933125,0.7393006631386834,0.859825949329276,0.019226292715185517,12.1376509972513,12.137344214169778,-0.00030678308152154443,-11.321714492384212,-11.327351102728858,0.0056366103446467974,0.16,0.16,0.0
16,2,frobenius,0.15864759770377132,0.15556964230664164,0.0030779553971296836,0.0031729519540754265,0.42028442726168125,0.007549534906036037,2.5209643880544057,1.1003849650966637,2.2909840356033495,1.100036190385842,11.003849650966625,2.2917104092458698,0.2290984035603352,20058.17356834784,1.1432251762432124,1.0692170856486554,0.02390842086214609,12.1376509972513,12.144621439225384,0.006970441974084807,-11.321714492384212,-11.335828465446543,0.014113973062331198,0.16,0.16,0.0
16,2,spectral,0.15864759770377132,0.15555864706625008,0.0030889506375212372,0.0031729519540754265,0.6673084954007555,0.004754850231855499,2.5209643880544057,1.1003849650966637,2.2909840356033495,1.100036190385842,11.003849650966625,2.2917104092458698,0.2290984035603352,27646.940881142156,0.6250586477151199,0.7906065062438076,0.01767849891414766,12.1376509972513,12.144475643408436,0.006824646157136627,-11.321714492384212,-11.335619103634366,0.01390461125015463,0.16,0.155,0.0050000000000000044
17,1,frobenius,0.09574169563068857,0.09387700259521986,0.001864693035468712,0.0019148339126137716,0.1374052791927801,0.013935664800238518,2.9613640305598237,1.326068026358446,2.233191640018734,,4.952569971569606,,0.5979449149753832,3545.7306456060464,0.6885906542787031,0.8302616598315304,0.0185652151049511,11.628648331152519,11.628736872700374,8.85415478553142e-05,-10.735112147619976,-10.735342808698089,0.0002306610781133145,0.185,0.185,0.0
17,1,spectral,0.09574169563068857,0.09385623729031958,0.0018854583403689895,0.0019148339126137716,0.23645544401551574,0.008098074969625668,2.9613640305598237,1.326068026358446,2.233191640018734,,4.952569971569606,,0.5979449149753832,4307.955143157528,0.2825106072058057,0.5318332872184987,0.011892153829177327,11.628648331152519,11.629515182182162,0.0008668510296434562,-10.735112147619976,-10.736464059728245,0.0013519121082694596,0.185,0.185,0.0
17,2,frobenius,0.09574169563068857,0.09387634551531758,0.0018653501153709923,0.0019148339126137716,0.37188067639356026,0.005149054613924893,2.5859721431634926,1.1450840513881613,2.258325177115665,1.1440941002715361,11.450840513881582,2.2602792397493747,0.2258325177115671,16005.608976300478,0.4243529241365668,0.6514237669418731,0.014566278250410078,11.628648331152519,11.62861637554488,-3.195560763913363e-05,-10.735112147619976,-10.73629253155665,0.0011803839366741897,0.185,0.185,0.0
17,2,spectral,0.09574169563068857,0.09385894258545423,0.001882753045234345,0.0019148339126137716,0.5980197585718665,0.003201957602850104,2.5859721431634926,1.1450840513881613,2.258325177115665,1.1440941002715361,11.450840513881582,2.2602792397493747,0.2258325177115671,23224.176687705512,0.23810662605464258,0.48796170552073065,0.010911155439610885,11.628648331152519,11.629026439013225,0.000378107860706578,-10.735112147619976,-10.73711314973397,0.0020010021139942324,0.185,0.185,0.0
18,1,frobenius,0.12086891964272849,0.11854556128379282,0.0023233583589356704,0.0024173783928545696,0.1107625689834418,0.021824867507505626,3.351009586808699,1.3220830601751612,2.534643766152429,,3.9522049988853794,,0.8478835454521634,2702.7119015155836,1.287368818704643,1.135088173748592,0.02538134316957945,11.818405926370954,11.826214720972953,0.007808794601999125,-10.907372530594257,-10.915713712014847,0.00834118142059026,0.195,0.195,0.0
18,1,spectral,0.12086891964272849,0.11849580051650972,0.0023731191262187645,0.0024173783928545696,0.20275933360797432,0.011922402534269804,3.351009586808699,1.3220830601751612,2.534643766152429,,3.9522049988853794,,0.8478835454521634,4705.84698432465,0.6689064181706744,0.8181880142770039,0.018295240182989485,11.818405926370954,11.827519935698987,0.009114009328033745,-10.907372530594257,-10.919873749328968,0.012501218734710662,0.195,0.195,0.0
18,2,frobenius,0.12086891964272849,0.1186311884953458,0.002237731147382682,0.0024173783928545696,0.383026257112486,0.006311260254266697,2.24678877037093,1.1221744083374543,2.002174308804312,1.1216858432740857,11.22174408337453,2.003046382231931,0.20021743088043142,19857.605787791676,0.7909682728270984,0.8893639709517466,0.019886782957872527,11.818405926370954,11.813351409948025,-0.0050545164229287565,-10.907372530594257,-10.899303976039237,-0.008068554555020313,0.195,0.195,0.0
18,2,spectral,0.12086891964272849,0.11854279311125739,0.002326126531471101,0.0024173783928545696,0.5741292441881295,0.004210512558497104,2.24678877037093,1.1221744083374543,2.002174308804312,1.1216858432740857,11.22174408337453,2.003046382231931,0.20021743088043142,27905.996863744862,0.49472912144200076,0.7033698326213745,0.015727827590640436,11.818405926370954,11.817765864921673,-0.0006400614492800827,-10.907372530594257,-10.909502580131644,0.0021300495373868245,0.195,0.195,0.0
19,1,frobenius,0.08892813749439296,0.08718074507264721,0.0017473924217457498,0.0017785627498878593,0.19450606050290467,0.009143996568997906,2.044541272260389,1.3440476881230707,1.521182090730382,,4.411818966888208,,0.46342365532338853,5821.819059145126,0.48677785473531143,0.6977089533669066,0.015601246482386344,12.021960690760611,12.027303843338748,0.005343152578136667,-11.154384710860734,-11.159867832710097,0.0054831218493625045,0.175,0.175,0.0
19,1,spectral,0.08892813749439296,0.08717360234183348,0.0017545351525594804,0.0017785627498878593,0.2781192686940625,0.0063949641398069355,2.044541272260389,1.3440476881230707,1.521182090730382,,4.411818966888208,,0.46342365532338853,7073.984629622244,0.2892946077754701,0.5378611417231957,0.012026940753487137,12.021960690760611,12.028398666185717,0.006437975425106046,-11.154384710860734,-11.162700319490153,0.008315608629418492,0.175,0.175,0.0
19,2,frobenius,0.08892813749439296,0.0871839921467837,0.0017441453476092633,0.0017785627498878593,0.49964226654772537,0.003559672327517097,2.258342020556365,1.1557050443241983,1.9540816505451324,1.154798249418829,11.557050443241975,1.9556160755291345,0.1954081650545134,13986.518142216033,0.17722690688936818,0.420983262006141,0.009413471912353357,12.021960690760611,12.022929309316691,0.0009686185560795479,-11.154384710860734,-11.15561123212061,0.0012265212598752129,0.175,0.175,0.0
19,2,spectral,0.08892813749439296,0.08717359757965788,0.0017545399147350788,0.0017785627498878593,0.7508514564539164,0.0023687278417059564,2.258342020556365,1.1557050443241983,1.9540816505451324,1.154798249418829,11.557050443241975,1.9556160755291345,0.1954081650545134,24283.46170672651,0.13625138535032943,0.36912245305632785,0.00825382897055424,12.021960690760611,12.025304068892005,0.003343378131393848,-11.154384710860734,-11.161195378621544,0.006810667760809963,0.175,0.175,0.0
