seed,layer,geometry,head_loss_before,head_loss_after,actual_head_loss_decrease,matched_first_order_head_gain,alignment,step_size,head_gradient_nuclear_rank,tail_activation_stable_rank,condition_score,tail_sandwiched_stable_rank,tail_local_operator_stable_rank,theorem_condition_score,local_operator_condition_score,jvp_tail_drift_sq,scaled_jvp_tail_drift_sq,tail_output_drift_fro,tail_output_drift_rms,tail_loss_before,tail_loss_after,tail_loss_increase,tail_margin_before,tail_margin_after,tail_margin_drop,tail_accuracy_before,tail_accuracy_after,tail_accuracy_drop
12,1,frobenius,0.1361698794499009,0.133525213792425,0.0026446656574758975,0.0027233975889980177,0.1417547312327597,0.019212040157772434,3.153434856889677,1.3237571491962563,2.382185326669883,,4.989885327312661,,0.6319653960039964,3936.195516138036,1.452859554418718,1.205346238398566,0.02695236125482861,10.523700277470514,10.539374736427954,0.015674458957439796,-9.70688192514238,-9.729489355345326,0.022607430202945977,0.17,0.17,0.0
12,1,spectral,0.1361698794499009,0.13349277748534547,0.002677101964555423,0.0027233975889980177,0.2517268230762769,0.010818861318457065,3.153434856889677,1.3237571491962563,2.382185326669883,,4.989885327312661,,0.6319653960039964,5681.136687510022,0.6649643248222045,0.8154534473669452,0.01823409340799037,10.523700277470514,10.538237669169678,0.01453739169916446,-9.70688192514238,-9.727488051271747,0.020606126129367297,0.17,0.17,0.0
12,2,frobenius,0.1361698794499009,0.13353327981589702,0.0026365996340038667,0.0027233975889980177,0.39860564585182445,0.006832310624146049,2.986799724673139,1.1250887417840698,2.6547236797845177,1.1248611770107289,11.250887417840673,2.6552607430282493,0.26547236797845236,13612.870323570733,0.6354551638551137,0.7971544165686503,0.017824914640116863,10.523700277470514,10.530991264417604,0.007290986947090516,-9.70688192514238,-9.718752106425807,0.011870181283427428,0.17,0.17,0.0
12,2,spectral,0.1361698794499009,0.13349748601416234,0.0026723934357385515,0.0027233975889980177,0.6888846330737788,0.0039533435037537625,2.986799724673139,1.1250887417840698,2.6547236797845177,1.1248611770107289,11.250887417840673,2.6552607430282493,0.26547236797845236,23440.19071974748,0.3663449794318759,0.6052643880419115,0.013534123160215251,10.523700277470514,10.532636974879306,0.008936697408792327,-9.70688192514238,-9.723215812343684,0.01633388720130391,0.17,0.17,0.0
13,1,frobenius,0.13274041001502312,0.13013242075318632,0.0026079892618368072,0.0026548082003004627,0.172491792584455,0.015390924753713266,2.9375374944064236,1.329491120662521,2.2095202057028933,,4.411865857234596,,0.6658265662337484,2704.0286406722525,0.6405318315687687,0.8003287239956797,0.01789589431200007,11.802414143314454,11.801536400038232,-0.0008777432762219206,-10.946197377920035,-10.943544138128743,-0.002653239791291284,0.185,0.185,0.0
13,1,spectral,0.13274041001502312,0.13011708751444911,0.00262332250057401,0.0026548082003004627,0.29563792459180466,0.008979931123403836,2.9375374944064236,1.329491120662521,2.2095202057028933,,4.411865857234596,,0.6658265662337484,4251.407040098364,0.3428299052053896,0.5855167847343444,0.013092553326331054,11.802414143314454,11.802001588845904,-0.0004125544685500415,-10.946197377920035,-10.946415687514428,0.0002183095943930624,0.185,0.185,0.0
13,2,frobenius,0.13274041001502312,0.13014092653376363,0.0025994834812594902,0.0026548082003004627,0.48117715660992283,0.0055173196894977355,2.2151801611276927,1.1570630446473065,1.914485274916821,1.1560581037155369,11.570630446473054,1.9161495032197504,0.1914485274916823,17026.51630879716,0.5183010595458694,0.7199312880725159,0.01609815299259129,11.802414143314454,11.795066224158163,-0.007347919156291738,-10.946197377920035,-10.936194089125689,-0.010003288794345977,0.185,0.185,0.0
13,2,spectral,0.13274041001502312,0.13012575275966412,0.002614657255359004,0.0026548082003004627,0.7161591220559351,0.0037070088455748397,2.2151801611276927,1.1570630446473065,1.914485274916821,1.1560581037155369,11.570630446473054,1.9161495032197504,0.1914485274916823,23372.173126021964,0.32117840667411335,0.5667260419939464,0.012672379545178643,11.802414143314454,11.797869527101307,-0.004544616213147279,-10.946197377920035,-10.942200598088357,-0.003996779831677344,0.185,0.185,0.0
14,1,frobenius,0.08020243994983321,0.07863001627936246,0.0015724236704707517,0.0016040487989966642,0.08658617704702617,0.018525460456875035,4.1213369391906785,1.3248561647753636,3.1107806634159965,,4.7775259758604065,,0.8626508699303196,2120.6359853198524,0.7277867580048193,0.8531041894196073,0.01907598959432099,11.45550496537463,11.466129015816737,0.010624050442107347,-10.668317711126114,-10.679446424601936,0.011128713475821783,0.185,0.185,0.0
14,1,spectral,0.08020243994983321,0.07862000831029851,0.0015824316395346982,0.0016040487989966642,0.17577925760529586,0.009125358821337618,4.1213369391906785,1.3248561647753636,3.1107806634159965,,4.7775259758604065,,0.8626508699303196,3674.8348659742105,0.3060114869774879,0.5531830501539561,0.012369549041449213,11.45550496537463,11.466475968144321,0.010971002769691651,-10.668317711126114,-10.681132329752735,0.0128146186266207,0.185,0.185,0.0
