layer,seeds,mean_condition_score,mean_tail_sandwiched_stable_rank,mean_tail_local_operator_stable_rank,mean_theorem_condition_score,mean_local_operator_condition_score,geomean_jvp_tail_drift_sq_ratio_spectral_over_fro,jvp_tail_drift_sq_ratio_ci95_low,jvp_tail_drift_sq_ratio_ci95_high,spectral_less_jvp_tail_drift_fraction,geomean_scaled_jvp_tail_drift_sq_ratio_spectral_over_fro,scaled_jvp_tail_drift_sq_ratio_ci95_low,scaled_jvp_tail_drift_sq_ratio_ci95_high,geomean_observed_tail_drift_sq_ratio_spectral_over_fro,observed_tail_drift_sq_ratio_ci95_low,observed_tail_drift_sq_ratio_ci95_high,spectral_less_observed_tail_drift_fraction,mean_tail_loss_increase_diff_spectral_minus_fro,tail_loss_increase_diff_ci95_low,tail_loss_increase_diff_ci95_high,mean_tail_margin_drop_diff_spectral_minus_fro,tail_margin_drop_diff_ci95_low,tail_margin_drop_diff_ci95_high,mean_actual_head_loss_decrease_diff_spectral_minus_fro,actual_head_loss_decrease_diff_ci95_low,actual_head_loss_decrease_diff_ci95_high,local_operator_score_observed_ratio_spearman_all_layers,local_operator_score_observed_ratio_spearman_ci95_low,local_operator_score_observed_ratio_spearman_ci95_high,local_operator_score_observed_ratio_spearman_points
1,20,2.351607741600487,,4.330823929072593,,0.7260861123616907,1.4499919090077684,1.323894239168603,1.5881000717310578,0.0,0.4766444688187543,0.44424725776313007,0.5114042814793214,0.4767382065661356,0.4443225095557926,0.5115188015730191,1.0,0.00013835837474553969,-0.001390779460918782,0.0016674962104098613,0.0007312767248987661,-0.0011024066614303432,0.0025649601112278757,2.265163830684064e-05,1.6588943531295406e-05,2.871433308238587e-05,-0.7634146341463416,-0.8710591564970893,-0.5857983328639615,40
2,20,2.2061165112478323,1.135748081628566,11.36399556243167,2.2073806749688187,0.22061165112478354,1.475560760841636,1.3834529608538944,1.5738009318305175,0.0,0.5960344060176938,0.5622809801910597,0.6318140319029657,0.596034406017749,0.5622809801911024,0.6318140319030349,1.0,0.0006288061271127355,-0.00030511636371900004,0.001562728617944471,0.0019652393975849057,0.00014874490157211527,0.003781733893597696,2.081940635335483e-05,1.1944063761313574e-05,2.9694748945396085e-05,-0.7634146341463416,-0.8710591564970893,-0.5857983328639615,40
