seeds,train_steps,train_batch_size,adam_lr,muon_lr,geomean_final_train_loss_ratio_muon_over_adam,final_train_loss_ratio_ci95_low,final_train_loss_ratio_ci95_high,geomean_final_head_loss_ratio_muon_over_adam,final_head_loss_ratio_ci95_low,final_head_loss_ratio_ci95_high,geomean_final_tail_eval_loss_ratio_muon_over_adam,final_tail_eval_loss_ratio_ci95_low,final_tail_eval_loss_ratio_ci95_high,mean_final_tail_eval_accuracy_diff_muon_minus_adam,final_tail_eval_accuracy_diff_ci95_low,final_tail_eval_accuracy_diff_ci95_high,mean_final_tail_eval_margin_diff_muon_minus_adam,final_tail_eval_margin_diff_ci95_low,final_tail_eval_margin_diff_ci95_high,geomean_final_tail_eval_drift_rms_ratio_muon_over_adam,final_tail_eval_drift_rms_ratio_ci95_low,final_tail_eval_drift_rms_ratio_ci95_high
20,80,64,0.01,0.03,0.6467808536891853,0.6039919106559682,0.6926011181914455,0.6676674235246349,0.6271492389731841,0.7108033634321049,0.8549131641234055,0.8318762775358745,0.8785880039234247,0.0,0.0,0.0,1.9545450019568302,1.6278409580478468,2.2812490458658137,0.7501085518419187,0.7244148027437332,0.7767136140996644
