split_id,split_role,split_display_name,score,score_role,final_transfer_pairs,mean_points,mean_spearman_score_vs_target_residual,spearman_ci95_low,spearman_ci95_high,mean_pearson_score_vs_target_residual,pearson_ci95_low,pearson_ci95_high,mean_top5_residual_risk_overlap_fraction,top5_residual_risk_overlap_ci95_low,top5_residual_risk_overlap_ci95_high,mean_threshold_below_one_accuracy,threshold_below_one_accuracy_ci95_low,threshold_below_one_accuracy_ci95_high
v4_final_architecture_wide_resnet50_2_cifar100lt,fresh_final_heldout_architecture,WideResNet50-2 CIFAR-100-LT final architecture split,condition_score_v4_two_axis_amplitude_minus_direction,primary_candidate,9,54.0,0.6448933782267114,0.5122125632844299,0.777574193168993,0.5548356960052859,0.4256884941672323,0.6839828978433395,0.06666666666666668,0.0,0.15906195274170892,,,
v4_final_architecture_wide_resnet50_2_cifar100lt,fresh_final_heldout_architecture,WideResNet50-2 CIFAR-100-LT final architecture split,condition_score_v4_direction_axis_scaled_jvp_ratio,direction_guardrail,9,54.0,-0.7114456938356308,-0.7759525241190286,-0.6469388635522331,-0.5780437403219129,-0.6830093842445056,-0.4730780963993201,0.13333333333333336,0.0026666666666666783,0.264,1.0,1.0,1.0
v4_final_architecture_wide_resnet50_2_cifar100lt,fresh_final_heldout_architecture,WideResNet50-2 CIFAR-100-LT final architecture split,early_layer_prior,baseline,9,54.0,0.2133578976346272,0.054710308187381096,0.3720054870818733,-0.1144334153204804,-0.27896115073448324,0.050094320093522465,0.0,0.0,0.0,,,
v4_final_architecture_wide_resnet50_2_cifar100lt,fresh_final_heldout_architecture,WideResNet50-2 CIFAR-100-LT final architecture split,source_observed_drift_positive_control,positive_control,9,21.0,0.4556998556998557,0.4131201070342173,0.4982796043654941,0.6239928826600885,0.5697372709342113,0.6782484943859656,0.24444444444444446,0.11745926984559127,0.37142961904329763,1.0,1.0,1.0
v4_final_data_cifar10lt_mixed_partition,fresh_final_heldout_data_partition,CIFAR-10-LT mixed-partition final data split,condition_score_v4_two_axis_amplitude_minus_direction,primary_candidate,9,21.0,-0.6936507936507936,-0.7128799972005044,-0.6744215901010828,-0.8757259983327654,-0.8781092311897882,-0.8733427654757426,0.0,0.0,0.0,,,
v4_final_data_cifar10lt_mixed_partition,fresh_final_heldout_data_partition,CIFAR-10-LT mixed-partition final data split,condition_score_v4_direction_axis_scaled_jvp_ratio,direction_guardrail,9,21.0,0.6109668109668109,0.5885536733032776,0.6333799486303443,0.7947143383238366,0.7922150752015091,0.7972136014461642,0.8,0.8,0.8,1.0,1.0,1.0
v4_final_data_cifar10lt_mixed_partition,fresh_final_heldout_data_partition,CIFAR-10-LT mixed-partition final data split,early_layer_prior,baseline,9,21.0,-0.793939393939394,-0.8085742203848028,-0.7793045674939851,-0.7401748024845527,-0.7490394909159285,-0.7313101140531769,0.0,0.0,0.0,,,
v4_final_data_cifar10lt_mixed_partition,fresh_final_heldout_data_partition,CIFAR-10-LT mixed-partition final data split,source_observed_drift_positive_control,positive_control,9,21.0,0.08369408369408368,0.06360132867632536,0.10378683871184201,0.14761306104299143,0.10958757396450937,0.1856385481214735,0.13333333333333336,0.06800000000000002,0.1986666666666667,1.0,1.0,1.0
