seed,geometry,parameter,shape,gradient_nuclear_rank,update_nuclear_rank,protocol_version,search_id,setting_id,setting_index,phase,multiplicity_family,planned_family_size,partition_id,head_train_per_class,tail_train_per_class,tail_eval_per_class,warmup_steps,target_head_gain_fraction_registered,fresh_protocol_id,protocol_status
0,frobenius,conv1.weight,64x3x3x3,5.001894891414756,5.0018922328212865,nns_phase1_runner_v1,NNS-P1-cifar100lt-resnet18-new-partitions,cifar100_mod5_01_vs_34_w500_rho0p002_tail30,0,phase1_fresh_primary_search,NNS-P1-fresh-primary-family,26,cifar100_mod5_01_vs_34,300,30,40,500,0.002,discussion/e11_natural_negative_search_protocol.md,fresh_phase1_output
0,frobenius,layer1.0.conv1.weight,64x64x3x3,18.4094734146164,18.409498388407982,nns_phase1_runner_v1,NNS-P1-cifar100lt-resnet18-new-partitions,cifar100_mod5_01_vs_34_w500_rho0p002_tail30,0,phase1_fresh_primary_search,NNS-P1-fresh-primary-family,26,cifar100_mod5_01_vs_34,300,30,40,500,0.002,discussion/e11_natural_negative_search_protocol.md,fresh_phase1_output
0,frobenius,layer1.0.conv2.weight,64x64x3x3,23.104657738804857,23.104693533999466,nns_phase1_runner_v1,NNS-P1-cifar100lt-resnet18-new-partitions,cifar100_mod5_01_vs_34_w500_rho0p002_tail30,0,phase1_fresh_primary_search,NNS-P1-fresh-primary-family,26,cifar100_mod5_01_vs_34,300,30,40,500,0.002,discussion/e11_natural_negative_search_protocol.md,fresh_phase1_output
0,frobenius,layer1.1.conv1.weight,64x64x3x3,22.219729773121543,22.21973679781266,nns_phase1_runner_v1,NNS-P1-cifar100lt-resnet18-new-partitions,cifar100_mod5_01_vs_34_w500_rho0p002_tail30,0,phase1_fresh_primary_search,NNS-P1-fresh-primary-family,26,cifar100_mod5_01_vs_34,300,30,40,500,0.002,discussion/e11_natural_negative_search_protocol.md,fresh_phase1_output
0,frobenius,layer1.1.conv2.weight,64x64x3x3,26.399000590564146,26.39898473526615,nns_phase1_runner_v1,NNS-P1-cifar100lt-resnet18-new-partitions,cifar100_mod5_01_vs_34_w500_rho0p002_tail30,0,phase1_fresh_primary_search,NNS-P1-fresh-primary-family,26,cifar100_mod5_01_vs_34,300,30,40,500,0.002,discussion/e11_natural_negative_search_protocol.md,fresh_phase1_output
0,frobenius,layer2.0.conv1.weight,128x64x3x3,33.42066947823729,33.42073147731873,nns_phase1_runner_v1,NNS-P1-cifar100lt-resnet18-new-partitions,cifar100_mod5_01_vs_34_w500_rho0p002_tail30,0,phase1_fresh_primary_search,NNS-P1-fresh-primary-family,26,cifar100_mod5_01_vs_34,300,30,40,500,0.002,discussion/e11_natural_negative_search_protocol.md,fresh_phase1_output
0,frobenius,layer2.0.conv2.weight,128x128x3x3,42.97968967299424,42.97958757698925,nns_phase1_runner_v1,NNS-P1-cifar100lt-resnet18-new-partitions,cifar100_mod5_01_vs_34_w500_rho0p002_tail30,0,phase1_fresh_primary_search,NNS-P1-fresh-primary-family,26,cifar100_mod5_01_vs_34,300,30,40,500,0.002,discussion/e11_natural_negative_search_protocol.md,fresh_phase1_output
0,frobenius,layer2.0.downsample.0.weight,128x64x1x1,17.162947673351624,17.162940129183358,nns_phase1_runner_v1,NNS-P1-cifar100lt-resnet18-new-partitions,cifar100_mod5_01_vs_34_w500_rho0p002_tail30,0,phase1_fresh_primary_search,NNS-P1-fresh-primary-family,26,cifar100_mod5_01_vs_34,300,30,40,500,0.002,discussion/e11_natural_negative_search_protocol.md,fresh_phase1_output
0,frobenius,layer2.1.conv1.weight,128x128x3x3,44.36730239994283,44.367774341560626,nns_phase1_runner_v1,NNS-P1-cifar100lt-resnet18-new-partitions,cifar100_mod5_01_vs_34_w500_rho0p002_tail30,0,phase1_fresh_primary_search,NNS-P1-fresh-primary-family,26,cifar100_mod5_01_vs_34,300,30,40,500,0.002,discussion/e11_natural_negative_search_protocol.md,fresh_phase1_output
0,frobenius,layer2.1.conv2.weight,128x128x3x3,37.57936743617124,37.57932883237187,nns_phase1_runner_v1,NNS-P1-cifar100lt-resnet18-new-partitions,cifar100_mod5_01_vs_34_w500_rho0p002_tail30,0,phase1_fresh_primary_search,NNS-P1-fresh-primary-family,26,cifar100_mod5_01_vs_34,300,30,40,500,0.002,discussion/e11_natural_negative_search_protocol.md,fresh_phase1_output
