run_id,problem_family,base_setting,seed,state_source,budget,target_relative_norm,direction,loss_before,loss_after,delta_loss,update_grad_inner,update_grad_cosine,update_fro_norm,update_op_norm,mean_nr_update,mean_st_update,mean_grad_rank_fraction
33,SmallMLPDigits,Small MLP digits hidden=16,1,initial,fro,0.01,top_singular,2.3025328074664575,2.302472775999441,6.0031467016496975e-05,5.942327300170409e-05,0.6670024610095839,0.003533321633046381,0.0033014971461937208,1.0000000000000004,1.0,0.460848840766563
33,SmallMLPDigits,Small MLP digits hidden=16,1,initial,op,0.001,gd_spectrum,2.3025328074664575,2.302528286978604,4.520487853376665e-06,4.520177106381232e-06,0.9825802122145751,0.00018244899584775467,0.00011502310221882116,5.729463631604311,2.111629410978275,0.460848840766563
33,SmallMLPDigits,Small MLP digits hidden=16,1,initial,op,0.001,flat_polar,2.3025328074664575,2.3025251215991123,7.68586734523069e-06,7.686189118387805e-06,0.6113857650960525,0.0004985971401371651,0.00011502310221882118,13.0,12.99999999999999,0.460848840766563
33,SmallMLPDigits,Small MLP digits hidden=16,1,initial,op,0.001,top_singular,2.3025328074664575,2.302530553174181,2.2542922764046125e-06,2.2539324235901593e-06,0.6871833812476308,0.00013008352081978397,0.00011502310221882114,1.0000000000000004,1.0,0.460848840766563
33,SmallMLPDigits,Small MLP digits hidden=16,1,initial,op,0.01,gd_spectrum,2.3025328074664575,2.302487516871254,4.529059520352874e-05,4.520177106381232e-05,0.9825802122145755,0.001824489958477546,0.0011502310221882114,5.729463631604313,2.111629410978275,0.460848840766563
33,SmallMLPDigits,Small MLP digits hidden=16,1,initial,op,0.01,flat_polar,2.3025328074664575,2.3024562155660395,7.659190041797714e-05,7.686189118387804e-05,0.6113857650960522,0.0049859714013716526,0.0011502310221882118,13.0,12.999999999999988,0.460848840766563
33,SmallMLPDigits,Small MLP digits hidden=16,1,initial,op,0.01,top_singular,2.3025328074664575,2.3025100868623363,2.2720604121229115e-05,2.253932423590159e-05,0.6871833812476306,0.0013008352081978398,0.0011502310221882112,1.0000000000000004,1.0,0.460848840766563
34,SmallMLPDigits,Small MLP digits hidden=16,1,adam_step3,fro,0.001,gd_spectrum,2.289549028796929,2.289482623450489,6.64053464398684e-05,6.641312773160663e-05,0.7779958319236184,0.0007698785850765897,0.00044407853247058643,5.5416852445695675,2.2184113215490293,0.43653590560242606
34,SmallMLPDigits,Small MLP digits hidden=16,1,adam_step3,fro,0.001,flat_polar,2.289549028796929,2.2895053438740156,4.3684922913289626e-05,4.368152767599119e-05,0.51170676076748,0.0007698785850765899,0.00017565098141734606,13.0,12.999999999999982,0.43653590560242606
34,SmallMLPDigits,Small MLP digits hidden=16,1,adam_step3,fro,0.001,top_singular,2.289549028796929,2.2895044275724428,4.4601224486129354e-05,4.46858529123737e-05,0.5234719173636124,0.0007698785850765897,0.0007026039256693841,1.0,1.0,0.43653590560242606
34,SmallMLPDigits,Small MLP digits hidden=16,1,adam_step3,fro,0.01,gd_spectrum,2.289549028796929,2.2888867679777967,0.0006622608191322321,0.0006641312773160663,0.7779958319236184,0.0076987858507658975,0.004440785324705866,5.541685244569566,2.2184113215490298,0.43653590560242606
34,SmallMLPDigits,Small MLP digits hidden=16,1,adam_step3,fro,0.01,flat_polar,2.289549028796929,2.2891114297459807,0.00043759905094820084,0.0004368152767599119,0.5117067607674801,0.007698785850765897,0.0017565098141734605,13.000000000000004,12.999999999999986,0.43653590560242606
34,SmallMLPDigits,Small MLP digits hidden=16,1,adam_step3,fro,0.01,top_singular,2.289549028796929,2.2891114439554996,0.000437584841429306,0.00044685852912373697,0.5234719173636125,0.007698785850765897,0.00702603925669384,1.0,1.0,0.43653590560242606
34,SmallMLPDigits,Small MLP digits hidden=16,1,adam_step3,op,0.001,gd_spectrum,2.289549028796929,2.289497205942218,5.182285471105885e-05,5.1830687850769185e-05,0.7648248272972344,0.0006111820221587195,0.00035573305166611556,5.541685244569566,2.2184113215490293,0.43653590560242606
34,SmallMLPDigits,Small MLP digits hidden=16,1,adam_step3,op,0.001,flat_polar,2.289549028796929,2.2894670993182307,8.192947869822831e-05,8.19135392722551e-05,0.48519193428126023,0.001522606552154261,0.00035573305166611556,13.000000000000004,12.999999999999986,0.43653590560242606
34,SmallMLPDigits,Small MLP digits hidden=16,1,adam_step3,op,0.001,top_singular,2.289549028796929,2.2895255833453163,2.3445451612591484e-05,2.3477121118278278e-05,0.5362406608343695,0.0003948486657413146,0.00035573305166611556,1.0000000000000004,1.0,0.43653590560242606
34,SmallMLPDigits,Small MLP digits hidden=16,1,adam_step3,op,0.01,gd_spectrum,2.289549028796929,2.289031977720405,0.0005170510765237779,0.0005183068785076918,0.7648248272972343,0.006111820221587195,0.0035573305166611557,5.5416852445695675,2.2184113215490298,0.43653590560242606
34,SmallMLPDigits,Small MLP digits hidden=16,1,adam_step3,op,0.01,flat_polar,2.289549028796929,2.2887279728195984,0.0008210559773305093,0.0008191353927225508,0.48519193428126006,0.015226065521542612,0.0035573305166611557,13.0,12.999999999999986,0.43653590560242606
34,SmallMLPDigits,Small MLP digits hidden=16,1,adam_step3,op,0.01,top_singular,2.289549028796929,2.289316933654649,0.0002320951422798423,0.00023477121118278276,0.5362406608343695,0.003948486657413146,0.003557330516661156,1.0000000000000002,1.0,0.43653590560242606
35,SmallMLPDigits,Small MLP digits hidden=16,1,muon_step3,fro,0.001,gd_spectrum,2.300705702569859,2.3006930247922273,1.2677777631697751e-05,1.267166167682369e-05,0.9390818781028031,0.00038208730059811956,0.000243155910925553,6.145975745043856,1.9762446232225113,0.49181586658679044
35,SmallMLPDigits,Small MLP digits hidden=16,1,muon_step3,fro,0.001,flat_polar,2.300705702569859,2.3006971169639994,8.585605859590117e-06,8.580484329548427e-06,0.6358895577177207,0.0003820873005981196,8.666075168985797e-05,13.0,12.999999999999988,0.49181586658679044
35,SmallMLPDigits,Small MLP digits hidden=16,1,muon_step3,fro,0.001,top_singular,2.300705702569859,2.3006967399839766,8.962585882343888e-06,8.969687771208634e-06,0.6647329650213442,0.0003820873005981196,0.0003466430067594317,1.0000000000000004,1.0,0.49181586658679044
35,SmallMLPDigits,Small MLP digits hidden=16,1,muon_step3,fro,0.01,gd_spectrum,2.300705702569859,2.300579312467354,0.0001263901025048142,0.00012671661676823688,0.9390818781028029,0.003820873005981196,0.0024315591092555306,6.145975745043857,1.9762446232225104,0.49181586658679044
35,SmallMLPDigits,Small MLP digits hidden=16,1,muon_step3,fro,0.01,flat_polar,2.300705702569859,2.3006196598153097,8.60427545492648e-05,8.580484329548427e-05,0.6358895577177209,0.003820873005981195,0.0008666075168985796,13.0,12.999999999999982,0.49181586658679044
