control_level,problem_family,base_setting,setting_label,metric,n_pairs,muon_win_rate,geomean_ratio_muon_over_adam,ratio_ci95_low,ratio_ci95_high,ratio_ci95_above_one,ratio_ci95_below_one,available_interpretation
global_update_norm_fixed,MatrixFactorizationInput,MF input kappa=1e+02,MF input kappa=1e+02,update_grad_inner,300,0.0366666666666666,0.4143473806561023,0.386840783458522,0.4438098545909426,False,True,direction plus layer allocation
global_update_norm_fixed,MatrixFactorizationInput,MF input kappa=1e+05,MF input kappa=1e+05,update_grad_inner,300,0.0333333333333333,0.3265976539721876,0.3034778124934769,0.3514788336706808,False,True,direction plus layer allocation
global_update_norm_fixed,MatrixSensing,Matrix sensing kappa=1e+02,Matrix sensing kappa=1e+02,update_grad_inner,150,0.8533333333333334,1.072110027132832,1.0381755311513008,1.1071537286224562,True,False,direction plus layer allocation
global_update_norm_fixed,MatrixSensing,Matrix sensing kappa=1e+05,Matrix sensing kappa=1e+05,update_grad_inner,150,0.86,1.1128637658606302,1.0386273870907703,1.192406224559981,True,False,direction plus layer allocation
global_update_norm_fixed,SmallMLPDigits,Small MLP digits hidden=16,Small MLP digits hidden=16,update_grad_inner,300,0.5,1.00906614761898,0.9974539267562408,1.020813556353307,False,False,direction plus layer allocation
global_update_norm_fixed,SmallMLPDigits,Small MLP digits hidden=64,Small MLP digits hidden=64,update_grad_inner,300,0.0,0.6046914187203296,0.5817572047438199,0.6285297524334431,False,True,direction plus layer allocation
per_layer_update_norm_fixed,SmallMLPDigits,Small MLP digits hidden=16,Small MLP digits hidden=16,update_grad_inner,250,0.252,0.9407669132669612,0.9309485552537116,0.9506888217433724,False,True,direction after layer allocation removed
per_layer_update_norm_fixed,SmallMLPDigits,Small MLP digits hidden=64,Small MLP digits hidden=64,update_grad_inner,250,0.0,0.6882151771416425,0.6760879508020599,0.7005599337870337,False,True,direction after layer allocation removed
