warmup_steps,seeds,parameters,paired_points,mean_tail_accuracy_before,geomean_jvp_tail_drift_sq_ratio_spectral_over_fro,jvp_tail_drift_sq_ratio_ci95_low,jvp_tail_drift_sq_ratio_ci95_high,geomean_scaled_jvp_tail_drift_sq_ratio_spectral_over_fro,scaled_jvp_tail_drift_sq_ratio_ci95_low,scaled_jvp_tail_drift_sq_ratio_ci95_high,geomean_observed_tail_drift_sq_ratio_spectral_over_fro,observed_tail_drift_sq_ratio_ci95_low,observed_tail_drift_sq_ratio_ci95_high,spectral_less_scaled_jvp_tail_drift_fraction,spectral_less_observed_tail_drift_fraction
2000,3,54,162,0.31366666666666665,1.3656865204142636,1.3066660000634707,1.4273729261728878,0.03139670353480928,0.02783274050499999,0.035417029547472,0.3052385411189106,0.27151479833654285,0.3431509720840919,1.0,1.0
5000,3,54,162,0.3415,1.336820603296238,1.2731109205702515,1.4037184792954605,0.04007295024291315,0.0345483436697407,0.04648099360483887,0.46596404691078963,0.41550569601444676,0.5225499796901254,0.9876543209876543,0.8703703703703703
10000,3,54,162,0.411,1.3277854398085582,1.261561533736347,1.39748567709267,0.028724395298465235,0.025656789199518568,0.03215877399335588,0.4081099248146608,0.36332364114743376,0.45841693704881137,1.0,1.0
