warmup_steps,seeds,parameters,paired_points,mean_tail_accuracy_before,geomean_jvp_tail_drift_sq_ratio_spectral_over_fro,jvp_tail_drift_sq_ratio_ci95_low,jvp_tail_drift_sq_ratio_ci95_high,geomean_scaled_jvp_tail_drift_sq_ratio_spectral_over_fro,scaled_jvp_tail_drift_sq_ratio_ci95_low,scaled_jvp_tail_drift_sq_ratio_ci95_high,geomean_observed_tail_drift_sq_ratio_spectral_over_fro,observed_tail_drift_sq_ratio_ci95_low,observed_tail_drift_sq_ratio_ci95_high,spectral_less_scaled_jvp_tail_drift_fraction,spectral_less_observed_tail_drift_fraction
2000,10,21,210,0.4053,2.280066985030452,2.1853048305277523,2.378938344711554,0.2187499721618388,0.20298425566918063,0.23574020636749618,0.38709298858010716,0.36814463964485333,0.40701660616987273,1.0,1.0
5000,10,21,210,0.40310000000000007,2.3756189107683072,2.265654249905903,2.490920761380244,0.24579878116906426,0.22785779944171267,0.26515239316902367,0.43885271259060393,0.4170434780261422,0.46180245824647254,1.0,1.0
10000,10,21,210,0.3982,2.397447460931542,2.2853222369790585,2.5150739072687576,0.24807107184820332,0.22848003116904556,0.26934194806015843,0.47528886313216345,0.4513937071172471,0.5004489425874699,0.9857142857142858,0.9904761904761905
