problem_family,base_setting,seed,source_algo,checkpoint_step,checkpoint_loss,checkpoint_recovery,continuation_variant,continuation_algo,horizon,loss_before,loss_after,total_decrease,recovery_before,recovery_after,finite
MatrixFactorizationInput,MF input kappa=1e+02,1,Adam,3,0.00010820946606687405,0.8306758076762196,switched_fresh,Muon,10,0.00010820946606687405,3.5467178272206816e-05,7.274228779466724e-05,0.8306758076762196,0.49166280600624357,True
MatrixFactorizationInput,MF input kappa=1e+02,1,Adam,3,0.00010820946606687405,0.8306758076762196,own_fresh,Adam,30,0.00010820946606687405,1.6623415685433424e-06,0.00010654712449833071,0.8306758076762196,0.110019123179777,True
MatrixFactorizationInput,MF input kappa=1e+02,1,Adam,3,0.00010820946606687405,0.8306758076762196,switched_fresh,Muon,30,0.00010820946606687405,8.590227413596726e-07,0.00010735044332551438,0.8306758076762196,0.07210025376434548,True
MatrixFactorizationInput,MF input kappa=1e+02,1,Muon,3,0.00015852310925605132,0.9938949626959984,own_fresh,Muon,1,0.00015852310925605132,0.00015751099113496395,1.0121181210873706e-06,0.9938949626959984,0.9909542140897828,True
MatrixFactorizationInput,MF input kappa=1e+02,1,Muon,3,0.00015852310925605132,0.9938949626959984,switched_fresh,Adam,1,0.00015852310925605132,0.00014337120214461503,1.515190711143629e-05,0.9938949626959984,0.9481751885047447,True
MatrixFactorizationInput,MF input kappa=1e+02,1,Muon,3,0.00015852310925605132,0.9938949626959984,own_fresh,Muon,3,0.00015852310925605132,0.00015469992609129017,3.823183164761157e-06,0.9938949626959984,0.9827173131227434,True
MatrixFactorizationInput,MF input kappa=1e+02,1,Muon,3,0.00015852310925605132,0.9938949626959984,switched_fresh,Adam,3,0.00015852310925605132,7.136941164491192e-05,8.71536976111394e-05,0.9938949626959984,0.6829132372918493,True
MatrixFactorizationInput,MF input kappa=1e+02,1,Muon,3,0.00015852310925605132,0.9938949626959984,own_fresh,Muon,10,0.00015852310925605132,0.00013271133924682156,2.581177000922976e-05,0.9938949626959984,0.9150082693999795,True
MatrixFactorizationInput,MF input kappa=1e+02,1,Muon,3,0.00015852310925605132,0.9938949626959984,switched_fresh,Adam,10,0.00015852310925605132,2.0548086202745744e-05,0.00013797502305330558,0.9938949626959984,0.35376406172641467,True
MatrixFactorizationInput,MF input kappa=1e+02,1,Muon,3,0.00015852310925605132,0.9938949626959984,own_fresh,Muon,30,0.00015852310925605132,1.6120306866349824e-06,0.00015691107856941633,0.9938949626959984,0.11078358771870281,True
MatrixFactorizationInput,MF input kappa=1e+02,1,Muon,3,0.00015852310925605132,0.9938949626959984,switched_fresh,Adam,30,0.00015852310925605132,1.8719489972719929e-06,0.00015665116025877934,0.9938949626959984,0.11609596818420018,True
MatrixFactorizationInput,MF input kappa=1e+02,2,Adam,3,0.00011279340941398702,0.8762089879759498,own_fresh,Adam,1,0.00011279340941398702,8.021284909705056e-05,3.258056031693646e-05,0.8762089879759498,0.7487893432525291,True
MatrixFactorizationInput,MF input kappa=1e+02,2,Adam,3,0.00011279340941398702,0.8762089879759498,switched_fresh,Muon,1,0.00011279340941398702,0.00010772343856830526,5.069970845681762e-06,0.8762089879759498,0.8576701576431077,True
MatrixFactorizationInput,MF input kappa=1e+02,2,Adam,3,0.00011279340941398702,0.8762089879759498,own_fresh,Adam,3,0.00011279340941398702,4.539861195256894e-05,6.739479746141808e-05,0.8762089879759498,0.5605900974329643,True
MatrixFactorizationInput,MF input kappa=1e+02,2,Adam,3,0.00011279340941398702,0.8762089879759498,switched_fresh,Muon,3,0.00011279340941398702,9.632607561907475e-05,1.6467333794912273e-05,0.8762089879759498,0.8142554186821671,True
MatrixFactorizationInput,MF input kappa=1e+02,2,Adam,3,0.00011279340941398702,0.8762089879759498,own_fresh,Adam,10,0.00011279340941398702,1.1514710215349037e-05,0.00010127869919863798,0.8762089879759498,0.28482104803087516,True
MatrixFactorizationInput,MF input kappa=1e+02,2,Adam,3,0.00011279340941398702,0.8762089879759498,switched_fresh,Muon,10,0.00011279340941398702,4.769193658762268e-05,6.510147282636435e-05,0.8762089879759498,0.5871321149385336,True
MatrixFactorizationInput,MF input kappa=1e+02,2,Adam,3,0.00011279340941398702,0.8762089879759498,own_fresh,Adam,30,0.00011279340941398702,1.374676624136797e-06,0.00011141873278985023,0.8762089879759498,0.09888660256124986,True
MatrixFactorizationInput,MF input kappa=1e+02,2,Adam,3,0.00011279340941398702,0.8762089879759498,switched_fresh,Muon,30,0.00011279340941398702,9.412890232963744e-07,0.00011185212039069065,0.8762089879759498,0.0774741384119287,True
MatrixFactorizationInput,MF input kappa=1e+02,2,Muon,3,0.0001477952429329342,0.9942056059105644,own_fresh,Muon,1,0.0001477952429329342,0.00014695337178755196,8.41871145382245e-07,0.9942056059105644,0.9914667829678718,True
MatrixFactorizationInput,MF input kappa=1e+02,2,Muon,3,0.0001477952429329342,0.9942056059105644,switched_fresh,Adam,1,0.0001477952429329342,0.00013525930061235065,1.2535942320583557e-05,0.9942056059105644,0.9540195601296261,True
MatrixFactorizationInput,MF input kappa=1e+02,2,Muon,3,0.0001477952429329342,0.9942056059105644,own_fresh,Muon,3,0.0001477952429329342,0.00014458065404231299,3.214588890621217e-06,0.9942056059105644,0.9837454647880989,True
MatrixFactorizationInput,MF input kappa=1e+02,2,Muon,3,0.0001477952429329342,0.9942056059105644,switched_fresh,Adam,3,0.0001477952429329342,6.846672679088181e-05,7.93285161420524e-05,0.9942056059105644,0.6966855315848274,True
MatrixFactorizationInput,MF input kappa=1e+02,2,Muon,3,0.0001477952429329342,0.9942056059105644,own_fresh,Muon,10,0.0001477952429329342,0.0001255689386942292,2.2226304238705003e-05,0.9942056059105644,0.9198687272213121,True
MatrixFactorizationInput,MF input kappa=1e+02,2,Muon,3,0.0001477952429329342,0.9942056059105644,switched_fresh,Adam,10,0.0001477952429329342,2.1390676739900077e-05,0.00012640456619303413,0.9942056059105644,0.38616911834115025,True
MatrixFactorizationInput,MF input kappa=1e+02,2,Muon,3,0.0001477952429329342,0.9942056059105644,own_fresh,Muon,30,0.0001477952429329342,2.1029010834033707e-06,0.00014569234184953083,0.9942056059105644,0.12995565329531764,True
MatrixFactorizationInput,MF input kappa=1e+02,2,Muon,3,0.0001477952429329342,0.9942056059105644,switched_fresh,Adam,30,0.0001477952429329342,1.854115146031144e-06,0.00014594112778690307,0.9942056059105644,0.1163707757931146,True
MatrixFactorizationInput,MF input kappa=1e+02,3,Adam,3,0.00012099468907843818,0.8789223911715253,own_fresh,Adam,1,0.00012099468907843818,8.044088862876493e-05,4.055380044967325e-05,0.8789223911715253,0.7360941486787665,True
MatrixFactorizationInput,MF input kappa=1e+02,3,Adam,3,0.00012099468907843818,0.8789223911715253,switched_fresh,Muon,1,0.00012099468907843818,0.00011540187613514255,5.592812943295631e-06,0.8789223911715253,0.8606802296918566,True
MatrixFactorizationInput,MF input kappa=1e+02,3,Adam,3,0.00012099468907843818,0.8789223911715253,own_fresh,Adam,3,0.00012099468907843818,5.188804949612014e-05,6.910663958231803e-05,0.8789223911715253,0.5697292156943898,True
MatrixFactorizationInput,MF input kappa=1e+02,3,Adam,3,0.00012099468907843818,0.8789223911715253,switched_fresh,Muon,3,0.00012099468907843818,0.00010277456107549766,1.822012800294052e-05,0.8789223911715253,0.8177503065696305,True
MatrixFactorizationInput,MF input kappa=1e+02,3,Adam,3,0.00012099468907843818,0.8789223911715253,own_fresh,Adam,10,0.00012099468907843818,1.509404061766425e-05,0.00010590064846077393,0.8789223911715253,0.3270108821370484,True
MatrixFactorizationInput,MF input kappa=1e+02,3,Adam,3,0.00012099468907843818,0.8789223911715253,switched_fresh,Muon,10,0.00012099468907843818,4.757965392773942e-05,7.341503515069876e-05,0.8789223911715253,0.5850873001908102,True
MatrixFactorizationInput,MF input kappa=1e+02,3,Adam,3,0.00012099468907843818,0.8789223911715253,own_fresh,Adam,30,0.00012099468907843818,1.971058650536952e-06,0.00011902363042790122,0.8789223911715253,0.1159898818304406,True
MatrixFactorizationInput,MF input kappa=1e+02,3,Adam,3,0.00012099468907843818,0.8789223911715253,switched_fresh,Muon,30,0.00012099468907843818,8.273357298245969e-07,0.00012016735334861358,0.8789223911715253,0.06986907940616813,True
MatrixFactorizationInput,MF input kappa=1e+02,3,Muon,3,0.0001598111868880388,0.9952768270465259,own_fresh,Muon,1,0.0001598111868880388,0.00015895180846906535,8.593784189734569e-07,0.9952768270465259,0.9927550334514489,True
MatrixFactorizationInput,MF input kappa=1e+02,3,Muon,3,0.0001598111868880388,0.9952768270465259,switched_fresh,Adam,1,0.0001598111868880388,0.00014480809742679847,1.5003089461240342e-05,0.9952768270465259,0.9512289488460826,True
MatrixFactorizationInput,MF input kappa=1e+02,3,Muon,3,0.0001598111868880388,0.9952768270465259,own_fresh,Muon,3,0.0001598111868880388,0.00015650066530591502,3.310521582123785e-06,0.9952768270465259,0.9855442175578523,True
MatrixFactorizationInput,MF input kappa=1e+02,3,Muon,3,0.0001598111868880388,0.9952768270465259,switched_fresh,Adam,3,0.0001598111868880388,6.31515636265384e-05,9.66596232615004e-05,0.9952768270465259,0.6619183958341723,True
MatrixFactorizationInput,MF input kappa=1e+02,3,Muon,3,0.0001598111868880388,0.9952768270465259,own_fresh,Muon,10,0.0001598111868880388,0.00013609527326844366,2.371591361959515e-05,0.9952768270465259,0.9234403581116342,True
MatrixFactorizationInput,MF input kappa=1e+02,3,Muon,3,0.0001598111868880388,0.9952768270465259,switched_fresh,Adam,10,0.0001598111868880388,2.6213775169618986e-05,0.00013359741171841983,0.9952768270465259,0.414043564665285,True
MatrixFactorizationInput,MF input kappa=1e+02,3,Muon,3,0.0001598111868880388,0.9952768270465259,own_fresh,Muon,30,0.0001598111868880388,1.6565403089369862e-06,0.00015815464657910181,0.9952768270465259,0.11152224436277175,True
MatrixFactorizationInput,MF input kappa=1e+02,3,Muon,3,0.0001598111868880388,0.9952768270465259,switched_fresh,Adam,30,0.0001598111868880388,2.8013753404336575e-06,0.00015700981154760516,0.9952768270465259,0.1392067697000836,True
MatrixFactorizationInput,MF input kappa=1e+02,4,Adam,3,0.00011761284773264642,0.9069315683495008,own_fresh,Adam,1,0.00011761284773264642,8.090364003801539e-05,3.670920769463103e-05,0.9069315683495008,0.7691048358016846,True
MatrixFactorizationInput,MF input kappa=1e+02,4,Adam,3,0.00011761284773264642,0.9069315683495008,switched_fresh,Muon,1,0.00011761284773264642,0.00011307191621725471,4.540931515391712e-06,0.9069315683495008,0.8915865573234608,True
